key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	locationRemarks	verbatimEventDate	institutionCode	http://unknown.org/taxonRankID	taxonConceptID	locality	http://unknown.org/species	gbifID	collectionCode	occurrenceID	elevationAccuracy	depth	typeStatus	references	datasetID	scientificNameID	bibliographicCitation
1633598834	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:19.903+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338749	1	54	354	9477065	6313	2118169	4338749	4338749	Ammothella fistella Lee & Arango, 2003	Ammothella fistella Lee & Arango, 2003	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella fistella	Ammothella	fistella	SPECIES	ACCEPTED	NE	-18.816667	146.433333	18.0	OCEANIA	Queensland	{}	2000.0	3.0	7.0	2000-03-07	67.0	67.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:19.903+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '36bacaab-9402-49ce-84eb-13f504af628c'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	36bacaab-9402-49ce-84eb-13f504af628c	S105792	In coral rubble and algae. 2 females, 1 juvenile.	07 Mar 2000	QM	7000	https://biodiversity.org.au/afd/taxa/ee7b7fbe-5fc7-4c8b-a2bd-d16868587ba8	GBR, Palm Islands, Pandora Reef	Ammothella fistella	1633598834	Arachnids	36bacaab-9402-49ce-84eb-13f504af628c							
1633598848	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:50.237+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338749	1	54	354	9477065	6313	2118169	4338749	4338749	Ammothella fistella Lee & Arango, 2003	Ammothella fistella Lee & Arango, 2003	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella fistella	Ammothella	fistella	SPECIES	ACCEPTED	NE	-19.233333	147.783333			Queensland	{}	2000.0	6.0	1.0	2000-06-01	153.0	153.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:50.237+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'fa79f86d-5dab-4843-b90c-7c36f76a8f49'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	fa79f86d-5dab-4843-b90c-7c36f76a8f49	S105793	Intertidal in Cladophora prolifera. 3 males, 2 females, 3 juveniles.	01 Jun 2000	QM	7000	https://biodiversity.org.au/afd/taxa/ee7b7fbe-5fc7-4c8b-a2bd-d16868587ba8	Townsville, Rowes Bay	Ammothella fistella	1633598848	Arachnids	fa79f86d-5dab-4843-b90c-7c36f76a8f49							
1633598819	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:43.003+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338749	1	54	354	9477065	6313	2118169	4338749	4338749	Ammothella fistella Lee & Arango, 2003	Ammothella fistella Lee & Arango, 2003	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella fistella	Ammothella	fistella	SPECIES	ACCEPTED	NE	-19.233333	147.783333	4.5		Queensland	{}	1999.0	4.0	17.0	1999-04-17	107.0	107.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:43.003+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c0f4aa41-e9de-4f42-818f-3808a4dc50d4'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	c0f4aa41-e9de-4f42-818f-3808a4dc50d4	S105794	Intertidal in Cladophora prolifera. 1 male, 4 females.	17 Apr 1999	QM	7000	https://biodiversity.org.au/afd/taxa/ee7b7fbe-5fc7-4c8b-a2bd-d16868587ba8	Townsville, Rowes Bay	Ammothella fistella	1633598819	Arachnids	c0f4aa41-e9de-4f42-818f-3808a4dc50d4	1.5						
1633598825	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:27.036+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338749	1	54	354	9477065	6313	2118169	4338749	4338749	Ammothella fistella Lee & Arango, 2003	Ammothella fistella Lee & Arango, 2003	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella fistella	Ammothella	fistella	SPECIES	ACCEPTED	NE	-19.25	147.05		OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1999.0	5.0	14.0	1999-05-14	134.0	134.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:27.036+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4615512d-a5ce-413b-9b87-344cbabcc15c'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	4615512d-a5ce-413b-9b87-344cbabcc15c	S105790	Data on label in vial: Orpheus Island, Pioneer Bay, in Galaxaura, shoreline, 24/11/1998 coRobert Ravenected by C. Arango. Intertidal in Cladophora prolifera. 2 females, 2 juveniles.	14 May 1999	QM	7000	https://biodiversity.org.au/afd/taxa/ee7b7fbe-5fc7-4c8b-a2bd-d16868587ba8	Townsville, Cape Ferguson, Turtle Bay	Ammothella fistella	1633598825	Arachnids	4615512d-a5ce-413b-9b87-344cbabcc15c							
1633598802	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:38.497+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338749	1	54	354	9477065	6313	2118169	4338749	4338749	Ammothella fistella Lee & Arango, 2003	Ammothella fistella Lee & Arango, 2003	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella fistella	Ammothella	fistella	SPECIES	ACCEPTED	NE	-19.25	147.05		OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1999.0	5.0	14.0	1999-05-14	134.0	134.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:38.497+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'bac2a1ea-ff80-41f7-89b1-751cae851f24'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	bac2a1ea-ff80-41f7-89b1-751cae851f24	S105788	Intertidal in Cladophora prolifera. 2 females, 1 juvenile.	14 May 1999	QM	7000	https://biodiversity.org.au/afd/taxa/ee7b7fbe-5fc7-4c8b-a2bd-d16868587ba8	Townsville, Cape Ferguson, Turtle Bay	Ammothella fistella	1633598802	Arachnids	bac2a1ea-ff80-41f7-89b1-751cae851f24							
1633598852	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:30.955+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338749	1	54	354	9477065	6313	2118169	4338749	4338749	Ammothella fistella Lee & Arango, 2003	Ammothella fistella Lee & Arango, 2003	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella fistella	Ammothella	fistella	SPECIES	ACCEPTED	NE	-19.25	147.05	5.0	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1999.0	7.0	12.0	1999-07-12	193.0	193.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:30.955+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '51aa476a-b93e-4e70-abba-7083593d0dc7'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	51aa476a-b93e-4e70-abba-7083593d0dc7	S105791	Intertidal in Cladophora prolifera. 3 females.	12 Jul 1999	QM	7000	https://biodiversity.org.au/afd/taxa/ee7b7fbe-5fc7-4c8b-a2bd-d16868587ba8	Townsville, Cape Ferguson, Turtle Bay	Ammothella fistella	1633598852	Arachnids	51aa476a-b93e-4e70-abba-7083593d0dc7	1.0						
1633598809	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:39.735+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338749	1	54	354	9477065	6313	2118169	4338749	4338749	Ammothella fistella Lee & Arango, 2003	Ammothella fistella Lee & Arango, 2003	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella fistella	Ammothella	fistella	SPECIES	ACCEPTED	NE	-19.25	147.05		OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1999.0	7.0	12.0	1999-07-12	193.0	193.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:39.735+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c85184fd-ed00-46b0-8fbf-d683b97bc2af'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	c85184fd-ed00-46b0-8fbf-d683b97bc2af	S105786	Intertidal in Cladophora prolifera. 2 adults, 1 juvenile.	12 Jul 1999	QM	7000	https://biodiversity.org.au/afd/taxa/ee7b7fbe-5fc7-4c8b-a2bd-d16868587ba8	Townsville, Cape Ferguson, Turtle Bay	Ammothella fistella	1633598809	Arachnids	c85184fd-ed00-46b0-8fbf-d683b97bc2af							
1633598880	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:29.009+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338749	1	54	354	9477065	6313	2118169	4338749	4338749	Ammothella fistella Lee & Arango, 2003	Ammothella fistella Lee & Arango, 2003	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella fistella	Ammothella	fistella	SPECIES	ACCEPTED	NE	-19.25	147.05		OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1998.0	11.0	24.0	1998-11-24	328.0	328.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:29.009+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '60870c28-8cdf-4e9e-8ac4-cb26a77b30fb'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	60870c28-8cdf-4e9e-8ac4-cb26a77b30fb	S105789	Data in vial 12/07/1999 - C.P. Arango has coRobert Ravenected this to 24/11/1998. Intertidal in Cladophora prolifera. 3 male, female.	24 Nov 1998	QM	7000	https://biodiversity.org.au/afd/taxa/ee7b7fbe-5fc7-4c8b-a2bd-d16868587ba8	Townsville, Cape Ferguson, Turtle Bay	Ammothella fistella	1633598880	Arachnids	60870c28-8cdf-4e9e-8ac4-cb26a77b30fb							
4055739243	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:13.454+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	4338749	1	54	354	9477065	6313	2118169	4338749	4338749	Ammothella fistella Lee & Arango, 2003	Ammothella fistella Lee & Arango, 2003	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella fistella	Ammothella	fistella	SPECIES	ACCEPTED	NE	-19.25	146.8		OCEANIA		{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1998.0			1998			['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:13.454+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1532'}]	[]	[]	[]			True			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1532	sm_id_1532			WoRMS Editorial Board			Coral Sea		4055739243	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_1532		0.5	HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=1532	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239863	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothella fistella</i> Lee & Arango, 2003. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239863
1633598791	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:37.084+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338749	1	54	354	9477065	6313	2118169	4338749	4338749	Ammothella fistella Lee & Arango, 2003	Ammothella fistella Lee & Arango, 2003	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella fistella	Ammothella	fistella	SPECIES	ACCEPTED	NE	-19.25	147.05		OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1997.0	3.0	27.0	1997-03-27	86.0	86.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:37.084+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a5e6a808-f0f3-4731-b190-c1ee311bcbb0'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	a5e6a808-f0f3-4731-b190-c1ee311bcbb0	S105787	Intertidal in Cladophora prolifera. More than 30 males, 20 females.	27 Mar 1997	QM	7000	https://biodiversity.org.au/afd/taxa/ee7b7fbe-5fc7-4c8b-a2bd-d16868587ba8	Townsville, Cape Ferguson, Turtle Bay	Ammothella fistella	1633598791	Arachnids	a5e6a808-f0f3-4731-b190-c1ee311bcbb0							
