key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	locationRemarks	verbatimEventDate	institutionCode	http://unknown.org/taxonRankID	taxonConceptID	locality	http://unknown.org/species	gbifID	collectionCode	occurrenceID	elevation	elevationAccuracy	coordinatePrecision	coordinateUncertaintyInMeters	typeStatus	habitat	references	datasetID	scientificNameID	bibliographicCitation
1633598862	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:39.054+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338291	1	54	354	9477065	6316	2117290	4338291	4338291	Anoplodactylus proliferus Arango, 2003	Anoplodactylus proliferus Arango, 2003	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus proliferus	Anoplodactylus	proliferus	SPECIES	ACCEPTED	NE	-19.25	147.05	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	2000	5	4	2000-05-04	125	125	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:39.054+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b9dca73d-ca8f-41d7-81e9-c0933351019f'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	b9dca73d-ca8f-41d7-81e9-c0933351019f	S105842	Intertidal in Cladophora prolifera. 20 males, 31 females.	04 May 2000	QM	7000	https://biodiversity.org.au/afd/taxa/4b5ce5cb-3ef6-4f93-9bfd-4426491dd5a4	Townsville, Cape Ferguson, Turtle Bay	Anoplodactylus proliferus	1633598862	Arachnids	b9dca73d-ca8f-41d7-81e9-c0933351019f										
1633598890	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:29.234+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338291	1	54	354	9477065	6316	2117290	4338291	4338291	Anoplodactylus proliferus Arango, 2003	Anoplodactylus proliferus Arango, 2003	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus proliferus	Anoplodactylus	proliferus	SPECIES	ACCEPTED	NE	-19.233333	147.783333		Queensland	{}	2000	6	1	2000-06-01	153	153	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:29.234+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3d7faa28-eb35-43e1-aa3e-a52654e926df'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	3d7faa28-eb35-43e1-aa3e-a52654e926df	S105843	Intertidal in Cladophora prolifera. 34 males, 28 females.	01 Jun 2000	QM	7000	https://biodiversity.org.au/afd/taxa/4b5ce5cb-3ef6-4f93-9bfd-4426491dd5a4	Townsville, Rowes Bay	Anoplodactylus proliferus	1633598890	Arachnids	3d7faa28-eb35-43e1-aa3e-a52654e926df	2.0	1.0								
1633598854	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:44.252+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338291	1	54	354	9477065	6316	2117290	4338291	4338291	Anoplodactylus proliferus Arango, 2003	Anoplodactylus proliferus Arango, 2003	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus proliferus	Anoplodactylus	proliferus	SPECIES	ACCEPTED	NE	-19.25	147.05	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1999	10	7	1999-10-07	280	280	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:44.252+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e194a104-2f61-435c-9aae-6ada992c0a35'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	e194a104-2f61-435c-9aae-6ada992c0a35	S105839	Intertidal in Cladophora prolifera. 9 males, 7 female.	07 Oct 1999	QM	7000	https://biodiversity.org.au/afd/taxa/4b5ce5cb-3ef6-4f93-9bfd-4426491dd5a4	Townsville, Cape Ferguson, Turtle Bay	Anoplodactylus proliferus	1633598854	Arachnids	e194a104-2f61-435c-9aae-6ada992c0a35	6.0									
1633598905	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:36.755+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338291	1	54	354	9477065	6316	2117290	4338291	4338291	Anoplodactylus proliferus Arango, 2003	Anoplodactylus proliferus Arango, 2003	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus proliferus	Anoplodactylus	proliferus	SPECIES	ACCEPTED	NE	-18.6	146.483333	OCEANIA	Queensland	{}	1998	9	7	1998-09-07	250	250	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:36.755+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a78b4b83-b881-48fa-9712-5de58ae206ed'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	a78b4b83-b881-48fa-9712-5de58ae206ed	S105841	Intertidal in Galaxaura. 1 male.	07 Sep 1998	QM	7000	https://biodiversity.org.au/afd/taxa/4b5ce5cb-3ef6-4f93-9bfd-4426491dd5a4	GBR, Palm Islands, Orpheus Island	Anoplodactylus proliferus	1633598905	Arachnids	a78b4b83-b881-48fa-9712-5de58ae206ed	15.0									
1066101095	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:18.663+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338291	1	54	354	9477065	6316	2117290	4338291	4338291	Anoplodactylus proliferus Arango, 2003	Anoplodactylus proliferus Arango, 2003	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus proliferus	Anoplodactylus	proliferus	SPECIES	ACCEPTED	NE	-19.25	147.05	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1998	10	5	1998-10-05	278	278	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2024-04-23T00:00:00.000+00:00	2024-07-02T06:30:18.663+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2facc5fb-856d-49af-a9a9-d16118f5002d'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	True	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	2facc5fb-856d-49af-a9a9-d16118f5002d	S105836	Intertidal in Cladophora prolifera. 5 males, female.	05 Oct 1998	QM	7000	https://biodiversity.org.au/afd/taxa/4b5ce5cb-3ef6-4f93-9bfd-4426491dd5a4	Townsville, Cape Ferguson, Turtle Bay	Anoplodactylus proliferus	1066101095	Arachnids	2facc5fb-856d-49af-a9a9-d16118f5002d			0.01667	500.0	PARATYPE	Marine				
1066101085	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:44.801+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338291	1	54	354	9477065	6316	2117290	4338291	4338291	Anoplodactylus proliferus Arango, 2003	Anoplodactylus proliferus Arango, 2003	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus proliferus	Anoplodactylus	proliferus	SPECIES	ACCEPTED	NE	-19.25	147.05	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1998	10	5	1998-10-05	278	278	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2024-04-23T00:00:00.000+00:00	2024-07-02T06:30:44.801+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ee37f377-55e9-4187-85a7-af495a27c434'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	True	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	ee37f377-55e9-4187-85a7-af495a27c434	S105835	Intertidal in Cladophora prolifera. 1 male.	05 Oct 1998	QM	7000	https://biodiversity.org.au/afd/taxa/4b5ce5cb-3ef6-4f93-9bfd-4426491dd5a4	Townsville, Cape Ferguson, Turtle Bay	Anoplodactylus proliferus	1066101085	Arachnids	ee37f377-55e9-4187-85a7-af495a27c434					HOLOTYPE	Marine				
4055738811	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:08.508+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	4338291	1	54	354	9477065	6316	2117290	4338291	4338291	Anoplodactylus proliferus Arango, 2003	Anoplodactylus proliferus Arango, 2003	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus proliferus	Anoplodactylus	proliferus	SPECIES	ACCEPTED	NE	-19.25	147.05	OCEANIA		{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1998	10	5	1998-10-05	278	278	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:08.508+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1638'}]	[]	[]	[]			True			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1638	sm_id_1638			WoRMS Editorial Board			Coral Sea		4055738811	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_1638					HOLOTYPE		http://www.marinespecies.org/aphia.php?p=specdetails&id=1638	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240226	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Anoplodactylus proliferus</i> Arango, 2003. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240226
1633598961	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:32.384+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338291	1	54	354	9477065	6316	2117290	4338291	4338291	Anoplodactylus proliferus Arango, 2003	Anoplodactylus proliferus Arango, 2003	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus proliferus	Anoplodactylus	proliferus	SPECIES	ACCEPTED	NE	-19.233333	147.783333		Queensland	{}	1998	11	3	1998-11-03	307	307	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:32.384+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '53ddebda-2333-4d9e-b516-cfaecaefad9f'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	53ddebda-2333-4d9e-b516-cfaecaefad9f	S105838	Intertidal in Cladophora prolifera. 1 female.	03 Nov 1998	QM	7000	https://biodiversity.org.au/afd/taxa/4b5ce5cb-3ef6-4f93-9bfd-4426491dd5a4	Townsville, Rowes Bay	Anoplodactylus proliferus	1633598961	Arachnids	53ddebda-2333-4d9e-b516-cfaecaefad9f	8.0									
1633598883	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:43.386+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338291	1	54	354	9477065	6316	2117290	4338291	4338291	Anoplodactylus proliferus Arango, 2003	Anoplodactylus proliferus Arango, 2003	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus proliferus	Anoplodactylus	proliferus	SPECIES	ACCEPTED	NE	-18.466667	146.866667		Queensland	{}	1998	11	26	1998-11-26	330	330	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:43.386+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e8957aab-4d60-4f2b-87eb-b3aea6cf037a'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	e8957aab-4d60-4f2b-87eb-b3aea6cf037a	S105840	Reef flat, in red algae. 1 female.	26 Nov 1998	QM	7000	https://biodiversity.org.au/afd/taxa/4b5ce5cb-3ef6-4f93-9bfd-4426491dd5a4	GBR, Rib Reef	Anoplodactylus proliferus	1633598883	Arachnids	e8957aab-4d60-4f2b-87eb-b3aea6cf037a	12.0									
1633598786	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:28.271+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338291	1	54	354	9477065	6316	2117290	4338291	4338291	Anoplodactylus proliferus Arango, 2003	Anoplodactylus proliferus Arango, 2003	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus proliferus	Anoplodactylus	proliferus	SPECIES	ACCEPTED	NE	-19.25	147.05	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}	1997	3	27	1997-03-27	86	86	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:28.271+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '54a85155-98f7-40a6-bef8-161ae660335e'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	False	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	54a85155-98f7-40a6-bef8-161ae660335e	S105837	Intertidal in Cladophora prolifera. 1 male, 2 females, 1 juvenile.	27 Mar 1997	QM	7000	https://biodiversity.org.au/afd/taxa/4b5ce5cb-3ef6-4f93-9bfd-4426491dd5a4	Townsville, Cape Ferguson, Turtle Bay	Anoplodactylus proliferus	1633598786	Arachnids	54a85155-98f7-40a6-bef8-161ae660335e	2.0									
