key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	locationID	locality	county	fieldNumber	gbifID	collectionCode	occurrenceID	georeferenceSources	dateIdentified	depth	identifiedBy	institutionID	nomenclaturalCode	verbatimEventDate	georeferenceProtocol	eventRemarks	language	type	eventTime	higherClassification	collectionID	islandGroup	island	verbatimLocality	verbatimDepth	habitat	occurrenceRemarks	individualCount	sex	datasetName	rightsHolder	bibliographicCitation	recordNumber	waterBody	typeStatus	georeferenceRemarks	verbatimCoordinateSystem
1675372637	85b1cfb6-f762-11e1-a439-00145eb45e9a	8483a1f0-1032-11db-ae00-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	12fadca0-d638-416d-8cee-6f29ef37a249	8483a1f0-1032-11db-ae00-b8a03c50a862	US	EML	2024-07-22T04:01:54.675+00:00	2024-07-22T04:11:13.841+00:00	527	{}	PRESERVED_SPECIMEN	PRESENT	2118428	1	54	354	9477065	6313	2118396	2118428	2118428	Achelia chelata (Hilton, 1939)	Achelia chelata (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia chelata	Achelia	chelata	SPECIES	ACCEPTED	NE	48.5452	-123.0124	NORTH_AMERICA	Washington	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.48_1', 'name': 'Washington'}, 'level2': {'gid': 'USA.48.28_1', 'name': 'San Juan'}}	USA, Washington, San Juan County	2017.0	3.0	10.0	2017-03-10	69.0	69.0	['INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2022-01-25T09:23:40.000+00:00	2024-07-22T04:11:13.841+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '068cd785-6a1a-4990-8ade-9dfa797973cd'}]	[]	[]	[]	ab8b25c4-f95e-437b-82df-5aed3c9031ec	4730346d-0a5b-454c-accd-b9ac7bdf8445	False	Paulay, Gustav	75% ethanol	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	068cd785-6a1a-4990-8ade-9dfa797973cd	45433-Arthropoda	UF	project=DigIn	7c39629f-2e3a-4534-ae52-6f1c41a93363	San Juan Island, FHL dock	San Juan County	BFHL-2270	1675372637	Invertebrate Zoology	068cd785-6a1a-4990-8ade-9dfa797973cd	Google Earth																													
609455127	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:04.914+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118428	1	54	354	9477065	6313	2118396	2118428	2118428	Achelia chelata (Hilton, 1939)	Achelia chelata (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia chelata	Achelia	chelata	SPECIES	ACCEPTED	NE	37.70567	-122.36933	NORTH_AMERICA	California	{}	North America, North Pacific Ocean, United States	2001.0	6.0	4.0	2001-06-04	155.0	155.0	['GEODETIC_DATUM_ASSUMED_WGS84']		2024-07-22T23:00:04.914+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:160612'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	"G. Brooks aboard R/V ""Longfin"""	Fluid-75% EtOH(1)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:160612	160612	CAS		06731c56-2598-11ed-aace-005056be1b7a	San Francisco Estuary, San Francisco Bay, off Candlestick Point.		062961	609455127	IZ	urn:catalog:CAS:IZ:160612		2002-03-13T00:00:00	6.6	M. Wicksten	http://grscicoll.org/institution/california-academy-sciences	ICZN	04 Jun 2001	GPS	CDFG collecting trip. Trawl distance 0.15mi.	en	Physical Object	1139	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470																
4853682817	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:28.493+00:00	57	{}	PRESERVED_SPECIMEN	PRESENT	2118428	1	54	354	9477065	6313	2118396	2118428	2118428	Achelia chelata (Hilton, 1939)	Achelia chelata (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia chelata	Achelia	chelata	SPECIES	ACCEPTED	NE	33.249444	-119.499444	NORTH_AMERICA	California	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.56_1', 'name': 'Ventura'}}		1977.0			1977			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-05-10T21:41:28.493+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '722edd88-5bb5-4b42-a4e7-4eebf10957ae'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False	Dale Straughan	1 Fluid	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	722edd88-5bb5-4b42-a4e7-4eebf10957ae	715912	SBMNH			Ventura County, California, USA	Ventura County		4853682817	IZ	722edd88-5bb5-4b42-a4e7-4eebf10957ae							1977								Channel Islands	San Nicolas Island	San Nicolas Island	depth unknown												
4103999091	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:28.874+00:00	57	{}	PRESERVED_SPECIMEN	PRESENT	2118428	1	54	354	9477065	6313	2118396	2118428	2118428	Achelia chelata (Hilton, 1939)	Achelia chelata (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia chelata	Achelia	chelata	SPECIES	ACCEPTED	NE	33.845833	-118.398889	NORTH_AMERICA	California	{}		1975.0	2.0		1975-02			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-05-10T21:41:28.874+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '97418cdf-e10c-4939-9b9c-cf124df3e089'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False	Dale Straughan	5 Fluid	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	97418cdf-e10c-4939-9b9c-cf124df3e089	687966	SBMNH			Los Angeles County, California, USA	Los Angeles County		4103999091	IZ	97418cdf-e10c-4939-9b9c-cf124df3e089							1975-02										King Harbor Benthic Survey, Site 10-2 #2	5-10 ft												
4103883475	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:36.369+00:00	57	{}	PRESERVED_SPECIMEN	PRESENT	2118428	1	54	354	9477065	6313	2118396	2118428	2118428	Achelia chelata (Hilton, 1939)	Achelia chelata (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia chelata	Achelia	chelata	SPECIES	ACCEPTED	NE	33.845833	-118.398889	NORTH_AMERICA	California	{}		1975.0	2.0		1975-02			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-05-10T21:41:36.369+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f9385d04-ac8a-4224-a083-250b10fc5611'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False	Dale Straughan	1 Fluid	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	f9385d04-ac8a-4224-a083-250b10fc5611	687963	SBMNH			Los Angeles County, California, USA	Los Angeles County		4103883475	IZ	f9385d04-ac8a-4224-a083-250b10fc5611							1975-02										King Harbor Benthic Survey, Site 14 #4	depth unknown												
609430728	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:03.707+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118428	1	54	354	9477065	6313	2118396	2118428	2118428	Achelia chelata (Hilton, 1939)	Achelia chelata (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia chelata	Achelia	chelata	SPECIES	ACCEPTED	NE			NORTH_AMERICA	California	{}	North America, United States, California	1975.0	2.0	7.0	1975-02-07	38.0	38.0	[]		2024-07-22T23:00:03.707+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:129035'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	D. Gotshall, CF&G	Fluid-75% EtOH(1)		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:129035	129035	CAS		059e204b-2598-11ed-aace-005056be1b7a	Diablo Canyon Cove	San Luis Obispo County	056694	609430728	IZ	urn:catalog:CAS:IZ:129035					http://grscicoll.org/institution/california-academy-sciences	ICZN	07 Feb 1975		Unable to figure out sta. code for specific locality and  habitat info.	en	Physical Object		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470																
4103984837	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:32.596+00:00	57	{}	PRESERVED_SPECIMEN	PRESENT	2118428	1	54	354	9477065	6313	2118396	2118428	2118428	Achelia chelata (Hilton, 1939)	Achelia chelata (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia chelata	Achelia	chelata	SPECIES	ACCEPTED	NE	33.845833	-118.398889	NORTH_AMERICA	California	{}		1975.0	7.0		1975-07			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-05-10T21:41:32.596+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd0514e67-b8c1-4bf0-aa15-b11792443ce3'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False	Dale Straughan	1 Fluid	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	d0514e67-b8c1-4bf0-aa15-b11792443ce3	688155	SBMNH			Los Angeles County, California, USA	Los Angeles County		4103984837	IZ	d0514e67-b8c1-4bf0-aa15-b11792443ce3							1975-07										King Harbor 8-3 #2	depth unknown												
4415848331	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:00.360+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118428	1	54	354	9477065	6313	2118396	2118428	2118428	Achelia chelata (Hilton, 1939)	Achelia chelata (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia chelata	Achelia	chelata	SPECIES	ACCEPTED	NE			NORTH_AMERICA	California	{}	North America, North Pacific Ocean, United States, California	1975.0	8.0	30.0	1975-08-30	242.0	242.0	[]	2023-09-21T07:29:19.000+00:00	2024-07-22T23:00:00.360+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:6471'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	D.R. Lindberg, C. Chaffee	Fluid-75% EtOH(1)		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:6471	6471	CAS		fddd5704-3654-4c91-8418-88f9b0b23e14	Farallon Islands, Southeast Farallon Island, near Elephant Seal Colony, in smaller side cave	San Francisco County	158524	4415848331	IZ	urn:catalog:CAS:IZ:6471		1975-09-10T00:00:00		David R. Lindberg	http://grscicoll.org/institution/california-academy-sciences	ICZN	30 Aug 1975		Data transcribed from catalogue card by Notes from Nature volunteers via Zooniverse.	en	Physical Object		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470					on roof, from stalks of Pollicipes polymerus	1 specimen and left chelifore from another										
4103910613	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:20.605+00:00	57	{}	PRESERVED_SPECIMEN	PRESENT	2118428	1	54	354	9477065	6313	2118396	2118428	2118428	Achelia chelata (Hilton, 1939)	Achelia chelata (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia chelata	Achelia	chelata	SPECIES	ACCEPTED	NE	33.845833	-118.398889	NORTH_AMERICA	California	{}		1975.0	9.0		1975-09			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-05-10T21:41:20.605+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '150bdbeb-b751-4058-bf14-a9512f61ecf1'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False	Dale Straughan	2 Fluid	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	150bdbeb-b751-4058-bf14-a9512f61ecf1	672563	SBMNH			Los Angeles County, California, USA	Los Angeles County		4103910613	IZ	150bdbeb-b751-4058-bf14-a9512f61ecf1							1975-09										King Harbor Stable Substrate	depth unknown												
3855715906	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:18.133+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118428	1	54	354	9477065	6313	2118396	2118428	2118428	Achelia chelata (Hilton, 1939)	Achelia chelata (Hilton, 1939)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia chelata	Achelia	chelata	SPECIES	ACCEPTED	NE			NORTH_AMERICA	California	{}	North America, United States, California	1974.0	5.0	23.0	1974-05-23	143.0	143.0	[]		2024-07-22T23:00:18.133+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:222811'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	J. Witebsky	Fluid-75% EtOH(1)		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:222811	222811	CAS		06e4b86b-2598-11ed-aace-005056be1b7a	Pigeon Point South, Mid	San Mateo County	088461	3855715906	IZ	urn:catalog:CAS:IZ:222811					http://grscicoll.org/institution/california-academy-sciences	ICZN	23 May 1974			en	Physical Object		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470																
