key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	scientificNameID	ownerInstitutionCode	locality	materialSampleID	gbifID	occurrenceID	type	taxonRemarks	continent	higherGeography	modified	associatedSequences	institutionKey	collectionKey	recordedBy	preparations	catalogNumber	institutionCode	locationID	fieldNumber	collectionCode	identifiedBy	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	eventID	collectionID	waterBody	georeferenceProtocol	verbatimCoordinateSystem	sex	stateProvince	lifeStage	habitat	county	coordinateUncertaintyInMeters	georeferencedBy	references	otherCatalogNumbers	dynamicProperties	eventRemarks	language	locationAccordingTo	locationRemarks	eventTime	georeferencedDate	footprintWKT	verbatimLocality	organismID	previousIdentifications	identificationQualifier	accessRights	georeferenceSources	verbatimDepth	typeStatus	bibliographicCitation	dateIdentified	http://unknown.org/occurrenceDetails	taxonConceptID	taxonID	verbatimIdentification	elevation
2268754490	5199d77b-fc69-4c85-94f2-4d3e63e777ff	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-02-18T00:53:14.248+00:00	2024-01-25T07:28:44.178+00:00	166	{}	MATERIAL_SAMPLE	3.0	PRESENT	2117680	1	54	354	9477065	2013	2117630	2117680	2117680	Nymphon floridanum Hedgpeth, 1948	Nymphon floridanum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon floridanum	Nymphon	floridanum	SPECIES	ACCEPTED	NE	25.016166	-80.329566	51.8	0.0	{}	2015.0	6.0	8.0	2015-06-08	159.0	159.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:28:44.178+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'NOAA:NCCOS:NBI:FK15_017_2:255789'}]	[]	[]	[]	False	NOAA NBI	NOAA National Benthic Inventory	Young-modified Van Veen grab sampler, 0.04 sq m	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	NOAA:NCCOS:NBI:FK15_017_2:255789	urn:lsid:marinespecies.org:taxname:239918	NOAA	Florida Keys National Marine Sanctuary	FK15_017_2:255789	2268754490	NOAA:NCCOS:NBI:FK15_017_2:255789	Dataset	Originally identified as 'Nymphon floridanum'																																																								
4900431379	85b1cfb6-f762-11e1-a439-00145eb45e9a	8483a1f0-1032-11db-ae00-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	12fadca0-d638-416d-8cee-6f29ef37a249	8483a1f0-1032-11db-ae00-b8a03c50a862	US	EML	2024-07-22T04:01:54.675+00:00	2024-07-22T04:11:33.854+00:00	527	{}	PRESERVED_SPECIMEN		PRESENT	2117680	1	54	354	9477065	2013	2117630	2117680	2117680	Nymphon floridanum Hedgpeth, 1948	Nymphon floridanum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon floridanum	Nymphon	floridanum	SPECIES	ACCEPTED	NE	16.8095	-88.1186			{}	2013.0	10.0	5.0	2013-10-05	278.0	278.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2024-07-22T04:11:33.854+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	True	[{'identifier': '96f91da7-fc7c-4262-a7c2-e2b1dd7bf660'}]	[]	[]	[]	False				WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	96f91da7-fc7c-4262-a7c2-e2b1dd7bf660			Carrie Bow Cay		4900431379	96f91da7-fc7c-4262-a7c2-e2b1dd7bf660			NORTH_AMERICA	Belize	2024-06-20T16:37:55.000+00:00	CBTWO153-18	ab8b25c4-f95e-437b-82df-5aed3c9031ec	4730346d-0a5b-454c-accd-b9ac7bdf8445	Leray, Matthieu; Plaisance, Laetitia; Little, Mark; Rosebraugh, Sydney; Penland, Laurie	75% ethanol	72568-Arthropoda	UF	e564bbd8-41db-4dde-86bb-3f3ad732cf5e	CBC_0469	Invertebrate Zoology																																											
4900431585	85b1cfb6-f762-11e1-a439-00145eb45e9a	8483a1f0-1032-11db-ae00-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	12fadca0-d638-416d-8cee-6f29ef37a249	8483a1f0-1032-11db-ae00-b8a03c50a862	US	EML	2024-07-22T04:01:54.675+00:00	2024-07-22T04:11:41.875+00:00	527	{}	PRESERVED_SPECIMEN		PRESENT	2117680	1	54	354	9477065	2013	2117630	2117680	2117680	Nymphon floridanum Hedgpeth, 1948	Nymphon floridanum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon floridanum	Nymphon	floridanum	SPECIES	ACCEPTED	NE	16.8095	-88.1186			{}	2013.0	10.0	5.0	2013-10-05	278.0	278.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2024-07-22T04:11:41.875+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	True	[{'identifier': 'f74e3edc-b386-44bc-8df4-d2d8b9f82313'}]	[]	[]	[]	False				WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	f74e3edc-b386-44bc-8df4-d2d8b9f82313			Carrie Bow Cay		4900431585	f74e3edc-b386-44bc-8df4-d2d8b9f82313			NORTH_AMERICA	Belize	2024-06-20T16:37:55.000+00:00	CBTWO152-18	ab8b25c4-f95e-437b-82df-5aed3c9031ec	4730346d-0a5b-454c-accd-b9ac7bdf8445	Leray, Matthieu; Plaisance, Laetitia; Little, Mark; Rosebraugh, Sydney; Penland, Laurie	75% ethanol	72567-Arthropoda	UF	e564bbd8-41db-4dde-86bb-3f3ad732cf5e	CBC_0468	Invertebrate Zoology																																											
2434399257	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:32.436+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117680	1	54	354	9477065	2013	2117630	2117680	2117680	Nymphon floridanum Hedgpeth, 1948	Nymphon floridanum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon floridanum	Nymphon	floridanum	SPECIES	ACCEPTED	NE					{}	1985.0	9.0	19.0	1985-09-19	262.0	262.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:32.436+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3373@CRS'}]	[]	[]	[]	False					Pycnogonida	CO	[]	[]	LATIN_AMERICA	Colombia	EUROPE	ZMA.PYC.3373@CRS					2434399257	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3373					2019-03-08T00:00:00.000+00:00		0e919a55-08d3-4bd2-aec1-200858fafd92		Müller H.G.	WholeOrganism (wet specimen)	ZMA.PYC.3373				Chelicerata and Myriapoda	Stock J.H.	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	19 sep 1985	Animalia|Nymphonidae																																					
3743748835	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:37.104+00:00	150	{}	PRESERVED_SPECIMEN		PRESENT	2117680	1	54	354	9477065	2013	2117630	2117680	2117680	Nymphon floridanum Hedgpeth, 1948	Nymphon floridanum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon floridanum	Nymphon	floridanum	SPECIES	ACCEPTED	NE	25.3291	-80.2681			{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.10_1', 'name': 'Florida'}, 'level2': {'gid': 'USA.10.44_1', 'name': 'Monroe'}}	1982.0	2.0		1982-02			['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:37.104+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'da2c2a35-11af-4aae-995a-d43998b80168'}]	[]	[]	[]	False				WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	da2c2a35-11af-4aae-995a-d43998b80168	urn:lsid:marinespecies.org:taxname:239918				3743748835	da2c2a35-11af-4aae-995a-d43998b80168			NORTH_AMERICA								145035				FSBC I							920fd771-0617-4330-8918-e15219656cd8	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																			
1317659937	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:11.790+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117680	1	54	354	9477065	2013	2117630	2117680	2117680	Nymphon floridanum Hedgpeth, 1948	Nymphon floridanum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon floridanum	Nymphon	floridanum	SPECIES	ACCEPTED	NE	16.8033	-88.0767	9.1	0.0	{}	1981.0	4.0	24.0	1981-04-24	114.0	114.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:11.790+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3143b90c0-2896-45bf-9c72-e6fb6502cab3'}]	[]	[]	[]	False		NMNH Extant Biology		WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3143b90c0-2896-45bf-9c72-e6fb6502cab3			Carrie Bow Cay, Spur And Groove Zone		1317659937	http://n2t.net/ark:/65665/3143b90c0-2896-45bf-9c72-e6fb6502cab3			NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea, Belize	2016-09-30T11:22:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	G. Hendler	Alcohol (Ethanol)	USNM 228103	USNM	31		IZ	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)			urn:lsid:biocol.org:col:34871	24 APR 1981	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Atlantic Ocean, Caribbean Sea	unknown, from legacy	Degrees Minutes Seconds																																
1318572062	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:43.293+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117680	1	54	354	9477065	2013	2117630	2117680	2117680	Nymphon floridanum Hedgpeth, 1948	Nymphon floridanum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon floridanum	Nymphon	floridanum	SPECIES	ACCEPTED	NE	33.795	-76.575	108.0	0.0	{}	1981.0	5.0	14.0	1981-05-14	134.0	134.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:43.293+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33c9460fe-8b4f-42dd-8048-f5b93dbba9b7'}]	[]	[]	[]	False		NMNH Extant Biology		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/33c9460fe-8b4f-42dd-8048-f5b93dbba9b7			Off North Carolina		1318572062	http://n2t.net/ark:/65665/33c9460fe-8b4f-42dd-8048-f5b93dbba9b7				North Atlantic Ocean, United States	2020-06-08T15:13:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Duke University For BLM/ MMS	Alcohol (Ethanol)	USNM 221038	USNM	OS05	818106	IZ	Dojiri, Masahiro			urn:lsid:biocol.org:col:34871	14 MAY 1981	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Atlantic Ocean	unknown, from legacy	Degrees Minutes Seconds																																
1318203498	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:28.342+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117680	1	54	354	9477065	2013	2117630	2117680	2117680	Nymphon floridanum Hedgpeth, 1948	Nymphon floridanum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon floridanum	Nymphon	floridanum	SPECIES	ACCEPTED	NE	16.8283	-88.0758	13.0	1.0	{}	1980.0	3.0	12.0	1980-03-12	72.0	72.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:28.342+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32c45a244-d36d-486d-9904-5f3bb9086e55'}]	[]	[]	[]	False		NMNH Extant Biology		WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/32c45a244-d36d-486d-9904-5f3bb9086e55			South Water Cay, Vertical Reef Wall		1318203498	http://n2t.net/ark:/65665/32c45a244-d36d-486d-9904-5f3bb9086e55			NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea, Belize	2016-09-30T11:15:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	B. Kensley	Alcohol (Ethanol)	USNM 184479	USNM	K-79	Kensley/079	IZ	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)			urn:lsid:biocol.org:col:34871	12 MAR 1980	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Atlantic Ocean, Caribbean Sea			FEMALE																															
1319106867	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:49.006+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117680	1	54	354	9477065	2013	2117630	2117680	2117680	Nymphon floridanum Hedgpeth, 1948	Nymphon floridanum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon floridanum	Nymphon	floridanum	SPECIES	ACCEPTED	NE	30.4433	-80.2017	61.0	0.0	{}	1980.0	3.0	10.0	1980-03-10	70.0	70.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:49.006+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3543bb98c-beee-4122-8a66-8ecd90e7f208'}]	[]	[]	[]	False		NMNH Extant Biology		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3543bb98c-beee-4122-8a66-8ecd90e7f208			off Florida		1319106867	http://n2t.net/ark:/65665/3543bb98c-beee-4122-8a66-8ecd90e7f208				North Atlantic Ocean, United States, Florida	2018-09-17T12:34:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Georgia Marine Resources For Minerals Management Service/Bureau Land Management BLM/ MMS	Alcohol (Ethanol)	USNM 224066	USNM	OS03	MMS-LMRS/800371	IZ	Georgia Marine Resources For Minerals Management Service/Bureau Land Management BLM/ MMS			urn:lsid:biocol.org:col:34871		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Atlantic Ocean	unknown, from legacy	Degrees Minutes Seconds		Florida																														
1322025807	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:52.620+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117680	1	54	354	9477065	2013	2117630	2117680	2117680	Nymphon floridanum Hedgpeth, 1948	Nymphon floridanum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon floridanum	Nymphon	floridanum	SPECIES	ACCEPTED	NE	16.75	-87.87	12.2		{}	1980.0	3.0	22.0	1980-03-22	82.0	82.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:52.620+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d565294e-d49e-44ea-9e0a-e688724f8822'}]	[]	[]	[]	False		NMNH Extant Biology		WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3d565294e-d49e-44ea-9e0a-e688724f8822			South West Cays, off Glover Reef		1322025807	http://n2t.net/ark:/65665/3d565294e-d49e-44ea-9e0a-e688724f8822			NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea, Belize	2016-02-16T14:18:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	G. Hendler	Alcohol (Ethanol)	USNM 228101	USNM	1		IZ	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)			urn:lsid:biocol.org:col:34871		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Atlantic Ocean, Caribbean Sea			MALE																															
