key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	establishmentMeans	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	datasetName	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	islandGroup	locality	associatedReferences	eventRemarks	language	gbifID	occurrenceID	type	taxonID	vernacularName	institutionCode	bibliographicCitation	networkKeys	dateIdentified	decimalLatitude	decimalLongitude	elevation	elevationAccuracy	identifiedBy	geodeticDatum	scientificNameID	georeferenceProtocol	verbatimSRS	verbatimCoordinateSystem	county	collectionCode	catalogNumber	ownerInstitutionCode	occurrenceRemarks	individualCount	depth	depthAccuracy	waterBody	institutionKey	collectionKey	recordedBy	preparations	institutionID	verbatimEventDate	higherClassification	collectionID	sex	locationID	fieldNumber	verbatimLocality	nomenclaturalCode	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	eventID	http://unknown.org/language	originalNameUsage	identificationVerificationStatus	nameAccordingTo	otherCatalogNumbers	samplingProtocol	island	disposition	accessRights	verbatimTaxonRank	http://unknown.org/orders	verbatimDepth
3697820265	6baf6a53-c106-40fb-bbde-f6d4e4051513	cdef28b1-db4e-4c58-aa71-3c5238c2d0b5	394c0f8e-8b5e-4fbc-b942-568a4a267032	c3ad790a-d426-4ac1-8e32-da61f81f0117	IT	EML	2024-04-26T20:42:47.496+00:00	2024-04-29T08:57:05.779+00:00	43	https://doi.org/10.5066/P9KFFTOD	{}	HUMAN_OBSERVATION	PRESENT	introduced	2117304	1	54	354	9477065	6316	2117290	2117304	2117304	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus arescus	Anoplodactylus	arescus	SPECIES	ACCEPTED	NE	OCEANIA	Hawaii	{}	Oceania|United States of America|Hawaii	2016.0	9.0	28.0	2016-09-28	272.0	272.0	['TAXON_MATCH_TAXON_ID_IGNORED']	2020-11-28T00:00:00.000+00:00	2024-04-29T08:57:05.779+00:00	https://doi.org/10.5066/P9KFFTOD	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'USRIIS-HI-Animalia1735'}]	[]	[]	[]	False	https://bison.usgs.gov/ipt/resource?r=hiriis	Global Register of Introduced and Invasive Species - Hawaii, United States, V2.0	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE	U.S. Geological Survey	USRIIS-HI-Animalia1735	Hawaiian Islands	Hawaii	Coles et al. (1999), http://hbs.bishopmuseum.org/pdf/southshore.pdf	approx. date of introduction: 1998	English	3697820265	USRIIS-HI-Animalia1735	Dataset	https://www.gbif.org/species/2117304	Sea spider	USGS	Simpson A, Sellers E, Pagad S (2022a). Global Register of Introduced and Invasive Species - Hawaii, United States (version 2.0, 2022). United States Geological Survey. Checklist dataset derived from https://doi.org/10.5066/P9KFFTOD																																																	
1272046478	6da969ce-0833-4bb6-a4e6-5013a50eefef	c3ad790a-d426-4ac1-8e32-da61f81f0117	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-02-19T02:45:10.612+00:00	2024-01-24T19:37:52.579+00:00	258		{}	HUMAN_OBSERVATION	PRESENT		2117304	1	54	354	9477065	6316	2117290	2117304	2117304	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus arescus	Anoplodactylus	arescus	SPECIES	ACCEPTED	NE	OCEANIA	Hi	{}		2000.0	1.0		2000-01			['GEODETIC_DATUM_INVALID', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED']		2024-01-24T19:37:52.579+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1121538787'}]	[]	[]	[]	False	USGS_NAS_Marine_NonFish		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		1121538787		Kane'ohe Bay, Oahu				1272046478	1121538787				USGS		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2000-01-01T00:00:00	21.462778	-157.81027	0.0	0.0	USGS	WGS84	240177	Google Maps	NAD 83	decimal degrees	Honolulu	Non-Freshwater Specimens	162454	USGS	yr_accuracy: Actual | lat_long_accuracy: Approximate																																
1272046487	6da969ce-0833-4bb6-a4e6-5013a50eefef	c3ad790a-d426-4ac1-8e32-da61f81f0117	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-02-19T02:45:10.612+00:00	2024-01-24T19:37:52.579+00:00	258		{}	HUMAN_OBSERVATION	PRESENT		2117304	1	54	354	9477065	6316	2117290	2117304	2117304	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus arescus	Anoplodactylus	arescus	SPECIES	ACCEPTED	NE	OCEANIA	Hi	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.12_1', 'name': 'Hawaii'}, 'level2': {'gid': 'USA.12.2_1', 'name': 'Honolulu'}}		1998.0	7.0	30.0	1998-07-30	211.0	211.0	['GEODETIC_DATUM_INVALID', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED']		2024-01-24T19:37:52.579+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1121538789'}]	[]	[]	[]	False	USGS_NAS_Marine_NonFish		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		1121538789		Hilton Lagoon discharge pipe, Ala Wai Yacht Harbor, Oahu				1272046487	1121538789				USGS		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1998-07-30T00:00:00	21.2828	-157.841	0.0	0.0	USGS	WGS84	240177	Google Maps	NAD 83	decimal degrees	Honolulu	Non-Freshwater Specimens	161751	USGS	yr_accuracy: Actual | lat_long_accuracy: Accurate																																
1272046495	6da969ce-0833-4bb6-a4e6-5013a50eefef	c3ad790a-d426-4ac1-8e32-da61f81f0117	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-02-19T02:45:10.612+00:00	2024-01-24T19:37:52.579+00:00	258		{}	HUMAN_OBSERVATION	PRESENT		2117304	1	54	354	9477065	6316	2117290	2117304	2117304	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus arescus	Anoplodactylus	arescus	SPECIES	ACCEPTED	NE	OCEANIA	Hi	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.12_1', 'name': 'Hawaii'}, 'level2': {'gid': 'USA.12.2_1', 'name': 'Honolulu'}}		1998.0	7.0	16.0	1998-07-16	197.0	197.0	['GEODETIC_DATUM_INVALID', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED']		2024-01-24T19:37:52.579+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1121538790'}]	[]	[]	[]	False	USGS_NAS_Marine_NonFish		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		1121538790		Fishermans Wharf, Kewalo Basin, Oahu				1272046495	1121538790				USGS		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1998-07-16T00:00:00	21.2941	-157.857	0.0	0.0	USGS	WGS84	240177	Google Maps	NAD 83	decimal degrees	Honolulu	Non-Freshwater Specimens	161749	USGS	yr_accuracy: Actual | lat_long_accuracy: Accurate																																
1272046498	6da969ce-0833-4bb6-a4e6-5013a50eefef	c3ad790a-d426-4ac1-8e32-da61f81f0117	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-02-19T02:45:10.612+00:00	2024-01-24T19:37:52.579+00:00	258		{}	HUMAN_OBSERVATION	PRESENT		2117304	1	54	354	9477065	6316	2117290	2117304	2117304	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus arescus	Anoplodactylus	arescus	SPECIES	ACCEPTED	NE	OCEANIA	Hi	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.12_1', 'name': 'Hawaii'}, 'level2': {'gid': 'USA.12.2_1', 'name': 'Honolulu'}}		1998.0	7.0	23.0	1998-07-23	204.0	204.0	['GEODETIC_DATUM_INVALID', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED']		2024-01-24T19:37:52.579+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1121538791'}]	[]	[]	[]	False	USGS_NAS_Marine_NonFish		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		1121538791		Wakiki Yacht Club, Ala Wai Yacht Harbor, Oahu				1272046498	1121538791				USGS		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1998-07-23T00:00:00	21.2879	-157.842	0.0	0.0	USGS	WGS84	240177	Google Maps	NAD 83	decimal degrees	Honolulu	Non-Freshwater Specimens	161750	USGS	yr_accuracy: Actual | lat_long_accuracy: Accurate																																
1272046479	6da969ce-0833-4bb6-a4e6-5013a50eefef	c3ad790a-d426-4ac1-8e32-da61f81f0117	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-02-19T02:45:10.612+00:00	2024-01-24T19:37:52.579+00:00	258		{}	HUMAN_OBSERVATION	PRESENT		2117304	1	54	354	9477065	6316	2117290	2117304	2117304	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus arescus	Anoplodactylus	arescus	SPECIES	ACCEPTED	NE	OCEANIA	Hi	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.12_1', 'name': 'Hawaii'}, 'level2': {'gid': 'USA.12.2_1', 'name': 'Honolulu'}}		1998.0	8.0	6.0	1998-08-06	218.0	218.0	['GEODETIC_DATUM_INVALID', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED']		2024-01-24T19:37:52.579+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1121538788'}]	[]	[]	[]	False	USGS_NAS_Marine_NonFish		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		1121538788		Coal Pier, Barbers Point Deep Draft harbor, Oahu				1272046479	1121538788				USGS		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1998-08-06T00:00:00	21.3218	-158.12	0.0	0.0	USGS	WGS84	240177	Google Maps	NAD 83	decimal degrees	Honolulu	Non-Freshwater Specimens	161748	USGS	yr_accuracy: Actual | lat_long_accuracy: Accurate																																
1321413034	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:11.028+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		2117304	1	54	354	9477065	6316	2117290	2117304	2117304	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus arescus	Anoplodactylus	arescus	SPECIES	ACCEPTED	NE	OCEANIA		{}	South Pacific Ocean, Western Samoa	1985.0	10.0	25.0	1985-10-25	298.0	298.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:22:00.000+00:00	2024-07-02T12:38:11.028+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ba36051b-549a-48bb-ae1e-3db6054a47ab'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	WS	[]	[]	OCEANIA	Samoa	NORTH_AMERICA		http://n2t.net/ark:/65665/3ba36051b-549a-48bb-ae1e-3db6054a47ab		Upolu Island, Apia				1321413034	http://n2t.net/ark:/65665/3ba36051b-549a-48bb-ae1e-3db6054a47ab				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']						Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History							IZ	USNM 234402			5.0	10.0	0.0	South Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	K. Nakamura	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	25 OCT 1985	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																				
1320067717	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:26.570+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		2117304	1	54	354	9477065	6316	2117290	2117304	2117304	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus arescus	Anoplodactylus	arescus	SPECIES	ACCEPTED	NE	ASIA	Negros Oriental	{}	North Pacific Ocean, Philippines, Negros Oriental	1978.0	6.0	16.0	1978-06-16	167.0	167.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T09:09:00.000+00:00	2024-07-02T12:39:26.570+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37eba39ec-2adb-416f-852c-6352f31073df'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	PH	[]	[]	ASIA	Philippines	NORTH_AMERICA		http://n2t.net/ark:/65665/37eba39ec-2adb-416f-852c-6352f31073df		Negros Island, Bantayan, Silliman University Lab Beach				1320067717	http://n2t.net/ark:/65665/37eba39ec-2adb-416f-852c-6352f31073df				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		9.3278	123.314			Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84		unknown, from legacy		Degrees Minutes Seconds		IZ	USNM 228576			1.0	1.0	0.0	North Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	16 JUN 1978	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	FEMALE	SP-15-2																		
774192553	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:37.629+00:00	564		{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1959', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Anoplodactylus;Phoxichilidiidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'du Bois-Reymond Marcus, 1959', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|171659', 'http://rs.tdwg.org/dwc/terms/family': 'Phoxichilidiidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Anoplodactylus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'arescus', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22580', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Anoplodactylus arescus du Bois-Reymond Marcus, 1959'}]}	PRESERVED_SPECIMEN	PRESENT		2117304	1	54	354	9477065	6316	2117290	2117304	2117304	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus arescus	Anoplodactylus	arescus	SPECIES	ACCEPTED	NE	AFRICA		{}		1977.0	3.0	26.0	1977-03-26	85.0	85.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_COUNTRY_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:14:44.000+00:00	2024-07-24T12:24:37.629+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3133'}]	[]	[]	[]	False			Pycnogonida	ZZ	[]	[]		unknown or invalid	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3133		Mayotte				774192553	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3133				MNHN		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']		-12.871667	45.276669			Arnaud F.	WGS84						IU	2009-3133			63.0	7.0			6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Bouchet P.					10.15468/qgvvhd			BENTHEDI/S39 (BENT39-S)	entrée S passe Longogori																
774192554	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:37.630+00:00	564		{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1959', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Anoplodactylus;Phoxichilidiidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'du Bois-Reymond Marcus, 1959', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|171660', 'http://rs.tdwg.org/dwc/terms/family': 'Phoxichilidiidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Anoplodactylus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'arescus', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22580', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Anoplodactylus arescus du Bois-Reymond Marcus, 1959'}]}	PRESERVED_SPECIMEN	PRESENT		2117304	1	54	354	9477065	6316	2117290	2117304	2117304	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Anoplodactylus arescus du Bois-Reymond Marcus, 1959	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus arescus	Anoplodactylus	arescus	SPECIES	ACCEPTED	NE	AFRICA		{}		1977.0	3.0	25.0	1977-03-25	84.0	84.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_COUNTRY_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:13:00.000+00:00	2024-07-24T12:24:37.630+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3134'}]	[]	[]	[]	False			Pycnogonida	ZZ	[]	[]		unknown or invalid	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3134		Mayotte				774192554	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3134				MNHN		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']		-12.751667	45.298332			Arnaud F.	WGS84						IU	2009-3134			300.0	17.5	2.5		6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Bouchet P.					10.15468/qgvvhd			BENTHEDI/S32 (BENT32-R+S)	N île Pamanzi																
