key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locationID	footprintWKT	gbifID	language	collectionCode	occurrenceID	georeferenceSources	sex	individualCount	waterBody	higherGeography	typeStatus	modified	institutionKey	collectionKey	identifiedBy	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	higherClassification	collectionID	dateIdentified	references	datasetID	bibliographicCitation
4081088834	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.224+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117855	1	54	354	9477065	2013	2117630	2117855	2117855	Nymphon bucuspidum Child, 1995	Nymphon bucuspidum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon bucuspidum	Nymphon	bucuspidum	SPECIES	ACCEPTED	NE	-45.965	171.761667	100.0	1251.5	16.5	{}	1995.0	2.0	23.0	1995-02-23	54.0	54.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.224+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5c64bc90-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NZOI	Specimen(s), None = 12	Trawl, type undefined	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5c64bc90-fa36-11e2-96b3-aa6f927c92a3	7119	urn:lsid:marinespecies.org:taxname:240333	NIWA Invertebrate Collection	W460	POINT (171.7616667 -45.965)	4081088834	en	NIWA	5c64bc90-fa36-11e2-96b3-aa6f927c92a3	GPS																				
4081072642	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.537+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117855	1	54	354	9477065	2013	2117630	2117855	2117855	Nymphon bucuspidum Child, 1995	Nymphon bucuspidum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon bucuspidum	Nymphon	bucuspidum	SPECIES	ACCEPTED	NE	-44.315	179.0	100.0	1215.0	15.0	{}	1993.0	9.0	14.0	1993-09-14	257.0	257.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.537+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f44a128-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NIWA	Specimen(s), None = 3	Trawl, Agassiz medium	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5f44a128-fa36-11e2-96b3-aa6f927c92a3	7118	urn:lsid:marinespecies.org:taxname:240333	NIWA Invertebrate Collection	W249	LINESTRING (179 -44.315, 178.9816667 -44.3516667)	4081072642	en	NIWA	5f44a128-fa36-11e2-96b3-aa6f927c92a3	GPS																				
4081084245	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.299+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117855	1	54	354	9477065	2013	2117630	2117855	2117855	Nymphon bucuspidum Child, 1995	Nymphon bucuspidum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon bucuspidum	Nymphon	bucuspidum	SPECIES	ACCEPTED	NE	-44.3382	179.0007	500.0	1238.0	0.0	{}	1989.0	9.0	13.0	1989-09-13	256.0	256.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.299+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '600765a0-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NZOI	Specimen(s), None = 1	Trawl, Agassiz medium	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	600765a0-fa36-11e2-96b3-aa6f927c92a3	7084	urn:lsid:marinespecies.org:taxname:240333	NIWA Invertebrate Collection	V376	POINT (179.0007 -44.3382)	4081084245	en	NIWA	600765a0-fa36-11e2-96b3-aa6f927c92a3		MALE																			
4081092109	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.241+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117855	1	54	354	9477065	2013	2117630	2117855	2117855	Nymphon bucuspidum Child, 1995	Nymphon bucuspidum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon bucuspidum	Nymphon	bucuspidum	SPECIES	ACCEPTED	NE	-45.4033	173.9967	500.0	1373.0	0.0	{}	1979.0	10.0	27.0	1979-10-27	300.0	300.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.241+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5c7d28d4-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NZOI	Specimen(s), None = 4	Sled, epibenthic	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5c7d28d4-fa36-11e2-96b3-aa6f927c92a3	7085	urn:lsid:marinespecies.org:taxname:240333	NIWA Invertebrate Collection	S154	POINT (173.9967 -45.4033)	4081092109	en	NIWA	5c7d28d4-fa36-11e2-96b3-aa6f927c92a3																					
4081101476	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.028+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117855	1	54	354	9477065	2013	2117630	2117855	2117855	Nymphon bucuspidum Child, 1995	Nymphon bucuspidum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon bucuspidum	Nymphon	bucuspidum	SPECIES	ACCEPTED	NE	-45.4033	173.9967	500.0	1373.0	0.0	{}	1979.0	10.0	27.0	1979-10-27	300.0	300.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.028+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5cbfbc26-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NZOI	Specimen(s), None = 3	Sled, epibenthic	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5cbfbc26-fa36-11e2-96b3-aa6f927c92a3	7086	urn:lsid:marinespecies.org:taxname:240333	NIWA Invertebrate Collection	S154	POINT (173.9967 -45.4033)	4081101476	en	NIWA	5cbfbc26-fa36-11e2-96b3-aa6f927c92a3																					
1318477774	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:12.405+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117855	1	54	354	9477065	2013	2117630	2117855	2117855	Nymphon bucuspidum Child, 1995	Nymphon bucuspidum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon bucuspidum	Nymphon	bucuspidum	SPECIES	ACCEPTED	NE	-54.025	171.075		1262.0	0.0	{}	1979.0	10.0		1979-10			['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:12.405+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33869ba7f-952b-4af6-bf2e-91721fdc36ad'}]	[]	[]	[]	True	NMNH Extant Biology	New Zealand Oceanographic Institute	Alcohol (Ethanol)		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	NORTH_AMERICA	http://n2t.net/ark:/65665/33869ba7f-952b-4af6-bf2e-91721fdc36ad	USNM 234681		USNM	S-45		1318477774		IZ	http://n2t.net/ark:/65665/33869ba7f-952b-4af6-bf2e-91721fdc36ad		FEMALE	1.0	South Pacific Ocean	South Pacific Ocean, New Zealand	PARATYPE	2014-10-21T10:25:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	urn:lsid:biocol.org:col:34871	-- --- ----	unknown, from legacy	New Zealand Plateau, Campbell Rise, East Of	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4081168564	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.858+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117855	1	54	354	9477065	2013	2117630	2117855	2117855	Nymphon bucuspidum Child, 1995	Nymphon bucuspidum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon bucuspidum	Nymphon	bucuspidum	SPECIES	ACCEPTED	NE	-54.025	171.075	500.0	1262.0	0.0	{}	1978.0	9.0	21.0	1978-09-21	264.0	264.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.858+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f2900f8-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	NIWA Invertebrate Collection	NZOI	Specimen(s), Alcohol unknown = 1,  BB NIC Type Room	Trawl, Agassiz medium	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5f2900f8-fa36-11e2-96b3-aa6f927c92a3	7492	urn:lsid:marinespecies.org:taxname:240333	NIWA Invertebrate Collection	S45	POINT (171.075 -54.025)	4081168564	en	NIWA	5f2900f8-fa36-11e2-96b3-aa6f927c92a3						HOLOTYPE				Child, C, A								1995-01-01T00:00:00			
4055754495	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:09:51.342+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2117855	1	54	354	9477065	2013	2117630	2117855	2117855	Nymphon bucuspidum Child, 1995	Nymphon bucuspidum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon bucuspidum	Nymphon	bucuspidum	SPECIES	ACCEPTED	NE	-54.025002	171.074997		1262.0		{}	1978.0	9.0	21.0	1978-09-21	264.0	264.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INDIVIDUAL_COUNT_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:09:51.342+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_90137'}]	[]	[]	[]	True					WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_90137	sm_id_90137	urn:lsid:marinespecies.org:taxname:240333	WoRMS Editorial Board			4055754495		WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_90137						HOLOTYPE	2020-11-16T11:12:20.000+00:00												http://www.marinespecies.org/aphia.php?p=specdetails&id=90137	https://marineinfo.org/id/dataset/5184	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon bucuspidum</i> Child, 1995. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240333
318007684	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.197+00:00	124	{}	OCCURRENCE	PRESENT	2117855	1	54	354	9477065	2013	2117630	2117855	2117855	Nymphon bucuspidum Child, 1995	Nymphon bucuspidum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon bucuspidum	Nymphon	bucuspidum	SPECIES	ACCEPTED	NE	-54.025	171.075		1262.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.197+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23003'}]	[]	[]	[]	False					WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE		23003		BAS			318007684		SOMBASE Pycnogonids																						
318007921	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.575+00:00	124	{}	OCCURRENCE	PRESENT	2117855	1	54	354	9477065	2013	2117630	2117855	2117855	Nymphon bucuspidum Child, 1995	Nymphon bucuspidum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon bucuspidum	Nymphon	bucuspidum	SPECIES	ACCEPTED	NE	-44.3383	179.005		1239.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.575+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34129'}]	[]	[]	[]	False					WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE		34129		BAS			318007921		SOMBASE Pycnogonids																						
