key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID
1318080644	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:07.574+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2117774	1	54	354	9477065	2013	2117630	2117774	2117774	Nymphon premordicum Child, 1995	Nymphon premordicum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon premordicum	Nymphon	premordicum	SPECIES	ACCEPTED	NE	-56.858	-56.467	2928.0	329.0	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	1962.0	12.0	26.0	1962-12-26	360.0	360.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:25:00.000+00:00	2024-07-02T12:37:07.574+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/326d3e697-bd45-4f76-8744-a71ef302f375'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	[]	[]	NORTH_AMERICA	http://n2t.net/ark:/65665/326d3e697-bd45-4f76-8744-a71ef302f375	urn:lsid:biocol.org:col:34871	26 DEC 1962	unknown, from legacy	Burdwood Bank	Degrees Minutes Seconds	USARP/EL/6/386/USC	IZ	1318080644	http://n2t.net/ark:/65665/326d3e697-bd45-4f76-8744-a71ef302f375	USNM 234689	USNM	386	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
318007896	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.929+00:00	124	{}	OCCURRENCE		PRESENT		2117774	1	54	354	9477065	2013	2117630	2117774	2117774	Nymphon premordicum Child, 1995	Nymphon premordicum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon premordicum	Nymphon	premordicum	SPECIES	ACCEPTED	NE	-56.9333	-56.4833	2928.0	329.0	{}										['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.929+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23212'}]	[]	[]	[]			False					WGS84	Pycnogonida	[]	[]	EUROPE								SOMBASE Pycnogonids	318007896		23212	BAS			
