key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID
1322164392	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:48.632+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	MALE	2118522	1	54	354	9477065	6313	2118496	2118522	2118522	Cilunculus galeritus Nakamura & Child, 1991	Cilunculus galeritus Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus galeritus	Cilunculus	galeritus	SPECIES	ACCEPTED	NE	33.4767	135.482	353.5	0.5	{}	North Pacific Ocean	North Pacific Ocean, Japan	1984	9	1	1984-09-01	245	245	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:22:00.000+00:00	2024-07-02T12:39:48.632+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3db817be0-43cc-46d8-9a5c-29861e0147a9'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3db817be0-43cc-46d8-9a5c-29861e0147a9	urn:lsid:biocol.org:col:34871	01 SEP 1984	unknown, from legacy	Honshu Island, Kii Strait	Degrees Minutes Seconds	IZ	1322164392	http://n2t.net/ark:/65665/3db817be0-43cc-46d8-9a5c-29861e0147a9	USNM 234468	USNM	KT84-12, 15	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
1322506102	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:58.591+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	FEMALE	2118522	1	54	354	9477065	6313	2118496	2118522	2118522	Cilunculus galeritus Nakamura & Child, 1991	Cilunculus galeritus Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus galeritus	Cilunculus	galeritus	SPECIES	ACCEPTED	NE	33.4683	135.475	473.5	18.5	{}	North Pacific Ocean	North Pacific Ocean, Japan	1984	9	1	1984-09-01	245	245	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:22:00.000+00:00	2024-07-02T12:39:58.591+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ea9c4775-cc79-48f6-ba78-b9b29374e337'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3ea9c4775-cc79-48f6-ba78-b9b29374e337	urn:lsid:biocol.org:col:34871	01 SEP 1984	unknown, from legacy	Honshu Island, Kii Strait	Degrees Minutes Seconds	IZ	1322506102	http://n2t.net/ark:/65665/3ea9c4775-cc79-48f6-ba78-b9b29374e337	USNM 234469	USNM	KT84-12, 16	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
