key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	vernacularName	institutionCode	county	gbifID	collectionCode	occurrenceID	continent	locality	higherGeography	modified	language	type	higherClassification	networkKeys	recordedBy	institutionID	collectionID	individualCount	sex	depth	depthAccuracy	waterBody	collectionKey	datasetName	preparations	verbatimEventDate	locationID	lifeStage	georeferenceProtocol	verbatimCoordinateSystem	verbatimDepth	habitat	rightsHolder	nomenclaturalCode	dateIdentified	eventRemarks	fieldNumber	occurrenceRemarks	typeStatus	references	datasetID	scientificNameID	bibliographicCitation	otherCatalogNumbers	acceptedNameUsage	elevation	elevationAccuracy
1019678756	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.933+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1954', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1954', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220218', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'indica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella indica Stock, 1954'}]}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE				{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.933+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4966'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.		Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4966	2009-4966		MNHN		1019678756	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4966				2019-11-18T12:20:59.000+00:00				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			10.15468/qgvvhd	1.0					0641bf3b-29ad-42c9-b3c7-ffb5a76f6954																								
1019678782	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.936+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1954', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1954', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220222', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'indica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella indica Stock, 1954'}]}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE				{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.936+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4967'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.		Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4967	2009-4967		MNHN		1019678782	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4967				2019-11-18T12:20:59.000+00:00				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			10.15468/qgvvhd	1.0					0641bf3b-29ad-42c9-b3c7-ffb5a76f6954																								
1019678803	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.935+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1954', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1954', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220220', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'indica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella indica Stock, 1954'}]}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE				{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.935+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4968'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.		Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4968	2009-4968		MNHN		1019678803	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4968				2019-11-18T12:20:59.000+00:00				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			10.15468/qgvvhd	1.0					0641bf3b-29ad-42c9-b3c7-ffb5a76f6954																								
1019678827	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.936+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1954', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1954', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220225', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'indica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella indica Stock, 1954'}]}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE				{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.936+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4969'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.		Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4969	2009-4969		MNHN		1019678827	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4969				2019-11-18T12:20:59.000+00:00				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			10.15468/qgvvhd	1.0					0641bf3b-29ad-42c9-b3c7-ffb5a76f6954																								
1019678859	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.933+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1954', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1954', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220227', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'indica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella indica Stock, 1954'}]}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE				{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.933+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4970'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.		Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4970	2009-4970		MNHN		1019678859	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4970				2019-11-18T12:20:59.000+00:00				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			10.15468/qgvvhd	1.0					0641bf3b-29ad-42c9-b3c7-ffb5a76f6954																								
1019678761	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:42.051+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1954', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1954', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220657', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'indica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella indica Stock, 1954'}]}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE				{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:42.051+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5011'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.		Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5011	2009-5011		MNHN		1019678761	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5011				2016-06-29T17:13:19.000+00:00				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			10.15468/qgvvhd	1.0					0641bf3b-29ad-42c9-b3c7-ffb5a76f6954																								
1019679135	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.127+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1954', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1954', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|232897', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'indica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella indica Stock, 1954'}]}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE				{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:43.127+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5526'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.		Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5526	2009-5526		MNHN		1019679135	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5526				2016-06-29T17:14:56.000+00:00				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			10.15468/qgvvhd	1.0					0641bf3b-29ad-42c9-b3c7-ffb5a76f6954																								
3774616454	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:41.637+00:00	44	{}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE	-3.35	40.0167		{'level0': {'gid': 'KEN', 'name': 'Kenya'}, 'level1': {'gid': 'KEN.14_1', 'name': 'Kilifi'}, 'level2': {'gid': 'KEN.14.3_1', 'name': 'Kilifi North'}, 'level3': {'gid': 'KEN.14.3.1_1', 'name': 'Dabaso'}}							['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:41.637+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852263/874292/147249'}]	[]	[]	[]	07d2dd65-80b8-4402-bf51-b55809c85f87	False	H.-G. Müller	WGS84	Pycnogonida	KE	[]	[]	AFRICA	Kenya	EUROPE	http://id.zfmk.de/collection_ZFMK/223852263/874292/147249	ZFMK-Pa-00102		ZFMK		3774616454	Pa	http://id.zfmk.de/collection_ZFMK/223852263/874292/147249	AFRICA	near Watamu, S of Malindi																																						0.25	0.25
3774616510	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:42.076+00:00	44	{}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE				{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:42.076+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852264/874293/147250'}]	[]	[]	[]	07d2dd65-80b8-4402-bf51-b55809c85f87	False	H.-G. Müller		Pycnogonida	PF	[]	[]	OCEANIA	French Polynesia	EUROPE	http://id.zfmk.de/collection_ZFMK/223852264/874293/147250	ZFMK-Pa-00103		ZFMK		3774616510	Pa	http://id.zfmk.de/collection_ZFMK/223852264/874293/147250	OCEANIA	Moorea, near Afareaitu																																						1.5	0.5
3774616399	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:41.222+00:00	44	{}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE				{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:41.222+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852265/874294/147251'}]	[]	[]	[]	07d2dd65-80b8-4402-bf51-b55809c85f87	False			Pycnogonida	MY	[]	[]	ASIA	Malaysia	EUROPE	http://id.zfmk.de/collection_ZFMK/223852265/874294/147251	ZFMK-Pa-00104		ZFMK		3774616399	Pa	http://id.zfmk.de/collection_ZFMK/223852265/874294/147251	ASIA																																								
3774616798	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:43.667+00:00	44	{}	PRESERVED_SPECIMEN	PRESENT	2118189	1	54	354	9477065	6313	2118169	2118189	2118189	Ammothella indica Stock, 1954	Ammothella indica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella indica	Ammothella	indica	SPECIES	ACCEPTED	NE				{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:43.667+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852266/874295/147252'}]	[]	[]	[]	07d2dd65-80b8-4402-bf51-b55809c85f87	False	H.-G. Müller		Pycnogonida	MY	[]	[]	ASIA	Malaysia	EUROPE	http://id.zfmk.de/collection_ZFMK/223852266/874295/147252	ZFMK-Pa-00105		ZFMK		3774616798	Pa	http://id.zfmk.de/collection_ZFMK/223852266/874295/147252	ASIA	Tioman Archipelago, Pulau Babi Besar																																						0.5	0.5
