key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	verbatimEventDate	institutionCode	locality	county	gbifID	verbatimLocality	collectionCode	occurrenceID	verbatimDepth	networkKeys	individualCount	sex	depth	depthAccuracy	waterBody	higherGeography	typeStatus	modified	collectionKey	datasetName	identifiedBy	institutionID	higherClassification	collectionID
4103827572	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862	c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:28.967+00:00	57	{}	PRESERVED_SPECIMEN	PRESENT	4302734	1	54	354	9477065	6316	2117290	4302734	4302734	Anoplodactylus oculospinus Hilton, 1942	Anoplodactylus oculospinus Hilton, 1942	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus oculospinus	Anoplodactylus	oculospinus	SPECIES	ACCEPTED	NE	34.433889	-120.291667	NORTH_AMERICA	California	{}	1983.0	12.0	29.0	1983-12-29	363.0	363.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:28.967+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '6ec85238-0633-4343-8eba-9fc562ba0e71'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1	False	Donald B. Cadien	1 Fluid	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	6ec85238-0633-4343-8eba-9fc562ba0e71	697385	12/29/1983	SBMNH	Santa Barbara County, California, USA	Santa Barbara County	4103827572	S. of Point Conception, Scraped rock BT-7/BT-10 Short	IZ	6ec85238-0633-4343-8eba-9fc562ba0e71	223 ft															
4104007505	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862	c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:21.395+00:00	57	{}	PRESERVED_SPECIMEN	PRESENT	4302734	1	54	354	9477065	6316	2117290	4302734	4302734	Anoplodactylus oculospinus Hilton, 1942	Anoplodactylus oculospinus Hilton, 1942	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus oculospinus	Anoplodactylus	oculospinus	SPECIES	ACCEPTED	NE	34.465278	-120.528889	NORTH_AMERICA	California	{}	1982.0	9.0	15.0	1982-09-15	258.0	258.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:21.395+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '2288f1eb-b304-48e4-86e9-b46e4baf606e'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1	False	D. Diener	1 Fluid	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	2288f1eb-b304-48e4-86e9-b46e4baf606e	694258	9/15/1982	SBMNH	Santa Barbara County, California, USA	Santa Barbara County	4104007505	Point Arguello, Platform Hermosa I-4	IZ	2288f1eb-b304-48e4-86e9-b46e4baf606e	200 ft															
1319938186	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:34.721+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4302734	1	54	354	9477065	6316	2117290	4302734	4302734	Anoplodactylus oculospinus Hilton, 1942	Anoplodactylus oculospinus Hilton, 1942	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus oculospinus	Anoplodactylus	oculospinus	SPECIES	ACCEPTED	NE				California	{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:34.721+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37905e966-bcea-493e-9e05-4a5f1979322c'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Pacific Biological Laboratory, California	Alcohol (Ethanol)		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/37905e966-bcea-493e-9e05-4a5f1979322c	USNM 81494	-- --- ----	USNM	Monterey Bay, Off Moss Landing, Rocks		1319938186		IZ	http://n2t.net/ark:/65665/37905e966-bcea-493e-9e05-4a5f1979322c		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	FEMALE	91.0	0.0	North Pacific Ocean	North Pacific Ocean, United States, California	HOLOTYPE	2013-01-11T15:38:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Hilton, W. A.	urn:lsid:biocol.org:col:34871	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
