key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	continent	rightsHolder	nomenclaturalCode
1317760808	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:45.738+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2118251	1	54	354	9477065	6313	2118237	2118251	2118251	Tanystylum evelinae Marcus, 1940	Tanystylum evelinae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum evelinae	Tanystylum	evelinae	SPECIES	ACCEPTED	NE	-51.5667	-68.0	92.4	0.0	Santa Cruz	{}	South Atlantic Ocean	South Atlantic Ocean, Argentina, Santa Cruz	1888.0	1.0	17.0	1888-01-17	17.0	17.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-12-29T10:35:00.000+00:00	2024-07-02T12:38:45.738+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/318b098c8-2542-4b59-94ff-1ef0e67de360'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)	WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	NORTH_AMERICA	http://n2t.net/ark:/65665/318b098c8-2542-4b59-94ff-1ef0e67de360	urn:lsid:biocol.org:col:34871	Grande Bay, East of	Degrees Minutes Seconds	USFC/A2771	IZ	1317760808	http://n2t.net/ark:/65665/318b098c8-2542-4b59-94ff-1ef0e67de360	USNM 80979	USNM	2771	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			
2434400146	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:17.232+00:00	393	{}	PRESERVED_SPECIMEN	1	PRESENT	2118251	1	54	354	9477065	6313	2118237	2118251	2118251	Tanystylum evelinae Marcus, 1940	Tanystylum evelinae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum evelinae	Tanystylum	evelinae	SPECIES	ACCEPTED	NE						{}									['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:17.232+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3497@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False				WholeOrganism (wet specimen)		Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	ZMA.PYC.3497@CRS	Naturalis Biodiversity Center				Chelicerata and Myriapoda	2434400146	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3497	ZMA.PYC.3497			Animalia|Ammotheidae		SOUTH_AMERICA	Naturalis Biodiversity Center	ICZN
