key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	islandGroup	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	recordNumber	occurrenceRemarks	sex	typeStatus	modified	rightsHolder	nomenclaturalCode	verbatimEventDate	higherClassification	depth	depthAccuracy
4444206006	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.230+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118389	1	54	354	9477065	4338615	2118315	2118389	2118389	Ascorhynchus inflatus Stock, 1963	Ascorhynchus inflatus Stock, 1963	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus inflatus	Ascorhynchus	inflatus	SPECIES	ACCEPTED	NE	54.9514755	165.8339796	{}	Bering Sea	1990.0	7.0	29.0	1990-07-29	210.0	210.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.230+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '42941b2b-1b03-4e3e-a337-cdce5c6ef551'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2306	42941b2b-1b03-4e3e-a337-cdce5c6ef551	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Commander Islands	Bering island SW slope	2306	OBFc	4444206006	42941b2b-1b03-4e3e-a337-cdce5c6ef551	4401.0 - 3797.0 m	INV0002611	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2											
4444206018	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.972+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118389	1	54	354	9477065	4338615	2118315	2118389	2118389	Ascorhynchus inflatus Stock, 1963	Ascorhynchus inflatus Stock, 1963	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus inflatus	Ascorhynchus	inflatus	SPECIES	ACCEPTED	NE	55.2204481	167.4868549	{}	Bering Sea	1990.0	7.0	31.0	1990-07-31	212.0	212.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.972+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '527253aa-7455-405e-986f-c1ecc0b12cb5'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2309	527253aa-7455-405e-986f-c1ecc0b12cb5	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86		to NE of Bering Island	2309	OBFc	4444206018	527253aa-7455-405e-986f-c1ecc0b12cb5	3957.0 - 3978.0 m	INV0002612	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2											
4444206021	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.235+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118389	1	54	354	9477065	4338615	2118315	2118389	2118389	Ascorhynchus inflatus Stock, 1963	Ascorhynchus inflatus Stock, 1963	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus inflatus	Ascorhynchus	inflatus	SPECIES	ACCEPTED	NE	-60.6998335	-41.049986	{}	Atlantic Ocean	1989.0	3.0	5.0	1989-03-05	64.0	64.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.235+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '9238e0a7-8f0a-4341-9da2-586a13f8e048'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Dmitry Mendeleev	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Dmitry Mendeleev_cruise 43_st.4094	9238e0a7-8f0a-4341-9da2-586a13f8e048	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86		Antarctica	4094	OBFc	4444206021	9238e0a7-8f0a-4341-9da2-586a13f8e048	4070.0 - 4570.0 m	INV0002610	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2											
4444205868	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.921+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118389	1	54	354	9477065	4338615	2118315	2118389	2118389	Ascorhynchus inflatus Stock, 1963	Ascorhynchus inflatus Stock, 1963	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus inflatus	Ascorhynchus	inflatus	SPECIES	ACCEPTED	NE	-14.8678047	-76.7662218	{}	Pacific Ocean	1978.0	3.0	21.0	1978-03-21	80.0	80.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.921+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '543bd62f-6a12-4fb4-a054-c75e7b43469b'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Dmitry Mendeleev	Turpaeva, Elena	EtOH 75%	Galathea Trawl	WGS84	Pycnogonida	PE	[]	[]	LATIN_AMERICA	Peru	EUROPE	RV Dmitry Mendeleev_cruise 20_st.1656	543bd62f-6a12-4fb4-a054-c75e7b43469b	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86		East Pacific	1656	OBFc	4444205868	543bd62f-6a12-4fb4-a054-c75e7b43469b	4800.0 - 4950.0 m	INV0002518	IORAS	IORAS	cruise 20	fd699988-ab5d-4737-9443-9085cea191d2											
4444205439	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.071+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118389	1	54	354	9477065	4338615	2118315	2118389	2118389	Ascorhynchus inflatus Stock, 1963	Ascorhynchus inflatus Stock, 1963	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus inflatus	Ascorhynchus	inflatus	SPECIES	ACCEPTED	NE	-5.9182499	83.8844113	{}	Pacific Ocean	1968.0	9.0	4.0	1968-09-04	248.0	248.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.071+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1d786f02-8a2d-40b5-ac3f-c25726642548'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Kurchatov	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Akademik Kurchatov_cruise 4_st.227	1d786f02-8a2d-40b5-ac3f-c25726642548	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86		East Pacific	227	OBFc	4444205439	1d786f02-8a2d-40b5-ac3f-c25726642548	4100.0 m	INV0002595	IORAS	IORAS	cruise 4	fd699988-ab5d-4737-9443-9085cea191d2											
4444205701	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.871+00:00	69	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118389	1	54	354	9477065	4338615	2118315	2118389	2118389	Ascorhynchus inflatus Stock, 1963	Ascorhynchus inflatus Stock, 1963	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus inflatus	Ascorhynchus	inflatus	SPECIES	ACCEPTED	NE	-5.8513479	-81.7995166	{}	Pacific Ocean	1968.0	11.0	4.0	1968-11-04	309.0	309.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.871+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd3bc32ad-791d-4e77-b3bf-49c104131115'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Kurchatov	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	PE	[]	[]	LATIN_AMERICA	Peru	EUROPE	RV Akademik Kurchatov_cruise 4_st.301	d3bc32ad-791d-4e77-b3bf-49c104131115	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86		East Pacific	301	OBFc	4444205701	d3bc32ad-791d-4e77-b3bf-49c104131115	5300.0 - 5320.0 m	INV0002526	IORAS	IORAS	cruise 4	fd699988-ab5d-4737-9443-9085cea191d2											
4444205671	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.861+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118389	1	54	354	9477065	4338615	2118315	2118389	2118389	Ascorhynchus inflatus Stock, 1963	Ascorhynchus inflatus Stock, 1963	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus inflatus	Ascorhynchus	inflatus	SPECIES	ACCEPTED	NE	46.1665164	153.118347	{}	Pacific Ocean	1966.0	7.0	18.0	1966-07-18	199.0	199.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.861+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '8aabd8ce-039c-4146-8d50-347c9ea7462a'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 39_st.5605	8aabd8ce-039c-4146-8d50-347c9ea7462a	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86		northwest Pacific	5605	OBFc	4444205671	8aabd8ce-039c-4146-8d50-347c9ea7462a	4915.0 - 4985.0 m	INV0002609	IORAS	IORAS	cruise 39	fd699988-ab5d-4737-9443-9085cea191d2											
1275071103	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.444+00:00	111	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118389	1	54	354	9477065	4338615	2118315	2118389	2118389	Ascorhynchus inflatus Stock, 1963	Ascorhynchus inflatus Stock, 1963	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus inflatus	Ascorhynchus	inflatus	SPECIES	ACCEPTED	NE			{}		1959.0	8.0	27.0	1959-08-27T00:00	239.0	239.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T17:25:04.444+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071103'}]	[]	[]	[]			False	Africana II	Stock		Trawled		Pycnogonida		[]	[]			AFRICA		urn:catalog:IZIKO:SAM-A-10083			Lat.33° 49 'S Long.16° 30 'E			1275071103	urn:catalog:IZIKO:SAM-A-10083	0-1500 fms	SAM-A-10083					ST.A193	Holotype female									
1275071106	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.435+00:00	111	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118389	1	54	354	9477065	4338615	2118315	2118389	2118389	Ascorhynchus inflatus Stock, 1963	Ascorhynchus inflatus Stock, 1963	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus inflatus	Ascorhynchus	inflatus	SPECIES	ACCEPTED	NE			{}		1959.0	8.0	27.0	1959-08-27T00:00	239.0	239.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T17:25:04.435+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071106'}]	[]	[]	[]			False	Africana II	Stock		Trawled		Pycnogonida		[]	[]			AFRICA		urn:catalog:IZIKO:SAM-A-10084			Lat.33° 49 'S Long.16° 30 'E			1275071106	urn:catalog:IZIKO:SAM-A-10084	0-1500 fms	SAM-A-10084					ST.A193	juv									
2434361495	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:33.095+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1166/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1166_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1166/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2118389	1	54	354	9477065	4338615	2118315	2118389	2118389	Ascorhynchus inflatus Stock, 1963	Ascorhynchus inflatus Stock, 1963	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus inflatus	Ascorhynchus	inflatus	SPECIES	ACCEPTED	NE			{}		1959.0	8.0	27.0	1959-08-27	239.0	239.0	['TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:33.095+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1166@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1166_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1166/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False			WholeOrganism (microscopic slide)			Pycnogonida		[]	[]			EUROPE		ZMA.PYC.P.1166@CRS	Naturalis Biodiversity Center				Chelicerata and Myriapoda	2434361495	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1166		ZMA.PYC.P.1166							FEMALE	HOLOTYPE	2020-04-03T00:00:00.000+00:00	Naturalis Biodiversity Center	ICZN	27.VIII.1959	Animalia		
