key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locationID	footprintWKT	locality	gbifID	language	collectionCode	occurrenceID	georeferenceSources	continent	dateIdentified	sex	coordinatePrecision	waterBody	institutionKey	otherCatalogNumbers	eventID	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	locationRemarks	taxonConceptID	http://unknown.org/species	nameAccordingTo	individualCount	modified	occurrenceRemarks	bibliographicCitation	eventRemarks	fieldNumber	typeStatus	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification
4081201678	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.580+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-45.5733	166.6517	500.0	78.0	2.0	{}	1961.0	6.0	8.0	1961-06-08	159.0	159.0	['RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.580+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5dcc9936-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NZOI		Specimen(s), None = 1	Dredge, Devonport	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5dcc9936-fa36-11e2-96b3-aa6f927c92a3	7478	urn:lsid:marinespecies.org:taxname:239988	NIWA Invertebrate Collection	B493	POINT (166.6517 -45.5733)		4081201678	en	NIWA	5dcc9936-fa36-11e2-96b3-aa6f927c92a3		OCEANIA		FEMALE																									
4081117194	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.315+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-41.45	174.4667	500.0	128.0		{}	1960.0	4.0	30.0	1960-04-30	121.0	121.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.315+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5c89c634-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NIWA		Specimen(s), None = 1	Dredge, cone	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5c89c634-fa36-11e2-96b3-aa6f927c92a3	7464	urn:lsid:marinespecies.org:taxname:239988	NIWA Invertebrate Collection	C386	POINT (174.4667 -41.45)		4081117194	en	NIWA	5c89c634-fa36-11e2-96b3-aa6f927c92a3				MALE																									
4081067835	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.901+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-50.4417	166.625	500.0	95.0	0.0	{}	1959.0	10.0	8.0	1959-10-08	281.0	281.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.901+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f5861f4-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NZOI		Specimen(s), None = 1	Dredge, cone	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5f5861f4-fa36-11e2-96b3-aa6f927c92a3	7461	urn:lsid:marinespecies.org:taxname:239988	NIWA Invertebrate Collection	B175	POINT (166.625 -50.4417)	Auckland Island shelf	4081067835	en	NIWA	5f5861f4-fa36-11e2-96b3-aa6f927c92a3				FEMALE																									
4081107574	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.417+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-41.333333	174.493333	500.0	192.0		{}	1958.0	10.0	5.0	1958-10-05	278.0	278.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.417+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5d52c39a-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NZOI		Specimen(s), None = 1	Dredge, ironsand	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5d52c39a-fa36-11e2-96b3-aa6f927c92a3	7479	urn:lsid:marinespecies.org:taxname:239988	NIWA Invertebrate Collection	A444K	LINESTRING (174.4933333 -41.3333333, 174.4966667 -41.34)	Cook Strait	4081107574	en	NIWA	5d52c39a-fa36-11e2-96b3-aa6f927c92a3				MALE																			A444-11						
4081058483	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.738+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-41.333333	174.493333	500.0	192.0		{}	1958.0	10.0	5.0	1958-10-05	278.0	278.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.738+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5e9fbafa-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NZOI		Specimen(s), None = 3	Dredge, ironsand	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5e9fbafa-fa36-11e2-96b3-aa6f927c92a3	7457	urn:lsid:marinespecies.org:taxname:239988	NIWA Invertebrate Collection	A444K	LINESTRING (174.4933333 -41.3333333, 174.4966667 -41.34)	Cook Strait	4081058483	en	NIWA	5e9fbafa-fa36-11e2-96b3-aa6f927c92a3																							A444-11						
4081168966	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.602+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-41.275	174.495	500.0	256.0		{}	1958.0	10.0	5.0	1958-10-05	278.0	278.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.602+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f6a5d6e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NZOI		Specimen(s), None = 1	Dredge, ironsand	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5f6a5d6e-fa36-11e2-96b3-aa6f927c92a3	7462	urn:lsid:marinespecies.org:taxname:239988	NIWA Invertebrate Collection	A444G	LINESTRING (174.495 -41.275, 174.4933333 -41.2666667)	Cook Strait	4081168966	en	NIWA	5f6a5d6e-fa36-11e2-96b3-aa6f927c92a3				MALE																			A444-7						
1426881258	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.676+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-41.575	174.725	200.0	272.0	0.0	{}	1957.0	8.0	29.0	1957-08-29T11:15/1957-08-29T12:30	241.0	241.0	[]	2024-01-29T08:15:29.676+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:SWPRON:MBIS:4924'}]	[]	[]	[]	False	MBIS Marine Fauna and Flora observations around New Zealand				GearType=beam trawl	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:catalog:SWPRON:MBIS:4924	MBIS-urn:catalog:SWPRON:MBIS:4924 VUZ 99 Pallenopsis obliqua	urn:lsid:marinespecies.org:taxname:239988	Victoria University		POINT (174.7250 -41.5750)		1426881258	en		urn:catalog:SWPRON:MBIS:4924				MALE		Pacific Ocean			750									1.0	2014-12-08T00:00:00.000+00:00	GearType=beam trawl	Clark, W.C. (1958) Some Pycnogonida from Cook Strait, New Zealand, with descriptions of two new species. Zoology Publications from Victoria University of Wellington No. 23		VUZ 99						
1426881282	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.680+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-41.6	175.7333	200.0	690.0	0.0	{}	1957.0	8.0	29.0	1957-08-29T13:15/1957-08-29T14:30	241.0	241.0	[]	2024-01-29T08:15:29.680+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:SWPRON:MBIS:4925'}]	[]	[]	[]	False	MBIS Marine Fauna and Flora observations around New Zealand				GearType=beam trawl fished midwater	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:catalog:SWPRON:MBIS:4925	MBIS-urn:catalog:SWPRON:MBIS:4925 VUZ 100 Pallenopsis obliqua	urn:lsid:marinespecies.org:taxname:239988	Victoria University of Wellington		POINT (175.7333 -41.6000)		1426881282	en		urn:catalog:SWPRON:MBIS:4925						Pacific Ocean			1583									4.0	2014-12-08T00:00:00.000+00:00	GearType=beam trawl fished midwater	Clark, W.C. (1958) Some Pycnogonida from Cook Strait, New Zealand, with descriptions of two new species. Zoology Publications from Victoria University of Wellington No. 23		VUZ 100						
1426881236	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.677+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-41.525	174.8	200.0	127.0	0.0	{}	1956.0	2.0	22.0	1956-02-22T12:10/1956-02-22T13:30	53.0	53.0	[]	2024-01-29T08:15:29.677+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:SWPRON:MBIS:4921'}]	[]	[]	[]	False	MBIS Marine Fauna and Flora observations around New Zealand				GearType=Beam trawl	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:catalog:SWPRON:MBIS:4921	MBIS-urn:catalog:SWPRON:MBIS:4921 VUZ 48 Pallenopsis obliqua	urn:lsid:marinespecies.org:taxname:239988	Victoria University		POINT (174.8000 -41.5250)	Cook Strait	1426881236	en		urn:catalog:SWPRON:MBIS:4921						Pacific Ocean			674									3.0	2014-12-08T00:00:00.000+00:00	GearType=Beam trawl	Clark, W.C. (1958) Some Pycnogonida from Cook Strait, New Zealand, with descriptions of two new species. Zoology Publications from Victoria University of Wellington No. 23		VUZ 48						
1426881256	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.677+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-41.525	174.8	200.0	127.0	0.0	{}	1956.0	2.0	22.0	1956-02-22T14:30/1956-02-22T15:15	53.0	53.0	[]	2024-01-29T08:15:29.677+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:SWPRON:MBIS:4922'}]	[]	[]	[]	False	MBIS Marine Fauna and Flora observations around New Zealand				GearType=Beam trawl	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:catalog:SWPRON:MBIS:4922	MBIS-urn:catalog:SWPRON:MBIS:4922 VUZ 49 Pallenopsis obliqua	urn:lsid:marinespecies.org:taxname:239988	Victoria University		POINT (174.8000 -41.5250)	Cook Strait	1426881256	en		urn:catalog:SWPRON:MBIS:4922						Pacific Ocean			675									3.0	2014-12-08T00:00:00.000+00:00	GearType=Beam trawl	Clark, W.C. (1958) Some Pycnogonida from Cook Strait, New Zealand, with descriptions of two new species. Zoology Publications from Victoria University of Wellington No. 23		VUZ 49						
1426881233	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.676+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	2117504	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis obliqua (Thomson, 1884)	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	obliqua	SPECIES	ACCEPTED	NE	-41.6583	174.2167	200.0	126.5	54.5	{}	1956.0	2.0	23.0	1956-02-23T06:30/1956-02-23T08:30	54.0	54.0	[]	2024-01-29T08:15:29.676+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:SWPRON:MBIS:4923'}]	[]	[]	[]	False	MBIS Marine Fauna and Flora observations around New Zealand				GearType=beam trawl	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:catalog:SWPRON:MBIS:4923	MBIS-urn:catalog:SWPRON:MBIS:4923 VUZ 55 Pallenopsis obliqua	urn:lsid:marinespecies.org:taxname:239988	Victoria University of Wellington		POINT (174.2167 -41.6583)	off Cape Palliser	1426881233	en		urn:catalog:SWPRON:MBIS:4923				FEMALE		Pacific Ocean			1363									4.0	2014-12-08T00:00:00.000+00:00	GearType=beam trawl	Clark, W.C. (1958) Some Pycnogonida from Cook Strait, New Zealand, with descriptions of two new species. Zoology Publications from Victoria University of Wellington No. 23		VUZ 55						
2434360861	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:44.072+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.25/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.P.25_1', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.25/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}, {'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.25_2/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.P.25_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.25_2/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	4338455	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis aculeata Loman, 1916	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	aculeata	SPECIES	SYNONYM	NE						{}	1915.0			1915-01-01/1915-12-31	1.0	365.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:44.072+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.P.25@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.P.25_1', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.25/format/large'}, {'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.P.25_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.25_2/format/large'}]	[]	[]	False		L@		WholeOrganism (microscopic slide)			Pycnogonida		[]	[]			EUROPE	RMNH.PYC.P.25@CRS	RMNH.PYC.P.25						2434360861		Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.P.25							0e919a55-08d3-4bd2-aec1-200858fafd92											1.0	2021-10-12T00:00:00.000+00:00					TYPE	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	1915	Animalia
2434360699	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:30.451+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.26_2/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.P.26_1', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.26_2/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}, {'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.26/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.P.26_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.26/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	4338455	1	54	354	9477065	3254684	2117433	2117504	2117504	Pallenopsis aculeata Loman, 1916	Pallenopsis obliqua (Thomson, 1884)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis obliqua	Pallenopsis	aculeata	SPECIES	SYNONYM	NE						{}	1915.0			1915-01-01/1915-12-31	1.0	365.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:30.451+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.P.26@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.P.26_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.26/format/large'}, {'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.P.26_1', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.P.26_2/format/large'}]	[]	[]	False				WholeOrganism (microscopic slide)			Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE	RMNH.PYC.P.26@CRS	RMNH.PYC.P.26					Dunedin	2434360699		Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.P.26		OCEANIA					0e919a55-08d3-4bd2-aec1-200858fafd92											1.0	2021-10-12T00:00:00.000+00:00						Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	1915	Animalia
