key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	identifiedBy	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	fieldNumber	gbifID	collectionCode	occurrenceID	higherClassification	elevation	references	nomenclaturalStatus	combinationAuthors	taxonID	http://unknown.org/canonicalName	verbatimScientificName	namePublishedIn	http://unknown.org/verbatimLabel	combinationYear
1899077491	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:37.056+00:00	391	{}	PRESERVED_SPECIMEN	1	PRESENT	MALE	11157585	1	54	354	9477065	2014	2117211	11157585	11157585	Pycnogonum copleyi Staples, 2019	Pycnogonum copleyi Staples, 2019	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum copleyi	Pycnogonum	copleyi	SPECIES	ACCEPTED	NE	1300.0	{}	Indian Ocean	2012	11	12	2012-11-12	317	317	HOLOTYPE	['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:37.056+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '8552082'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	NHMUK:ecatalogue:8552082	Mr David Staples	Pycnogonida	[]	[]	EUROPE	8552082	2018.46	NHMUK	"{""associatedMediaCount"": null, ""barcode"": ""013376097"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1534415324000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""No"", ""determinationNames"": ""Pycnogonum (Pycnogonum) copleyi Staples, 2018"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1899077491"", ""gbifIssue"": [""TAXON_MATCH_HIGHERRANK""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""Spirit"", ""kindOfObject"": ""Specimen"", ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""80% I.M.S."", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CHEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Sta. 4.2	1899077491	ZOO	5079b5ab-1f00-458e-ae29-54bdb6339ed5	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Pycnogonidae										
2556217089	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:37.312+00:00	391	{}	PRESERVED_SPECIMEN	1	PRESENT	MALE	11157585	1	54	354	9477065	2014	2117211	11157585	11157585	Pycnogonum copleyi Staples, 2019	Pycnogonum copleyi Staples, 2019	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum copleyi	Pycnogonum	copleyi	SPECIES	ACCEPTED	NE	1300.0	{}	Indian Ocean	2012	11	12	2012-11-12	317	317	HOLOTYPE	['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:37.312+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '9110941'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	NHMUK:ecatalogue:9110941	Mr David Staples	Pycnogonida	[]	[]	EUROPE	9110941	2018.46	NHMUK	"{""associatedMediaCount"": null, ""barcode"": ""012822874"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1578936336000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""No"", ""determinationNames"": ""Pycnogonum (Pycnogonum) copleyi Staples, 2018"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": null, ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""microscope slide"", ""kindOfObject"": ""oviger (right)"", ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""Microscope slide"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CHEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Sta. 4.2	2556217089	ZOO	d3c9b5cc-05e3-4bf7-a792-cd5e1f91414d	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Pycnogonidae										
2013824392	47813581-d217-4a19-8848-a3e9cf2ddaf4	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T20:18:49.796+00:00	2024-01-24T17:55:45.770+00:00	176	{}	MATERIAL_CITATION	1	PRESENT		11157585	1	54	354	9477065	2014	2117211	11157585	11157585	Pycnogonum copleyi Staples, 2019	Pycnogonum copleyi Staples, 2019	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum copleyi	Pycnogonum	copleyi	SPECIES	ACCEPTED	NE		{}		2011	11	20	2011-11-20	324	324	HOLOTYPE	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_NONE']	2024-01-24T17:55:45.770+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03895C3329354F22FF01FF2AFCBDF8CB.mc.3B48E77829354F23FE1DFEB0FA16FEC2'}]	[]	[]	[]		True			Pycnogonida	[]	[]	EUROPE	03895C3329354F22FF01FF2AFCBDF8CB.mc.3B48E77829354F23FE1DFEB0FA16FEC2	NHMUK 2018.46				2013824392	NHMUK	03895C3329354F22FF01FF2AFCBDF8CB.mc.3B48E77829354F23FE1DFEB0FA16FEC2		740.0	http://treatment.plazi.org/id/03895C3329354F22FF01FF2AFCBDF8CB	spec. nov.	Staples	03895C3329354F22FF01FF2AFCBDF8CB.taxon	Pycnogonum (Pycnogonum) copleyi	Pycnogonum (Pycnogonum) copleyi	Staples, David A. (2019): Pycnogonids (Arthropoda, Pycnogonida) from the Southwest Indian Ridge. Zootaxa 4567 (3): 401-449, DOI: https://doi.org/10.11646/zootaxa.4567.3.1	Holotype, male (NHMUK 2018.46), Southwest Indian Ocean, Coral Seamount, ROV core, 740 m, specimen JC 066 - 4288, stn 4.37, sand, 20 November 2011. Right oviger mounted in Euparal on glass slide.	2019
