key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	continent	gadm	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	http://unknown.org/occurrenceDetails	verbatimEventDate	institutionCode	locality	gbifID	collectionCode	higherClassification
207918764	96771fb8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	60383ab8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	DE	BIOCASE	2024-07-23T05:19:40.345+00:00	2024-07-23T05:19:49.551+00:00	300	{}	PRESERVED_SPECIMEN	PRESENT	2117677	1	54	354	9477065	2013	2117630	2117677	2117677	Nymphon boraborae Muller, 1990	Nymphon boraborae Muller, 1990	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon boraborae	Nymphon	boraborae	SPECIES	ACCEPTED	NE	1990-01-01T00:00:00	OCEANIA	{}	HOLOTYPE	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T05:19:49.551+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1075'}]	[]	[]	[]	16946ec1-8db3-45b8-b084-7644384cc5f5	False	Pycnogonida	PF	[]	[]	OCEANIA	French Polynesia	EUROPE	1075	1075	http://sesam.senckenberg.de/page/index.asp?objekt_id=44907&sprache_kurz=en	27.02. - 06.03.1988	SMF	Vaitape	207918764	Collection Pantopoda	Nymphonidae
207918765	96771fb8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	60383ab8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	DE	BIOCASE	2024-07-23T05:19:40.345+00:00	2024-07-23T05:19:49.524+00:00	300	{}	PRESERVED_SPECIMEN	PRESENT	2117677	1	54	354	9477065	2013	2117630	2117677	2117677	Nymphon boraborae Muller, 1990	Nymphon boraborae Muller, 1990	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon boraborae	Nymphon	boraborae	SPECIES	ACCEPTED	NE	1990-01-01T00:00:00	OCEANIA	{}	PARATYPE	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T05:19:49.524+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1076'}]	[]	[]	[]	16946ec1-8db3-45b8-b084-7644384cc5f5	False	Pycnogonida	PF	[]	[]	OCEANIA	French Polynesia	EUROPE	1076	1076	http://sesam.senckenberg.de/page/index.asp?objekt_id=44908&sprache_kurz=en	27.02. - 06.03.1988	SMF	Vaitape	207918765	Collection Pantopoda	Nymphonidae
