key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	organismQuantity	organismQuantityType	datasetID	eventID	recordNumber	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	taxonID	datasetName	otherCatalogNumbers	preparations	islandGroup	island	locality	verbatimLocality	waterBody	samplingProtocol	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	depthAccuracy	higherGeography	typeStatus	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification
1427576303	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.859+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1995', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Colossendeis;Colossendeidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Child, 1995', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|344566', 'http://rs.tdwg.org/dwc/terms/family': 'Colossendeidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Colossendeis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'cf. brevirostris', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|45669', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arango C.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Colossendeis cf. brevirostris Child, 1995'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	4338356	1	54	354	9477065	2012	2117538	4338356	4338356	Colossendeis brevirostris Child, 1995	Colossendeis brevirostris Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis brevirostris	Colossendeis	brevirostris	SPECIES	ACCEPTED	NE	-66.661667	140.01	18.0	ANTARCTICA	{}	2014.0	2.0	6.0	2014-02-06	37.0	37.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2017-01-17T09:48:03.000+00:00	2024-07-24T12:24:44.859+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6718'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Gallut, Fournier, Da Forno & Hautecoeur coll.	Arango C.	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6718	2016-6718	MNHN	REVOLTA V/Chenal du Lion-REVO_1068	1427576303	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6718	10.15468/qgvvhd																															
3466773083	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:22.988+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	4338356	1	54	354	9477065	2012	2117538	4338356	4338356	Colossendeis brevirostris Child, 1995	Colossendeis brevirostris Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis brevirostris	Colossendeis	brevirostris	SPECIES	ACCEPTED	NE			212.96	ANTARCTICA	{}	2008.0	1.0	14.0	2008-01-14	14.0	14.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']		2024-06-23T06:51:22.988+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '15a25031-fa2e-48a3-96b4-02a72f2be2fc'}]	[]	[]	[]			False				Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	15a25031-fa2e-48a3-96b4-02a72f2be2fc				3466773083		15a25031-fa2e-48a3-96b4-02a72f2be2fc		1.0	Individuals	ASAC_3010_0537	SampleStation_ 13	IU-2007-314	urn:lsid:marinespecies.org:taxname:173165	1/14/2008	6000	https://biodiversity.org.au/afd/taxa/3a8879bf-8a90-49e8-9c53-e321801b4681	Species	173165																				
3466772761	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.444+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	4338356	1	54	354	9477065	2012	2117538	4338356	4338356	Colossendeis brevirostris Child, 1995	Colossendeis brevirostris Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis brevirostris	Colossendeis	brevirostris	SPECIES	ACCEPTED	NE			232.56	ANTARCTICA	{}	2008.0	1.0	12.0	2008-01-12	12.0	12.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']		2024-06-23T06:51:20.444+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9648611c-fb6a-423b-b7b9-94d80dbd13ef'}]	[]	[]	[]			False				Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	9648611c-fb6a-423b-b7b9-94d80dbd13ef				3466772761		9648611c-fb6a-423b-b7b9-94d80dbd13ef		1.0	Individuals	ASAC_3010_0479	SampleStation_ 2	IU-2007-270	urn:lsid:marinespecies.org:taxname:173165	1/12/2008	6000	https://biodiversity.org.au/afd/taxa/3a8879bf-8a90-49e8-9c53-e321801b4681	Species	173165																				
3466772689	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.148+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	4338356	1	54	354	9477065	2012	2117538	4338356	4338356	Colossendeis brevirostris Child, 1995	Colossendeis brevirostris Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis brevirostris	Colossendeis	brevirostris	SPECIES	ACCEPTED	NE			408.94	ANTARCTICA	{}	2007.0	12.0	29.0	2007-12-29	363.0	363.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']		2024-06-23T06:51:20.148+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '333f07aa-83c7-4f91-bccc-f36bd4a700f4'}]	[]	[]	[]			False				Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	333f07aa-83c7-4f91-bccc-f36bd4a700f4				3466772689		333f07aa-83c7-4f91-bccc-f36bd4a700f4		1.0	Individuals	ASAC_3010_0685	SampleStation_ 48	IU-2007-69a	urn:lsid:marinespecies.org:taxname:173165	12/29/2007	6000	https://biodiversity.org.au/afd/taxa/3a8879bf-8a90-49e8-9c53-e321801b4681	Species	173165																				
3466773116	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:23.219+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	4338356	1	54	354	9477065	2012	2117538	4338356	4338356	Colossendeis brevirostris Child, 1995	Colossendeis brevirostris Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis brevirostris	Colossendeis	brevirostris	SPECIES	ACCEPTED	NE			138.69	ANTARCTICA	{}	2007.0	12.0	27.0	2007-12-27	361.0	361.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']		2024-06-23T06:51:23.219+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '78616c3f-6285-4bc8-b3ba-6df4f5a197c2'}]	[]	[]	[]			False				Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	78616c3f-6285-4bc8-b3ba-6df4f5a197c2				3466773116		78616c3f-6285-4bc8-b3ba-6df4f5a197c2		1.0	Individuals	ASAC_3010_0431	SampleStation_ 7	IU-2007-226a	urn:lsid:marinespecies.org:taxname:173165	12/27/2007	6000	https://biodiversity.org.au/afd/taxa/3a8879bf-8a90-49e8-9c53-e321801b4681	Species	173165																				
3466772712	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.202+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	4338356	1	54	354	9477065	2012	2117538	4338356	4338356	Colossendeis brevirostris Child, 1995	Colossendeis brevirostris Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis brevirostris	Colossendeis	brevirostris	SPECIES	ACCEPTED	NE			236.96	ANTARCTICA	{}	2007.0	12.0	26.0	2007-12-26	360.0	360.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']		2024-06-23T06:51:20.202+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a86dcdeb-16f0-40f5-b31c-047b8564aa86'}]	[]	[]	[]			False				Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	a86dcdeb-16f0-40f5-b31c-047b8564aa86				3466772712		a86dcdeb-16f0-40f5-b31c-047b8564aa86		1.0	Individuals	ASAC_3010_0568	SampleStation_ 4	IU-2007-34	urn:lsid:marinespecies.org:taxname:173165	12/26/2007	6000	https://biodiversity.org.au/afd/taxa/3a8879bf-8a90-49e8-9c53-e321801b4681	Species	173165																				
3466772465	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:17.471+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	4338356	1	54	354	9477065	2012	2117538	4338356	4338356	Colossendeis brevirostris Child, 1995	Colossendeis brevirostris Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis brevirostris	Colossendeis	brevirostris	SPECIES	ACCEPTED	NE			408.94	ANTARCTICA	{}	2007.0	12.0	29.0	2007-12-29	363.0	363.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']		2024-06-23T06:51:17.471+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ac6d5226-953b-4c39-bdd4-fd725ff5ffe2'}]	[]	[]	[]			False				Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	ac6d5226-953b-4c39-bdd4-fd725ff5ffe2				3466772465		ac6d5226-953b-4c39-bdd4-fd725ff5ffe2		4.0	Individuals	ASAC_3010_0681	SampleStation_ 48	IU-2007-68	urn:lsid:marinespecies.org:taxname:173165	12/29/2007	6000	https://biodiversity.org.au/afd/taxa/3a8879bf-8a90-49e8-9c53-e321801b4681	Species	173165																				
3466772346	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:13.514+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	4338356	1	54	354	9477065	2012	2117538	4338356	4338356	Colossendeis brevirostris Child, 1995	Colossendeis brevirostris Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis brevirostris	Colossendeis	brevirostris	SPECIES	ACCEPTED	NE			640.91	ANTARCTICA	{}	2007.0	12.0	29.0	2007-12-29	363.0	363.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']		2024-06-23T06:51:13.514+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'acc54a70-0420-48b0-af26-9fbe652a2db3'}]	[]	[]	[]			False				Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	acc54a70-0420-48b0-af26-9fbe652a2db3				3466772346		acc54a70-0420-48b0-af26-9fbe652a2db3		1.0	Individuals	ASAC_3010_0754	SampleStation_ 45	IU-2007-93c	urn:lsid:marinespecies.org:taxname:173165	12/29/2007	6000	https://biodiversity.org.au/afd/taxa/3a8879bf-8a90-49e8-9c53-e321801b4681	Species	173165																				
3466772968	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:21.872+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	4338356	1	54	354	9477065	2012	2117538	4338356	4338356	Colossendeis brevirostris Child, 1995	Colossendeis brevirostris Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis brevirostris	Colossendeis	brevirostris	SPECIES	ACCEPTED	NE			353.01	ANTARCTICA	{}	2007.0	12.0	28.0	2007-12-28	362.0	362.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']		2024-06-23T06:51:21.872+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'dcbb3192-e44d-43bf-a31a-ae53754ed466'}]	[]	[]	[]			False				Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	dcbb3192-e44d-43bf-a31a-ae53754ed466				3466772968		dcbb3192-e44d-43bf-a31a-ae53754ed466		1.0	Individuals	ASAC_3010_0654	SampleStation_ 43	IU-2007-55	urn:lsid:marinespecies.org:taxname:173165	12/28/2007	6000	https://biodiversity.org.au/afd/taxa/3a8879bf-8a90-49e8-9c53-e321801b4681	Species	173165																				
3342776704	4655f1f3-60a5-4346-a343-84f5836a4585	34cc6c50-812c-11de-86fe-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-04-11T18:22:06.813+00:00	2024-04-11T18:22:26.106+00:00	219	{}	PRESERVED_SPECIMEN		PRESENT	4338356	1	54	354	9477065	2012	2117538	4338356	4338356	Colossendeis brevirostris Child, 1995	Colossendeis brevirostris Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis brevirostris	Colossendeis	brevirostris	SPECIES	ACCEPTED	NE	-62.7458	-56.748017	207.0		{}	2004.0	12.0	2.0	2004-12-02	337.0	337.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_COORDINATE_MISMATCH', 'AMBIGUOUS_INSTITUTION']	2022-10-04T13:17:58.000+00:00	2024-04-11T18:22:26.106+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '0232b124-889c-4463-b624-6d0347b286f1'}]	[]	[]	[]			False	Halanych, K.M.		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	0232b124-889c-4463-b624-6d0347b286f1	46297	AUM	38	3342776704	AUM Invertebrate (non-mollusk)	0232b124-889c-4463-b624-6d0347b286f1						Ch21.2E							Auburn University Museum of Natural History Invertebrate (non-mollusk) Collection	SJ0283	1 - 95% EtOH	South Shetland Islands	Elephant Island	Bransfield Straight, Elephant Island	Bransfield Straight, Elephant Island - Station 38 - 207m													
