key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	combinationAuthors	verbatimScientificName	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	networkKeys	depth	modified	institutionKey	collectionKey	identifiedBy	catalogNumber	institutionCode	fieldNumber	collectionCode	collectionID	depthAccuracy	recordedBy	verbatimLocality	samplingProtocol	recordNumber	georeferenceSources	verbatimDepth	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	typeStatus	datasetID	scientificNameID	bibliographicCitation	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	eventID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	http://unknown.org/language
4012366509	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.747+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	FEMALE	2118101	1	54	354	9477065	2011	2118097	2118101	2118101	Pallenoides amazonica Stock, 1975	Pallenoides amazonica Stock, 1975	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenoides	Pallenoides amazonica	Pallenoides	amazonica	SPECIES	ACCEPTED	NE	14.626667	-61.143333	66.0	NORTH_AMERICA	{}	2016.0	10.0	7.0	2016-10-07	281.0	281.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.747+00:00	https://treatment.plazi.org/id/03A95E063E2DFF85FDD1060C0079BD75#3B68E54D3E2DFF83FF40047A0329B9CC	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E2DFF85FDD1060C0079BD75.mc.3B68E54D3E2DFF83FF40047A0329B9CC'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	03A95E063E2DFF85FDD1060C0079BD75.mc.3B68E54D3E2DFF83FF40047A0329B9CC	Stock	Pallenoides cf. amazonicus Stock, 1975	Vetiver	4012366509	03A95E063E2DFF85FDD1060C0079BD75.mc.3B68E54D3E2DFF83FF40047A0329B9CC	MARTINIQUE • 1 ♀; SW of Vétiver; 14 ° 37.6 ʹ N, 61 ° 08.6 ʹ W; depth 66 m; 7 Oct. 2016; st. AD 612; MNHN-IU- 2016 - 866 / MK 411177	03A95E063E2DFF85FDD1060C0079BD75.taxon	1975	Pallenoides amazonicus																																						
1945782805	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:53.783+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1975', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Pallenoides;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1975', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|414746', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Pallenoides', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'amazonica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|40353', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pallenoides amazonica Stock, 1975'}]}	PRESERVED_SPECIMEN	1.0	PRESENT		2118101	1	54	354	9477065	2011	2118097	2118101	2118101	Pallenoides amazonica Stock, 1975	Pallenoides amazonica Stock, 1975	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenoides	Pallenoides amazonica	Pallenoides	amazonica	SPECIES	ACCEPTED	NE	14.627222	-61.143613		NORTH_AMERICA	{}	2016.0	10.0	7.0	2016-10-07	281.0	281.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:53.783+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-866'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-866			SW Vétiver	1945782805	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-866					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	66.0	2014-03-18T17:09:07.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	2016-866	MNHN	MADIBENTHOS/AD612	IU	10.15468/qgvvhd																											
1212549034	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.236+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1975', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Pallenoides;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1975', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|297496', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Pallenoides', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'amazonica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|40353', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pallenoides amazonica Stock, 1975'}]}	PRESERVED_SPECIMEN	1.0	PRESENT		2118101	1	54	354	9477065	2011	2118097	2118101	2118101	Pallenoides amazonica Stock, 1975	Pallenoides amazonica Stock, 1975	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenoides	Pallenoides amazonica	Pallenoides	amazonica	SPECIES	ACCEPTED	NE	6.516	-52.436333			{}	2014.0	8.0	4.0	2014-08-04	216.0	216.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:44.236+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18679'}]	[]	[]	[]	False	WGS84	Pycnogonida	GF	[]	[]	LATIN_AMERICA	French Guiana	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18679				1212549034	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18679					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	116.0	2015-10-02T17:40:22.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	2013-18679	MNHN	GUYANE 2014/CP4381	IU	10.15468/qgvvhd	2.0	MNHN - convention APA-973-1																									
1212548690	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:36.883+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1975', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Pallenoides;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1975', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|297346', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Pallenoides', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'amazonica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|40353', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pallenoides amazonica Stock, 1975'}]}	PRESERVED_SPECIMEN	2.0	PRESENT		2118101	1	54	354	9477065	2011	2118097	2118101	2118101	Pallenoides amazonica Stock, 1975	Pallenoides amazonica Stock, 1975	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenoides	Pallenoides amazonica	Pallenoides	amazonica	SPECIES	ACCEPTED	NE	5.2907	-52.589985		SOUTH_AMERICA	{}	2014.0	10.0	5.0	2014-10-05	278.0	278.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:36.883+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-17913'}]	[]	[]	[]	False	WGS84	Pycnogonida	GF	[]	[]	LATIN_AMERICA	French Guiana	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-17913			Ile Royale	1212548690	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-17913					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7.0	2014-03-18T17:09:07.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	2013-17913	MNHN	ILES DU SALUT/SS12	IU	10.15468/qgvvhd		MNHN - convention APA-973-1	Nord																								
1275071235	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:01.219+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT		2118101	1	54	354	9477065	2011	2118097	2118101	2118101	Pallenoides amazonica Stock, 1975	Pallenoides amazonica Stock, 1975	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenoides	Pallenoides amazonica	Pallenoides	amazonica	SPECIES	ACCEPTED	NE	-33.655	27.193333			{}	1978.0	5.0	31.0	1978-05-31T00:00	151.0	151.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TYPE_STATUS_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:01.219+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071235'}]	[]	[]	[]	False	WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	AFRICA	urn:catalog:IZIKO:SAM-A-10218			33°39,3'S 27°11,6'E	1275071235	urn:catalog:IZIKO:SAM-A-10218										F.Arnaud & CA.Child	SAM-A-10218						R/V Meiring Naude		Heavy Dredge	SM 185	Catalogue	0-90 m																				
2434363442	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:26.903+00:00	393	{}	PRESERVED_SPECIMEN	6.0	PRESENT		2118101	1	54	354	9477065	2011	2118097	2118101	2118101	Pallenoides amazonica Stock, 1975	Pallenoides amazonica Stock, 1975	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenoides	Pallenoides amazonica	Pallenoides	amazonica	SPECIES	ACCEPTED	NE	-21.333333	-40.65			{}	1970.0	9.0	6.0	1970-09-06	249.0	249.0	['COORDINATE_ROUNDED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:26.903+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3483@CRS'}]	[]	[]	[]	False	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	ZMA.PYC.3483@CRS				2434363442	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3483					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']		2019-03-08T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92		Stock J.H.	ZMA.PYC.3483			Chelicerata and Myriapoda									WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	06 sep 1970	Animalia|Callipallenidae														
2434361441	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:31.139+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2118101	1	54	354	9477065	2011	2118097	2118101	2118101	Pallenoides amazonica Stock, 1975	Pallenoides amazonica Stock, 1975	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenoides	Pallenoides amazonica	Pallenoides	amazonica	SPECIES	ACCEPTED	NE				SOUTH_AMERICA	{}	1970.0	9.0	3.0	1970-09-03	246.0	246.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:31.139+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3485@CRS'}]	[]	[]	[]	False		Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	ZMA.PYC.3485@CRS				2434361441	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3485					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']		2019-03-08T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92		Stock J.H.	ZMA.PYC.3485			Chelicerata and Myriapoda									WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	03 sep 1970	Animalia|Callipallenidae														
2434402356	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:34.594+00:00	393	{}	PRESERVED_SPECIMEN	4.0	PRESENT		2118101	1	54	354	9477065	2011	2118097	2118101	2118101	Pallenoides amazonica Stock, 1975	Pallenoides amazonica Stock, 1975	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenoides	Pallenoides amazonica	Pallenoides	amazonica	SPECIES	ACCEPTED	NE	-21.483333	-40.933333			{}	1970.0	9.0	6.0	1970-09-06	249.0	249.0	['COORDINATE_ROUNDED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:34.594+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3488@CRS'}]	[]	[]	[]	False	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	ZMA.PYC.3488@CRS				2434402356	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3488					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']		2019-03-08T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92		Stock J.H.	ZMA.PYC.3488			Chelicerata and Myriapoda									WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	06 sep 1970	Animalia|Callipallenidae														
2434365440	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:38.279+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT		2118101	1	54	354	9477065	2011	2118097	2118101	2118101	Pallenoides amazonica Stock, 1975	Pallenoides amazonica Stock, 1975	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenoides	Pallenoides amazonica	Pallenoides	amazonica	SPECIES	ACCEPTED	NE	-21.766667	-40.966667		SOUTH_AMERICA	{}	1970.0	9.0	5.0	1970-09-05	248.0	248.0	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:38.279+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3491@CRS'}]	[]	[]	[]	False	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	ZMA.PYC.3491@CRS				2434365440	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3491					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']		2019-03-08T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92		Stock J.H.	ZMA.PYC.3491			Chelicerata and Myriapoda									WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	05 sep 1970	Animalia|Callipallenidae														
4055736918	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:06:46.600+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118101	1	54	354	9477065	2011	2118097	2118101	2118101	Pallenoides amazonica Stock, 1975	Pallenoides amazonica Stock, 1975	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenoides	Pallenoides amazonica	Pallenoides	amazonica	SPECIES	ACCEPTED	NE	-0.15	-46.93			{}	1967.0	11.0	25.0	1967-11-25	329.0	329.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:06:46.600+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=1187	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1187'}]	[]	[]	[]	True	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1187			Atlantic Ocean	4055736918	WoRMS Editorial Board:WoRMS type localities:sm_id_1187					['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	24.0	2007-06-20T15:52:33.000+00:00				sm_id_1187	WoRMS Editorial Board		WoRMS type localities															HOLOTYPE	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239934	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pallenoides amazonica</i> Stock, 1975. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239934										
