key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	networkKeys	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	organismQuantity	organismQuantityType	sampleSizeUnit	sampleSizeValue	samplingEffort	eventRemarks	fieldNotes	nameAccordingToID	individualCount	modified	associatedSequences	verbatimCoordinateSystem	datasetID	geologicalContextID	dateIdentified	coordinateUncertaintyInMeters	stateProvince	habitat	county	occurrenceRemarks	otherCatalogNumbers	verbatimIdentification	dynamicProperties	higherClassification	establishmentMeans	higherGeography	nomenclaturalCode	verbatimEventDate	verbatimLocality	language	type	georeferenceRemarks	typeStatus	acceptedNameUsage	continent	references	taxonConceptID	taxonID	sex
201108867	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.468+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	76.045	-1.7833	3709.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.468+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108867'}]	[]	[]	[]		False			WGS84	Pycnogonida		[]	[]			EUROPE			35973		Ifremer			Mer de Norvege		201108867	Biocean	201108867	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108869	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.445+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	76.905	1.8167	3193.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.445+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108869'}]	[]	[]	[]		False			WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE			36002		Ifremer			Mer de Norvege		201108869	Biocean	201108869	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108871	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.447+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	76.9067	1.7433	3200.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.447+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108871'}]	[]	[]	[]		False			WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE			36029		Ifremer			Mer de Norvege		201108871	Biocean	201108871	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108872	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.448+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	69.5483	10.3717	2957.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.448+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108872'}]	[]	[]	[]		False			WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE			36062		Ifremer			Mer de Norvege		201108872	Biocean	201108872	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108875	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.448+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	69.64	10.4767	2939.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.448+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108875'}]	[]	[]	[]		False			WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE			36098		Ifremer			Mer de Norvege		201108875	Biocean	201108875	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108879	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.449+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	69.1633	4.5367	3211.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.449+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108879'}]	[]	[]	[]		False			WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE			36129		Ifremer			Mer de Norvege		201108879	Biocean	201108879	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108881	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.346+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	69.2383	4.3067	3213.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.346+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108881'}]	[]	[]	[]		False			WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE			36149		Ifremer			Mer de Norvege		201108881	Biocean	201108881	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108883	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.347+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	66.755	-1.4433	3612.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.347+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108883'}]	[]	[]	[]		False			WGS84	Pycnogonida		[]	[]			EUROPE			36167		Ifremer			Mer de Norvege		201108883	Biocean	201108883	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108884	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.351+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	66.7783	-1.5517	3672.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.351+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108884'}]	[]	[]	[]		False			WGS84	Pycnogonida		[]	[]			EUROPE			36188		Ifremer			Mer de Norvege		201108884	Biocean	201108884	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108885	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.347+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	65.3817	0.035	2970.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.347+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108885'}]	[]	[]	[]		False			WGS84	Pycnogonida		[]	[]			EUROPE			36201		Ifremer			Mer de Norvege		201108885	Biocean	201108885	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108890	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.351+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	65.4833	0.0417	3016.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.351+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108890'}]	[]	[]	[]		False			WGS84	Pycnogonida		[]	[]			EUROPE			36243		Ifremer			Mer de Norvege		201108890	Biocean	201108890	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108891	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.351+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	64.3317	1.6633	2538.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.351+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108891'}]	[]	[]	[]		False			WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE			36255		Ifremer			Mer de Norvege		201108891	Biocean	201108891	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108896	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.352+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	64.41	1.605	2653.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.352+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108896'}]	[]	[]	[]		False			WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE			36286		Ifremer			Mer de Norvege		201108896	Biocean	201108896	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108904	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.310+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	73.47	-10.11	2937.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.310+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108904'}]	[]	[]	[]		False			WGS84	Pycnogonida	GL	[]	[]	NORTH_AMERICA	Greenland	EUROPE			36388		Ifremer			Mer de Norvege		201108904	Biocean	201108904	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201108994	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.341+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	65.26	-0.03	2904.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:53.341+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108994'}]	[]	[]	[]		False			WGS84	Pycnogonida		[]	[]			EUROPE			38801		Ifremer			Mer de Norvege		201108994	Biocean	201108994	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201109010	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:51.149+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	73.465	-9.8417	2941.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:51.149+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201109010'}]	[]	[]	[]		False			WGS84	Pycnogonida	GL	[]	[]	NORTH_AMERICA	Greenland	EUROPE			39182		Ifremer			Mer de Norvege		201109010	Biocean	201109010	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
201109015	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:51.149+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	73.5117	-13.66	2502.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:51.149+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201109015'}]	[]	[]	[]		False			WGS84	Pycnogonida	GL	[]	[]	NORTH_AMERICA	Greenland	EUROPE			39241		Ifremer			Mer de Norvege		201109015	Biocean	201109015	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
811979571	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:55.859+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	73.55	-7.6317	3210.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:55.859+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811979571'}]	[]	[]	[]		False			WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE			32381		Ifremer			Mer de Norvege		811979571	bio_dba	811979571	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
811979572	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:55.858+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	74.7	-3.06	3617.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:55.858+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811979572'}]	[]	[]	[]		False			WGS84	Pycnogonida		[]	[]			EUROPE			32388		Ifremer			Mer de Norvege		811979572	bio_dba	811979572	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
811979573	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:55.860+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2118332	1	54	354	9477065	4338615	2118315	2118332	2118332	Ascorhynchus abyssi Sars, 1877	Ascorhynchus abyssi Sars, 1877	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus abyssi	Ascorhynchus	abyssi	SPECIES	ACCEPTED	NE	76.0233	-1.8233	3709.0	0.0	{}		1975.0	7.0	1.0	1975-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:55.860+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811979573'}]	[]	[]	[]		False			WGS84	Pycnogonida		[]	[]			EUROPE			32408		Ifremer			Mer de Norvege		811979573	bio_dba	811979573	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		LAUBIER Lucien	STOCK Jan																																													
