key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	lifeStage	identificationRemarks	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	datasetName	recordedBy	locationID	locality	collectionCode	sex	individualCount	otherCatalogNumbers	dynamicProperties	higherClassification	waterBody	modified	occurrenceRemarks	bibliographicCitation
1056397024	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:05.488+00:00	391		{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 206', 'http://purl.org/dc/terms/created': '1187781852000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/22834cfd-6b40-4aeb-a05d-99d37f36a3c2'}]}	PRESERVED_SPECIMEN	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-67.633333	64.866667		17.0		ANTARCTICA	{}	1931.0	2.0	13.0	1931-02-13	44.0	44.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:05.488+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '2251809'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 206', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/22834cfd-6b40-4aeb-a05d-99d37f36a3c2'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	Isabella Gordon			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		2251809					106		1056397024	1b594c31-d0be-4744-a0d7-e16466206f75		1975.303	NHMUK														ZOO		1.0	NHMUK:ecatalogue:2251809	"{""associatedMediaCount"": 1, ""barcode"": ""011006172"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1313161867000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Ammothea meridionalis Hodgson, 1915"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""BANZ Antarctic Research Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056397024"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR05"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae				
2005436081	f2ab6184-eff7-4069-a9bb-e4f366aeefff	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-05-29T01:32:00.598+00:00	2024-01-25T02:24:07.490+00:00	274		{}	HUMAN_OBSERVATION	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-76.9	163.0	500.0	92.0	0.0		{}	1913.0	1.0	22.0	1913-01-22	22.0	22.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-25T02:24:07.490+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'urn:NIWA:TerraNovaExp:962'}]	[]	[]	[]		False			GearType=Agassiz trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	356	urn:NIWA:TerraNovaExp:962	urn:lsid:marinespecies.org:taxname:172928			POINT (163.0000 -76.9000)	Stn. 356	en	2005436081	urn:NIWA:TerraNovaExp:962		TN Stn. 356 Ammothea meridionalis	TN										British Antarctic (Terra Nova) Expedition Zoology			off Granite Harbour, entrance to McMurdo Sound	MBIS Terra Nova Expedition	MALE	1.0		SurfaceTemperatureInC=-0.5		Southern Ocean	2014-08-10T00:00:00.000+00:00	SurfaceTemperatureInC=-0.5. GearType=Agassiz trawl	Ammothea meridionalis (MBIS Terra Nova Expedition urn:NIWA:TerraNovaExp:962)
1056645503	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:56.955+00:00	391		{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 98', 'http://purl.org/dc/terms/created': '1187778117000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/486cd005-166c-43cb-bde4-6262543a5a9b'}]}	PRESERVED_SPECIMEN	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE							{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:56.955+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '1205781'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 98', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/486cd005-166c-43cb-bde4-6262543a5a9b'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False					Pycnogonida		[]	[]			EUROPE		1205781					356		1056645503	f1ced1e8-624e-4cbb-a82f-0bb725de669d		1915.7.24.230	NHMUK														ZOO			NHMUK:ecatalogue:1205781	"{""associatedMediaCount"": 1, ""barcode"": ""011096190"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1294412305000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Ammothea meridionalis Hodgson, 1915"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Terra Nova Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056645503"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Terra Nova""}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae				
318004245	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.100+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-72.1666	171.3666		451.0	3.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.100+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22002'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004245			22002	BAS														SOMBASE Pycnogonids									
318004246	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.101+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-72.3	170.4333		144.5	1.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.101+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22003'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004246			22003	BAS														SOMBASE Pycnogonids									
318004247	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.101+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-56.705	-27.0066		107.0	14.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.101+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22004'}]	[]	[]	[]		False				WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE									318004247			22004	BAS														SOMBASE Pycnogonids									
318004248	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.100+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-65.045	-64.995		355.0	15.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.100+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22005'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004248			22005	BAS														SOMBASE Pycnogonids									
318004249	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.101+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-62.6916	-56.0283		225.0	15.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.101+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22006'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004249			22006	BAS														SOMBASE Pycnogonids									
318004250	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.102+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-72.31	170.1883		128.0	0.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.102+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22007'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004250			22007	BAS														SOMBASE Pycnogonids									
318004251	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.103+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-72.285	170.2183		59.0	0.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.103+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22008'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004251			22008	BAS														SOMBASE Pycnogonids									
318004252	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.101+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-72.02	170.9583		307.0	0.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.101+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22009'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004252			22009	BAS														SOMBASE Pycnogonids									
318004951	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.058+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-76.883	162.733		91.0	0.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.058+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34461'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004951			34461	BAS														SOMBASE Pycnogonids									
318005009	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.022+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-65.8	53.2666		194.5	14.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.022+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34893'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005009			34893	BAS														SOMBASE Pycnogonids									
318005010	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.021+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-67.6333	64.8666		17.0	0.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.021+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34894'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005010			34894	BAS														SOMBASE Pycnogonids									
318005040	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.602+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-71.2583	170.6983		515.0	0.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.602+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37311'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005040			37311	BAS														SOMBASE Pycnogonids									
318005061	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.381+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-67.65	45.755		65.0	2.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.381+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37429'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005061			37429	BAS														SOMBASE Pycnogonids									
318005073	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.149+00:00	124		{}	OCCURRENCE	PRESENT	5166776	1	54	354	9477065	6313	2118547	5166776	5166776	Ammothea meridionalis Hodgson, 1914	Ammothea meridionalis Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea meridionalis	Ammothea	meridionalis	SPECIES	ACCEPTED	NE	-66.5333	92.9833		32.5	2.5	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.149+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37644'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005073			37644	BAS														SOMBASE Pycnogonids									
