key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	institutionKey	collectionKey	datasetName	otherCatalogNumbers	preparations	acceptedNameUsage	institutionID	eventRemarks
4055757355	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:10:18.235+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2117525	1	54	354	9477065	2012	2117523	2117525	2117525	Rhopalorhynchus mortenseni Stock, 1958	Rhopalorhynchus mortenseni Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus mortenseni	Rhopalorhynchus	mortenseni	SPECIES	ACCEPTED	NE	6.02	121.11	46.0	ASIA	{'level0': {'gid': 'PHL', 'name': 'Philippines'}, 'level1': {'gid': 'PHL.73_1', 'name': 'Sulu'}, 'level2': {'gid': 'PHL.73.16_1', 'name': 'Talipao'}, 'level3': {'gid': 'PHL.73.16.51_1', 'name': 'Upper Sinumaan'}}	1914.0	3.0	19.0	1914-03-19	78.0	78.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:10:18.235+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=2255	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2255'}]	[]	[]	[]	True	https://marineinfo.org/id/dataset/5184	WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2255	sm_id_2255	urn:lsid:marinespecies.org:taxname:240076	WoRMS Editorial Board	Pacific Ocean	4055757355	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Rhopalorhynchus mortenseni</i> Stock, 1958. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240076	WoRMS Editorial Board:WoRMS type localities:sm_id_2255								
2012925634	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:25:14.559+00:00	275	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/typeStatus': 'type', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': '2e989961-28e7-769a-5d97-308a1e43dc12', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Rhopalorhynchus mortenseni Stock, 1958'}]}	PRESERVED_SPECIMEN	PRESENT	2117525	1	54	354	9477065	2012	2117523	2117525	2117525	Rhopalorhynchus mortenseni Stock, 1958	Rhopalorhynchus mortenseni Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus mortenseni	Rhopalorhynchus	mortenseni	SPECIES	ACCEPTED	NE					{}							TYPE	[]	2013-06-17T00:00:00.000+00:00	2024-07-21T10:25:14.559+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '173562f7-454d-4a92-8f0d-b5adf0a72405'}]	[]	[]	[]	True			Pycnogonida		[]	[]			EUROPE	173562f7-454d-4a92-8f0d-b5adf0a72405	NHMD110632		NHMD		2012925634	IV		173562f7-454d-4a92-8f0d-b5adf0a72405	68fcaba0-61fe-4e78-a460-4f37654d025d	e4cac6b7-41e4-404d-b9b2-ea507703f671	Natural History Museum Denmark Invertebrate Zoology	PYC-000028	various	Rhopalorhynchus mortenseni	http://grbio.org/cool/mci8-ehqk	A station used for material with no information about the collecting event or where the information is untrustworthy (in the latter case this should be explained in the collection object remarks).
