key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	higherGeography	institutionKey	collectionKey	datasetName	otherCatalogNumbers	preparations	acceptedNameUsage	institutionID	occurrenceRemarks
4055769796	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:16.103+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2118043	1	54	354	9477065	2011	2118026	2118043	2118043	Parapallene exigua Stock, 1954	Parapallene exigua Stock, 1954	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene exigua	Parapallene	exigua	SPECIES	ACCEPTED	NE	-34.17	172.08	119.0	OCEANIA	{}	1915.0	1.0	5.0	1915-01-05	5.0	5.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:16.103+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=2157	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2157'}]	[]	[]	[]	True	https://marineinfo.org/id/dataset/5184	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2157	sm_id_2157	urn:lsid:marinespecies.org:taxname:240409	WoRMS Editorial Board	Tasman Sea	4055769796	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Parapallene exigua</i> Stock, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240409	WoRMS Editorial Board:WoRMS type localities:sm_id_2157									
2012925716	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:18:23.823+00:00	275	"{'http://rs.gbif.org/terms/1.0/Reference': [{'http://purl.org/dc/terms/creator': 'Stock, J.', 'http://purl.org/dc/terms/date': '1954', 'http://purl.org/dc/terms/source': 'Videnskabelige Meddelelser fra Dansk Naturhistorisk Forening', 'http://purl.org/dc/terms/title': ""Pycnogonida from Indo-West-Pacific, Australian, and New-Zealand Waters. Papers from Dr. Th. Mortensen's Pacific Expedition 1914-16. LXXVII""}], 'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/typeStatus': 'type', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': 'c1c99ea8-196d-103c-e3ba-be0a7b5edf43', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Parapallene exigua Stock, 1954'}]}"	PRESERVED_SPECIMEN	PRESENT	2118043	1	54	354	9477065	2011	2118026	2118043	2118043	Parapallene exigua Stock, 1954	Parapallene exigua Stock, 1954	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene exigua	Parapallene	exigua	SPECIES	ACCEPTED	NE				OCEANIA	{}							TYPE	['COUNTRY_INVALID']	2019-12-27T00:00:00.000+00:00	2024-07-21T10:18:23.823+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '70496550-7dff-4564-9522-4e7660bd4d03'}]	[]	[]	[]	True			Pycnogonida		[]	[]			EUROPE	70496550-7dff-4564-9522-4e7660bd4d03	NHMD110662		NHMD	Three Kings Isl, New Zealand	2012925716	IV		70496550-7dff-4564-9522-4e7660bd4d03	Australian, New Zealand AuM	68fcaba0-61fe-4e78-a460-4f37654d025d	e4cac6b7-41e4-404d-b9b2-ea507703f671	Natural History Museum Denmark Invertebrate Zoology	PYC-006375	70% EtOH - 21|slide, unspec - 2	Parapallene exigua	http://grbio.org/cool/mci8-ehqk	MKB05: The locality data are from the description. The holotype is an ovigerous male. Type status checked 2003-2011, but may need reconfirmation. Labelled with correct number Mar. 2012.
