key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	sex	depth	depthAccuracy	stateProvince	higherGeography	typeStatus	modified	vernacularName	language	type	higherClassification
4399690849	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.134+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117721	1	54	354	9477065	2013	2117630	2117721	2117721	Nymphon falcatum Utinomi, 1955	Nymphon falcatum Utinomi, 1955	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon falcatum	Nymphon	falcatum	SPECIES	ACCEPTED	NE	30.806474	127.772452	{}	Pacific Ocean	1955	11	2	1955-11-02	306	306	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.134+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'a597233c-f062-4bb8-968c-b4fdf925af9a'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	Galathea Trawl	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	EUROPE	RV Vityaz_cruise 22_st.3541	a597233c-f062-4bb8-968c-b4fdf925af9a	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	West Pacific	3541	OBFc	4399690849	a597233c-f062-4bb8-968c-b4fdf925af9a	151.0 - 152.0 m	INV0001482	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2											
699149324	5318e238-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862		82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:34.707+00:00	2024-01-24T18:20:42.854+00:00	302	{}	PRESERVED_SPECIMEN	PRESENT	2117721	1	54	354	9477065	2013	2117630	2117721	2117721	Nymphon falcatum Utinomi, 1955	Nymphon falcatum Utinomi, 1955	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon falcatum	Nymphon	falcatum	SPECIES	ACCEPTED	NE	32.263164	131.832303	{}	Pacific	1928	7	15	1928-07-15	197	197	['GEODETIC_DATUM_ASSUMED_WGS84', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-24T18:20:42.854+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '129'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False					WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA		129		Mimitu		Type	699149324	9603ea02-f8b6-11e6-b80b-70e2840fc270		159	SMBL				FEMALE	421.0	0.0	Miyazaki	Pacific|Japan|Miyazaki|Mimitu	HOLOTYPE	2013-04-17T17:25:59.000+00:00	カマツメユメムシ	en	text	Animalia|Arthropoda|Pycnogonida|Pantopoda|Nymphonidae|Nymphon|falcatum
