key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	nameAccordingTo	parentEventID	collectionID	networkKeys	islandGroup
4406604375	062b1492-5e8a-4b56-89f9-300bc06bba5d	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-04-16T14:00:19.862+00:00	2024-04-16T14:00:44.874+00:00	141	{}	PRESERVED_SPECIMEN	1	PRESENT	4338684	1	54	354	9477065	6313	2118396	4338684	4338684	Achelia rostrata Turpaeva, 2000	Achelia rostrata Turpaeva, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia rostrata	Achelia	rostrata	SPECIES	ACCEPTED	NE	64.0161842	-172.213378	{}	Bering Sea	1988	8	8	1988-08-08	221	221	HOLOTYPE	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-04-16T14:00:44.874+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '119b43d4-6ca2-4318-aabb-b39eb92b3610'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0000968.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0000968label.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Akademik Korolev	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE	RV Akademik Korolev_cruise 47_st.41	119b43d4-6ca2-4318-aabb-b39eb92b3610	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Bering Sea	41	OBFc	4406604375	119b43d4-6ca2-4318-aabb-b39eb92b3610	50.0 m	INV0000968	IORAS	IORAS	Turpaeva, E. P. (2000). New species of sea spiders (Pycnogonida) from the Russian Far East. Zoologicheskii zhurnal. 79(5): 629-630	cruise 47	fd699988-ab5d-4737-9443-9085cea191d2		
4399691488	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.240+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	4338684	1	54	354	9477065	6313	2118396	4338684	4338684	Achelia rostrata Turpaeva, 2000	Achelia rostrata Turpaeva, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia rostrata	Achelia	rostrata	SPECIES	ACCEPTED	NE	64.0161842	-172.213378	{}	Bering Sea	1988	8	8	1988-08-08	221	221	HOLOTYPE	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.240+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '119b43d4-6ca2-4318-aabb-b39eb92b3610'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0000968.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0000968label.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Akademik Korolev	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE	RV Akademik Korolev_cruise 47_st.41	119b43d4-6ca2-4318-aabb-b39eb92b3610	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Bering Sea	41	OBFc	4399691488	119b43d4-6ca2-4318-aabb-b39eb92b3610	50.0 m	INV0000968	IORAS	IORAS	Turpaeva, E.P. (2000). New species of sea spiders (Pycnogonida) from the Russian Far East. Zoologicheskii zhurnal. 79(5): 629-630.	cruise 47	fd699988-ab5d-4737-9443-9085cea191d2	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	
4399690315	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.649+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	4338684	1	54	354	9477065	6313	2118396	4338684	4338684	Achelia rostrata Turpaeva, 2000	Achelia rostrata Turpaeva, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia rostrata	Achelia	rostrata	SPECIES	ACCEPTED	NE			{}	Pacific Ocean	1974	10	2	1974-10-02	275	275		[]	2024-06-18T12:44:58.649+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '3e2dda5c-9eae-45fc-936d-d6771b7f745f'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False		Turpaeva, Elena	EtOH 75%			Pycnogonida		[]	[]			EUROPE		3e2dda5c-9eae-45fc-936d-d6771b7f745f	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Medny Is.	220	OBFc	4399690315	3e2dda5c-9eae-45fc-936d-d6771b7f745f	5.0 m	INV0001664	IORAS	IORAS			fd699988-ab5d-4737-9443-9085cea191d2	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	Commander Islands
