key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	institutionCode	locality	gbifID	collectionCode	occurrenceID	individualCount	modified	identifiedBy	preparations	rightsHolder	nomenclaturalCode	verbatimEventDate	higherClassification	decimalLatitude	decimalLongitude	continent	geodeticDatum	sex	stateProvince	higherGeography	collectionKey	datasetName	georeferenceRemarks	locationID	collectionID	dateIdentified	http://unknown.org/occurrenceDetails	elevation	elevationAccuracy
1122993337	afaa80a2-6167-47e1-baae-5450206d07dd	0674aea0-a7e1-11d8-9534-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	6038e54e-f762-11e1-a439-00145eb45e9a	0674aea0-a7e1-11d8-9534-b8a03c50a862	DE	BIOCASE	2024-06-07T15:52:29.772+00:00	2024-06-07T15:53:02.987+00:00	349	{}	PRESERVED_SPECIMEN	PRESENT	2118238	1	54	354	9477065	6313	2118237	2118238	2118238	Tanystylum isabellae Marcus, 1940	Tanystylum isabellae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum isabellae	Tanystylum	isabellae	SPECIES	ACCEPTED	NE	{}	1985.0	5.0	22.0	1985-05-22	142.0	142.0	['REFERENCES_URI_INVALID', 'COLLECTION_MATCH_NONE']	2024-06-07T15:53:02.987+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.snsb.info/zsm/collection_zsm/545181/610315/498592'}]	[]	[]	[]	774f65a5-ed87-4356-9515-ea9fd8d68650	False	Müller, Hans-Georg	Pycnogonida	CO	[]	[]	LATIN_AMERICA	Colombia	EUROPE	http://id.snsb.info/zsm/collection_zsm/545181/610315/498592	ZSM-A-20061055 / 610315 / 498592	http://grscicoll.org/institution/bavarian-state-collection-zoology	SNSB-ZSM	Santa Marta, Tayrona-Nationalpark, Bahia Concha	1122993337	ZSMarthrovariacoll	http://id.snsb.info/zsm/collection_zsm/545181/610315/498592																								
2434400380	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:26.533+00:00	393	{}	PRESERVED_SPECIMEN	PRESENT	2118238	1	54	354	9477065	6313	2118237	2118238	2118238	Tanystylum isabellae Marcus, 1940	Tanystylum isabellae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum isabellae	Tanystylum	isabellae	SPECIES	ACCEPTED	NE	{}	1985.0	11.0	8.0	1985-11-08	312.0	312.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:26.533+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3380@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Müller H.G.	Pycnogonida	CO	[]	[]	LATIN_AMERICA	Colombia	EUROPE	ZMA.PYC.3380@CRS	ZMA.PYC.3380	Naturalis Biodiversity Center			2434400380	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3380	6.0	2019-03-08T00:00:00.000+00:00	Stock J.H.	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	08 nov 1985	Animalia|Ammotheidae																
2434364460	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:36.546+00:00	393	{}	PRESERVED_SPECIMEN	PRESENT	2118238	1	54	354	9477065	6313	2118237	2118238	2118238	Tanystylum isabellae Marcus, 1940	Tanystylum isabellae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum isabellae	Tanystylum	isabellae	SPECIES	ACCEPTED	NE	{}	1979.0	6.0	21.0	1979-06-21	172.0	172.0	['COORDINATE_ROUNDED', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:36.546+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200915@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		Pycnogonida	ID	[]	[]	ASIA	Indonesia	EUROPE	ZMA.PYC.200915@CRS	ZMA.PYC.200915	Naturalis Biodiversity Center			2434364460	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200915	1.0	2019-03-08T00:00:00.000+00:00	Stock J.H.	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	21 jun 1979	Animalia|Ammotheidae	-3.383333	143.67	OCEANIA	WGS84												
2434363447	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:36.847+00:00	393	{}	PRESERVED_SPECIMEN	PRESENT	2118238	1	54	354	9477065	6313	2118237	2118238	2118238	Tanystylum isabellae Marcus, 1940	Tanystylum isabellae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum isabellae	Tanystylum	isabellae	SPECIES	ACCEPTED	NE	{}	1964.0	11.0	20.0	1964-11-20	325.0	325.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:36.847+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3537@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	ZMA.PYC.3537@CRS	ZMA.PYC.3537	Naturalis Biodiversity Center			2434363447	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3537	6.0	2019-03-08T00:00:00.000+00:00	Stock J.H.	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	20 nov 1964	Animalia|Ammotheidae			SOUTH_AMERICA													
2434403316	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:24.650+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1496/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1496_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1496/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2118238	1	54	354	9477065	6313	2118237	2118238	2118238	Tanystylum isabellae Marcus, 1940	Tanystylum isabellae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum isabellae	Tanystylum	isabellae	SPECIES	ACCEPTED	NE	{}	1964.0	11.0	20.0	1964-11-20	325.0	325.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:24.650+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1496@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1496_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1496/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	ZMA.PYC.P.1496@CRS	ZMA.PYC.P.1496	Naturalis Biodiversity Center		Ponta Do Espia	2434403316	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1496		2020-04-03T00:00:00.000+00:00		WholeOrganism (microscopic slide)	Naturalis Biodiversity Center	ICZN	20.Nov.1964	Animalia			SOUTH_AMERICA		MALE	State of Sao Paulo, Ubatuba										
1317726962	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:00.149+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118238	1	54	354	9477065	6313	2118237	2118238	2118238	Tanystylum isabellae Marcus, 1940	Tanystylum isabellae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum isabellae	Tanystylum	isabellae	SPECIES	ACCEPTED	NE	{'level0': {'gid': 'BRA', 'name': 'Brazil'}, 'level1': {'gid': 'BRA.25_1', 'name': 'São Paulo'}, 'level2': {'gid': 'BRA.25.237_2', 'name': 'Ilhabela'}}	1925.0	9.0	23.0	1925-09-23	266.0	266.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:00.149+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/317310ae9-eb8b-4f5e-a0a5-27bda68d09ab'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	W. Schmitt	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	NORTH_AMERICA	http://n2t.net/ark:/65665/317310ae9-eb8b-4f5e-a0a5-27bda68d09ab	USNM 80980	urn:lsid:biocol.org:col:34871	USNM	Ilha De Sao Sebastiao, Villa Bella	1317726962	IZ	http://n2t.net/ark:/65665/317310ae9-eb8b-4f5e-a0a5-27bda68d09ab	5.0	2013-01-11T15:46:00.000+00:00	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)			23 SEP 1925	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	-23.7831	-45.35	SOUTH_AMERICA	WGS84		Sao Paulo	Brazil, Sao Paulo	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Villa Bella, Sao Sebastiao	20	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
1914268678	96771fb8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	60383ab8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	DE	BIOCASE	2024-07-23T05:19:40.345+00:00	2024-07-23T05:19:49.933+00:00	300	{}	PRESERVED_SPECIMEN	PRESENT	2118238	1	54	354	9477065	6313	2118237	2118238	2118238	Tanystylum isabellae Marcus, 1940	Tanystylum isabellae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum isabellae	Tanystylum	isabellae	SPECIES	ACCEPTED	NE	{}							['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T05:19:49.933+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1719'}]	[]	[]	[]	16946ec1-8db3-45b8-b084-7644384cc5f5	False		Pycnogonida	CO	[]	[]	LATIN_AMERICA	Colombia	EUROPE	1719	1719		SMF	10 km NE Santa Marta, Tayrona Park, Bahia Concha	1914268678	Collection Pantopoda								12.02.1986	Ammotheidae													1987-05-21T00:00:00	http://sesam.senckenberg.de/page/index.asp?objekt_id=1271088&sprache_kurz=en		
1914268677	96771fb8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	60383ab8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	DE	BIOCASE	2024-07-23T05:19:40.345+00:00	2024-07-23T05:19:50.110+00:00	300	{}	PRESERVED_SPECIMEN	PRESENT	2118238	1	54	354	9477065	6313	2118237	2118238	2118238	Tanystylum isabellae Marcus, 1940	Tanystylum isabellae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum isabellae	Tanystylum	isabellae	SPECIES	ACCEPTED	NE	{}							['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T05:19:50.110+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1720'}]	[]	[]	[]	16946ec1-8db3-45b8-b084-7644384cc5f5	False		Pycnogonida	CO	[]	[]	LATIN_AMERICA	Colombia	EUROPE	1720	1720		SMF	10 km NE Santa Marta, Tayrona Park, Bahia Concha	1914268677	Collection Pantopoda								03.04.1986	Ammotheidae													1987-05-29T00:00:00	http://sesam.senckenberg.de/page/index.asp?objekt_id=1271136&sprache_kurz=en		
1914268675	96771fb8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	60383ab8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	DE	BIOCASE	2024-07-23T05:19:40.345+00:00	2024-07-23T05:19:50.086+00:00	300	{}	PRESERVED_SPECIMEN	PRESENT	2118238	1	54	354	9477065	6313	2118237	2118238	2118238	Tanystylum isabellae Marcus, 1940	Tanystylum isabellae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum isabellae	Tanystylum	isabellae	SPECIES	ACCEPTED	NE	{}							['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T05:19:50.086+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1721'}]	[]	[]	[]	16946ec1-8db3-45b8-b084-7644384cc5f5	False		Pycnogonida	CO	[]	[]	LATIN_AMERICA	Colombia	EUROPE	1721	1721		SMF	10 km NE Santa Marta, Tayrona Park, Bahia Concha	1914268675	Collection Pantopoda								15.07.1985	Ammotheidae													1987-05-17T00:00:00	http://sesam.senckenberg.de/page/index.asp?objekt_id=1271148&sprache_kurz=en		
3774616475	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862		603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:41.798+00:00	44	{}	PRESERVED_SPECIMEN	PRESENT	2118238	1	54	354	9477065	6313	2118237	2118238	2118238	Tanystylum isabellae Marcus, 1940	Tanystylum isabellae Marcus, 1940	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum isabellae	Tanystylum	isabellae	SPECIES	ACCEPTED	NE	{}							['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:41.798+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852374/874403/147360'}]	[]	[]	[]	07d2dd65-80b8-4402-bf51-b55809c85f87	False		Pycnogonida	CO	[]	[]	LATIN_AMERICA	Colombia	EUROPE	http://id.zfmk.de/collection_ZFMK/223852374/874403/147360	ZFMK-Pa-00213		ZFMK	Bahia Concha, 10 km ne Santa Marta	3774616475	Pa	http://id.zfmk.de/collection_ZFMK/223852374/874403/147360			H.-G. Müller																				0.25	0.25
