key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	continent	day	organismQuantity	organismQuantityType	datasetID	eventID	recordNumber	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	locality	waterBody	higherGeography	datasetName	preparations	institutionID	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	lifeStage	sex	dateIdentified	coordinateUncertaintyInMeters	otherCatalogNumbers	rightsHolder	nomenclaturalCode	verbatimLocality	language	type	disposition	ownerInstitutionCode	parentNameUsage	materialEntityID	dynamicProperties	samplingProtocol	footprintWKT	occurrenceRemarks	coordinatePrecision	acceptedNameUsage	locationRemarks	nameAccordingTo	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	references	associatedSequences	verbatimIdentification	bibliographicCitation
240909953	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:58.876+00:00	242	{}	HUMAN_OBSERVATION		PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	-71.381667	-14.32	622.0	0.0	{}	1996.0	2.0	1996-02-23	54.0	54.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2010-05-11T18:09:00.000+00:00	2024-01-24T20:20:58.876+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:476'}]	[]	[]	[]			False			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:476	476	AWI		240909953	Weddell Sea macrozoobenthos EASIZ I	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:476			23.0			IMIS:dasid:2432			urn:lsid:marinespecies.org:taxname:173041							Kapp Norvegia area																																									
240909950	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:58.877+00:00	242	{}	HUMAN_OBSERVATION		PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	-70.481667	-8.251667	286.0	0.0	{}	1996.0	3.0	1996-03-04	64.0	64.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2010-05-11T18:09:00.000+00:00	2024-01-24T20:20:58.877+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:473'}]	[]	[]	[]			False			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:473	473	AWI		240909950	Weddell Sea macrozoobenthos EASIZ I	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:473		ANTARCTICA	4.0			IMIS:dasid:2432			urn:lsid:marinespecies.org:taxname:173041							Kapp Norvegia area																																									
1321340111	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:10.632+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	-64.789	-64.1162	100.0	10.0	{}	1973.0	2.0	1973-02-20	51.0	51.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-09-17T14:06:00.000+00:00	2024-07-02T12:38:10.632+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b701eb66-624f-4001-a7c2-ac26c124f84c'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	University of Maine	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3b701eb66-624f-4001-a7c2-ac26c124f84c	USNM 233816	USNM	USARP/HE/731/1823/UME	1321340111	IZ	http://n2t.net/ark:/65665/3b701eb66-624f-4001-a7c2-ac26c124f84c	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		20.0							20 FEB 1973						Antarctic Peninsula, Palmer Archipelago, Janus Island	Antarctic Ocean	Antarctic Ocean, Antarctica	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	1823	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae																																
1318544303	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:43.355+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	-66.3567	-66.7725	88.0	18.0	{}	1973.0	3.0	1973-03-01	60.0	60.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-09-17T14:43:00.000+00:00	2024-07-02T12:38:43.355+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33b591d6a-340a-4dc8-85ba-f64f652d67d3'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	University of Maine	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/33b591d6a-340a-4dc8-85ba-f64f652d67d3	USNM 233817	USNM	USARP/HE/731/1861/UME	1318544303	IZ	http://n2t.net/ark:/65665/33b591d6a-340a-4dc8-85ba-f64f652d67d3	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		1.0							01 MAR 1973						Antarctic Peninsula, Biscoe Islands, Lavoisier Island, Matha Strait, east SE of Island	Antarctic Ocean	Antarctic Ocean, Antarctica	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	1861	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae																																
1317844799	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:02.770+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	-64.79	-64.115	129.5	35.5	{}	1972.0	1.0	1972-01-26	26.0	26.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-09-12T14:31:00.000+00:00	2024-07-02T12:37:02.770+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31c68e77a-738e-452b-9fc7-8c6372dd97cb'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	University of California at Davis & Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/31c68e77a-738e-452b-9fc7-8c6372dd97cb	USNM 233815	USNM	USARP/HE/721/848/UCD-SOSC	1317844799	IZ	http://n2t.net/ark:/65665/31c68e77a-738e-452b-9fc7-8c6372dd97cb	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		26.0							26 JAN 1972						Antarctic Peninsula, Palmer Archipelago, Hermit Island, off Island; outside of Arthur Harbor	Antarctic Ocean	Antarctic Ocean, Antarctica	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	848	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	Juvenile																															
1322140186	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:04.667+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	-64.7883	-64.1142	110.0	0.0	{}	1972.0	1.0	1972-01-03	3.0	3.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-09-10T14:38:00.000+00:00	2024-07-02T12:38:04.667+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3da7194b4-928a-4efd-a7fc-512f36554b55'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	University of California at Davis & Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3da7194b4-928a-4efd-a7fc-512f36554b55	USNM 233814	USNM	USARP/HE/721/764/UCD-SOSC	1322140186	IZ	http://n2t.net/ark:/65665/3da7194b4-928a-4efd-a7fc-512f36554b55	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		3.0							03 JAN 1972						Antarctic Peninsula, Palmer Archipelago, Anvers Island, Arthur Harbor, off Janus Island	Antarctic Ocean	Antarctic Ocean, Antarctica	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	764	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	Juvenile																															
1322843928	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:32.590+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	-76.035	-179.95	352.5	5.5	{}	1972.0	2.0	1972-02-09	40.0	40.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-04-24T16:25:00.000+00:00	2024-07-02T12:38:32.590+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f99a3dc0-817f-4854-9d3c-0e3f31b73ff5'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=91026'}]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3f99a3dc0-817f-4854-9d3c-0e3f31b73ff5	USNM 233808	USNM	USARP/EL/51/5762/SOSC	1322843928	IZ	http://n2t.net/ark:/65665/3f99a3dc0-817f-4854-9d3c-0e3f31b73ff5	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		9.0							09 FEB 1972						Victoria Land, Moubray Pennell Bank	Antarctic Ocean, Ross Sea	Antarctic Ocean, Ross Sea, Antarctica	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	5762	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae		FEMALE																														
1321259081	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:13.991+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	-63.425	-62.242	121.5	2.5	{}	1969.0	2.0	1969-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-08-27T16:34:00.000+00:00	2024-07-02T12:39:13.991+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b366f81c-5774-470c-a6da-4ae90174a1bc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Smithsonian Oceanographic Sorting Center	Hedgpeth, J. W.	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3b366f81c-5774-470c-a6da-4ae90174a1bc	USNM 233812	USNM	USARP/HE/691/26/SOSC	1321259081	IZ	http://n2t.net/ark:/65665/3b366f81c-5774-470c-a6da-4ae90174a1bc	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		10.0							10 FEB 1969						South Shetland Islands, Low Island	Antarctic Ocean	Antarctic Ocean, Antarctica	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	26	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae		MALE																														
1318822070	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:47.453+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	-76.008	-176.767	567.5	1.5	{}	1968.0	1.0	1968-01-20	20.0	20.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-04-05T13:29:00.000+00:00	2024-07-02T12:38:47.453+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3479fe710-4d49-423e-91bc-a47120f5b574'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	University of Southern California	Hedgpeth, J. W.	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3479fe710-4d49-423e-91bc-a47120f5b574	USNM 233810	USNM	USARP/EL/32/2045/USC	1318822070	IZ	http://n2t.net/ark:/65665/3479fe710-4d49-423e-91bc-a47120f5b574	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		20.0							20 JAN 1968							Antarctic Ocean, Ross Sea	Antarctic Ocean, Ross Sea, Antarctica	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	2045	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae		MALE																														
1322560741	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:55.448+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	-49.85	178.575	2055.0	45.0	{}	1968.0	2.0	1968-02-26	57.0	57.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:17:00.000+00:00	2024-07-02T12:39:55.448+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ed060ccb-fcf9-4e24-b543-d0b517de44a8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	University of Southern California	Hedgpeth, J. W.	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	NORTH_AMERICA	http://n2t.net/ark:/65665/3ed060ccb-fcf9-4e24-b543-d0b517de44a8	USNM 233811	USNM	USARP/EL/32/2143/USC	1322560741	IZ	http://n2t.net/ark:/65665/3ed060ccb-fcf9-4e24-b543-d0b517de44a8	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		26.0							26 FEB 1968						Antipodes Islands	South Pacific Ocean	South Pacific Ocean, New Zealand	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	2143	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae		MALE																														
1319425039	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:51.836+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118073	1	54	354	9477065	2011	2118069	2118073	2118073	Austropallene cristata (Bouvier, 1911)	Austropallene cristata (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene cristata	Austropallene	cristata	SPECIES	ACCEPTED	NE	64.9	-53.63	82.0	3.0	{}	1968.0	8.0	1968-08-18	231.0	231.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-09-30T13:33:00.000+00:00	2024-07-02T12:38:51.836+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3625381ff-89cf-456a-b566-70b1f06686a3'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	University of Maine	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	GL	[]	[]	NORTH_AMERICA	Greenland	NORTH_AMERICA	http://n2t.net/ark:/65665/3625381ff-89cf-456a-b566-70b1f06686a3	USNM 233813	USNM	USARP/HE/3/29-F/UME	1319425039	IZ	http://n2t.net/ark:/65665/3625381ff-89cf-456a-b566-70b1f06686a3	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		18.0							18 AUG 1968							Arctic Ocean	Arctic Ocean	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	29-F	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	Juvenile																															
