key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinatePrecision	continent	stateProvince	gadm	year	month	eventDate	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo
1100801997	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:01.334+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	5166746	1	54	354	9477065	6313	2118215	5166746	5166746	Nymphopsis armatus Haswell, 1884	Nymphopsis armatus Haswell, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis armatus	Nymphopsis	armatus	SPECIES	ACCEPTED	NE	-20.333	148.9	0.001	OCEANIA	Queensland	{}	1928.0	12.0	1928-12	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:01.334+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1ce91af1-677f-4ce7-86de-720ad79c2639'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1099770|urn:catalog:AM:Invertebrates - Marine & Other:P.9341	Ward, Mr Melbourne	Flynn, T. T.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1017758	1ce91af1-677f-4ce7-86de-720ad79c2639	Nymphopsis armatus Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/8}	Whitsunday Passage	Invertebrates - Marine & Other	1100801997	1ce91af1-677f-4ce7-86de-720ad79c2639	P.9341	ecatalogue.LocCollectionEventLocal: Australia, Queensland, Whitsunday Passage (20° 20' S, 148° 54' E) /12/1928 - /12/1928;	AM	https://biodiversity.org.au/afd/taxa/2a6b06c5-9f7f-47fa-b9f3-a1084ac1ae1c	Nymphopsis armatus	Haswell, 1885
1100717181	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:08.161+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		5166746	1	54	354	9477065	6313	2118215	5166746	5166746	Nymphopsis armatus Haswell, 1884	Nymphopsis armatus Haswell, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis armatus	Nymphopsis	armatus	SPECIES	ACCEPTED	NE	-20.333	148.85	0.001	OCEANIA	Queensland	{}				['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:08.161+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e08bf4e3-b87a-4366-a998-695ddd357533'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1167699|urn:catalog:AM:Invertebrates - Marine & Other:G.5201.001			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1010924	e08bf4e3-b87a-4366-a998-695ddd357533	Nymphopsis armatus Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/8/14}	Port Molle	Invertebrates - Marine & Other	1100717181	e08bf4e3-b87a-4366-a998-695ddd357533	G.5201.001	ecatalogue.LocCollectionEventLocal: Australia, Queensland, Port Molle (20° 20' S, 148° 51' E);	AM	https://biodiversity.org.au/afd/taxa/2a6b06c5-9f7f-47fa-b9f3-a1084ac1ae1c	Nymphopsis armatus	Haswell, 1885
