key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	habitat	scientificNameID	locality	identificationVerificationStatus	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimIdentification	catalogNumber	institutionCode	identificationRemarks	occurrenceRemarks	modified	institutionKey	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	recordedBy	typeStatus	references	datasetID	bibliographicCitation	sex
3696571312	2931765e-0682-4a38-85eb-032964cc3792	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2024-07-02T10:01:43.848+00:00	2024-07-02T10:03:08.767+00:00	118	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118521	1	54	354	9477065	6313	2118496	2118521	2118521	Cilunculus alcicornis Stock, 1978	Cilunculus alcicornis Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus alcicornis	Cilunculus	alcicornis	SPECIES	ACCEPTED	NE	42.84	-11.88	1117.5	7.5	{}	1987.0	10.0	19.0	1987-10-19	292.0	292.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'REFERENCES_URI_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:03:08.767+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'SeamountsOnline_urn:lsid:marinespecies.org:taxname:134626_24233'}]	[]	[]	[]	False	Jan H. Stock	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	NORTH_AMERICA	SCSD_SeamountsOnline_Galicia_Bank_537852	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134626_24233	benthic/near bottom	urn:lsid:marinespecies.org:taxname:134626	Galicia Bank	Validated	Station DW108	SeamountsOnline	3696571312	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134626_24233	Cilunculus alcicornis Stock, 1978	24233	SCSD	WoRMS Match Type: exact	NA | NA														
3696571305	2931765e-0682-4a38-85eb-032964cc3792	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2024-07-02T10:01:43.848+00:00	2024-07-02T10:03:08.768+00:00	118	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2118521	1	54	354	9477065	6313	2118496	2118521	2118521	Cilunculus alcicornis Stock, 1978	Cilunculus alcicornis Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus alcicornis	Cilunculus	alcicornis	SPECIES	ACCEPTED	NE	42.87	-11.84	992.5	7.5	{}	1987.0	10.0	20.0	1987-10-20	293.0	293.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'REFERENCES_URI_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:03:08.768+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'SeamountsOnline_urn:lsid:marinespecies.org:taxname:134626_24234'}]	[]	[]	[]	False	Jan H. Stock	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	NORTH_AMERICA	SCSD_SeamountsOnline_Galicia_Bank_537856	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134626_24234	benthic/near bottom	urn:lsid:marinespecies.org:taxname:134626	Galicia Bank	Validated	Station DW116	SeamountsOnline	3696571305	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134626_24234	Cilunculus alcicornis Stock, 1978	24234	SCSD	WoRMS Match Type: exact	NA | NA														
2434362434	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:28.336+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118521	1	54	354	9477065	6313	2118496	2118521	2118521	Cilunculus alcicornis Stock, 1978	Cilunculus alcicornis Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus alcicornis	Cilunculus	alcicornis	SPECIES	ACCEPTED	NE	42.848333	-11.885			{}	1987.0	10.0	19.0	1987-10-19	292.0	292.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:28.336+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3413@CRS'}]	[]	[]	[]	False	Stock J.H.	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		ZMA.PYC.3413@CRS						Chelicerata and Myriapoda	2434362434	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3413		ZMA.PYC.3413				2019-03-08T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	19 okt 1987	Animalia|Ammotheidae						
2434365433	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:18.785+00:00	393	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2118521	1	54	354	9477065	6313	2118496	2118521	2118521	Cilunculus alcicornis Stock, 1978	Cilunculus alcicornis Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus alcicornis	Cilunculus	alcicornis	SPECIES	ACCEPTED	NE	42.873333	-11.843333			{}	1987.0	10.0	20.0	1987-10-20	293.0	293.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:18.785+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3428@CRS'}]	[]	[]	[]	False	Stock J.H.	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		ZMA.PYC.3428@CRS						Chelicerata and Myriapoda	2434365433	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3428		ZMA.PYC.3428				2019-03-08T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	20 okt 1987	Animalia|Ammotheidae						
201111858	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.460+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118521	1	54	354	9477065	6313	2118496	2118521	2118521	Cilunculus alcicornis Stock, 1978	Cilunculus alcicornis Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus alcicornis	Cilunculus	alcicornis	SPECIES	ACCEPTED	NE	48.2	-9.1583	865.0	0.0	{}	1973.0	10.0	1.0	1973-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:46.460+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111858'}]	[]	[]	[]	False	STOCK Jan	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE					Golfe de Gascogne			Biocean	201111858	201111858		30953	Ifremer											CABIOCH Louis					
201111864	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.460+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118521	1	54	354	9477065	6313	2118496	2118521	2118521	Cilunculus alcicornis Stock, 1978	Cilunculus alcicornis Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus alcicornis	Cilunculus	alcicornis	SPECIES	ACCEPTED	NE	48.0833	-8.4967	650.0	0.0	{}	1973.0	10.0	1.0	1973-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:46.460+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111864'}]	[]	[]	[]	False	STOCK Jan	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE					Golfe de Gascogne			Biocean	201111864	201111864		31133	Ifremer											CABIOCH Louis					
811983028	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.183+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118521	1	54	354	9477065	6313	2118496	2118521	2118521	Cilunculus alcicornis Stock, 1978	Cilunculus alcicornis Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus alcicornis	Cilunculus	alcicornis	SPECIES	ACCEPTED	NE	48.2	-9.1583	865.0	0.0	{}	1973.0	10.0	1.0	1973-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.183+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811983028'}]	[]	[]	[]	False	STOCK Jan	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE					Golfe de Gascogne			bio_dba	811983028	811983028		30953	Ifremer											CABIOCH Louis					
811983034	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.187+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118521	1	54	354	9477065	6313	2118496	2118521	2118521	Cilunculus alcicornis Stock, 1978	Cilunculus alcicornis Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus alcicornis	Cilunculus	alcicornis	SPECIES	ACCEPTED	NE	48.0833	-8.4967	650.0	0.0	{}	1973.0	10.0	1.0	1973-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.187+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811983034'}]	[]	[]	[]	False	STOCK Jan	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE					Golfe de Gascogne			bio_dba	811983034	811983034		31133	Ifremer											CABIOCH Louis					
4055742113	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:50.198+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2118521	1	54	354	9477065	6313	2118496	2118521	2118521	Cilunculus alcicornis Stock, 1978	Cilunculus alcicornis Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus alcicornis	Cilunculus	alcicornis	SPECIES	ACCEPTED	NE	48.2	-9.15	865.0		{}	1973.0	10.0	24.0	1973-10-24	297.0	297.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:07:50.198+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1824'}]	[]	[]	[]	True		WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_1824		urn:lsid:marinespecies.org:taxname:134626	English Channel			WoRMS type localities	4055742113	WoRMS Editorial Board:WoRMS type localities:sm_id_1824		sm_id_1824	WoRMS Editorial Board			2007-06-20T15:52:33.000+00:00									HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=1824	https://marineinfo.org/id/dataset/5184	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Cilunculus alcicornis</i> Stock, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134626	
2434399990	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:32.598+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1221/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1221_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1221/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2118521	1	54	354	9477065	6313	2118496	2118521	2118521	Cilunculus alcicornis Stock, 1978	Cilunculus alcicornis Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus alcicornis	Cilunculus	alcicornis	SPECIES	ACCEPTED	NE					{}							['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:32.598+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1221@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1221_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1221/format/large'}]	[]	[]	True			Pycnogonida		[]	[]			EUROPE		ZMA.PYC.P.1221@CRS						Chelicerata and Myriapoda	2434399990	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1221		ZMA.PYC.P.1221				2020-04-03T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (microscopic slide)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center		Animalia		HOLOTYPE				MALE
