key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	fieldNotes	county	gbifID	collectionCode	occurrenceID	projectId	dateIdentified	depth	waterBody	higherGeography	institutionKey	preparations	rightsHolder	institutionID	language	type	collectionID	parentNameUsage	depthAccuracy	datasetName	samplingProtocol	eventID	scientificNameID	footprintWKT	eventTime	locality	fieldNumber	references	acceptedNameUsage	parentNameUsageID	acceptedNameUsageID	verbatimElevation	higherClassification	identificationRemarks	networkKeys	collectionKey	verbatimDepth	ownerInstitutionCode	parentEventID	islandGroup	typeStatus	nameAccordingTo	verbatimEventDate	locationID	bibliographicCitation	occurrenceRemarks	locationRemarks	sex	datasetID	dynamicProperties	locationAccordingTo	taxonID	verbatimIdentification	verbatimLocality	otherCatalogNumbers	georeferenceRemarks	habitat	georeferenceProtocol	verbatimCoordinateSystem	lifeStage	organismQuantity	organismQuantityType	nomenclaturalCode	disposition	recordNumber	materialEntityID	eventRemarks	associatedSequences	taxonConceptID
4436963648	492d63a8-4978-4bc7-acd8-7d0e3ac0e744	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	NO	EML	2024-07-23T12:10:21.290+00:00	2024-07-23T12:35:48.242+00:00	537	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	63.50235	9.04482	1000.0	0.0	0.0	EUROPE	Hitra	{}	2023.0	2.0	24.0	2023-02-24	55.0	55.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-02-24T00:00:00.000+00:00	2024-07-23T12:35:48.242+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'miljodir:vannmiljo:234249636'}]	[]	[]	[]	False	Åkerblå AS	Åkerblå AS	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	miljodir:vannmiljo:234249636	234249636	miljodir	Subsamplet, hele eller deler av prøven subsamplet og 1/4 er analysert	Trøndelag	4436963648	vannmiljo	miljodir:vannmiljo:234249636																																																																
4108800950	492d63a8-4978-4bc7-acd8-7d0e3ac0e744	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	NO	EML	2024-07-23T12:10:21.290+00:00	2024-07-23T12:35:42.319+00:00	537	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	64.00863	9.12328	1000.0	0.0	0.0	EUROPE	Frøya	{}	2022.0	2.0	23.0	2022-02-23	54.0	54.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2022-02-23T00:00:00.000+00:00	2024-07-23T12:35:42.319+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'miljodir:vannmiljo:154933831'}]	[]	[]	[]	False	Åkerblå AS	Åkerblå AS	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	miljodir:vannmiljo:154933831	154933831	miljodir	Subsamplet, hele eller deler av prøven subsamplet og 1/4 er analysert	Trøndelag	4108800950	vannmiljo	miljodir:vannmiljo:154933831																																																																
4108188874	492d63a8-4978-4bc7-acd8-7d0e3ac0e744	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	NO	EML	2024-07-23T12:10:21.290+00:00	2024-07-23T12:35:43.516+00:00	537	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	70.72763	23.376717	1000.0	0.0	0.0	EUROPE	Hammerfest - Hámmerfeasta	{}	2022.0	6.0	2.0	2022-06-02	153.0	153.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2022-06-02T00:00:00.000+00:00	2024-07-23T12:35:43.516+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'miljodir:vannmiljo:175773958'}]	[]	[]	[]	False	Åkerblå AS	Åkerblå AS	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	miljodir:vannmiljo:175773958	175773958	miljodir		Finnmark	4108188874	vannmiljo	miljodir:vannmiljo:175773958																																																																
4517828919	dbd8a5e8-88d3-45e5-94cb-cb87f9a49ced	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2024-02-06T15:22:41.746+00:00	2024-02-06T15:26:21.367+00:00	1	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	81.029867	53.14055	200.0					{}	2020.0	8.0	30.0	2020-08-30	243.0	243.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-02T20:08:30.000+00:00	2024-02-06T15:26:21.367+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'c0d74f33-dbc5-4d65-8c89-9b66253c9083'}]	[]	[]	[]	False		Gorin S.A.	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	c0d74f33-dbc5-4d65-8c89-9b66253c9083	43877	ZMMU			4517828919	SC	c0d74f33-dbc5-4d65-8c89-9b66253c9083	ZMMU SC	2021-03-10T00:00:00	176.0	Barents Sea	Arctic Ocean, Barents Sea	943cd489-37ec-481f-9e53-2e3f7f99a972	EtOH96° - 1	Zoological Museum of M.V. Lomonosov State University	http://grbio.org/cool/k3qp-615s	English	PhysicalObject	ZMMU_SC	Eurycyde																																																			
4517843350	dbd8a5e8-88d3-45e5-94cb-cb87f9a49ced	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2024-02-06T15:22:41.746+00:00	2024-02-06T15:26:24.095+00:00	1	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	81.656187	61.369522	200.0					{}	2020.0	8.0	26.0	2020-08-26	239.0	239.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-02T20:07:19.000+00:00	2024-02-06T15:26:24.095+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'c777562b-01af-4c8e-b8b5-2b04ce53c30f'}]	[]	[]	[]	False		Gorin S.A.	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	c777562b-01af-4c8e-b8b5-2b04ce53c30f	42938	ZMMU			4517843350	SC	c777562b-01af-4c8e-b8b5-2b04ce53c30f	ZMMU SC	2021-03-10T00:00:00	33.0	Barents Sea	Arctic Ocean, Barents Sea	943cd489-37ec-481f-9e53-2e3f7f99a972	EtOH96° - 3	Zoological Museum of M.V. Lomonosov State University	http://grbio.org/cool/k3qp-615s	English	PhysicalObject	ZMMU_SC	Eurycyde																																																			
3756613472	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.606+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00349390749879897', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '202410010001001', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	80.020889	30.382917						{}	2019.0	10.0	16.0	2019-10-16T21:24Z/2019-10-16T21:30Z	289.0	289.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-04-11T12:43:30.606+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '202410010001001'}]	[]	[]	[]	False			WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	202410010001001	202410010001001	IMR			3756613472	IMRMarbunnBenthos	202410010001001			189.57	Barents Sea		1711d910-22c6-415c-bb34-9f226ec314ca								0.4899999999999949	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	Cruise: 58GS-2019115 Sample: 10	urn:lsid:marinespecies.org:taxname:134630	LINESTRING(30.382917 80.020889,30.378113 80.019004)	21:24Z/21:30Z	MAREANO Reference Station: 2024	catchId: 1																																										
3756614065	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:32.146+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00409112441324663', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '203510013001015', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	79.826505	30.468068						{}	2019.0	10.0	18.0	2019-10-18T12:14Z/2019-10-18T12:19Z	291.0	291.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-04-11T12:43:32.146+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '203510013001015'}]	[]	[]	[]	False			WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	203510013001015	203510013001015	IMR			3756614065	IMRMarbunnBenthos	203510013001015			123.71000000000001	Barents Sea		1711d910-22c6-415c-bb34-9f226ec314ca								0.30999999999999517	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	Cruise: 58GS-2019115 Sample: 13	urn:lsid:marinespecies.org:taxname:134630	LINESTRING(30.468068 79.826505,30.47406 79.828307)	12:14Z/12:19Z	MAREANO Reference Station: 2035	catchId: 15																																										
3756688275	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:23.547+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2000', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '203540073001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '9.0', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '203540073001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	79.827608	30.468925						{}	2019.0	10.0	18.0	2019-10-18T08:40Z/2019-10-18T08:47Z	291.0	291.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-04-11T12:45:23.547+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '203540073001009'}]	[]	[]	[]	False			WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	203540073001009	203540073001009	IMR			3756688275	IMRMarbunnBenthos	203540073001009			124.35	Barents Sea		1711d910-22c6-415c-bb34-9f226ec314ca								0.020000000000003126	grab_2006-2022	Small VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	Cruise: 58GS-2019115 Sample: 73	urn:lsid:marinespecies.org:taxname:134630		08:40Z/08:47Z	MAREANO Reference Station: 2035	catchId: 9																																										
3756620645	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.267+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00138927479855515', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '203910014001003', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	79.003998	8.919509						{}	2019.0	10.0	21.0	2019-10-21T18:31Z/2019-10-21T18:36Z	294.0	294.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-04-11T12:43:34.267+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '203910014001003'}]	[]	[]	[]	False			WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	203910014001003	203910014001003	IMR			3756620645	IMRMarbunnBenthos	203910014001003			209.35500000000002	Norwegian Sea		1711d910-22c6-415c-bb34-9f226ec314ca								1.105000000000004	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	Cruise: 58GS-2019115 Sample: 14	urn:lsid:marinespecies.org:taxname:134630	LINESTRING(8.919509 79.003998,8.916821 79.005873)	18:31Z/18:36Z	MAREANO Reference Station: 2039	catchId: 3																																										
1914304313	f49dd893-1e91-4ce6-9aa7-e1047ffee557	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2024-07-22T19:41:42.767+00:00	2024-07-22T19:42:01.215+00:00	440	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	66.5	33.3		-117.0		EUROPE		{'level0': {'gid': 'RUS', 'name': 'Russia'}, 'level1': {'gid': 'RUS.26_1', 'name': 'Karelia'}, 'level2': {'gid': 'RUS.26.10_1', 'name': 'Loukhskiy rayon'}, 'level3': {'gid': 'RUS.26.10.1_1', 'name': ''}}	2018.0	7.0	1.0	2018-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE']	2018-10-08T14:25:47.000+00:00	2024-07-22T19:42:01.215+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'WS00000010558'}]	[{'type': 'StillImage', 'format': 'image/tiff', 'identifier': 'https://animal.depo.msu.ru/open/public/item/119017564/img/0.tif?gbif'}]	[]	[]	False		Petrova M.	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	WS00000010558		ZMMU			1914304313	ZMMU_WS	WS00000010558		2018-07-09T00:00:00				943cd489-37ec-481f-9e53-2e3f7f99a972	DNA-1	Zoological Museum of M.V. Lomonosov State University	http://grbio.org/cool/k3qp-615s			112770707	Eurycyde								Arctic Ocean, White Sea, Kandalaksha Gulf, Velikaya Salma Strait; 2018 3cource st. 4A		https://animal.depo.msu.ru/open/public/item/119017564	Eurycyde hispida	119036717	119036718	-112.0	Animalia|Arthropoda|Pycnogonida|Pantopoda|Ascorhynchoidea|Ascorhynchidae|Eurycyde																																				
