key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	fieldNotes	county	gbifID	collectionCode	occurrenceID	projectId	dateIdentified	depth	waterBody	higherGeography	institutionKey	preparations	rightsHolder	institutionID	language	type	collectionID	parentNameUsage	depthAccuracy	datasetName	samplingProtocol	eventID	scientificNameID	footprintWKT	eventTime	locality	fieldNumber	references	acceptedNameUsage	parentNameUsageID	acceptedNameUsageID	verbatimElevation	higherClassification	identificationRemarks	networkKeys	collectionKey	verbatimDepth	ownerInstitutionCode	parentEventID	islandGroup	typeStatus	nameAccordingTo	verbatimEventDate	locationID	bibliographicCitation	occurrenceRemarks	locationRemarks	sex	datasetID	dynamicProperties	locationAccordingTo	taxonID	verbatimIdentification	verbatimLocality	otherCatalogNumbers	georeferenceRemarks	habitat	georeferenceProtocol	verbatimCoordinateSystem	lifeStage	organismQuantity	organismQuantityType	nomenclaturalCode	disposition	recordNumber	materialEntityID	eventRemarks	associatedSequences	taxonConceptID
4517831899	dbd8a5e8-88d3-45e5-94cb-cb87f9a49ced	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2024-02-06T15:22:41.746+00:00	2024-02-06T15:26:21.951+00:00	1	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	80.354383	52.73	200.0			EUROPE		{}	2016.0	10.0	1.0	2016-10-01	275.0	275.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_COLLECTION_MISMATCH']	2023-07-21T16:33:13.000+00:00	2024-02-06T15:26:21.951+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '401f3cc3-dda7-4ade-8fc4-9fff9d84b180'}]	[]	[]	[]	False		Mekhova E.	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	401f3cc3-dda7-4ade-8fc4-9fff9d84b180	3536	ZMMU			4517831899	SC	401f3cc3-dda7-4ade-8fc4-9fff9d84b180	ZMMU SC	2017-02-17T00:00:00	35.0	Barents Sea	Arctic Ocean, Barents Sea	943cd489-37ec-481f-9e53-2e3f7f99a972	FA4-EtOH70 - 1	Zoological Museum of M.V. Lomonosov State University	http://grbio.org/cool/k3qp-615s	English	PhysicalObject	ZMMU_SC	Eurycyde																Gaevskaya																																			
4399690400	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.040+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	75.4439749	72.5133571						{}	2007.0	9.0	30.0	2007-09-30	273.0	273.0	['COORDINATE_REPROJECTED']		2024-06-18T12:44:59.040+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '67983342-7d20-41be-beed-cee767cfdf6b'}]	[]	[]	[]	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	67983342-7d20-41be-beed-cee767cfdf6b	INV0002109	IORAS			4399690400	OBFc	67983342-7d20-41be-beed-cee767cfdf6b				Kara Sea		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2				Sigsbee trawl	RV Akademik Mstislav Keldysh_cruise 54_st.5003				Kara Sea	5003								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	60.0 - 67.0 m	IORAS	cruise 54																														
4399690393	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.040+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	71.4134722	64.8676824						{}	2007.0	9.0	12.0	2007-09-12	255.0	255.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']		2024-06-18T12:44:59.040+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'bb072761-4b7f-4c31-b5a9-2d437820f397'}]	[]	[]	[]	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	bb072761-4b7f-4c31-b5a9-2d437820f397	INV0001582	IORAS			4399690393	OBFc	bb072761-4b7f-4c31-b5a9-2d437820f397				Kara Sea		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2				Sigsbee Trawl	RV Akademik Mstislav Keldysh_cruise 54_st.4960				Kara Sea	4960								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	123.0 m	IORAS	cruise 54																														
4399691542	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.251+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	76.4344531	96.6950859						{}	1995.0	9.0	9.0	1995-09-09	252.0	252.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']		2024-06-18T12:44:59.251+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '3695e02f-489e-40db-af83-0a5ec61fc021'}]	[]	[]	[]	False	RV Ya.Smirnitsky	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	3695e02f-489e-40db-af83-0a5ec61fc021	INV0001770	IORAS			4399691542	OBFc	3695e02f-489e-40db-af83-0a5ec61fc021				Kara Sea		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	dried:EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2				Dredge	RV Ya.Smirnitsky__st.80/3				Nordenskjold Archipelago	80/3								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	32.0 m	IORAS																															
4399690930	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.145+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	76.4344531	96.6950859						{}	1995.0	9.0	9.0	1995-09-09	252.0	252.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']		2024-06-18T12:44:59.145+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '8aeff5d1-fadb-4802-bb06-38f33579ffb9'}]	[]	[]	[]	False	RV Ya.Smirnitsky	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	8aeff5d1-fadb-4802-bb06-38f33579ffb9	INV0001771	IORAS			4399690930	OBFc	8aeff5d1-fadb-4802-bb06-38f33579ffb9				Kara Sea		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	dried:EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2				Dredge	RV Ya.Smirnitsky__st.80/3				Nordenskjold Archipelago	80/3								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	32.0 m	IORAS																															
4399691186	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.192+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	76.4344531	96.6950859						{}	1995.0	9.0	9.0	1995-09-09	252.0	252.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']		2024-06-18T12:44:59.192+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'a712186f-a04e-4f89-816c-1a7e2152cb73'}]	[]	[]	[]	False	RV Ya.Smirnitsky	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	a712186f-a04e-4f89-816c-1a7e2152cb73	INV0001772	IORAS			4399691186	OBFc	a712186f-a04e-4f89-816c-1a7e2152cb73				Kara Sea		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	dried:EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2				Dredge	RV Ya.Smirnitsky__st.80/6				Nordenskjold Archipelago	80/6								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	32.0 m	IORAS																															
4399690655	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.802+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	46.0432217	150.3766168						{}	1987.0	8.0	7.0	1987-08-07	219.0	219.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'TAXON_MATCH_HIGHERRANK']		2024-06-18T12:44:58.802+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '4ac8774d-a62c-4495-9609-c1a540f911ac'}]	[]	[]	[]	False	RV Tihookeanskii	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	4ac8774d-a62c-4495-9609-c1a540f911ac	INV0001764	IORAS			4399690655	OBFc	4ac8774d-a62c-4495-9609-c1a540f911ac				Pacific Ocean		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2					RV Tihookeanskii__st.183				Urup Is Pacific coast	183								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	100.0 m	IORAS		Kuril Islands																													
4406604426	062b1492-5e8a-4b56-89f9-300bc06bba5d	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-04-16T14:00:19.862+00:00	2024-04-16T14:00:44.087+00:00	141	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	47.494882	152.8333856				ASIA		{}	1987.0	8.0	18.0	1987-08-18	230.0	230.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_HIGHERRANK']		2024-04-16T14:00:44.087+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '5e33de2e-80c8-428e-b1eb-d4b48567892f'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001758label.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001758.png'}]	[]	[]	True	RV Tihookeanskii	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	5e33de2e-80c8-428e-b1eb-d4b48567892f	INV0001758	IORAS			4406604426	OBFc	5e33de2e-80c8-428e-b1eb-d4b48567892f						51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2					RV Tihookeanskii__st.298				Rikord Strait, Kurile Isls.	298									fd699988-ab5d-4737-9443-9085cea191d2	100.0 m	IORAS		Kuril Islands	HOLOTYPE	Turpaeva, E.P. (2007). Shallow water sea spiders (Pycnogonida) from the Kuril, Commander, and Yamskii Islands. 5. Ammotheidae family. Zoologicheskii Zhurnal 86(9): 1039-1056																											
4399691380	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.958+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	47.494882	152.8333856				ASIA		{}	1987.0	8.0	18.0	1987-08-18	230.0	230.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_HIGHERRANK']		2024-06-18T12:44:58.958+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '5e33de2e-80c8-428e-b1eb-d4b48567892f'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001758label.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001758.png'}]	[]	[]	True	RV Tihookeanskii	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	5e33de2e-80c8-428e-b1eb-d4b48567892f	INV0001758	IORAS			4399691380	OBFc	5e33de2e-80c8-428e-b1eb-d4b48567892f				Pacific Ocean		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2					RV Tihookeanskii__st.298				Rikord Strait, Kurile Isls.	298								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	100.0 m	IORAS		Kuril Islands	HOLOTYPE	Turpaeva, E.P. (2007). Shallow water sea spiders (Pycnogonida) from the Kuril, Commander, and Yamskii Islands. 5. Ammotheidae family. Zoologicheskii Zhurnal 86(9): 1039-1056.																											
4399691452	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.234+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	48.8665564	154.2517999				ASIA		{}	1987.0	8.0	28.0	1987-08-28	240.0	240.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_HIGHERRANK']		2024-06-18T12:44:59.234+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '74a2c803-2de6-415b-98c2-a8704f1e5f7e'}]	[]	[]	[]	False	RV Tihookeanskii	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	74a2c803-2de6-415b-98c2-a8704f1e5f7e	INV0001762	IORAS			4399691452	OBFc	74a2c803-2de6-415b-98c2-a8704f1e5f7e				Pacific Ocean		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2				Dredge	RV Tihookeanskii__st.386				Chuprava cape, Shiashkotan Is.	386								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	100.0 m	IORAS		Kuril Islands																													
4399691037	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.167+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	46.0165545	150.4099496						{}	1987.0	8.0	7.0	1987-08-07	219.0	219.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'TAXON_MATCH_HIGHERRANK']		2024-06-18T12:44:59.167+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '7e936047-31e9-42a9-9c0c-fab3af248e70'}]	[]	[]	[]	False	RV Tihookeanskii	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	7e936047-31e9-42a9-9c0c-fab3af248e70	INV0001761	IORAS			4399691037	OBFc	7e936047-31e9-42a9-9c0c-fab3af248e70				Pacific Ocean		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2				Dredge	RV Tihookeanskii__st.183				Hiva Cape, Urup Is.	183								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	220.0 m	IORAS		Kuril Islands																													
4399691414	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.230+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	48.0148869	153.2517465				ASIA		{}	1987.0	8.0	19.0	1987-08-19	231.0	231.0	['COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_HIGHERRANK']		2024-06-18T12:44:59.230+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '8db88bb9-860e-4f06-bc26-25cbf2405576'}]	[]	[]	[]	False	RV Tihookeanskii	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	8db88bb9-860e-4f06-bc26-25cbf2405576	INV0001760	IORAS			4399691414	OBFc	8db88bb9-860e-4f06-bc26-25cbf2405576				Pacific Ocean		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2					RV Tihookeanskii__st.307				Nadezhda Strait,  Matua - Rasshua Isls., Kuriles	307								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	500.0 m	IORAS		Kuril Islands																													
4399690447	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.060+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	47.8498861	153.0784038						{}	1987.0	8.0	19.0	1987-08-19	231.0	231.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'TAXON_MATCH_HIGHERRANK']		2024-06-18T12:44:59.060+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '9cb4aaa7-2fae-43c6-8588-a32d689c500f'}]	[]	[]	[]	False	RV Tihookeanskii	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	9cb4aaa7-2fae-43c6-8588-a32d689c500f	INV0001763	IORAS			4399690447	OBFc	9cb4aaa7-2fae-43c6-8588-a32d689c500f				Pacific Ocean		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2					RV Tihookeanskii__st.303				Nadezhda Strait,  Matua - Rasshua Isls., Kuriles	303								['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	fd699988-ab5d-4737-9443-9085cea191d2	300.0 m	IORAS		Kuril Islands																													
4406604340	062b1492-5e8a-4b56-89f9-300bc06bba5d	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-04-16T14:00:19.862+00:00	2024-04-16T14:00:38.387+00:00	141	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118312	1	54	354	9477065	4338615	2118293	2118312	2118312	Eurycyde hispida (Krøyer, 1844)	Eurycyde hispida (Krøyer, 1844)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde hispida	Eurycyde	hispida	SPECIES	ACCEPTED	NE	47.8448887	152.9184003						{}	1987.0	8.0	19.0	1987-08-19	231.0	231.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'TAXON_MATCH_HIGHERRANK']		2024-04-16T14:00:38.387+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd5b9b356-fd21-47db-8587-29d6871e22dd'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001769label.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001769.png'}]	[]	[]	True	RV Tihookeanskii	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	d5b9b356-fd21-47db-8587-29d6871e22dd	INV0001769	IORAS			4406604340	OBFc	d5b9b356-fd21-47db-8587-29d6871e22dd						51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2				Dredge	RV Tihookeanskii__st.301				Rasshua Is., Kuriles	301									fd699988-ab5d-4737-9443-9085cea191d2	140.0 m	IORAS		Kuril Islands	PARATYPE	Turpaeva, E.P. (2007). Shallow water sea spiders (Pycnogonida) from the Kuril, Commander, and Yamskii Islands. 5. Ammotheidae family. Zoologicheskii Zhurnal 86(9): 1039-1056																											
