key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	establishmentMeans	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	datasetName	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	islandGroup	locality	associatedReferences	eventRemarks	language	gbifID	occurrenceID	type	taxonID	vernacularName	institutionCode	bibliographicCitation	networkKeys	individualCount	decimalLatitude	decimalLongitude	depth	depthAccuracy	waterBody	institutionKey	collectionKey	recordedBy	identifiedBy	preparations	geodeticDatum	nomenclaturalCode	verbatimEventDate	island	verbatimLocality	collectionCode	verbatimDepth	disposition	catalogNumber	ownerInstitutionCode	accessRights	verbatimTaxonRank
3697821714	6baf6a53-c106-40fb-bbde-f6d4e4051513	cdef28b1-db4e-4c58-aa71-3c5238c2d0b5	394c0f8e-8b5e-4fbc-b942-568a4a267032	c3ad790a-d426-4ac1-8e32-da61f81f0117	IT	EML	2024-04-26T20:42:47.496+00:00	2024-04-29T08:57:08.095+00:00	43	https://doi.org/10.5066/P9KFFTOD	{}	HUMAN_OBSERVATION	PRESENT	introduced	5166728	1	54	354	9477065	3254678	2118150	5166728	5166728	Endeis procera (Loman, 1908)	Endeis procera (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis procera	Endeis	procera	SPECIES	ACCEPTED	NE	OCEANIA	Hawaii	{}	Oceania|United States of America|Hawaii	2016.0	10.0	7.0	2016-10-07	281.0	281.0	['TAXON_MATCH_TAXON_ID_IGNORED']	2020-11-28T00:00:00.000+00:00	2024-04-29T08:57:08.095+00:00	https://doi.org/10.5066/P9KFFTOD	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'USRIIS-HI-Animalia1918'}]	[]	[]	[]	False	https://bison.usgs.gov/ipt/resource?r=hiriis	Global Register of Introduced and Invasive Species - Hawaii, United States, V2.0	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE	U.S. Geological Survey	USRIIS-HI-Animalia1918	Hawaiian Islands	Hawaii	Carlton and Eldredge (2009), http://hbs.bishopmuseum.org/pubs-online/pdf/bces4.pdf	approx. date of introduction: 1996	English	3697821714	USRIIS-HI-Animalia1918	Dataset	https://www.gbif.org/species/5166728	Sea spider	USGS	Simpson A, Sellers E, Pagad S (2022a). Global Register of Introduced and Invasive Species - Hawaii, United States (version 2.0, 2022). United States Geological Survey. Checklist dataset derived from https://doi.org/10.5066/P9KFFTOD																								
36715527	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:05.792+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		5166728	1	54	354	9477065	3254678	2118150	5166728	5166728	Endeis procera (Loman, 1908)	Endeis procera (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis procera	Endeis	procera	SPECIES	ACCEPTED	NE	OCEANIA		{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.12_1', 'name': 'Hawaii'}, 'level2': {'gid': 'USA.12.2_1', 'name': 'Honolulu'}}								['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2012-10-29T00:00:00.000+00:00	2024-03-22T16:08:05.792+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1183ea08-ce18-4007-a8c9-bc3328935474'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	1183ea08-ce18-4007-a8c9-bc3328935474		"Pearl Harbor; NW of Ford Island, near U.S.S. ""Utah"" memorial"		inside harbor	en	36715527	1183ea08-ce18-4007-a8c9-bc3328935474	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	21.3692	-157.96	3.25	2.75	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72	R.C. DeFelice	C. Allan Child, Nov. 1996	2 alcoholic	WGS84	ICZN	21 March 1996	Oahu	"Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Pearl Harbor; NW of Ford Island, near U.S.S. ""Utah"" memorial (21° 22' 9.12"" N, 157° 57' 37.8"" W)"	S	0.50-6.00	in collection	11768	BPBM	http://www.vertnet.org/resources/norms.html	Species
