key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	gbifID	occurrenceRemarks	collectionCode	occurrenceID	higherClassification	networkKeys	references	datasetID	scientificNameID	bibliographicCitation
1099347099	f2ec825d-145a-42fd-9bfe-a411a557bc47	6ba9a8cc-513a-4a51-bf93-6f5de8040a96	4346b227-ca68-4d54-8a77-909148492e0b	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	SE	EML	2023-03-17T11:58:30.504+00:00	2024-01-25T02:24:22.086+00:00	282	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117955	1	54	354	9477065	6314	2117918	2117955	2117955	Austrodecus profundum Stock, 1957	Austrodecus profundum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus profundum	Austrodecus	profundum	SPECIES	ACCEPTED	NE	-65.933333	-54.583333	920.0	0.0	{}	Southern Ocean	1902.0	1.0	22.0	1902-01-22	22.0	22.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2009-12-18T14:38:54.000+00:00	2024-01-25T02:24:22.086+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'NRM:EVType:1000'}]	[]	[]	[]	5ed4ae5a-4638-4c61-8af1-b476f64bc0a2	True	Utl. Pantopoda:100	specimen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	NRM:EVType:1000	Type-1000	NRM	Graham region	1099347099	Valid name	EVtype	NRM:EVType:1000	Pantopoda					
4055770252	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:19.678+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117955	1	54	354	9477065	6314	2117918	2117955	2117955	Austrodecus profundum Stock, 1957	Austrodecus profundum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus profundum	Austrodecus	profundum	SPECIES	ACCEPTED	NE	-65.93	-54.58	920.0		{}		1902.0	1.0	22.0	1902-01-22	22.0	22.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:19.678+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_835'}]	[]	[]	[]		True			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_835	sm_id_835	WoRMS Editorial Board	Southern Ocean	4055770252		WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_835		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	http://www.marinespecies.org/aphia.php?p=specdetails&id=835	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:173022	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Austrodecus profundum</i> Stock, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173022
318005302	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.693+00:00	124	{}	OCCURRENCE		PRESENT	2117955	1	54	354	9477065	6314	2117918	2117955	2117955	Austrodecus profundum Stock, 1957	Austrodecus profundum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus profundum	Austrodecus	profundum	SPECIES	ACCEPTED	NE	-65.93	-54.58	920.0	0.0	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.693+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39642'}]	[]	[]	[]		False			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		39642	BAS		318005302		SOMBASE Pycnogonids							
