key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	county	gbifID	collectionCode	occurrenceID	infraspecificEpithet	networkKeys	individualCount	continent	waterBody	collectionKey	preparations	institutionID	ownerInstitutionCode	locality	fieldNumber	collectionID	recordedBy	eventID	islandGroup	verbatimDepth	depth	depthAccuracy	higherGeography	modified	datasetName	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	sex	language	type	vernacularName	lifeStage
1809336488	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:39.525+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:39.525+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809336488'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000102040	NIBR		1809336488	AM		sinensis																														
1809336640	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.668+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.668+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809336640'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000102041	NIBR		1809336640	AM		sinensis																														
1809338108	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.594+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.594+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809338108'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001589	NIBR		1809338108	AM		sinensis																														
1809345576	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.652+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.652+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809345576'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024270	NIBR		1809345576	AM		sinensis																														
1809345590	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:40.689+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:40.689+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809345590'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024274	NIBR		1809345590	AM		sinensis																														
1809361018	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.356+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.356+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809361018'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024273	NIBR		1809361018	AM		sinensis																														
1809367869	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.127+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.127+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809367869'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000124028	NIBR		1809367869	AM		sinensis																														
4399691399	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.225+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	4338701	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata orientalis Losina-Losinsky, 1933	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM		42.9835153	131.726812		{}	2005.0	6.0	7.0	2005-06-07	158.0	158.0	['COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.225+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '298407f2-3b2a-4e71-8d1e-ce2c914384a3'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	298407f2-3b2a-4e71-8d1e-ce2c914384a3	INV0001706	IORAS		4399691399	OBFc	298407f2-3b2a-4e71-8d1e-ce2c914384a3	orientalis	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2.0	ASIA	Sea of Japan	fd699988-ab5d-4737-9443-9085cea191d2	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	IORAS	Alekseev Bay, Amur Bay	NA	fd699988-ab5d-4737-9443-9085cea191d2																			
4399691056	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.903+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	4338701	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata orientalis Losina-Losinsky, 1933	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM		45.4548991	148.8548983		{}	1987.0	7.0	28.0	1987-07-28	209.0	209.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.903+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'a8020410-c128-4af7-b095-436f311878d1'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	a8020410-c128-4af7-b095-436f311878d1	INV0001704	IORAS		4399691056	OBFc	a8020410-c128-4af7-b095-436f311878d1	orientalis	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	3.0	ASIA	Pacific Ocean	fd699988-ab5d-4737-9443-9085cea191d2	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	IORAS	Vries Strait	149	fd699988-ab5d-4737-9443-9085cea191d2	RV Tihookeanskii	RV Tihookeanskii__st.149	Kuril Islands	50.0 m															
4399691486	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.239+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	4338701	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata orientalis Losina-Losinsky, 1933	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM		47.494882	152.8333856		{}	1987.0	8.0	18.0	1987-08-18	230.0	230.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.239+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '5ca7de9d-7f32-4b12-9aa4-8625b0d501cf'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	5ca7de9d-7f32-4b12-9aa4-8625b0d501cf	INV0001710	IORAS		4399691486	OBFc	5ca7de9d-7f32-4b12-9aa4-8625b0d501cf	orientalis	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	ASIA	Pacific Ocean	fd699988-ab5d-4737-9443-9085cea191d2	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	IORAS	Rikord Strait, Kurile Isls.	298	fd699988-ab5d-4737-9443-9085cea191d2	RV Tihookeanskii	RV Tihookeanskii__st.298	Kuril Islands	100.0 m															
