key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	county	gbifID	collectionCode	occurrenceID	infraspecificEpithet	networkKeys	individualCount	continent	waterBody	collectionKey	preparations	institutionID	ownerInstitutionCode	locality	fieldNumber	collectionID	recordedBy	eventID	islandGroup	verbatimDepth	depth	depthAccuracy	higherGeography	modified	datasetName	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	sex	language	type	vernacularName	lifeStage
3970748521	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:20.787+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	4338696	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia japonica Ortmann, 1890	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	japonica	SPECIES	ACCEPTED	NE	34.885472	128.951214	Busan	{}	2021.0	4.0	22.0	2021-04-22	112.0	112.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:20.787+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252337'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Kim Jungsoo	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252337	MABIK CR00252337	MABIK	Saha-gu	3970748521	CR	MABIK CR00252337																															
3970748515	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:20.786+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	4338696	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia japonica Ortmann, 1890	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	japonica	SPECIES	ACCEPTED	NE	34.885472	128.951214	Busan	{}	2021.0	4.0	22.0	2021-04-22	112.0	112.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:20.786+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252338'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Kim Jungsoo	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252338	MABIK CR00252338	MABIK	Saha-gu	3970748515	CR	MABIK CR00252338																															
1809305307	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.608+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.608+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809305307'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024272	NIBR		1809305307	AM		sinensis																														
1809323763	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.212+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.212+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809323763'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024271	NIBR		1809323763	AM		sinensis																														
1809324977	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.651+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.651+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809324977'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001586	NIBR		1809324977	AM		sinensis																														
1809325069	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.280+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.280+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809325069'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001587	NIBR		1809325069	AM		sinensis																														
1809325210	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.150+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.150+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809325210'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001585	NIBR		1809325210	AM		sinensis																														
1809325225	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.007+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.007+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809325225'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001590	NIBR		1809325225	AM		sinensis																														
1809325266	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.214+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.214+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809325266'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001588	NIBR		1809325266	AM		sinensis																														
1809332339	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.159+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	4338697	1	54	354	9477065	6313	2118396	4338696	4338696	Achelia echinata sinensis (Lou, 1936)	Achelia japonica Ortmann, 1890	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia japonica	Achelia	echinata	SUBSPECIES	SYNONYM					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.159+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1809332339'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000102039	NIBR		1809332339	AM		sinensis																														
