key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1320738560	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:52.507+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2118335	1	54	354	9477065	4338615	2118315	2118335	2118335	Ascorhynchus laterospinus Hilton W.A., 1942	Ascorhynchus laterospinus Hilton W.A., 1942	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus laterospinus	Ascorhynchus	laterospinus	SPECIES	ACCEPTED	NE	-0.6083	-89.3167	1159.0	0.0	Galapagos Islands	{}	South Pacific Ocean	South Pacific Ocean, Ecuador, Galapagos Islands	1888	4	4	1888-04-04	95	95	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2021-08-02T07:48:00.000+00:00	2024-07-02T12:37:52.507+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39c6d6239-7ba7-4a7d-99a2-5af9f95c3cba'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	United States Fish Commission	Hilton, W. A.	Alcohol (Ethanol); Slide	WGS84	Pycnogonida	EC	[]	[]	LATIN_AMERICA	Ecuador	NORTH_AMERICA	http://n2t.net/ark:/65665/39c6d6239-7ba7-4a7d-99a2-5af9f95c3cba	urn:lsid:biocol.org:col:34871	San Cristobal Island	Degrees Minutes Seconds	USFC/A2808	IZ	1320738560	http://n2t.net/ark:/65665/39c6d6239-7ba7-4a7d-99a2-5af9f95c3cba	USNM 81495	USNM	2808	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055738657	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:07.015+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118335	1	54	354	9477065	4338615	2118315	2118335	2118335	Ascorhynchus laterospinus Hilton W.A., 1942	Ascorhynchus laterospinus Hilton W.A., 1942	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus laterospinus	Ascorhynchus	laterospinus	SPECIES	ACCEPTED	NE	-0.61	-89.17	1159.0			{}			1888	4	4	1888-04-04	95	95	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:07.015+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1704'}]	[]	[]	[]			True					WGS84	Pycnogonida	EC	[]	[]	LATIN_AMERICA	Ecuador	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1704		Pacific Ocean			WoRMS type localities	4055738657	WoRMS Editorial Board:WoRMS type localities:sm_id_1704	sm_id_1704	WoRMS Editorial Board				http://www.marinespecies.org/aphia.php?p=specdetails&id=1704	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239546	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ascorhynchus laterospinum</i> Hilton, 1942. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239546
