key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	recordedBy	sex	waterBody
2973672434	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:08.808+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118260	1	54	354	9477065	6313	2118237	2118260	2118260	Tanystylum hooperi Clark, 1977	Tanystylum hooperi Clark, 1977	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum hooperi	Tanystylum	hooperi	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-32.21083	152.56832	1e-05	100.0	OCEANIA	New South Wales	{}	2003	3.0	18.0	2003-03-18	77.0	77.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:08.808+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2a725dcf-d030-400e-88a4-596d59aa6897'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:2464670|urn:catalog:AM:Invertebrates - Marine & Other:P.104514	Arango, Dr Claudia - Queensland Museum	hand collected on scuba	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1090404	2a725dcf-d030-400e-88a4-596d59aa6897	Tanystylum hooperi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Forster, outer Latitude Rock	Invertebrates - Marine & Other	2973672434	2a725dcf-d030-400e-88a4-596d59aa6897	P.104514	ecatalogue.LocCollectionEventLocal: [NSW 2152] Australia, New South Wales, Forster, outer Latitude Rock (32° 12' 39 S, 152° 34' 06 E) 18/03/2003 - 18/03/2003, hand collected on scuba, Marine Invertebrate Collection Management Trip March 2003;	AM	https://biodiversity.org.au/afd/taxa/f0276ea8-0258-4e72-a010-bcd82154b101	Tanystylum hooperi	Clark, 1977			
1100784034	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:16.667+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118260	1	54	354	9477065	6313	2118237	2118260	2118260	Tanystylum hooperi Clark, 1977	Tanystylum hooperi Clark, 1977	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum hooperi	Tanystylum	hooperi	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-32.21016	152.565	1e-05	100.0	OCEANIA	New South Wales	{}	2003	3.0	20.0	2003-03-20	79.0	79.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:16.667+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '45dc52f9-1bda-4215-8fa9-9dc47b0683f6'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1198131|urn:catalog:AM:Invertebrates - Marine & Other:P.73513	Arango, Dr Claudia - Queensland Museum	hand collected on scuba	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1090428	45dc52f9-1bda-4215-8fa9-9dc47b0683f6	Tanystylum hooperi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Forster, north-west side of Latitude Rock	Invertebrates - Marine & Other	1100784034	45dc52f9-1bda-4215-8fa9-9dc47b0683f6	P.73513	ecatalogue.LocCollectionEventLocal: [NSW 2203] Australia, New South Wales, Forster, north-west side of Latitude Rock (32° 12' 37 S, 152° 33' 54 E) 20/03/2003 - 20/03/2003, hand collected on scuba, Marine Invertebrate Collection Management Trip March 2003;	AM	https://biodiversity.org.au/afd/taxa/f0276ea8-0258-4e72-a010-bcd82154b101	Tanystylum hooperi	Clark, 1977	Australian Museum party		
1100763625	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:53.347+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118260	1	54	354	9477065	6313	2118237	2118260	2118260	Tanystylum hooperi Clark, 1977	Tanystylum hooperi Clark, 1977	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum hooperi	Tanystylum	hooperi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-10.15266	144.57866	1e-05	100.0		Queensland	{}	1993	1.0	24.0	1993-01-24	24.0	24.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:53.347+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b6f8e737-4616-41c9-a3d7-f5bdc6acb33b'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063386|urn:catalog:AM:Invertebrates - Marine & Other:P.43834	Krapp, F		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1064900	b6f8e737-4616-41c9-a3d7-f5bdc6acb33b	Tanystylum hooperi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	Ashmore Reef, eastern edge of outer reef slope	Invertebrates - Marine & Other	1100763625	b6f8e737-4616-41c9-a3d7-f5bdc6acb33b	P.43834	ecatalogue.LocCollectionEventLocal: [QLD 736] Coral Sea, Ashmore Reef, eastern edge of outer reef slope (10° 09' 10 S, 144° 34' 43 E) 24/01/1993 - 24/01/1993;	AM	https://biodiversity.org.au/afd/taxa/f0276ea8-0258-4e72-a010-bcd82154b101	Tanystylum hooperi	Clark, 1977	Keable, J. Stephen|Australian Museum|Invertebrates, Marine	MALE	Coral Sea
1100763390	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:56.113+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118260	1	54	354	9477065	6313	2118237	2118260	2118260	Tanystylum hooperi Clark, 1977	Tanystylum hooperi Clark, 1977	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum hooperi	Tanystylum	hooperi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-10.04533	144.69883	1e-05	100.0		Queensland	{}	1993	1.0	27.0	1993-01-27	27.0	27.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:56.113+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c10269cb-f013-4e24-ae69-1512c0d9e838'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063236|urn:catalog:AM:Invertebrates - Marine & Other:P.43525	Krapp, F	scuba	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1064909	c10269cb-f013-4e24-ae69-1512c0d9e838	Tanystylum hooperi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	Boot Reef, reef flat	Invertebrates - Marine & Other	1100763390	c10269cb-f013-4e24-ae69-1512c0d9e838	P.43525	ecatalogue.LocCollectionEventLocal: [QLD 759] Coral Sea, Boot Reef, reef flat (10° 02' 43 S, 144° 41' 56 E) 27/01/1993 - 27/01/1993, scuba;	AM	https://biodiversity.org.au/afd/taxa/f0276ea8-0258-4e72-a010-bcd82154b101	Tanystylum hooperi	Clark, 1977	Keable, J. Stephen|Australian Museum|Invertebrates, Marine	MALE	Coral Sea
1100759844	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:42.192+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118260	1	54	354	9477065	6313	2118237	2118260	2118260	Tanystylum hooperi Clark, 1977	Tanystylum hooperi Clark, 1977	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum hooperi	Tanystylum	hooperi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-37.10333	149.92832	1e-05	1000.0	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.9_1', 'name': 'Bega Valley'}}	1985	3.0	26.0	1985-03-26	85.0	85.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:42.192+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b0812b0e-7e19-4656-a154-453f4947179f'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1141455|urn:catalog:AM:Invertebrates - Marine & Other:P.36554	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059838	b0812b0e-7e19-4656-a154-453f4947179f	Tanystylum hooperi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4,verbatimUncertainty:100m-1km}	Twofold Bay, Munganno Point	Invertebrates - Marine & Other	1100759844	b0812b0e-7e19-4656-a154-453f4947179f	P.36554	ecatalogue.LocCollectionEventLocal: [M8] Australia, New South Wales, Twofold Bay, Munganno Point (37° 06' 12 S, 149° 55' 42 E) 26/03/1985 - 26/03/1985;	AM	https://biodiversity.org.au/afd/taxa/f0276ea8-0258-4e72-a010-bcd82154b101	Tanystylum hooperi	Clark, 1977	Keable, Stephen John|Australian Museum|Invertebrates, Marine	FEMALE	
1100763130	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:52.667+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118260	1	54	354	9477065	6313	2118237	2118260	2118260	Tanystylum hooperi Clark, 1977	Tanystylum hooperi Clark, 1977	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum hooperi	Tanystylum	hooperi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.05	115.733	0.001	1000.0	OCEANIA	Western Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.11_1', 'name': 'Western Australia'}, 'level2': {'gid': 'AUS.11.49_1', 'name': 'Fremantle'}}	1983	12.0	25.0	1983-12-25	359.0	359.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:52.667+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'dbb89ee9-4965-4dd8-9175-718edf81f87f'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1136855|urn:catalog:AM:Invertebrates - Marine & Other:P.43189	Krapp, F		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1076269	dbb89ee9-4965-4dd8-9175-718edf81f87f	Tanystylum hooperi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Fremantle, Arthur Head, off end of South Mole	Invertebrates - Marine & Other	1100763130	dbb89ee9-4965-4dd8-9175-718edf81f87f	P.43189	ecatalogue.LocCollectionEventLocal: [WA-272] Australia, Western Australia, Fremantle, Arthur Head, off end of South Mole (32° 03' S, 115° 44' E) 25/12/1983 - 25/12/1983;	AM	https://biodiversity.org.au/afd/taxa/f0276ea8-0258-4e72-a010-bcd82154b101	Tanystylum hooperi	Clark, 1977	Stoddart, E. Helen|Australian Museum|Invertebrates, Marine	MALE	
1100763077	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:11.543+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118260	1	54	354	9477065	6313	2118237	2118260	2118260	Tanystylum hooperi Clark, 1977	Tanystylum hooperi Clark, 1977	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum hooperi	Tanystylum	hooperi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.783	152.116	0.001	10000.0	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.110_1', 'name': 'Port Stephens'}}	1981	1.0	16.0	1981-01-16	16.0	16.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:11.543+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f47ed42e-3fe4-4187-90e1-f984c9c9b238'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063030|urn:catalog:AM:Invertebrates - Marine & Other:P.43103	Krapp, F		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1061952	f47ed42e-3fe4-4187-90e1-f984c9c9b238	Tanystylum hooperi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Morna Point, tide pool open to sea	Invertebrates - Marine & Other	1100763077	f47ed42e-3fe4-4187-90e1-f984c9c9b238	P.43103	ecatalogue.LocCollectionEventLocal: [NSW 144] Australia, New South Wales, Morna Point, tide pool open to sea (32° 47' S, 152° 07' E) 16/01/1981 - 16/01/1981;	AM	https://biodiversity.org.au/afd/taxa/f0276ea8-0258-4e72-a010-bcd82154b101	Tanystylum hooperi	Clark, 1977	Lowry, J.K.|Springthorpe, R.T.	MALE	
1100763111	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:31.502+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118260	1	54	354	9477065	6313	2118237	2118260	2118260	Tanystylum hooperi Clark, 1977	Tanystylum hooperi Clark, 1977	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum hooperi	Tanystylum	hooperi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.70833	152.15833	1e-05	1000.0	OCEANIA	New South Wales	{}	1980	10.0	27.0	1980-10-27	301.0	301.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:31.502+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '778af876-31e3-48b7-915d-073054abeb05'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063070|urn:catalog:AM:Invertebrates - Marine & Other:P.43161	Krapp, F		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1039142	778af876-31e3-48b7-915d-073054abeb05	Tanystylum hooperi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Port Stephens, off Nelson Head	Invertebrates - Marine & Other	1100763111	778af876-31e3-48b7-915d-073054abeb05	P.43161	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Stephens, off Nelson Head (32° 42' 30 S, 152° 09' 30 E) 27/10/1980 - 27/10/1980;	AM	https://biodiversity.org.au/afd/taxa/f0276ea8-0258-4e72-a010-bcd82154b101	Tanystylum hooperi	Clark, 1977	Hall, J.|Loch, I.	FEMALE	
1100762814	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:18.788+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118260	1	54	354	9477065	6313	2118237	2118260	2118260	Tanystylum hooperi Clark, 1977	Tanystylum hooperi Clark, 1977	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum hooperi	Tanystylum	hooperi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-36.25	150.233	0.001	10000.0	OCEANIA	New South Wales	{}	1978	12.0		1978-12			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:18.788+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1334ce32-419e-4e08-8806-02fc96cd3084'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1120323|urn:catalog:AM:Invertebrates - Marine & Other:P.42829	Krapp, F		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1037475	1334ce32-419e-4e08-8806-02fc96cd3084	Tanystylum hooperi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Montague Island	Invertebrates - Marine & Other	1100762814	1334ce32-419e-4e08-8806-02fc96cd3084	P.42829	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Montague Island (36° 15' S, 150° 14' E) /12/1978 - /12/1978;	AM	https://biodiversity.org.au/afd/taxa/f0276ea8-0258-4e72-a010-bcd82154b101	Tanystylum hooperi	Clark, 1977	Kuiter, A.	MALE	
1100755218	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:40.827+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118260	1	54	354	9477065	6313	2118237	2118260	2118260	Tanystylum hooperi Clark, 1977	Tanystylum hooperi Clark, 1977	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum hooperi	Tanystylum	hooperi	SPECIES	ACCEPTED	NE		-30.066	153.2	0.001	10000.0	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.35_1', 'name': 'Coffs Harbour'}}	1976			1976			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:40.827+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8c377241-eced-4a49-b12e-f2595531d7b2'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1130316|urn:catalog:AM:Invertebrates - Marine & Other:P.27579	Clark, W C		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1035344	8c377241-eced-4a49-b12e-f2595531d7b2	Tanystylum hooperi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/2/27,verbatimUncertainty:1km-10km}	Arrawarra Headland	Invertebrates - Marine & Other	1100755218	8c377241-eced-4a49-b12e-f2595531d7b2	P.27579	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Arrawarra Headland (30° 04' S, 153° 12' E) 1976 - 1976;	AM	https://biodiversity.org.au/afd/taxa/f0276ea8-0258-4e72-a010-bcd82154b101	Tanystylum hooperi	Clark, 1977	Hooper, N.A. John|Queensland Museum	MALE	
