key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	vernacularName	institutionCode	locality	county	gbifID	language	collectionCode	occurrenceID	type	higherClassification	networkKeys	typeStatus	collectionKey	datasetName	otherCatalogNumbers	recordedBy	preparations	acceptedNameUsage	institutionID	occurrenceRemarks	decimalLatitude	decimalLongitude	depth	references	datasetID	geodeticDatum	scientificNameID	bibliographicCitation
723290325	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.990+00:00	301	{}	PRESERVED_SPECIMEN	PRESENT	2118605	1	54	354	9477065	4338615	2118600	2118605	2118605	Heterofragilia amica Stock, 1954	Heterofragilia amica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Heterofragilia	Heterofragilia amica	Heterofragilia	amica	SPECIES	ACCEPTED	NE	Kagoshima	{}	Pacific	Pacific|Japan|Kagoshima|Kimotsuki-gun Minamiosumicho|off Satamisaki	1928	7	10	1928-07-10	192	192	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2011-12-01T05:00:49.000+00:00	2024-01-24T18:21:03.990+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '194'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f	False	Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	194	9054	ゴトウウミグモ	SMBL	off Satamisaki	Kimotsuki-gun Minamiosumicho	723290325	en	Art	9a69632e-f8b6-11e6-944d-70e2840fc270	text	Animalia|Arthropoda|Pycnogonida|Pantopoda|Ammotheidae|Heterofragilia|amica																		
2012925690	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:20:56.470+00:00	275	"{'http://rs.gbif.org/terms/1.0/Reference': [{'http://purl.org/dc/terms/creator': 'Stock, J.', 'http://purl.org/dc/terms/date': '1954', 'http://purl.org/dc/terms/source': 'Videnskabelige Meddelelser fra Dansk Naturhistorisk Forening', 'http://purl.org/dc/terms/title': ""Pycnogonida from Indo-West-Pacific, Australian, and New-Zealand Waters. Papers from Dr. Th. Mortensen's Pacific Expedition 1914-16. LXXVII""}], 'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/typeStatus': 'holotype', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': '3ac4a235-142b-4d73-99ed-e2b6a55b107b', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Heterofragilia amica Stock, 1954'}]}"	PRESERVED_SPECIMEN	PRESENT	2118605	1	54	354	9477065	4338615	2118600	2118605	2118605	Heterofragilia amica Stock, 1954	Heterofragilia amica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Heterofragilia	Heterofragilia amica	Heterofragilia	amica	SPECIES	ACCEPTED	NE		{}			1914	5	15	1914-05-15	135	135	[]	2019-11-05T00:00:00.000+00:00	2024-07-21T10:20:56.470+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd98ae0de-6632-4322-88fb-31de769cdeeb'}]	[]	[]	[]	68fcaba0-61fe-4e78-a460-4f37654d025d	True	Pycnogonida		[]	[]			EUROPE	d98ae0de-6632-4322-88fb-31de769cdeeb	NHMD110642		NHMD			2012925690		IV	d98ae0de-6632-4322-88fb-31de769cdeeb			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	HOLOTYPE	e4cac6b7-41e4-404d-b9b2-ea507703f671	Natural History Museum Denmark Invertebrate Zoology	PYC-005287	Mortensen	various|slide, unspec - 3	Heterofragilia amica	http://grbio.org/cool/mci8-ehqk	MKB06: No specimen in wet but 3 slides (palp, oviger, chelifore). Type status checked 2003-2011, but may need reconfirmation. Labelled with correct number Mar. 2012.								
4055769526	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:13.653+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2118605	1	54	354	9477065	4338615	2118600	2118605	2118605	Heterofragilia amica Stock, 1954	Heterofragilia amica Stock, 1954	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Heterofragilia	Heterofragilia amica	Heterofragilia	amica	SPECIES	ACCEPTED	NE		{}			1914	5	15	1914-05-15	135	135	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:13.653+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_994'}]	[]	[]	[]		True	Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_994	sm_id_994		WoRMS Editorial Board	East China Sea		4055769526		WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_994			['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	HOLOTYPE									32.25	128.2	165.0	http://www.marinespecies.org/aphia.php?p=specdetails&id=994	https://marineinfo.org/id/dataset/5184	WGS84	urn:lsid:marinespecies.org:taxname:239939	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Heterofragilia amica</i> Stock, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239939
