key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	nomenclaturalStatus	identifier	combinationAuthors	verbatimScientificName	namePublishedIn	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	institutionCode	typeStatus	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	datasetID	eventID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo
4012366769	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.508+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.443334	-60.905	15.0	NORTH_AMERICA	{}	2016.0	9.0	9.0	2016-09-09	253.0	253.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.508+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FABD070E0401BA00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FABD070E0401BA00'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FABD070E0401BA00	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Passe du Marin	4012366769	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FABD070E0401BA00	1 ♂; Passe du Marin; 14 ° 26.6 ʹ N, 60 ° 54.3 ʹ W; depth 15 m; 9 Sep. 2016; st. AB 058; MNHN-IU- 2016 - 1131	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366603	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.046+00:00	84	{}	MATERIAL_CITATION	9.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.441667	-61.04	29.0	NORTH_AMERICA	{}	2016.0	9.0	14.0	2016-09-14	258.0	258.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_NONE']	2024-07-19T16:28:54.046+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FAD706970000BA46	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FAD706970000BA46'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FAD706970000BA46	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Rocher du Diamant	4012366603	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FAD706970000BA46	7 ♂♂, 2 ♀♀; Rocher du Diamant; 14 ° 26.5 ʹ N, 61 ° 02.4 ʹ W; depth 26 – 32 m; 14 Sep. 2016; st. AS 071; MNHN- IU- 2016 - 1050	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi	MNHN-											
4012366377	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.014+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.7	-60.896667	2.0	NORTH_AMERICA	{}	2016.0	9.0	24.0	2016-09-24	268.0	268.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.014+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FAF806D10440BA65	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FAF806D10440BA65'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FAF806D10440BA65	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Baie du Robert	4012366377	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FAF806D10440BA65	1 ♂; Baie du Robert; 14 ° 42 ʹ N, 60 ° 53.8 ʹ W; depth 2 m; 24 Sep. 2016; st. AB 452; MNHN-IU- 2016 - 1075	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366411	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.264+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	FEMALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.498333	-61.09	28.0	NORTH_AMERICA	{}	2016.0	9.0	7.0	2016-09-07	251.0	251.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.264+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FC1C0605032EBB39	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FC1C0605032EBB39'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FC1C0605032EBB39	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Grande Anse d'Arlets	4012366411	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FC1C0605032EBB39	1 ♀ gr.; same collection data as for preceding; MNHN-IU- 2016 - 1316	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366592	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.994+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.671667	-60.88	5.0	NORTH_AMERICA	{}	2016.0	9.0	25.0	2016-09-25	269.0	269.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.994+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FCA0047102F8B9C5	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FCA0047102F8B9C5'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FCA0047102F8B9C5	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Baie du Robert	4012366592	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FCA0047102F8B9C5	1 ♂; Baie du Robert; 14 ° 40.3 ʹ N, 60 ° 52.8 ʹ W; depth 1 – 8 m; 25 Sep. 2016; st. AR 455; MNHN-IU- 2019 - 3399	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366557	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.900+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.448334	-60.9	8.0	NORTH_AMERICA	{'level0': {'gid': 'MTQ', 'name': 'Martinique'}, 'level1': {'gid': 'MTQ.2_1', 'name': 'Le Marin'}, 'level2': {'gid': 'MTQ.2.4_1', 'name': 'Le Marin'}}	2016.0	9.0	11.0	2016-09-11	255.0	255.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_NONE']	2024-07-19T16:28:53.900+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FCDE065E0007BBF0	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FCDE065E0007BBF0'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FCDE065E0007BBF0	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Passe du Marin	4012366557	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FCDE065E0007BBF0	1 ♂; same collection data as for preceding; MNHN- IU- 2016 - 1147	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi	MNHN-											
4012366514	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.761+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT		12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.448334	-60.9	8.0	NORTH_AMERICA	{'level0': {'gid': 'MTQ', 'name': 'Martinique'}, 'level1': {'gid': 'MTQ.2_1', 'name': 'Le Marin'}, 'level2': {'gid': 'MTQ.2.4_1', 'name': 'Le Marin'}}	2016.0	9.0	11.0	2016-09-11	255.0	255.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.761+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FDA20661026ABBD5	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDA20661026ABBD5'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDA20661026ABBD5	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Passe du Marin	4012366514	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDA20661026ABBD5	1 juv.; Passe du Marin; 14 ° 26.9 ʹ N, 60 ° 54 ʹ W; depth 0 – 15 m; 11 Sep. 2016; st. AS 066; MNHN-IU- 2016 - 834 / MK 411149	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366584	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.974+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT		12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.498333	-61.09	28.0	NORTH_AMERICA	{}	2016.0	9.0	7.0	2016-09-07	251.0	251.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.974+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FDC306280407BB7C	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDC306280407BB7C'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDC306280407BB7C	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Grande Anse d'Arlets	4012366584	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDC306280407BB7C	1 juv.; same collection data as for preceding; MNHN-IU- 2016 - 553	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366409	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.259+00:00	84	{}	MATERIAL_CITATION	2.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.806666	-60.88	24.0	NORTH_AMERICA	{}	2016.0	9.0	20.0	2016-09-20	264.0	264.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.259+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FDC704150220B926	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDC704150220B926'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDC704150220B926	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Presqu'Ile de la Caravelle	4012366409	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDC704150220B926	2 ♂♂ ov.; Presqu’Île de la Caravelle; 14 ° 48.4 ʹ N, 60 ° 52.8 ʹ W; depth 23 – 25 m; 20 Sep. 2016; st. AB 197; MNHN-IU- 2019 - 3398	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366609	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.060+00:00	84	{}	MATERIAL_CITATION	2.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.441667	-61.04	29.0	NORTH_AMERICA	{}	2016.0	9.0	14.0	2016-09-14	258.0	258.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_NONE']	2024-07-19T16:28:54.060+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FE8306D1058FBA49	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE8306D1058FBA49'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE8306D1058FBA49	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Rocher du Diamant	4012366609	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE8306D1058FBA49	1 ♂, 1 ♀ gr.; same collection data as for preceding; MNHN-IU- 2016 - 1109	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi	MNHN-											
