key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	nomenclaturalStatus	identifier	combinationAuthors	verbatimScientificName	namePublishedIn	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	institutionCode	typeStatus	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	datasetID	eventID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo
4012366624	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.115+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.498333	-61.09	28.0	NORTH_AMERICA	{}	2016.0	9.0	7.0	2016-09-07	251.0	251.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.115+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FF4001CB0344BB7F	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FF4001CB0344BB7F'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FF4001CB0344BB7F	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Grande Anse d'Arlets	4012366624	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FF4001CB0344BB7F	MARTINIQUE • 1 ♂; Grande Anse d’Arlets; 14 ° 29.9 ʹ N, 61 ° 05.4 ʹ W; depth 28 m; 7 Sep. 2016; st. AB 157; MNHN-IU- 2016 - 832	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366518	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.772+00:00	84	{}	MATERIAL_CITATION	2.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.498333	-61.09	28.0	NORTH_AMERICA	{}	2016.0	9.0	7.0	2016-09-07	251.0	251.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.772+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FF40060502ADBB1B	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FF40060502ADBB1B'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FF40060502ADBB1B	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Grande Anse d'Arlets	4012366518	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FF40060502ADBB1B	2 ♂♂; same collection data as for preceding; MNHN-IU- 2016 - 567	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366454	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.472+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.918333	-61.15		NORTH_AMERICA	{}	2016.0	9.0	27.0	2016-09-27	271.0	271.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.472+00:00	https://treatment.plazi.org/id/03A95E063E0EFFA3FD8906080048BD8C#3B68E54D3E0EFFA0FD2D047803F3B9CA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0EFFA3FD8906080048BD8C.mc.3B68E54D3E0EFFA0FD2D047803F3B9CA'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E0EFFA3FD8906080048BD8C.mc.3B68E54D3E0EFFA0FD2D047803F3B9CA	Sabroux & Hassanin & Corbari	Ammothella krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999		4012366454	03A95E063E0EFFA3FD8906080048BD8C.mc.3B68E54D3E0EFFA0FD2D047803F3B9CA	1 ♂; Macouba; 14 ° 55.1 ʹ N, 61 ° 09 ʹ W; depth 80 m; 27 Sep. 2016; st. AD 274; MNHN-IU- 2016 - 1243	03A95E063E0EFFA3FD8906080048BD8C.taxon	2022	Ammothella krappi												
4012366835	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.700+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.918333	-61.04	63.0		{}	2016.0	9.0	21.0	2016-09-21	265.0	265.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.700+00:00	https://treatment.plazi.org/id/03A95E063E0EFFA3FD8906080048BD8C#3B68E54D3E0EFFA0FF17070F033BBADF	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0EFFA3FD8906080048BD8C.mc.3B68E54D3E0EFFA0FF17070F033BBADF'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E0EFFA3FD8906080048BD8C.mc.3B68E54D3E0EFFA0FF17070F033BBADF	Sabroux & Hassanin & Corbari	Ammothella krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Le Lorrain	4012366835	03A95E063E0EFFA3FD8906080048BD8C.mc.3B68E54D3E0EFFA0FF17070F033BBADF	Holotype MARTINIQUE • ♂; N of Le Lorrain, 14 ° 55.1 ʹ N, 61 ° 02.4 ʹ W; depth 63 m, 21 Sep. 2016; st. AD 257, MNHN-IU- 2016 - 1132 / MK 411059.	03A95E063E0EFFA3FD8906080048BD8C.taxon	2022	Ammothella krappi		HOLOTYPE										
4012366360	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:52.846+00:00	84	{}	MATERIAL_CITATION	2.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.655	-61.16	39.0	NORTH_AMERICA	{}	2016.0	10.0	1.0	2016-10-01	275.0	275.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:52.846+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FC7904380340B90A	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FC7904380340B90A'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FC7904380340B90A	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Fond Boucher	4012366360	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FC7904380340B90A	1 ♂, 1 ♀; same collection data as for preceding; MNHN-IU- 2019 - 3397	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366402	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.234+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT		12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.655	-61.16	39.0	NORTH_AMERICA	{}	2016.0	10.0	1.0	2016-10-01	275.0	275.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.234+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FCF907DB020DB96F	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FCF907DB020DB96F'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FCF907DB020DB96F	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Fond Boucher	4012366402	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FCF907DB020DB96F	1 juv.; Fond Boucher; 14 ° 39.3 ʹ N, 61 ° 09.6 ʹ W; depth 37 – 40 m; 1 Oct. 2016; st. AD 283; MNHN-IU- 2019 - 3396	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366309	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:52.374+00:00	84	{}	MATERIAL_CITATION	2.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.741667	-61.18	46.0	NORTH_AMERICA	{}	2016.0	10.0	8.0	2016-10-08	282.0	282.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:52.374+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FDBD07FE038DB950	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDBD07FE038DB950'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDBD07FE038DB950	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Baie de St-Pierre	4012366309	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDBD07FE038DB950	1 ♂, 1 ♀ gr.; Baie de St-Pierre; 14 ° 44.5 ʹ N, 61 ° 10.8 ʹ W; depth 44 – 47 m; 8 Oct. 2016; st. AS 572; MNHN-IU- 2019 - 3394	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366425	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.344+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.84	-61.22333	7.0	NORTH_AMERICA	{}	2016.0	10.0	1.0	2016-10-01	275.0	275.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.344+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FDCF0781034FBAB5	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDCF0781034FBAB5'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDCF0781034FBAB5	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Anse Couleuvre	4012366425	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FDCF0781034FBAB5	1 ♂; Anse Couleuvre; 14 ° 50.4 ʹ N, 61 ° 13.4 ʹ W; depth 7 m; 1 Oct. 2016; st. AB 463; MNHN-IU- 2019 - 3393	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366630	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.128+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT		12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.626667	-61.143333	66.0	NORTH_AMERICA	{}	2016.0	10.0	7.0	2016-10-07	281.0	281.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.128+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FE1907A50379BA96	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE1907A50379BA96'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE1907A50379BA96	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Vetiver	4012366630	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE1907A50379BA96	1 juv.; SW of Vétiver; 14 ° 37.6 ʹ N, 61 ° 08.6 ʹ W; depth 66 m; 7 Oct. 2016; st. AD 612; MNHN-IU- 2017 - 221	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366643	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.167+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.468333	-61.088333	72.0	NORTH_AMERICA	{}	2016.0	10.0	8.0	2016-10-08	282.0	282.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.167+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FE1A0698046FBB8F	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE1A0698046FBB8F'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE1A0698046FBB8F	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Les	4012366643	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE1A0698046FBB8F	1 ♂; same collection data as for preceding; MNHN-IU- 2019 - 3400	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
4012366386	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.066+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12236772	1	54	354	9477065	6313	2118169	12236772	12236772	Ammothella krappi Sabroux, 2022	Ammothella krappi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella krappi	Ammothella	krappi	SPECIES	ACCEPTED	NE	14.468333	-61.088333	72.0	NORTH_AMERICA	{}	2016.0	10.0	8.0	2016-10-08	282.0	282.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.066+00:00	https://treatment.plazi.org/id/03A95E063E0DFFA5FDA001200079BD8C#3B68E54D3E0DFFA3FE8306BB00ACBB8F	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE8306BB00ACBB8F'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE8306BB00ACBB8F	Sabroux & Hassanin & Corbari	Ammothella aff. krappi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Les	4012366386	03A95E063E0DFFA5FDA001200079BD8C.mc.3B68E54D3E0DFFA3FE8306BB00ACBB8F	1 ♂; Les Anses-d’Arlet; 14 ° 28.1 ʹ N, 61 ° 05.3 ʹ W; depth 72 m; 8 Oct. 2016; st. AD 616; MNHN-IU- 2016 - 1042	03A95E063E0DFFA5FDA001200079BD8C.taxon	2022	Ammothella krappi												
