key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	individualCount	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	modified	recordedBy	identifiedBy	county	projectId	dateIdentified	higherGeography	preparations	rightsHolder	institutionID	language	type	identificationRemarks	collectionID	parentNameUsage	networkKeys	collectionKey	habitat	verbatimDepth	dynamicProperties	municipality	associatedReferences	locationID	ownerInstitutionCode	parentEventID	occurrenceRemarks	sex	otherCatalogNumbers	higherClassification	georeferenceRemarks	verbatimIdentification	lifeStage	organismQuantity	organismQuantityType	datasetID	recordNumber	nomenclaturalCode	verbatimLocality	disposition	materialEntityID	taxonID	typeStatus	acceptedNameUsage	eventRemarks	establishmentMeans	verbatimEventDate	footprintSRS	bibliographicCitation
4604576152	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:31.327+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00747156653845089', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '237610001001005', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117843	1	54	354	9477065	2013	2117630	2117843	2117843	Nymphon leptocheles Sars, 1888	Nymphon leptocheles Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon leptocheles	Nymphon	leptocheles	SPECIES	ACCEPTED	NE	64.978157	6.89405	305.27	0.7800000000000011	{}	Norwegian Sea	2021.0	4.0	8.0	2021-04-08T22:42Z/2021-04-08T22:50Z	98.0	98.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:31.327+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '237610001001005'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 1	237610001001005	237610001001005	urn:lsid:marinespecies.org:taxname:134694	IMR	LINESTRING(6.89405 64.978157,6.901542 64.978888)	22:42Z/22:50Z	MAREANO Reference Station: 2376	catchId: 5	4604576152	IMRMarbunnBenthos	237610001001005																																																						
4604576219	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:29.633+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '240110004001014', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00808734330772341', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '240110004001014', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117843	1	54	354	9477065	2013	2117630	2117843	2117843	Nymphon leptocheles Sars, 1888	Nymphon leptocheles Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon leptocheles	Nymphon	leptocheles	SPECIES	ACCEPTED	NE	65.332847	7.419912	349.14	0.8799999999999955	{}	Norwegian Sea	2021.0	4.0	12.0	2021-04-12T09:22Z/2021-04-12T09:29Z	102.0	102.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:29.633+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '240110004001014'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 4	240110004001014	240110004001014	urn:lsid:marinespecies.org:taxname:134694	IMR	LINESTRING(7.419912 65.332847,7.420767 65.335493)	09:22Z/09:29Z	MAREANO Reference Station: 2401	catchId: 14	4604576219	IMRMarbunnBenthos	240110004001014																																																						
4604575807	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:33.966+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '241810005001013', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.040669761536325', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '241810005001013', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117843	1	54	354	9477065	2013	2117630	2117843	2117843	Nymphon leptocheles Sars, 1888	Nymphon leptocheles Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon leptocheles	Nymphon	leptocheles	SPECIES	ACCEPTED	NE	65.453558	6.727978	388.23	0.75	{}	Norwegian Sea	2021.0	4.0	14.0	2021-04-14T04:02Z/2021-04-14T04:07Z	104.0	104.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:33.966+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '241810005001013'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 5	241810005001013	241810005001013	urn:lsid:marinespecies.org:taxname:134694	IMR	LINESTRING(6.727978 65.453558,6.724808 65.455405)	04:02Z/04:07Z	MAREANO Reference Station: 2418	catchId: 13	4604575807	IMRMarbunnBenthos	241810005001013																																																						
4604575456	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:35.215+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '6', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '243810006001014', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0784799669558034', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '243810006001014', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117843	1	54	354	9477065	2013	2117630	2117843	2117843	Nymphon leptocheles Sars, 1888	Nymphon leptocheles Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon leptocheles	Nymphon	leptocheles	SPECIES	ACCEPTED	NE	65.356407	6.475417	418.58500000000004	2.0250000000000057	{}	Norwegian Sea	2021.0	4.0	16.0	2021-04-16T00:15Z/2021-04-16T00:20Z	106.0	106.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:35.215+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '243810006001014'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 6	243810006001014	243810006001014	urn:lsid:marinespecies.org:taxname:134694	IMR	LINESTRING(6.475417 65.356407,6.470677 65.35549)	00:15Z/00:20Z	MAREANO Reference Station: 2438	catchId: 14	4604575456	IMRMarbunnBenthos	243810006001014																																																						
4604579197	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:28.962+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1000', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '243840037001005', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '12.0', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '243840037001005', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117843	1	54	354	9477065	2013	2117630	2117843	2117843	Nymphon leptocheles Sars, 1888	Nymphon leptocheles Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon leptocheles	Nymphon	leptocheles	SPECIES	ACCEPTED	NE	65.358573	6.487552	419.03	0.03999999999999204	{}	Norwegian Sea	2021.0	4.0	15.0	2021-04-15T21:18Z/2021-04-15T21:19Z	105.0	105.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:28.962+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '243840037001005'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	Small VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 37	243840037001005	243840037001005	urn:lsid:marinespecies.org:taxname:134694	IMR		21:18Z/21:19Z	MAREANO Reference Station: 2438	catchId: 5	4604579197	IMRMarbunnBenthos	243840037001005																																																						
4604576347	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.800+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.013984029832597', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '244310007001011', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117843	1	54	354	9477065	2013	2117630	2117843	2117843	Nymphon leptocheles Sars, 1888	Nymphon leptocheles Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon leptocheles	Nymphon	leptocheles	SPECIES	ACCEPTED	NE	65.249015	6.724548	315.995	2.634999999999991	{}	Norwegian Sea	2021.0	4.0	16.0	2021-04-16T15:38Z/2021-04-16T15:43Z	106.0	106.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.800+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '244310007001011'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 7	244310007001011	244310007001011	urn:lsid:marinespecies.org:taxname:134694	IMR	LINESTRING(6.724548 65.249015,6.725613 65.24684)	15:38Z/15:43Z	MAREANO Reference Station: 2443	catchId: 11	4604576347	IMRMarbunnBenthos	244310007001011																																																						
4604575870	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:33.074+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '245410008001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0439353207880271', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '245410008001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117843	1	54	354	9477065	2013	2117630	2117843	2117843	Nymphon leptocheles Sars, 1888	Nymphon leptocheles Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon leptocheles	Nymphon	leptocheles	SPECIES	ACCEPTED	NE	65.034545	6.342495	409.58	0.12999999999999545	{}	Norwegian Sea	2021.0	4.0	17.0	2021-04-17T17:48Z/2021-04-17T17:53Z	107.0	107.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:33.074+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '245410008001009'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 8	245410008001009	245410008001009	urn:lsid:marinespecies.org:taxname:134694	IMR	LINESTRING(6.342495 65.034545,6.340715 65.036658)	17:48Z/17:53Z	MAREANO Reference Station: 2454	catchId: 9	4604575870	IMRMarbunnBenthos	245410008001009																																																						
4430028981	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:29.314+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '3', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '247210011001042', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0492195406176209', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '247210011001042', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117843	1	54	354	9477065	2013	2117630	2117843	2117843	Nymphon leptocheles Sars, 1888	Nymphon leptocheles Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon leptocheles	Nymphon	leptocheles	SPECIES	ACCEPTED	NE	62.41476	2.882168	389.94	0.3199999999999932	{}	Norwegian Sea	2021.0	4.0	20.0	2021-04-20T12:35Z/2021-04-20T12:42Z	110.0	110.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:29.314+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '247210011001042'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 11	247210011001042	247210011001042	urn:lsid:marinespecies.org:taxname:134694	IMR	LINESTRING(2.882168 62.41476,2.875885 62.414378)	12:35Z/12:42Z	MAREANO Reference Station: 2472	catchId: 42	4430028981	IMRMarbunnBenthos	247210011001042																																																						
4147866893	492d63a8-4978-4bc7-acd8-7d0e3ac0e744	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	NO	EML	2024-07-23T12:10:21.290+00:00	2024-07-23T12:35:44.147+00:00	537	{}	HUMAN_OBSERVATION	PRESENT	2117843	1	54	354	9477065	2013	2117630	2117843	2117843	Nymphon leptocheles Sars, 1888	Nymphon leptocheles Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon leptocheles	Nymphon	leptocheles	SPECIES	ACCEPTED	NE	60.368941	5.171471			{}		2021.0	4.0	14.0	2021-04-14	104.0	104.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-23T12:35:44.147+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'miljodir:vannmiljo:181955113'}]	[]	[]	[]		False			WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE		miljodir:vannmiljo:181955113	181955113		miljodir					4147866893	vannmiljo	miljodir:vannmiljo:181955113	1.0	1000.0	0.0	0.0	EUROPE	Bergen	2021-04-14T00:00:00.000+00:00	Rådgivende Biologer AS	Rådgivende Biologer AS	Vestland																																												
4430028909	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.400+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '4.75812846946868E-4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '252410015001022', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117843	1	54	354	9477065	2013	2117630	2117843	2117843	Nymphon leptocheles Sars, 1888	Nymphon leptocheles Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon leptocheles	Nymphon	leptocheles	SPECIES	ACCEPTED	NE	62.631403	1.583867	748.5550000000001	0.025000000000034106	{}	Norwegian Sea	2021.0	5.0	1.0	2021-05-01T19:26Z/2021-05-01T19:33Z	121.0	121.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.400+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '252410015001022'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 15	252410015001022	252410015001022	urn:lsid:marinespecies.org:taxname:134694	IMR	LINESTRING(1.583867 62.631403,1.57921 62.629542)	19:26Z/19:33Z	MAREANO Reference Station: 2524	catchId: 22	4430028909	IMRMarbunnBenthos	252410015001022																																																						
