key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	sex	lifeStage	depth	depthAccuracy	modified	datasetName	recordNumber	associatedReferences	language	verbatimLocality	type	projectId	coordinateUncertaintyInMeters	organismQuantity	organismQuantityType	scientificNameID	verbatimEventDate	footprintWKT	continent	identificationRemarks	occurrenceRemarks	datasetID	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	dynamicProperties	dateIdentified	stateProvince	otherCatalogNumbers	waterBody	bibliographicCitation	locationID	georeferenceSources	island	rightsHolder	nomenclaturalCode	disposition	parentNameUsage	materialEntityID	higherGeography	verbatimCoordinateSystem	higherClassification	georeferenceProtocol	coordinatePrecision	acceptedNameUsage	locationRemarks	nameAccordingTo	typeStatus	georeferenceRemarks	originalNameUsage	county	identificationVerificationStatus	http://unknown.org/orders	http://unknown.org/language	organismRemarks
4851017410	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.085+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166784	1	54	354	9477065	6313	2118547	5166784	5166784	Ammothea minor (Hodgson, 1907)	Ammothea minor (Hodgson, 1907)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea minor	Ammothea	minor	SPECIES	ACCEPTED	NE	-61.1975806	-47.1030223	{}	2022.0	2.0	7.0	2022-02-07	38.0	38.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.085+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '4d8a4be9-5be8-4356-82d9-b21de0c0e907'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003600_2.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003600_1.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7371	4d8a4be9-5be8-4356-82d9-b21de0c0e907	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Powell Basin, NW slope of the South Orkney Plateau	7371	OBFc	4851017410	4d8a4be9-5be8-4356-82d9-b21de0c0e907	1459.0 - 1493.0 m	INV0003600	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																																																									
3326687470	7a498826-f762-11e1-a439-00145eb45e9a	e8eada63-4a33-44aa-b2fd-4f71efb222a0		2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6	6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862	ES	EML	2024-05-28T13:54:27.401+00:00	2024-05-28T13:55:27.572+00:00	360	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166784	1	54	354	9477065	6313	2118547	5166784	5166784	Ammothea minor (Hodgson, 1907)	Ammothea minor (Hodgson, 1907)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea minor	Ammothea	minor	SPECIES	ACCEPTED	NE	-62.796667	-57.089167	{}	2013.0	2.0	24.0	2013-02-24	55.0	55.0	['COORDINATE_ROUNDED', 'CONTINENT_INVALID', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-05-28T13:55:27.572+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'MCNB:MCNB-Art:MZB 2018-0387'}]	[]	[]	[]	e3d4dcc4-81e2-444c-8a5c-41d1044b5381		False		López González, Pablo José|Cano-Sánchez, Esperanza	animal sencer (alcohol etílic 70º)	Agassiz|draga d'	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		MCNB:MCNB-Art:MZB 2018-0387			ANT-XXIX/3, campanya	MCNB-Art	3326687470	MCNB:MCNB-Art:MZB 2018-0387		MZB 2018-0387	MCNB				MALE	Adult	561.0	19.0	2023-01-01T00:00:00.000+00:00	Museu de Ciències Naturals de Barcelona: MCNB-Art	Polarstern Cruise ANT-XXIX/3 / stn. 196-8	Cano-Sánchez, Esperanza & López-González, Pablo J.. Ammothea species (Pycnogonida: Ammotheidae) collected during the Polastern cruise ANT-XXIX/3 to Antartic waters, with a description of a new species. Vol. 14 (2018), p. 769-777. | Cano-Sánchez, Esperanza; López González, Pablo José. Ammothea species (Pycnogonida: Ammotheidae) collected during the Polarstern cruise ANT-XXIX/3 to Antarctic waters, with a description of a new species. Marine Biology Research, 2018, vol. 14, núm. 8, p. 769-777.	ca	stn. 196-8	Collection																																														
3386516917	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.880+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	5166784	1	54	354	9477065	6313	2118547	5166784	5166784	Ammothea minor (Hodgson, 1907)	Ammothea minor (Hodgson, 1907)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea minor	Ammothea	minor	SPECIES	ACCEPTED	NE	-74.706	-29.5074	{}	2012.0	2.0	29.0	2012-02-29	60.0	60.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.880+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR275_1344.3'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_1344.3	https://ror.org/01rhff309		JR275_91		3386516917	JR275_1344.3		JR275_1344.3	BAS						405.83500000000004	4.164999999999992					en		PhysicalObject	GOIPG/2019/4020	73.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:172932	29/02/2012	LINESTRING (-29.50822 -74.70666, -29.50656 -74.70542)																																							
3386517105	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.880+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	5166784	1	54	354	9477065	6313	2118547	5166784	5166784	Ammothea minor (Hodgson, 1907)	Ammothea minor (Hodgson, 1907)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea minor	Ammothea	minor	SPECIES	ACCEPTED	NE	-76.1691	-27.7973	{}	2012.0	2.0	21.0	2012-02-21	52.0	52.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.880+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR275_540.2'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_540.2	https://ror.org/01rhff309		JR275_39		3386517105	JR275_540.2		JR275_540.2	BAS				MALE		552.27	2.990000000000009					en		PhysicalObject	GOIPG/2019/4020	33.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:172932	21/02/2012	LINESTRING (-27.79659 -76.16936, -27.79802 -76.16887)	ANTARCTICA	prominent tubercles above chelifore insertions	Larvae present																																				
3466772746	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.294+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	5166784	1	54	354	9477065	6313	2118547	5166784	5166784	Ammothea minor (Hodgson, 1907)	Ammothea minor (Hodgson, 1907)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea minor	Ammothea	minor	SPECIES	ACCEPTED	NE			{}	2008.0	1.0	15.0	2008-01-15	15.0	15.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:20.294+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '08938e87-b476-4163-b11e-e71d121a74dd'}]	[]	[]	[]			False						Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 17	08938e87-b476-4163-b11e-e71d121a74dd					3466772746	08938e87-b476-4163-b11e-e71d121a74dd									149.91				IU-2007-147							1.0	Individuals	urn:lsid:marinespecies.org:taxname:172932	1/15/2008		ANTARCTICA			ASAC_3010_0331	7000	https://biodiversity.org.au/afd/taxa/c494e40d-14f3-4757-aff1-e0c19e5d2ccf	Species	Ammothea minor	172932																														
3466772959	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:21.851+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	5166784	1	54	354	9477065	6313	2118547	5166784	5166784	Ammothea minor (Hodgson, 1907)	Ammothea minor (Hodgson, 1907)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea minor	Ammothea	minor	SPECIES	ACCEPTED	NE			{}	2008.0	1.0	15.0	2008-01-15	15.0	15.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:21.851+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '16fb90cf-cce1-4f77-967e-6cba9d1847a6'}]	[]	[]	[]			False						Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 20	16fb90cf-cce1-4f77-967e-6cba9d1847a6					3466772959	16fb90cf-cce1-4f77-967e-6cba9d1847a6									192.13				IU-2007-36h							2.0	Individuals	urn:lsid:marinespecies.org:taxname:172932	1/15/2008		ANTARCTICA			ASAC_3010_0581	7000	https://biodiversity.org.au/afd/taxa/c494e40d-14f3-4757-aff1-e0c19e5d2ccf	Species	Ammothea minor	172932																														
3466772810	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.568+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	5166784	1	54	354	9477065	6313	2118547	5166784	5166784	Ammothea minor (Hodgson, 1907)	Ammothea minor (Hodgson, 1907)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea minor	Ammothea	minor	SPECIES	ACCEPTED	NE			{}	2008.0	1.0	2.0	2008-01-02	2.0	2.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:20.568+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '48ceead8-b4f0-48e4-a747-15b9703738da'}]	[]	[]	[]			False						Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 60	48ceead8-b4f0-48e4-a747-15b9703738da					3466772810	48ceead8-b4f0-48e4-a747-15b9703738da									786.9				IU-2007-22							1.0	Individuals	urn:lsid:marinespecies.org:taxname:172932	1/2/2008		ANTARCTICA			ASAC_3010_0423	7000	https://biodiversity.org.au/afd/taxa/c494e40d-14f3-4757-aff1-e0c19e5d2ccf	Species	Ammothea minor	172932																														
3466772619	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:19.339+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	5166784	1	54	354	9477065	6313	2118547	5166784	5166784	Ammothea minor (Hodgson, 1907)	Ammothea minor (Hodgson, 1907)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea minor	Ammothea	minor	SPECIES	ACCEPTED	NE			{}	2008.0	1.0	14.0	2008-01-14	14.0	14.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:19.339+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '504f7940-091e-4651-a15e-f4b3f3123641'}]	[]	[]	[]			False						Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 16	504f7940-091e-4651-a15e-f4b3f3123641					3466772619	504f7940-091e-4651-a15e-f4b3f3123641									509.95				IU-2007-106							1.0	Individuals	urn:lsid:marinespecies.org:taxname:172932	1/14/2008		ANTARCTICA			ASAC_3010_0288	7000	https://biodiversity.org.au/afd/taxa/c494e40d-14f3-4757-aff1-e0c19e5d2ccf	Species	Ammothea minor	172932																														
3466772471	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:17.485+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	5166784	1	54	354	9477065	6313	2118547	5166784	5166784	Ammothea minor (Hodgson, 1907)	Ammothea minor (Hodgson, 1907)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea minor	Ammothea	minor	SPECIES	ACCEPTED	NE			{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:17.485+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1e67609e-62e8-4e66-a9e5-654ab096317c'}]	[]	[]	[]			False		C. Arango	ETOH - No Formalin	TF - Trawl, fish, bottom		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ TAN0802/17	1e67609e-62e8-4e66-a9e5-654ab096317c					3466772471	1e67609e-62e8-4e66-a9e5-654ab096317c		35515							321.0				NIWA.0016							1.0	Individuals	urn:lsid:marinespecies.org:taxname:172932	2/9/2008	LINESTRING (174.3205 -73.1245, 174.303 -73.133)	ANTARCTICA			ASAC_3010_0016	7000	https://biodiversity.org.au/afd/taxa/c494e40d-14f3-4757-aff1-e0c19e5d2ccf	Species	Ammothea minor	172932	{materialSampleID:__}																													
3326687460	7a498826-f762-11e1-a439-00145eb45e9a	e8eada63-4a33-44aa-b2fd-4f71efb222a0		2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6	6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862	ES	EML	2024-05-28T13:54:27.401+00:00	2024-05-28T13:55:24.682+00:00	360	{}	PRESERVED_SPECIMEN	50.0	PRESENT	5166784	1	54	354	9477065	6313	2118547	5166784	5166784	Ammothea minor (Hodgson, 1907)	Ammothea minor (Hodgson, 1907)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea minor	Ammothea	minor	SPECIES	ACCEPTED	NE			{}	2007.0	1.0	4.0	2007-01-04	4.0	4.0	['COORDINATE_INVALID', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-05-28T13:55:24.682+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'MCNB:MCNB-Art:MZB 2013-1872'}]	[]	[]	[]	e3d4dcc4-81e2-444c-8a5c-41d1044b5381		False		López González, Pablo José|Cano-Sánchez, Esperanza	animal sencer (alcohol etílic 70º)	Agassiz|draga d'		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		MCNB:MCNB-Art:MZB 2013-1872			ANT XXIII/8, campanya	MCNB-Art	3326687460	MCNB:MCNB-Art:MZB 2013-1872		MZB 2013-1872	MCNB						253.5	5.5	2023-01-01T00:00:00.000+00:00	Museu de Ciències Naturals de Barcelona: MCNB-Art	Polarsten cruise XXIII/8, stn. 614-3	Cano-Sánchez, Esperanza; López González, Pablo José. New findings and a new species of the genus Ammothea (Pycnogonida, Ammotheidae), with an updated identification key to all Antarctic and sub-Antarctic species. Helgoland Marine Research, 2014, vol. 68, p. 155-168.	ca		Collection								ANTARCTICA										2004-01-01T00:00:00	Elefant, illa	P. 314																										
