key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	projectId	coordinateUncertaintyInMeters	depth	depthAccuracy	organismQuantity	organismQuantityType	scientificNameID	verbatimEventDate	footprintWKT	language	type	sex	occurrenceRemarks	identificationRemarks	continent	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	waterBody	modified	datasetName	locationID	georeferenceSources	lifeStage	dateIdentified	taxonRemarks	bibliographicCitation	associatedSequences	eventRemarks	parentNameUsageID	locationRemarks	organismID	higherGeography	verbatimCoordinateSystem	higherClassification	georeferenceProtocol	islandGroup	otherCatalogNumbers	dynamicProperties	rightsHolder	nomenclaturalCode	verbatimLocality	disposition	parentNameUsage	materialEntityID	typeStatus	http://unknown.org/occurrenceDetails	references
4851017415	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.963+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117783	1	54	354	9477065	2013	2117630	2117783	2117783	Nymphon longicoxa Hoek, 1881	Nymphon longicoxa Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longicoxa	Nymphon	longicoxa	SPECIES	ACCEPTED	NE	-61.1331918	-50.7091641	{}	2022.0	2.0	6.0	2022-02-06	37.0	37.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.963+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '284431e3-b10d-49c8-b51a-a62ab4ba51d3'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003663_2.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003663_1.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7363	284431e3-b10d-49c8-b51a-a62ab4ba51d3	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantics	7363	OBFc	4851017415	284431e3-b10d-49c8-b51a-a62ab4ba51d3	765.0 - 767.0 m	INV0003663	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																																																				
4851017337	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.236+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117783	1	54	354	9477065	2013	2117630	2117783	2117783	Nymphon longicoxa Hoek, 1881	Nymphon longicoxa Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longicoxa	Nymphon	longicoxa	SPECIES	ACCEPTED	NE	-61.1331918	-50.7091641	{}	2022.0	2.0	6.0	2022-02-06	37.0	37.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.236+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '6ef55c92-fa77-46f2-b6e0-f0235d79abc2'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003655_1.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003655_2.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7363	6ef55c92-fa77-46f2-b6e0-f0235d79abc2	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantics	7363	OBFc	4851017337	6ef55c92-fa77-46f2-b6e0-f0235d79abc2	765.0 - 767.0 m	INV0003655	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																																																				
4851017385	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.897+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117783	1	54	354	9477065	2013	2117630	2117783	2117783	Nymphon longicoxa Hoek, 1881	Nymphon longicoxa Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longicoxa	Nymphon	longicoxa	SPECIES	ACCEPTED	NE	-61.1331918	-50.7091641	{}	2022.0	2.0	6.0	2022-02-06	37.0	37.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.897+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '7f1eb5d0-698d-4235-87ef-f359ff13c80a'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003664_2.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003664_1.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7363	7f1eb5d0-698d-4235-87ef-f359ff13c80a	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantics	7363	OBFc	4851017385	7f1eb5d0-698d-4235-87ef-f359ff13c80a	765.0 - 767.0 m	INV0003664	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																																																				
3386516845	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.724+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117783	1	54	354	9477065	2013	2117630	2117783	2117783	Nymphon longicoxa Hoek, 1881	Nymphon longicoxa Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longicoxa	Nymphon	longicoxa	SPECIES	ACCEPTED	NE	-61.5394	-47.2477	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.724+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0365_02'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0365_02	https://ror.org/01rhff309		JR15005_21		3386516845	JR15005_0365_02		JR15005_0365_02	BAS				GOIPG/2019/4020	298.0	1042.5	24.5	6.0	individuals	urn:lsid:marinespecies.org:taxname:173441	3/3/2016	LINESTRING (-47.24357 -61.54119, -47.25173 -61.53753)	en	PhysicalObject																																									
3386517274	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.941+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117783	1	54	354	9477065	2013	2117630	2117783	2117783	Nymphon longicoxa Hoek, 1881	Nymphon longicoxa Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longicoxa	Nymphon	longicoxa	SPECIES	ACCEPTED	NE	-61.5394	-47.2477	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.941+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0365_02a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0365_02a	https://ror.org/01rhff309		JR15005_21		3386517274	JR15005_0365_02a		JR15005_0365_02a	BAS				GOIPG/2019/4020	298.0	1042.5	24.5	1.0	individuals	urn:lsid:marinespecies.org:taxname:173441	3/3/2016	LINESTRING (-47.24357 -61.54119, -47.25173 -61.53753)	en	PhysicalObject																																									
3386517114	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.829+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117783	1	54	354	9477065	2013	2117630	2117783	2117783	Nymphon longicoxa Hoek, 1881	Nymphon longicoxa Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longicoxa	Nymphon	longicoxa	SPECIES	ACCEPTED	NE	-61.5327	-47.2627	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.829+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0417_03'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0417_03	https://ror.org/01rhff309		JR15005_22		3386517114	JR15005_0417_03		JR15005_0417_03	BAS				GOIPG/2019/4020	292.0	1080.0	12.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:173441	3/3/2016	LINESTRING (-47.2586 -61.53438, -47.26689 -61.53095)	en	PhysicalObject																																									
3386516970	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.773+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117783	1	54	354	9477065	2013	2117630	2117783	2117783	Nymphon longicoxa Hoek, 1881	Nymphon longicoxa Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longicoxa	Nymphon	longicoxa	SPECIES	ACCEPTED	NE	-61.54	-47.247	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.773+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0456_02'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0456_02	https://ror.org/01rhff309		JR15005_23		3386516970	JR15005_0456_02		JR15005_0456_02	BAS				GOIPG/2019/4020	279.0	1042.0	23.0	4.0	individuals	urn:lsid:marinespecies.org:taxname:173441	3/3/2016	LINESTRING (-47.24287 -61.54156, -47.25104 -61.53843)	en	PhysicalObject																																									
3386517140	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.839+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117783	1	54	354	9477065	2013	2117630	2117783	2117783	Nymphon longicoxa Hoek, 1881	Nymphon longicoxa Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longicoxa	Nymphon	longicoxa	SPECIES	ACCEPTED	NE	-61.54	-47.247	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.839+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0456_02a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0456_02a	https://ror.org/01rhff309		JR15005_23		3386517140	JR15005_0456_02a		JR15005_0456_02a	BAS				GOIPG/2019/4020	279.0	1042.0	23.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:173441	3/3/2016	LINESTRING (-47.24287 -61.54156, -47.25104 -61.53843)	en	PhysicalObject																																									
3386517605	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:25.234+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117783	1	54	354	9477065	2013	2117630	2117783	2117783	Nymphon longicoxa Hoek, 1881	Nymphon longicoxa Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longicoxa	Nymphon	longicoxa	SPECIES	ACCEPTED	NE	-61.54	-47.247	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:25.234+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0457_01'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0457_01	https://ror.org/01rhff309		JR15005_23		3386517605	JR15005_0457_01		JR15005_0457_01	BAS				GOIPG/2019/4020	279.0	1042.0	23.0	3.0	individuals	urn:lsid:marinespecies.org:taxname:173441	3/3/2016	LINESTRING (-47.24287 -61.54156, -47.25104 -61.53843)	en	PhysicalObject																																									
3386517074	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.818+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117783	1	54	354	9477065	2013	2117630	2117783	2117783	Nymphon longicoxa Hoek, 1881	Nymphon longicoxa Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longicoxa	Nymphon	longicoxa	SPECIES	ACCEPTED	NE	-61.54	-47.247	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.818+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0457_01a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0457_01a	https://ror.org/01rhff309		JR15005_23		3386517074	JR15005_0457_01a		JR15005_0457_01a	BAS				GOIPG/2019/4020	279.0	1042.0	23.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:173441	3/3/2016	LINESTRING (-47.24287 -61.54156, -47.25104 -61.53843)	en	PhysicalObject																																									
