key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	institutionID	verbatimEventDate	locality	county	collectionCode	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	locationID	bibliographicCitation	higherClassification	collectionID	networkKeys	depth	island	fieldNumber	verbatimLocality	depthAccuracy	coordinateUncertaintyInMeters	waterBody	samplingProtocol	eventID	scientificNameID	footprintWKT	occurrenceRemarks	otherCatalogNumbers	dynamicProperties	datasetID	http://unknown.org/language	originalNameUsage	associatedReferences	identificationVerificationStatus	nameAccordingTo	taxonID	acceptedNameUsage	http://unknown.org/taxonRankID	locationRemarks	taxonConceptID	http://unknown.org/species	http://unknown.org/orders
1804308036	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:20.797+00:00	337	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118448	1	54	354	9477065	6313	2118396	2118448	2118448	Achelia serratipalpis (Bouvier, 1911)	Achelia serratipalpis (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia serratipalpis	Achelia	serratipalpis	SPECIES	ACCEPTED	NE	1993-10-12T00:00:00	-62.6667	-60.3667	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}	1970.0	2.0	5.0	1970-02-05	36.0	36.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2021-05-28T20:25:00.000+00:00	2024-07-04T18:50:20.797+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '28b63cd7-820d-20d4-80ba-0bff9d33d165'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	False	Crustacea	Mills, Eric L.	Bamber, Roger N.	fluid	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	Canadian Museum of Nature	28b63cd7-820d-20d4-80ba-0bff9d33d165	http://biocol.org/urn:lsid:biocol.org:col:34935	1970-02-05	South Bay	Livingston I.	CMNC	1804308036	en	28b63cd7-820d-20d4-80ba-0bff9d33d165	PhysicalObject	CMNC 1994-0159	CMN	Mills-19700205	(CMNC 1994-0159)	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae; Achelia;	http://grbio.org/cool/sjd8-70zp																												
1019678256	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.315+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1911', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Bouvier, 1911)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|207664', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'serratipalpis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|24407', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia serratipalpis (Bouvier, 1911)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT		2118448	1	54	354	9477065	6313	2118396	2118448	2118448	Achelia serratipalpis (Bouvier, 1911)	Achelia serratipalpis (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia serratipalpis	Achelia	serratipalpis	SPECIES	ACCEPTED	NE		-62.445	-59.57833	ANTARCTICA	{}	1970.0	12.0	18.0	1970-12-18	352.0	352.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:14:26.000+00:00	2024-07-24T12:24:40.315+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4200'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False			Arnaud F.		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4200			Ile Greenwich		IU	1019678256		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4200		2009-4200	MNHN				10.15468/qgvvhd	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	410.0	Iles Shetland du Sud	ANTARCTIQUE CHILIENNE 1970-71/71-17 (Isla G.)	Bahia Chile																							
1019678188	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.114+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1911', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Bouvier, 1911)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|207661', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'serratipalpis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|24407', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia serratipalpis (Bouvier, 1911)'}]}	PRESERVED_SPECIMEN	2.0	PRESENT		2118448	1	54	354	9477065	6313	2118396	2118448	2118448	Achelia serratipalpis (Bouvier, 1911)	Achelia serratipalpis (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia serratipalpis	Achelia	serratipalpis	SPECIES	ACCEPTED	NE		-63.4	-62.23333		{}	1969.0	2.0	10.0	1969-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:13:19.000+00:00	2024-07-24T12:24:40.114+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4198'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False			Arnaud F.		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4198			Ile Low		IU	1019678188		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4198		2009-4198	MNHN				10.15468/qgvvhd	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	51.0	Iles Shetland du Sud	ANTARCTIQUE CHILIENNE 1968-69/69-112		1.0																						
1019678162	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.113+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1911', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Bouvier, 1911)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|207660', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'serratipalpis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|24407', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia serratipalpis (Bouvier, 1911)'}]}	PRESERVED_SPECIMEN	2.0	PRESENT		2118448	1	54	354	9477065	6313	2118396	2118448	2118448	Achelia serratipalpis (Bouvier, 1911)	Achelia serratipalpis (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia serratipalpis	Achelia	serratipalpis	SPECIES	ACCEPTED	NE		-62.48333	-59.71	ANTARCTICA	{}	1968.0	1.0	12.0	1968-01-12	12.0	12.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:14:57.000+00:00	2024-07-24T12:24:40.113+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4197'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False			Arnaud F.		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4197			Ile Greenwich		IU	1019678162		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4197		2009-4197	MNHN				10.15468/qgvvhd	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	48.0	Iles Shetland du Sud	ANTARCTIQUE CHILIENNE 1968-69/69-35	Bahía Chile																							
1019678212	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.113+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1911', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Bouvier, 1911)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|207662', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'serratipalpis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|24407', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia serratipalpis (Bouvier, 1911)'}]}	PRESERVED_SPECIMEN	2.0	PRESENT		2118448	1	54	354	9477065	6313	2118396	2118448	2118448	Achelia serratipalpis (Bouvier, 1911)	Achelia serratipalpis (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia serratipalpis	Achelia	serratipalpis	SPECIES	ACCEPTED	NE		-62.5	-59.676666	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}	1968.0	1.0	12.0	1968-01-12	12.0	12.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:02.000+00:00	2024-07-24T12:24:40.113+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4199'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False			Arnaud F.		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4199			Ile Greenwich		IU	1019678212		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4199		2009-4199	MNHN				10.15468/qgvvhd	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	60.0	Iles Shetland du Sud	ANTARCTIQUE CHILIENNE 1968-69/69-30	Bahía Chile																							
1427444481	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.969+00:00	259	{}	HUMAN_OBSERVATION	7.0	PRESENT		2118448	1	54	354	9477065	6313	2118396	2118448	2118448	Achelia serratipalpis (Bouvier, 1911)	Achelia serratipalpis (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia serratipalpis	Achelia	serratipalpis	SPECIES	ACCEPTED	NE		-62.1167	-58.475	ANTARCTICA	{}	1927.0	3.0	30.0	1927-03-30	89.0	89.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2019-03-15T00:00:00.000+00:00	2024-01-29T08:18:03.969+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5510'}]	[]	[]	[]			False	Discovery Expedition Biological Reports				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5510			Admiralty Bay, King George Island, South Shetlands		Discovery Reports	1427444481	en	5510		Stn 195 Achelia serratipalpis	NIWA					['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	391.0		Stn 195		0.0	500.0	Southern Ocean	Large dredge, heavy pattern, 1.2m in length	164	urn:lsid:marinespecies.org:taxname:172863	POINT (-58.475 -62.1167)	Large dredge, heavy pattern, 1.2m in length															
1056422526	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:56.222+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 220', 'http://purl.org/dc/terms/created': '1187778651000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/24475c10-35b2-4456-8b08-1f1849a9174c'}]}	PRESERVED_SPECIMEN		PRESENT		2118448	1	54	354	9477065	6313	2118396	2118448	2118448	Achelia serratipalpis (Bouvier, 1911)	Achelia serratipalpis (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia serratipalpis	Achelia	serratipalpis	SPECIES	ACCEPTED	NE					{}							['TAXON_MATCH_FUZZY', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:18:56.222+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1216118'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 220', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/24475c10-35b2-4456-8b08-1f1849a9174c'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		False						Pycnogonida		[]	[]			EUROPE		1216118					ZOO	1056422526		74b69b12-84a0-4c41-b6b6-ee3bb521803b		1933.3.23.682-684	NHMUK			Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae		['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			274, 195										NHMUK:ecatalogue:1216118	"{""associatedMediaCount"": 1, ""barcode"": ""011069808"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295355656000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Achelia serratipalpus (Bouvier, 1911)"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition, 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056422526"", ""gbifIssue"": [""TAXON_MATCH_FUZZY""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"													
4548692800	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:26.706+00:00	57	{}	HUMAN_OBSERVATION		PRESENT		2118448	1	54	354	9477065	6313	2118396	2118448	2118448	Achelia serratipalpis (Bouvier, 1911)	Achelia serratipalpis (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia serratipalpis	Achelia	serratipalpis	SPECIES	ACCEPTED	NE		-71.7127	122.67314	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['COUNTRY_COORDINATE_MISMATCH', 'COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-03-21T10:14:26.706+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6455b886-7118-40f5-9db0-63a919c9ee41'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE		6455b886-7118-40f5-9db0-63a919c9ee41				TAAF : Terre-Adélie		4548692800		6455b886-7118-40f5-9db0-63a919c9ee41														774607.0			6455b886-7118-40f5-9db0-63a919c9ee41						EB6380B5-80AF-5935-E053-0514A8C08744	fr | en	Achelia serratipalpis (Bouvier, 1911)	TaxREF	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	843238						
1100746527	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:33.191+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT		2118448	1	54	354	9477065	6313	2118396	2118448	2118448	Achelia serratipalpis (Bouvier, 1911)	Achelia serratipalpis (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia serratipalpis	Achelia	serratipalpis	SPECIES	ACCEPTED	NE					{}							['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:33.191+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '72b5c282-1d25-429a-a717-04fba9956477'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False		Australasian Antarctic Expedition, 1911-1914	Gordon, Isabella			Pycnogonida		[]	[]			OCEANIA		72b5c282-1d25-429a-a717-04fba9956477					Invertebrates - Marine & Other	1100746527		72b5c282-1d25-429a-a717-04fba9956477		P.11122	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']				Antarctica					urn:australianmuseum.net.au:Events:1000683				ecatalogue.irn:1148624|urn:catalog:AM:Invertebrates - Marine & Other:P.11122	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/12}						Bouvier, 1913		Achelia serratipalpis Bouvier, 1913	7000	ecatalogue.LocCollectionEventLocal: Antarctica;	https://biodiversity.org.au/afd/taxa/aa927b39-2098-46b6-9cd6-888eca5aa0fe	Achelia serratipalpis	
3935135038	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:38.287+00:00	10	{}	HUMAN_OBSERVATION		PRESENT		2118448	1	54	354	9477065	6313	2118396	2118448	2118448	Achelia serratipalpis (Bouvier, 1911)	Achelia serratipalpis (Bouvier, 1911)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia serratipalpis	Achelia	serratipalpis	SPECIES	ACCEPTED	NE		-71.7127	122.67314	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['COUNTRY_COORDINATE_MISMATCH', 'COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-26T10:11:38.287+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'bfadc45a-2116-4bee-b4e6-a7b9d549766f'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE		bfadc45a-2116-4bee-b4e6-a7b9d549766f				TAAF : Terre-Adélie		3935135038		bfadc45a-2116-4bee-b4e6-a7b9d549766f														774607.0			bfadc45a-2116-4bee-b4e6-a7b9d549766f						D2B0CE86-7C29-1275-E053-5514A8C0FBF9		Achelia serratipalpis (Bouvier, 1911)	TaxREF	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	843238						Pantopoda
