key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	higherGeography	georeferencedBy	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	eventID	identifier	institutionID	nomenclaturalCode	georeferenceProtocol	http://unknown.org/taxonRankID	locality	fieldNumber	collectionCode	verbatimLocality	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	locationID	taxonConceptID	ownerInstitutionCode	eventTime	http://unknown.org/species	higherClassification	dateIdentified	coordinateUncertaintyInMeters	scientificNameID	footprintWKT	georeferenceSources	identificationQualifier	sex	waterBody	typeStatus	collectionKey	verbatimEventDate	verbatimCoordinateSystem	collectionID	lifeStage	organismQuantity	organismQuantityType	recordNumber	bibliographicCitation
1319565903	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:41.822+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118316	1	54	354	9477065	4338615	2118315	2118316	2118316	Ascorhynchus cooki Child, 1987	Ascorhynchus cooki Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus cooki	Ascorhynchus	cooki	SPECIES	ACCEPTED	NE	-59.933	155.45	2988.5	3.5	{}	South Pacific Ocean		1967.0	2.0	10.0	1967-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:15:00.000+00:00	2024-07-02T12:37:41.822+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/36887f385-c80e-4bb2-8c22-14990ff708e7'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=86013'}]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida		[]	[]			NORTH_AMERICA			http://n2t.net/ark:/65665/36887f385-c80e-4bb2-8c22-14990ff708e7	urn:lsid:biocol.org:col:34871		unknown, from legacy			USARP/EL/27/1964/USC	IZ		1319565903		http://n2t.net/ark:/65665/36887f385-c80e-4bb2-8c22-14990ff708e7		USNM 233601	USNM	1964					Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae							MALE	South Pacific Ocean	HOLOTYPE	0174f5b3-da29-4967-b8dc-ce75ed53e35d	10 FEB 1967	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6					
1319996455	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:27.239+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118316	1	54	354	9477065	4338615	2118315	2118316	2118316	Ascorhynchus cooki Child, 1987	Ascorhynchus cooki Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus cooki	Ascorhynchus	cooki	SPECIES	ACCEPTED	NE	-59.933	155.45	2988.5	3.5	{}	South Pacific Ocean		1967.0	2.0	10.0	1967-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:15:00.000+00:00	2024-07-02T12:39:27.239+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37b98e8b5-0c79-4b47-b450-20f2b2b2db35'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida		[]	[]			NORTH_AMERICA			http://n2t.net/ark:/65665/37b98e8b5-0c79-4b47-b450-20f2b2b2db35	urn:lsid:biocol.org:col:34871		unknown, from legacy			USARP/EL/27/1964/USC	IZ		1319996455		http://n2t.net/ark:/65665/37b98e8b5-0c79-4b47-b450-20f2b2b2db35		USNM 233602	USNM	1964					Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae							FEMALE	South Pacific Ocean	PARATYPE	0174f5b3-da29-4967-b8dc-ce75ed53e35d	10 FEB 1967	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6					
1318942861	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:21.858+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118316	1	54	354	9477065	4338615	2118315	2118316	2118316	Ascorhynchus cooki Child, 1987	Ascorhynchus cooki Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus cooki	Ascorhynchus	cooki	SPECIES	ACCEPTED	NE	-41.742	-177.992	2639.0	29.0	{}	South Pacific Ocean, New Zealand		1966.0	5.0	25.0	1966-05-25	145.0	145.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:15:00.000+00:00	2024-07-02T12:37:21.858+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34cf870d7-43ca-4172-b1d3-1d7edc2c1d0a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	NORTH_AMERICA			http://n2t.net/ark:/65665/34cf870d7-43ca-4172-b1d3-1d7edc2c1d0a	urn:lsid:biocol.org:col:34871		unknown, from legacy			USARP/EL/23/1711/USC	IZ		1318942861		http://n2t.net/ark:/65665/34cf870d7-43ca-4172-b1d3-1d7edc2c1d0a		USNM 233603	USNM	1711					Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae							FEMALE	South Pacific Ocean	PARATYPE	0174f5b3-da29-4967-b8dc-ce75ed53e35d	25 MAY 1966	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6					
1320445631	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:15.728+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118316	1	54	354	9477065	4338615	2118315	2118316	2118316	Ascorhynchus cooki Child, 1987	Ascorhynchus cooki Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus cooki	Ascorhynchus	cooki	SPECIES	ACCEPTED	NE	-42.183	175.133	2612.0	0.0	{}	South Pacific Ocean, New Zealand		1966.0	11.0	20.0	1966-11-20	324.0	324.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:15:00.000+00:00	2024-07-02T12:38:15.728+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38f78212a-42cd-428d-824f-5d4fe57e15ce'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	NORTH_AMERICA			http://n2t.net/ark:/65665/38f78212a-42cd-428d-824f-5d4fe57e15ce	urn:lsid:biocol.org:col:34871		unknown, from legacy		South Island, Mernoo Bank	USARP/EL/25/371/SOSC	IZ		1320445631		http://n2t.net/ark:/65665/38f78212a-42cd-428d-824f-5d4fe57e15ce		USNM 233604	USNM	371					Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae								South Pacific Ocean	PARATYPE	0174f5b3-da29-4967-b8dc-ce75ed53e35d	20 NOV 1966	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Juvenile				
318004310	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.254+00:00	124	{}	OCCURRENCE		PRESENT	2118316	1	54	354	9477065	4338615	2118315	2118316	2118316	Ascorhynchus cooki Child, 1987	Ascorhynchus cooki Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus cooki	Ascorhynchus	cooki	SPECIES	ACCEPTED	NE	-36.01	179.2133	2505.0	0.0	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:24.254+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22068'}]	[]	[]	[]		False						WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE										SOMBASE Pycnogonids		318004310				22068	BAS																								
318004311	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.254+00:00	124	{}	OCCURRENCE		PRESENT	2118316	1	54	354	9477065	4338615	2118315	2118316	2118316	Ascorhynchus cooki Child, 1987	Ascorhynchus cooki Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus cooki	Ascorhynchus	cooki	SPECIES	ACCEPTED	NE	-41.2533	167.12	1463.0	0.0	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:24.254+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22069'}]	[]	[]	[]		False						WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE										SOMBASE Pycnogonids		318004311				22069	BAS																								
318004904	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.096+00:00	124	{}	OCCURRENCE		PRESENT	2118316	1	54	354	9477065	4338615	2118315	2118316	2118316	Ascorhynchus cooki Child, 1987	Ascorhynchus cooki Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus cooki	Ascorhynchus	cooki	SPECIES	ACCEPTED	NE	-42.245	175.1433	2524.0	48.0	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:24.096+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34066'}]	[]	[]	[]		False						WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE										SOMBASE Pycnogonids		318004904				34066	BAS																								
4147429604	cb01f1fc-42c4-4267-a5db-475b40ef199b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2023-12-14T07:50:20.096+00:00	2024-01-25T00:29:26.549+00:00	32	"{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:240053', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04776', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'Landing page', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04776', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Image Catalogue', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ascorhynchus cooki'}, {'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:240053', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://ns.adobe.com/exif/1.0/PixelYDimension': '150', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33013002-IN2017-V03-004-115a-Ascorhynchus-cooki.jpg', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/caption': 'Ascorhynchus cooki [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04776"">view details</a>]', 'http://ns.adobe.com/exif/1.0/PixelXDimension': '150', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:Thumbnail', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33013002-IN2017-V03-004-115a-Ascorhynchus-cooki.jpg', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Thumbnail for external use.', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ascorhynchus cooki'}]}"	PRESERVED_SPECIMEN		PRESENT	2118316	1	54	354	9477065	4338615	2118315	2118316	2118316	Ascorhynchus cooki Child, 1987	Ascorhynchus cooki Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus cooki	Ascorhynchus	cooki	SPECIES	ACCEPTED	NE	-41.75967	149.14083	2729.0	0.0	{}									['COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2023-07-11T05:57:33.000+00:00	2024-01-25T00:29:26.549+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:csiro:MIIC:MIIC-04776'}]	"[{'type': 'StillImage', 'format': 'text/html', 'identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04776'}, {'type': 'StillImage', 'format': 'image/jpeg', 'description': 'Ascorhynchus cooki [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04776"">view details</a>]', 'identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33013002-IN2017-V03-004-115a-Ascorhynchus-cooki.jpg'}]"	[]	[]	cd1bb9e8-49b5-4266-8871-a44a992153d5	False		Karen Gowlett-Holmes	Karen Gowlett-Holmes			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			urn:csiro:MIIC:MIIC-04776						IN2017_V03-004	MIIC		4147429604		urn:csiro:MIIC:MIIC-04776		MIIC-04776	CSIRO								200.0	urn:lsid:marinespecies.org:taxname:240053	POINT (149.14083 -41.75967)											1.0	individuals	IN2017_V03_004_115	CSIRO Marine Invertebrate Image Collection (MIIC)
4147429602	cb01f1fc-42c4-4267-a5db-475b40ef199b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2023-12-14T07:50:20.096+00:00	2024-01-25T00:29:26.549+00:00	32	"{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:240053', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04777', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'Landing page', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04777', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Image Catalogue', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ascorhynchus cooki'}, {'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:240053', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://ns.adobe.com/exif/1.0/PixelYDimension': '150', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33013002-IN2017-V03-004-115b-Ascorhynchus-cooki.jpg', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/caption': 'Ascorhynchus cooki [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04777"">view details</a>]', 'http://ns.adobe.com/exif/1.0/PixelXDimension': '150', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:Thumbnail', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33013002-IN2017-V03-004-115b-Ascorhynchus-cooki.jpg', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Thumbnail for external use.', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ascorhynchus cooki'}]}"	PRESERVED_SPECIMEN		PRESENT	2118316	1	54	354	9477065	4338615	2118315	2118316	2118316	Ascorhynchus cooki Child, 1987	Ascorhynchus cooki Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus cooki	Ascorhynchus	cooki	SPECIES	ACCEPTED	NE	-41.75967	149.14083	2729.0	0.0	{}									['COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2023-07-11T05:57:33.000+00:00	2024-01-25T00:29:26.549+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:csiro:MIIC:MIIC-04777'}]	"[{'type': 'StillImage', 'format': 'text/html', 'identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04777'}, {'type': 'StillImage', 'format': 'image/jpeg', 'description': 'Ascorhynchus cooki [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04777"">view details</a>]', 'identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33013002-IN2017-V03-004-115b-Ascorhynchus-cooki.jpg'}]"	[]	[]	cd1bb9e8-49b5-4266-8871-a44a992153d5	False		Karen Gowlett-Holmes	Karen Gowlett-Holmes			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			urn:csiro:MIIC:MIIC-04777						IN2017_V03-004	MIIC		4147429602		urn:csiro:MIIC:MIIC-04777		MIIC-04777	CSIRO								200.0	urn:lsid:marinespecies.org:taxname:240053	POINT (149.14083 -41.75967)											1.0	individuals	IN2017_V03_004_115	CSIRO Marine Invertebrate Image Collection (MIIC)
4147429611	cb01f1fc-42c4-4267-a5db-475b40ef199b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2023-12-14T07:50:20.096+00:00	2024-01-25T00:29:26.551+00:00	32	"{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:240053', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04778', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'Landing page', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04778', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Image Catalogue', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ascorhynchus cooki'}, {'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:240053', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://ns.adobe.com/exif/1.0/PixelYDimension': '150', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33013002-IN2017-V03-004-115c-Ascorhynchus-cooki.jpg', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/caption': 'Ascorhynchus cooki [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04778"">view details</a>]', 'http://ns.adobe.com/exif/1.0/PixelXDimension': '150', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:Thumbnail', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33013002-IN2017-V03-004-115c-Ascorhynchus-cooki.jpg', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Thumbnail for external use.', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ascorhynchus cooki'}]}"	PRESERVED_SPECIMEN		PRESENT	2118316	1	54	354	9477065	4338615	2118315	2118316	2118316	Ascorhynchus cooki Child, 1987	Ascorhynchus cooki Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus cooki	Ascorhynchus	cooki	SPECIES	ACCEPTED	NE	-41.75967	149.14083	2729.0	0.0	{}									['COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2023-07-11T05:57:33.000+00:00	2024-01-25T00:29:26.551+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:csiro:MIIC:MIIC-04778'}]	"[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'Ascorhynchus cooki [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04778"">view details</a>]', 'identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33013002-IN2017-V03-004-115c-Ascorhynchus-cooki.jpg'}, {'type': 'StillImage', 'format': 'text/html', 'identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04778'}]"	[]	[]	cd1bb9e8-49b5-4266-8871-a44a992153d5	False		Karen Gowlett-Holmes	Karen Gowlett-Holmes			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			urn:csiro:MIIC:MIIC-04778						IN2017_V03-004	MIIC		4147429611		urn:csiro:MIIC:MIIC-04778		MIIC-04778	CSIRO								200.0	urn:lsid:marinespecies.org:taxname:240053	POINT (149.14083 -41.75967)											1.0	individuals	IN2017_V03_004_115	CSIRO Marine Invertebrate Image Collection (MIIC)
