key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	higherClassification	collectionID	stateProvince	sex
1318147920	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:06.621+00:00	395	{}	PRESERVED_SPECIMEN	7	PRESENT	2118326	1	54	354	9477065	4338615	2118315	2118326	2118326	Ascorhynchus utinomii Nakamura & Child, 1982	Ascorhynchus utinomii Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	Ascorhynchus	utinomii	SPECIES	ACCEPTED	NE	34.6583	138.944	6.0	1.0	ASIA	{}	North Pacific Ocean	North Pacific Ocean, Japan	1980	6	13	1980-06-13	165	165	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:17:00.000+00:00	2024-07-02T12:37:06.621+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/329cdd6a2-3f54-4405-998d-4331eb743fef'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/329cdd6a2-3f54-4405-998d-4331eb743fef	urn:lsid:biocol.org:col:34871	13 JUN 1980	unknown, from legacy	Honshu Island, Ise, Sagami Bay, Nabeta Bay	Degrees Minutes Seconds	IZ	1318147920	http://n2t.net/ark:/65665/329cdd6a2-3f54-4405-998d-4331eb743fef	USNM 184557	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		
1318154442	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:05.327+00:00	395	{}	PRESERVED_SPECIMEN	10	PRESENT	2118326	1	54	354	9477065	4338615	2118315	2118326	2118326	Ascorhynchus utinomii Nakamura & Child, 1982	Ascorhynchus utinomii Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	Ascorhynchus	utinomii	SPECIES	ACCEPTED	NE			11.0	4.0		{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1971	1	19	1971-01-19	19	19		['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:15:00.000+00:00	2024-07-02T12:39:05.327+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32a184d38-fccd-414f-9085-4974034d8dcc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/32a184d38-fccd-414f-9085-4974034d8dcc	urn:lsid:biocol.org:col:34871	19 JAN 1971		Honshu Island, Sagami Bay,Nabeta Bay		IZ	1318154442	http://n2t.net/ark:/65665/32a184d38-fccd-414f-9085-4974034d8dcc	USNM 183941	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Shizuoka	
1322560107	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:07.428+00:00	395	{}	PRESERVED_SPECIMEN	6	PRESENT	2118326	1	54	354	9477065	4338615	2118315	2118326	2118326	Ascorhynchus utinomii Nakamura & Child, 1982	Ascorhynchus utinomii Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	Ascorhynchus	utinomii	SPECIES	ACCEPTED	NE			11.0	4.0		{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1970	4	7	1970-04-07	97	97		['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:15:00.000+00:00	2024-07-02T12:38:07.428+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ecfff000-55d7-4cfd-b714-308b1ebeb457'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3ecfff000-55d7-4cfd-b714-308b1ebeb457	urn:lsid:biocol.org:col:34871	07 APR 1970		Honshu Island, Sagami Bay,Nabeta Bay		IZ	1322560107	http://n2t.net/ark:/65665/3ecfff000-55d7-4cfd-b714-308b1ebeb457	USNM 183934	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Shizuoka	
1318613482	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:18.662+00:00	395	{}	PRESERVED_SPECIMEN	5	PRESENT	2118326	1	54	354	9477065	4338615	2118315	2118326	2118326	Ascorhynchus utinomii Nakamura & Child, 1982	Ascorhynchus utinomii Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	Ascorhynchus	utinomii	SPECIES	ACCEPTED	NE			11.0	4.0		{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1970	5	21	1970-05-21	141	141		['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:15:00.000+00:00	2024-07-02T12:37:18.662+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33e6928c1-f95d-4b50-bac1-49214e230b19'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/33e6928c1-f95d-4b50-bac1-49214e230b19	urn:lsid:biocol.org:col:34871	21 MAY 1970		Honshu Island, Sagami Bay,Nabeta Bay		IZ	1318613482	http://n2t.net/ark:/65665/33e6928c1-f95d-4b50-bac1-49214e230b19	USNM 183935	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Shizuoka	
1320194519	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:21.427+00:00	395	{}	PRESERVED_SPECIMEN	2	PRESENT	2118326	1	54	354	9477065	4338615	2118315	2118326	2118326	Ascorhynchus utinomii Nakamura & Child, 1982	Ascorhynchus utinomii Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	Ascorhynchus	utinomii	SPECIES	ACCEPTED	NE			11.0	4.0		{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1970	5	23	1970-05-23	143	143		['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:15:00.000+00:00	2024-07-02T12:39:21.427+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38456c25d-f6f9-4b7b-8c9d-ddc739a49ce6'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/38456c25d-f6f9-4b7b-8c9d-ddc739a49ce6	urn:lsid:biocol.org:col:34871	23 MAY 1970		Honshu Island, Sagami Bay,Nabeta Bay		IZ	1320194519	http://n2t.net/ark:/65665/38456c25d-f6f9-4b7b-8c9d-ddc739a49ce6	USNM 183936	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Shizuoka	FEMALE
1321391044	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:16.783+00:00	395	{}	PRESERVED_SPECIMEN	21	PRESENT	2118326	1	54	354	9477065	4338615	2118315	2118326	2118326	Ascorhynchus utinomii Nakamura & Child, 1982	Ascorhynchus utinomii Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	Ascorhynchus	utinomii	SPECIES	ACCEPTED	NE			11.0	4.0		{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1970	6	13	1970-06-13	164	164		['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:15:00.000+00:00	2024-07-02T12:39:16.783+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b9404968-d3f2-4c6d-add9-59fcb658f6dd'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3b9404968-d3f2-4c6d-add9-59fcb658f6dd	urn:lsid:biocol.org:col:34871	13 JUN 1970		Honshu Island, Sagami Bay,Nabeta Bay		IZ	1321391044	http://n2t.net/ark:/65665/3b9404968-d3f2-4c6d-add9-59fcb658f6dd	USNM 183938	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Shizuoka	
1317870790	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:02.433+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2118326	1	54	354	9477065	4338615	2118315	2118326	2118326	Ascorhynchus utinomii Nakamura & Child, 1982	Ascorhynchus utinomii Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	Ascorhynchus	utinomii	SPECIES	ACCEPTED	NE	34.6583	138.944	11.0	4.0	ASIA	{}	North Pacific Ocean	North Pacific Ocean, Japan	1970	7	10	1970-07-10	191	191	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:17:00.000+00:00	2024-07-02T12:37:02.433+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31d8fd934-98b0-4211-b1a9-5feb29fd219a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/31d8fd934-98b0-4211-b1a9-5feb29fd219a	urn:lsid:biocol.org:col:34871	10 JUL 1970	unknown, from legacy	Honshu Island, Ise, Sagami Bay, Nabeta Bay	Degrees Minutes Seconds	IZ	1317870790	http://n2t.net/ark:/65665/31d8fd934-98b0-4211-b1a9-5feb29fd219a	USNM 184555	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		MALE
1319214031	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:23.856+00:00	395	{}	PRESERVED_SPECIMEN	5	PRESENT	2118326	1	54	354	9477065	4338615	2118315	2118326	2118326	Ascorhynchus utinomii Nakamura & Child, 1982	Ascorhynchus utinomii Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	Ascorhynchus	utinomii	SPECIES	ACCEPTED	NE	34.6583	138.944	11.0	4.0	ASIA	{}	North Pacific Ocean	North Pacific Ocean, Japan	1970	7	10	1970-07-10	191	191	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:17:00.000+00:00	2024-07-02T12:37:23.856+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/358fe894d-d849-40ea-b321-744939e22006'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/358fe894d-d849-40ea-b321-744939e22006	urn:lsid:biocol.org:col:34871	10 JUL 1970	unknown, from legacy	Honshu Island, Ise, Sagami Bay, Nabeta Bay	Degrees Minutes Seconds	IZ	1319214031	http://n2t.net/ark:/65665/358fe894d-d849-40ea-b321-744939e22006	USNM 184556	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		
1322878003	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:24.575+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2118326	1	54	354	9477065	4338615	2118315	2118326	2118326	Ascorhynchus utinomii Nakamura & Child, 1982	Ascorhynchus utinomii Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	Ascorhynchus	utinomii	SPECIES	ACCEPTED	NE			11.0	4.0		{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1970	7	10	1970-07-10	191	191		['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:15:00.000+00:00	2024-07-02T12:38:24.575+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3fb1a9223-6ea6-4b5d-bf86-1bfa9169bf8e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3fb1a9223-6ea6-4b5d-bf86-1bfa9169bf8e	urn:lsid:biocol.org:col:34871	10 JUL 1970		Honshu Island, Sagami Bay,Nabeta Bay		IZ	1322878003	http://n2t.net/ark:/65665/3fb1a9223-6ea6-4b5d-bf86-1bfa9169bf8e	USNM 183937	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Shizuoka	MALE
1322911791	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:58.391+00:00	395	{}	PRESERVED_SPECIMEN	42	PRESENT	2118326	1	54	354	9477065	4338615	2118315	2118326	2118326	Ascorhynchus utinomii Nakamura & Child, 1982	Ascorhynchus utinomii Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	Ascorhynchus	utinomii	SPECIES	ACCEPTED	NE			11.0	4.0		{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1970	11	26	1970-11-26	330	330		['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:15:00.000+00:00	2024-07-02T12:39:58.391+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3fc99d1e7-7888-418d-b1a8-9018e22c8bed'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3fc99d1e7-7888-418d-b1a8-9018e22c8bed	urn:lsid:biocol.org:col:34871	26 NOV 1970		Honshu Island, Sagami Bay,Nabeta Bay		IZ	1322911791	http://n2t.net/ark:/65665/3fc99d1e7-7888-418d-b1a8-9018e22c8bed	USNM 183939	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Shizuoka	
