key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	locality	collectionCode	verbatimLocality	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	georeferenceSources	coordinatePrecision	coordinateUncertaintyInMeters	collectionKey	verbatimEventDate	identificationQualifier	otherCatalogNumbers	eventID	acceptedNameUsage	dynamicProperties	locationRemarks	identificationRemarks	nameAccordingTo	typeStatus	references	datasetID	scientificNameID	bibliographicCitation	datasetName	eventRemarks	habitat	associatedSequences	occurrenceRemarks	taxonID	waterBody	recordNumber	parentNameUsageID	organismID	locationID	collectionID
2993026575	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:37.521+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	11215097	1	54	354	9477065	2011	2117979	11215097	11215097	Pallenella reflexa (Stock, 1968)	Pallenella reflexa (Stock, 1968)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenella	Pallenella reflexa	Pallenella	reflexa	SPECIES	ACCEPTED	NE	2015-01-01T00:00:00	-42.18	148.35	9.0	1.0	OCEANIA	Tasmania	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.9_1', 'name': 'Tasmania'}, 'level2': {'gid': 'AUS.9.13_1', 'name': 'Glamorgan/Spring Bay'}}	Australia|Tasmania	2009.0	11.0	24.0	2009-11-24	328.0	328.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2021-01-06T12:40:00.000+00:00	2024-07-02T06:37:37.521+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'c0a4eb39-e179-4bb5-8958-eb251eaa02df'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	Gowlett-Holmes, K.	David Staples - Museums Victoria	Whole|Wet|formalin 10%|ethanol 70%	SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	c0a4eb39-e179-4bb5-8958-eb251eaa02df	urn:lsid:biocol.org:col:34978	ICZN	7000	Forestier Peninsula, South of Deep Glen Bay, Fok Rock	Invertebrates	Forestier Peninsula, South of Deep Glen Bay, Fok Rock	2993026575	en	c0a4eb39-e179-4bb5-8958-eb251eaa02df	PhysicalObject	J59556	NMV	https://biodiversity.org.au/afd/taxa/9f0755bf-9a58-4839-af96-215e46c32691	NMV	Pallenella reflexa	Arthropoda | Cheliceriformes | Pycnogonida | Callipallenidae	Assumed from other EMU data																													
2993026594	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:38.828+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	11215097	1	54	354	9477065	2011	2117979	11215097	11215097	Pallenella reflexa (Stock, 1968)	Pallenella reflexa (Stock, 1968)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenella	Pallenella reflexa	Pallenella	reflexa	SPECIES	ACCEPTED	NE	2015-01-01T00:00:00	-42.18	148.35	11.0	1.0	OCEANIA	Tasmania	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.9_1', 'name': 'Tasmania'}, 'level2': {'gid': 'AUS.9.13_1', 'name': 'Glamorgan/Spring Bay'}}	Australia|Tasmania	2009.0	11.0	22.0	2009-11-22	326.0	326.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2021-01-06T12:40:00.000+00:00	2024-07-02T06:37:38.828+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'd538e877-4a6f-47c2-a9c4-d5fda6278a25'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	Gowlett-Holmes, K.	David Staples - Museums Victoria	Whole|Wet|formalin 10%|ethanol 70%	SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	d538e877-4a6f-47c2-a9c4-d5fda6278a25	urn:lsid:biocol.org:col:34978	ICZN	7000	Forestier Peninsula, Deep Glen Bay, North Wall	Invertebrates	Forestier Peninsula, Deep Glen Bay, North Wall	2993026594	en	d538e877-4a6f-47c2-a9c4-d5fda6278a25	PhysicalObject	J59554	NMV	https://biodiversity.org.au/afd/taxa/9f0755bf-9a58-4839-af96-215e46c32691	NMV	Pallenella reflexa	Arthropoda | Cheliceriformes | Pycnogonida | Callipallenidae	Assumed from other EMU data																													
1633601656	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:36.018+00:00	379	{}	PRESERVED_SPECIMEN		PRESENT		11215097	1	54	354	9477065	2011	2117979	11215097	11215097	Pallenella reflexa (Stock, 1968)	Pallenella reflexa (Stock, 1968)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenella	Pallenella reflexa	Pallenella	reflexa	SPECIES	ACCEPTED	NE		-27.131683	153.478533	24.0	2.0	OCEANIA	Queensland	{}		2005.0	2.0	22.0	2005-02-22	53.0	53.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2022-04-20T00:00:00.000+00:00	2024-07-02T06:30:36.018+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9ced78ce-d6a5-4d02-bd9c-5dec3ea6c59a'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	False		C P Arango	Spirit		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		9ced78ce-d6a5-4d02-bd9c-5dec3ea6c59a			7000	Henderson's Pinnacles, E side of Moreton Island	Arachnids		1633601656		9ced78ce-d6a5-4d02-bd9c-5dec3ea6c59a		S73285	QM	https://biodiversity.org.au/afd/taxa/9f0755bf-9a58-4839-af96-215e46c32691		Pallenella reflexa			0.01667	500.0	d3ab26a1-b655-42b3-ae4c-a04b651f4303	22 Feb 2005	material examined																								
1272747854	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:21.475+00:00	381	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Patullo, Blair', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '255b5503-c28e-4512-b274-03544a79bc3b', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/identifier': 'https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=26523de7-9d1e-4775-a40f-3523cf641a15'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	11215097	1	54	354	9477065	2011	2117979	11215097	11215097	Pallenella reflexa (Stock, 1968)	Pallenella reflexa (Stock, 1968)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenella	Pallenella reflexa	Pallenella	reflexa	SPECIES	ACCEPTED	NE		-38.27	144.7	3.0	0.0	OCEANIA	Victoria	{}	Australia|Victoria	2005.0	3.0	10.0	2005-03-10	69.0	69.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-05-23T09:30:00.000+00:00	2024-07-02T06:37:21.475+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '255b5503-c28e-4512-b274-03544a79bc3b'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Patullo, Blair', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'identifier': 'https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=26523de7-9d1e-4775-a40f-3523cf641a15'}]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False		David Staples - Museums Victoria	Wet|ethanol 70%		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	255b5503-c28e-4512-b274-03544a79bc3b	urn:lsid:biocol.org:col:34978	ICZN	7000	Port Phillip Bay, Popes Eye	Invertebrates	Port Phillip Bay, Popes Eye	1272747854	en	255b5503-c28e-4512-b274-03544a79bc3b	PhysicalObject	J53160	NMV	https://biodiversity.org.au/afd/taxa/9f0755bf-9a58-4839-af96-215e46c32691	NMV	Pallenella reflexa	Arthropoda | Cheliceriformes | Pycnogonida | Callipallenidae																														
1100787717	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:03.039+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	FEMALE	11215097	1	54	354	9477065	2011	2117979	11215097	11215097	Pallenella reflexa (Stock, 1968)	Pallenella reflexa (Stock, 1968)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenella	Pallenella reflexa	Pallenella	reflexa	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-38.98499	148.52666				Victoria	{}		1994.0	8.0	27.0	1994-08-27	239.0	239.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:03.039+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'daf6b009-4b73-4225-b513-f4b25fe982e3'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig		benthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		daf6b009-4b73-4225-b513-f4b25fe982e3			7000		Invertebrates - Marine & Other	Bass Strait, east of Seal Islands	1100787717		daf6b009-4b73-4225-b513-f4b25fe982e3		P.77971	AM	https://biodiversity.org.au/afd/taxa/9f0755bf-9a58-4839-af96-215e46c32691		Pallenella reflexa			1e-05	1000.0				ecatalogue.irn:1253631|urn:catalog:AM:Invertebrates - Marine & Other:P.77971	urn:australianmuseum.net.au:Events:1067339	Spasmopallene reflexa Stock, 1968	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: [SS05/94/60] Australia, Victoria, Bass Strait, east of Seal Islands (38° 59' 06 S, 148° 31' 36 E) 27/08/1994 - 27/08/1994, benthic sled;	ecatalogue.IdeComments: Pseudopallene reflexa;	Stock, 1968																	
4055769512	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:13.274+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2117987	1	54	354	9477065	2011	2117979	11215097	11215097	Pseudopallene reflexa (Stock, 1968)	Pallenella reflexa (Stock, 1968)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenella	Pallenella reflexa	Pseudopallene	reflexa	SPECIES	SYNONYM	NE		-38.78	142.68	72.0				{}		1952.0	12.0	12.0	1952-12-12	347.0	347.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:13.274+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2201'}]	[]	[]	[]		False					WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_2201				Tasman Sea	WoRMS type localities		4055769512		WoRMS Editorial Board:WoRMS type localities:sm_id_2201		sm_id_2201	WoRMS Editorial Board																		HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=2201	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239629	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pseudopallene reflexa</i> (Stock, 1968). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239629												
2012925681	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:16:40.582+00:00	275	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/typeStatus': 'type', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '0', 'http://rs.tdwg.org/dwc/terms/identificationID': '653adc2e-70ec-7628-1d97-ba36884c36f9', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Spasmopallene reflexa Stock, 1968'}, {'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': 'cac8f46a-fc32-3db5-21a4-f67a92c18c19', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pseudopallene reflexa (Stock, 1968)'}]}	PRESERVED_SPECIMEN		PRESENT		2117987	1	54	354	9477065	2011	2117979	11215097	11215097	Pseudopallene reflexa (Stock, 1968)	Pallenella reflexa (Stock, 1968)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenella	Pallenella reflexa	Pseudopallene	reflexa	SPECIES	SYNONYM	NE								{}								[]	2013-06-17T00:00:00.000+00:00	2024-07-21T10:16:40.582+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1d631c90-c1ba-4cf0-b80e-bd31128c8a1c'}]	[]	[]	[]	68fcaba0-61fe-4e78-a460-4f37654d025d	False			various			Pycnogonida		[]	[]			EUROPE		1d631c90-c1ba-4cf0-b80e-bd31128c8a1c	http://grbio.org/cool/mci8-ehqk				IV		2012925681		1d631c90-c1ba-4cf0-b80e-bd31128c8a1c		NHMD110612	NHMD								e4cac6b7-41e4-404d-b9b2-ea507703f671			PYC-000008		Pseudopallene reflexa										Natural History Museum Denmark Invertebrate Zoology	A station used for material with no information about the collecting event or where the information is untrustworthy (in the latter case this should be explained in the collection object remarks).										
1632846342	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:35.678+00:00	382	{}	PRESERVED_SPECIMEN		PRESENT		11215097	1	54	354	9477065	2011	2117979	11215097	11215097	Pallenella reflexa (Stock, 1968)	Pallenella reflexa (Stock, 1968)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenella	Pallenella reflexa	Pallenella	reflexa	SPECIES	ACCEPTED	NE	2005-01-01T00:00:00	-35.369747	136.845917			OCEANIA	South Australia	{}								['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2021-10-19T00:00:00.000+00:00	2024-07-02T07:13:35.678+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '62f66566-86fa-4836-b310-0edbfe93a8f7'}]	[]	[]	[]	5d0174cc-48aa-497e-8751-df708df5ccc5	False	Staples, D.|Laperousaz, T.	D.A.Staples			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		62f66566-86fa-4836-b310-0edbfe93a8f7			7000		Marine Invertebrates	Western Isles	1632846342		62f66566-86fa-4836-b310-0edbfe93a8f7	PhysicalObject	E3418	SAMA	https://biodiversity.org.au/afd/taxa/9f0755bf-9a58-4839-af96-215e46c32691		Pallenella reflexa			1e-06					ecatalogue.irn:617764	urn:emu.sam.sa.gov.au:Event:52630																						
1633604774	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:37.127+00:00	379	{}	PRESERVED_SPECIMEN		PRESENT		11215097	1	54	354	9477065	2011	2117979	11215097	11215097	Pallenella reflexa (Stock, 1968)	Pallenella reflexa (Stock, 1968)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenella	Pallenella reflexa	Pallenella	reflexa	SPECIES	ACCEPTED	NE				7.5	2.5	OCEANIA	Tasmania	{}								['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2023-02-28T00:00:00.000+00:00	2024-07-02T06:30:37.127+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8a50d6ce-ede3-428c-9577-0190f3229e56'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	False	Arango, C.P.	C P Arango	Spirit			Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		8a50d6ce-ede3-428c-9577-0190f3229e56			7000	Eaglehawk Neck	Arachnids		1633604774		8a50d6ce-ede3-428c-9577-0190f3229e56		S92218	QM	https://biodiversity.org.au/afd/taxa/9f0755bf-9a58-4839-af96-215e46c32691		Pallenella reflexa					d3ab26a1-b655-42b3-ae4c-a04b651f4303	Nov 2009	material examined															Marine									
1632847168	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:35.201+00:00	382	{}	PRESERVED_SPECIMEN		PRESENT		11215097	1	54	354	9477065	2011	2117979	11215097	11215097	Pallenella reflexa (Stock, 1968)	Pallenella reflexa (Stock, 1968)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pallenella	Pallenella reflexa	Pallenella	reflexa	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-43.084575	147.967967			OCEANIA	Tasmania	{}								['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2021-10-19T00:00:00.000+00:00	2024-07-02T07:13:35.201+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '91835e83-a33c-4430-b6e5-1be5073b9e34'}]	[]	[]	[]	5d0174cc-48aa-497e-8751-df708df5ccc5	False	Gowlett-Holmes, K.L.|Myors, G.	D.A.Staples			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		91835e83-a33c-4430-b6e5-1be5073b9e34			7000		Marine Invertebrates	off O'Hara Bluff	1632847168		91835e83-a33c-4430-b6e5-1be5073b9e34	PhysicalObject	E4579	SAMA	https://biodiversity.org.au/afd/taxa/9f0755bf-9a58-4839-af96-215e46c32691		Pallenella reflexa			1e-06					ecatalogue.irn:617779	urn:emu.sam.sa.gov.au:Event:52688																						
