key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	verbatimTaxonRank	identifiedBy	preparations	rightsHolder	locality	language	type	individualCount	depth	depthAccuracy	waterBody	higherGeography	typeStatus	modified	collectionKey	datasetName	institutionID	verbatimEventDate	locationID	higherClassification	collectionID	nomenclaturalCode	ownerInstitutionCode	fieldNotes
1100790084	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:56.850+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117358	1	54	354	9477065	6316	2117290	2117358	2117358	Anoplodactylus calliopus Staples, 1982	Anoplodactylus calliopus Staples, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus calliopus	Anoplodactylus	calliopus	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-32.70638	152.23082	1e-05	100.0	OCEANIA	New South Wales	{}	2006.0	3.0	14.0	2006-03-14	73.0	73.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:56.850+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e8358904-30c2-49e7-bfb9-eb8d32cd6a70'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1288687|urn:catalog:AM:Invertebrates - Marine & Other:P.80392	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	airlift on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1116612	e8358904-30c2-49e7-bfb9-eb8d32cd6a70	Anoplodactylus cf. calliopus Staples, 1982	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	north east side of Boondelbah Island, east of Port Stephens	Invertebrates - Marine & Other	1100790084	e8358904-30c2-49e7-bfb9-eb8d32cd6a70	P.80392	ecatalogue.LocCollectionEventLocal: [NSW 3012] Australia, New South Wales, north east side of Boondelbah Island, east of Port Stephens (32° 42' 23 S, 152° 13' 51 E) 14/03/2006 - 14/03/2006, airlift on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Management Port Stephe;	AM	https://biodiversity.org.au/afd/taxa/35aa7e2b-94ce-4831-a08c-b368932e0300	Anoplodactylus calliopus	Staples, 1982	species																							
4141811505	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:05.164+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT		2117358	1	54	354	9477065	6316	2117290	2117358	2117358	Anoplodactylus calliopus Staples, 1982	Anoplodactylus calliopus Staples, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus calliopus	Anoplodactylus	calliopus	SPECIES	ACCEPTED	NE		-12.508	130.88467			OCEANIA	Northern Territory	{}	1994.0	3.0	22.0	1994-03-22	81.0	81.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:38:05.164+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0cb03023-de56-4cf6-ad29-622ef8e84831'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f	False				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		0cb03023-de56-4cf6-ad29-622ef8e84831		7000			Minor Invertebrate	4141811505	0cb03023-de56-4cf6-ad29-622ef8e84831	N000051		MAGNT	https://biodiversity.org.au/afd/taxa/35aa7e2b-94ce-4831-a08c-b368932e0300	Anoplodactylus calliopus			C. Arango	whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	Darwin Harbour	en	PhysicalObject																	
4141815256	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:06.951+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT		2117358	1	54	354	9477065	6316	2117290	2117358	2117358	Anoplodactylus calliopus Staples, 1982	Anoplodactylus calliopus Staples, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus calliopus	Anoplodactylus	calliopus	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-15.612	136.39			OCEANIA	Northern Territory	{}	1992.0	9.0	16.0	1992-09-16	260.0	260.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:38:06.951+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3d5001d2-49b5-4c70-8d6a-3004c2f016d0'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f	False				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		3d5001d2-49b5-4c70-8d6a-3004c2f016d0		7000			Minor Invertebrate	4141815256	3d5001d2-49b5-4c70-8d6a-3004c2f016d0	N000254		MAGNT	https://biodiversity.org.au/afd/taxa/35aa7e2b-94ce-4831-a08c-b368932e0300	Anoplodactylus calliopus			C. Arango	whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	Bing Bong, McArthur River	en	PhysicalObject																	
4141835369	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:11.331+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT		2117358	1	54	354	9477065	6316	2117290	2117358	2117358	Anoplodactylus calliopus Staples, 1982	Anoplodactylus calliopus Staples, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus calliopus	Anoplodactylus	calliopus	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-15.58	136.31767			OCEANIA	Northern Territory	{}	1992.0	9.0	20.0	1992-09-20	264.0	264.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:38:11.331+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c6c5203b-92d5-4d8d-85a9-b6a9e356cb03'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f	False				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		c6c5203b-92d5-4d8d-85a9-b6a9e356cb03		7000			Minor Invertebrate	4141835369	c6c5203b-92d5-4d8d-85a9-b6a9e356cb03	N000246		MAGNT	https://biodiversity.org.au/afd/taxa/35aa7e2b-94ce-4831-a08c-b368932e0300	Anoplodactylus calliopus			C. Arango	whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	Bing Bong, McArthur River	en	PhysicalObject																	
1321126083	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:41.767+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117358	1	54	354	9477065	6316	2117290	2117358	2117358	Anoplodactylus calliopus Staples, 1982	Anoplodactylus calliopus Staples, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus calliopus	Anoplodactylus	calliopus	SPECIES	ACCEPTED	NE						OCEANIA	Queensland	{}	1980.0	3.0		1980-03			['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:41.767+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ad834e8b-4466-464a-8de1-2277d91d5fbb'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	True		Electric Generation Board			Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA		http://n2t.net/ark:/65665/3ad834e8b-4466-464a-8de1-2277d91d5fbb					IZ	1321126083	http://n2t.net/ark:/65665/3ad834e8b-4466-464a-8de1-2277d91d5fbb	USNM 184895		USNM					Staples, D. A.	Alcohol (Ethanol)		Gladstone, Black Harry Creek			1.0	4.5	2.5	South Pacific Ocean	South Pacific Ocean, Australia, Queensland	PARATYPE	2014-10-20T15:19:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	urn:lsid:biocol.org:col:34871	-- MAR 1980	20-10-3	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			
1272747573	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:30.728+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT		2117358	1	54	354	9477065	6316	2117290	2117358	2117358	Anoplodactylus calliopus Staples, 1982	Anoplodactylus calliopus Staples, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus calliopus	Anoplodactylus	calliopus	SPECIES	ACCEPTED	NE	1981-01-01T00:00:00	-23.85	151.27			OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.27_1', 'name': 'Gladstone'}}	1980.0	6.0		1980-06			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:30.728+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '504a1b01-70ee-4dd5-ba49-ad2d519bc9e6'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True		Queensland Electricity Generation Board		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		504a1b01-70ee-4dd5-ba49-ad2d519bc9e6		7000		Gladstone, Calliope River	Invertebrates	1272747573	504a1b01-70ee-4dd5-ba49-ad2d519bc9e6	J5296		NMV	https://biodiversity.org.au/afd/taxa/35aa7e2b-94ce-4831-a08c-b368932e0300	Anoplodactylus calliopus			D A. Staples - Museum Victoria (Sciences)	Wet	Museums Victoria	Gladstone, Calliope River	en	PhysicalObject	7.0	4.0			Australia|Queensland	PARATYPE	2023-03-15T15:51:00.000+00:00			urn:lsid:biocol.org:col:34978			Arthropoda | Chelicerata | Pycnogonida | Phoxichilidiidae		ICZN	NMV	
1319167630	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:22.909+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117358	1	54	354	9477065	6316	2117290	2117358	2117358	Anoplodactylus calliopus Staples, 1982	Anoplodactylus calliopus Staples, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus calliopus	Anoplodactylus	calliopus	SPECIES	ACCEPTED	NE						OCEANIA	Queensland	{}	1980.0	6.0		1980-06			['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:22.909+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/356f1db31-cceb-4669-86eb-062e6a25a7e0'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	True		Electric Generation Board			Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA		http://n2t.net/ark:/65665/356f1db31-cceb-4669-86eb-062e6a25a7e0					IZ	1319167630	http://n2t.net/ark:/65665/356f1db31-cceb-4669-86eb-062e6a25a7e0	USNM 184894		USNM					Staples, D. A.	Alcohol (Ethanol)		Gladstone, Calliope River, At Electrical Plant			1.0	6.0	3.0	South Pacific Ocean	South Pacific Ocean, Australia, Queensland	PARATYPE	2014-10-20T15:19:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	urn:lsid:biocol.org:col:34871	-- JUN 1980	21-11-2	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			
1272747783	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:28.998+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT		2117358	1	54	354	9477065	6316	2117290	2117358	2117358	Anoplodactylus calliopus Staples, 1982	Anoplodactylus calliopus Staples, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus calliopus	Anoplodactylus	calliopus	SPECIES	ACCEPTED	NE	1981-01-01T00:00:00	-23.85	151.27			OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.27_1', 'name': 'Gladstone'}}	1980.0	10.0		1980-10			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:28.998+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '4a3da401-aab7-4091-ada0-9f4f1445e438'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True		Queensland Electricity Generation Board		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		4a3da401-aab7-4091-ada0-9f4f1445e438		7000		Gladstone, Auckland Creek	Invertebrates	1272747783	4a3da401-aab7-4091-ada0-9f4f1445e438	J5298		NMV	https://biodiversity.org.au/afd/taxa/35aa7e2b-94ce-4831-a08c-b368932e0300	Anoplodactylus calliopus			D A. Staples - Museum Victoria (Sciences)	Wet	Museums Victoria	Gladstone, Auckland Creek	en	PhysicalObject	1.0	1.0			Australia|Queensland	PARATYPE	2023-03-15T15:51:00.000+00:00			urn:lsid:biocol.org:col:34978			Arthropoda | Chelicerata | Pycnogonida | Phoxichilidiidae		ICZN	NMV	
2434400016	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:24.709+00:00	393	{}	PRESERVED_SPECIMEN	PRESENT		2117358	1	54	354	9477065	6316	2117290	2117358	2117358	Anoplodactylus calliopus Staples, 1982	Anoplodactylus calliopus Staples, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus calliopus	Anoplodactylus	calliopus	SPECIES	ACCEPTED	NE		-12.083333	131.1			OCEANIA		{}	1979.0	5.0	31.0	1979-05-31	151.0	151.0	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:24.709+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200807@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE		ZMA.PYC.200807@CRS					Chelicerata and Myriapoda	2434400016	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200807	ZMA.PYC.200807							Stock J.H.	WholeOrganism (wet specimen)	Naturalis Biodiversity Center				1.0						2019-03-08T00:00:00.000+00:00			Naturalis Biodiversity Center	31 mei 1979		Animalia|Phoxichilidiidae 		ICZN		
2434399653	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:42.287+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1123/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1123_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1123/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117358	1	54	354	9477065	6316	2117290	2117358	2117358	Anoplodactylus calliopus Staples, 1982	Anoplodactylus calliopus Staples, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus calliopus	Anoplodactylus	calliopus	SPECIES	ACCEPTED	NE								{}	1979.0	5.0	31.0	1979-05-31	151.0	151.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:42.287+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1123@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1123_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1123/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False					Pycnogonida		[]	[]			EUROPE		ZMA.PYC.P.1123@CRS					Chelicerata and Myriapoda	2434399653	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1123	ZMA.PYC.P.1123								WholeOrganism (microscopic slide)	Naturalis Biodiversity Center										2020-04-03T00:00:00.000+00:00			Naturalis Biodiversity Center	31 mei 1979		Animalia		ICZN		
