key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	fieldNotes	county	gbifID	collectionCode	occurrenceID	dateIdentified	references	datasetName	rightsHolder	http://unknown.org/nick	verbatimEventDate	verbatimLocality	taxonID	eventTime	occurrenceRemarks	http://unknown.org/captive	identificationID	institutionKey	vernacularName	locality	lifeStage	organismQuantity	datasetID	samplingProtocol	eventID	municipality	identificationVerificationStatus	nomenclaturalStatus	verbatimSRS	parentNameUsageID	locationID	acceptedNameUsageID	ownerInstitutionCode	accessRights	higherClassification	http://unknown.org/language	footprintWKT	originalNameUsage	nameAccordingTo	networkKeys	depth	collectionKey	fieldNumber	collectionID	depthAccuracy	projectId	waterBody	otherCatalogNumbers	preparations	scientificNameID	institutionID	verbatimIdentification	disposition	locationRemarks	behavior	habitat	verbatimCoordinateSystem	taxonConceptID	http://unknown.org/rightsHolder	http://unknown.org/license	previousIdentifications	identificationQualifier	language	parentEventID	type	verbatimDepth	georeferenceVerificationStatus	recordNumber	informationWithheld	acceptedNameUsage	georeferenceProtocol	namePublishedInYear	originalNameUsageID	taxonRemarks	namePublishedIn	bibliographicCitation	organismQuantityType	identificationRemarks	http://unknown.org/modified	establishmentMeans	degreeOfEstablishment	geologicalContextID	islandGroup	island	georeferenceRemarks	distanceFromCentroidInMeters	higherGeography	dynamicProperties	eventRemarks	nomenclaturalCode	parentNameUsage	materialEntityID	sex	georeferencedBy	georeferencedDate	georeferenceSources	verbatimTaxonRank	typeStatus	associatedReferences	associatedSequences	coordinatePrecision
2924186328	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:28.308+00:00	322	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.052314	1.255391	70.7			EUROPE	England	{}	2014.0	6.0	24.0	2014-06-24	175.0	175.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:28.308+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '005d7b35-ccf4-4ebd-9556-1717291ac3d1'}]	[]	[]	[]	False	Recorders, F. Field		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	005d7b35-ccf4-4ebd-9556-1717291ac3d1					2924186328	MRNE014100000002	554121093								NBNSYS0000173568							Folkestone Pomerania rMCZ Grab Survey Day 5					MRNE014100000007.001		Accepted - considered correct										POLYGON((1.25465 51.05189,1.25465 51.05274,1.25614 51.05274,1.25614 51.05189,1.25465 51.05189))																					NBNSYS0000173568	Natural England									T-MRNE014100000671	OSGB Grid Reference TR282331																																
2925406344	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:28.423+00:00	322	{}	HUMAN_OBSERVATION	60.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.432872	0.724082	70.7			EUROPE	England	{}	2014.0	6.0	11.0	2014-06-11	162.0	162.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:28.423+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0066f07c-eb19-4b59-8427-d240bd59cd60'}]	[]	[]	[]	False	Ltd, A.P.E.M.		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	0066f07c-eb19-4b59-8427-d240bd59cd60					2925406344	MRNE021100000004	554266304								NBNSYS0000173568							Medway MCZ grab survey 11_06_14					MRNE021100000015.024		Accepted - considered correct										POLYGON((0.72334 51.43244,0.72334 51.4333,0.72483 51.4333,0.72483 51.43244,0.72334 51.43244))																			Sublittoral		NBNSYS0000173568	Natural England							Unknown		T-MRNE021100002B7B	OSGB Grid Reference TQ894739																																
2924192112	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:32.947+00:00	322	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	50.992084	1.254023	70.7				England	{}	2014.0	6.0	20.0	2014-06-20	171.0	171.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:32.947+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '08d08b17-9e82-44df-ad95-7781ea6f09a9'}]	[]	[]	[]	False	Recorders, F. Field		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	08d08b17-9e82-44df-ad95-7781ea6f09a9					2924192112	MRNE014100000002	554119665								NBNSYS0000173568							Folkestone Pomerania rMCZ Grab Survey Day 1					MRNE014100000003.012		Accepted - considered correct										POLYGON((1.25328 50.99166,1.25328 50.99251,1.25477 50.99251,1.25477 50.99166,1.25328 50.99166))																			Sublittoral		NBNSYS0000173568	Natural England							Unknown		T-MRNE014100000500	OSGB Grid Reference TR284264																																
2925467136	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:34.108+00:00	322	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.051516	1.283878	70.7				England	{}	2014.0	6.0	21.0	2014-06-21	172.0	172.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:34.108+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '14382bdc-ed2d-41fa-a7d7-4728ac8d75d8'}]	[]	[]	[]	False	Recorders, F. Field		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	14382bdc-ed2d-41fa-a7d7-4728ac8d75d8					2925467136	MRNE014100000002	554066180								NBNSYS0000173568							Folkestone Pomerania rMCZ Grab Survey Day 2					MRNE014100000004.008		Accepted - considered correct										POLYGON((1.28313 51.05109,1.28313 51.05195,1.28462 51.05195,1.28462 51.05109,1.28313 51.05109))																					NBNSYS0000173568	Natural England									T-MRNE0141000007B1	OSGB Grid Reference TR302331																																
2925568678	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:36.090+00:00	322	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.435633	0.721369	70.7			EUROPE	England	{}	2014.0	6.0	11.0	2014-06-11	162.0	162.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:36.090+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '249a596b-6308-43fa-8a74-6c213b70cef6'}]	[]	[]	[]	False	Ltd, A.P.E.M.		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	249a596b-6308-43fa-8a74-6c213b70cef6					2925568678	MRNE021100000004	554291133								NBNSYS0000173568							Medway MCZ grab survey 11_06_14					MRNE021100000015.025		Accepted - considered correct										POLYGON((0.72062 51.4352,0.72062 51.43607,0.72211 51.43607,0.72211 51.4352,0.72062 51.4352))																			Sublittoral		NBNSYS0000173568	Natural England							Unknown		T-MRNE021100002BB3	OSGB Grid Reference TQ892742																																
2925748599	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:44.042+00:00	322	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.048604	1.259412	70.7				England	{}	2014.0	6.0	24.0	2014-06-24	175.0	175.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:44.042+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4fc6dcad-900a-4f40-9371-674f1f5a046a'}]	[]	[]	[]	False	Recorders, F. Field		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	4fc6dcad-900a-4f40-9371-674f1f5a046a					2925748599	MRNE014100000002	554120391								NBNSYS0000173568							Folkestone Pomerania rMCZ Grab Survey Day 5					MRNE014100000007.002		Accepted - considered correct										POLYGON((1.25867 51.04817,1.25867 51.04903,1.26016 51.04903,1.26016 51.04817,1.25867 51.04817))																			Sublittoral		NBNSYS0000173568	Natural England							Unknown		T-MRNE0141000006E5	OSGB Grid Reference TR285327																																
2925827648	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:48.465+00:00	322	{}	HUMAN_OBSERVATION	2.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	50.999287	1.285889	70.7				England	{}	2014.0	6.0	21.0	2014-06-21	172.0	172.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:48.465+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '662f9133-d8a3-490e-9afc-688a5826a564'}]	[]	[]	[]	False	Recorders, F. Field		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	662f9133-d8a3-490e-9afc-688a5826a564					2925827648	MRNE014100000002	554066124								NBNSYS0000173568							Folkestone Pomerania rMCZ Grab Survey Day 2					MRNE014100000004.006		Accepted - considered correct										POLYGON((1.28515 50.99886,1.28515 50.99972,1.28663 50.99972,1.28663 50.99886,1.28515 50.99886))																					NBNSYS0000173568	Natural England									T-MRNE014100000452	OSGB Grid Reference TR306273																																
2924615764	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:42.834+00:00	322	{}	HUMAN_OBSERVATION	10.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.406558	0.695195	70.7			EUROPE	England	{}	2014.0	6.0	10.0	2014-06-10	161.0	161.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:42.834+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '67454ce4-92d2-4daf-a17d-deb87e309ae8'}]	[]	[]	[]	False	Ltd, A.P.E.M.		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	67454ce4-92d2-4daf-a17d-deb87e309ae8					2924615764	MRNE021100000004	554174571								NBNSYS0000173568							Medway MCZ grab survey 10_06_14					MRNE021100000014.003		Accepted - considered correct										POLYGON((0.69445 51.40613,0.69445 51.40699,0.69594 51.40699,0.69594 51.40613,0.69445 51.40613))																			Sublittoral		NBNSYS0000173568	Natural England							Unknown		T-MRNE021100002622	OSGB Grid Reference TQ875709																																
2924616115	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:43.268+00:00	322	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.026635	1.30494	70.7				England	{}	2014.0	6.0	22.0	2014-06-22	173.0	173.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:43.268+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6b7f4469-a90f-4421-888a-e0fd5890989c'}]	[]	[]	[]	False	Recorders, F. Field		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	6b7f4469-a90f-4421-888a-e0fd5890989c					2924616115	MRNE014100000002	554125712								NBNSYS0000173568							Folkestone Pomerania rMCZ Grab Survey Day 3					MRNE014100000005.004		Accepted - considered correct										POLYGON((1.3042 51.02621,1.3042 51.02706,1.30568 51.02706,1.30568 51.02621,1.3042 51.02621))																					NBNSYS0000173568	Natural England									T-MRNE014100000243	OSGB Grid Reference TR318304																																
2925970655	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:44.949+00:00	322	{}	HUMAN_OBSERVATION	2.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.038988	1.281565	70.7				England	{}	2014.0	6.0	21.0	2014-06-21	172.0	172.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:44.949+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '83713177-a3b5-4186-b6fd-1ae26497379f'}]	[]	[]	[]	False	Recorders, F. Field		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	83713177-a3b5-4186-b6fd-1ae26497379f					2925970655	MRNE014100000002	554066485								NBNSYS0000173568							Folkestone Pomerania rMCZ Grab Survey Day 2					MRNE014100000004.002		Accepted - considered correct										POLYGON((1.28082 51.03856,1.28082 51.03942,1.28231 51.03942,1.28231 51.03856,1.28082 51.03856))																					NBNSYS0000173568	Natural England									T-MRNE014100000140	OSGB Grid Reference TR301317																																
2926019438	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:46.448+00:00	322	{}	HUMAN_OBSERVATION	9.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.458313	0.751512	70.7			EUROPE	England	{}	2014.0	6.0	11.0	2014-06-11	162.0	162.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:46.448+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8f6424bd-230b-4d4e-add7-ba65b5e3c3b6'}]	[]	[]	[]	False	Ltd, A.P.E.M.		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	8f6424bd-230b-4d4e-add7-ba65b5e3c3b6					2926019438	MRNE021100000004	554350438								NBNSYS0000173568							Medway MCZ grab survey 11_06_14					MRNE021100000015.001		Accepted - considered correct										POLYGON((0.75077 51.45788,0.75077 51.45874,0.75226 51.45874,0.75226 51.45788,0.75077 51.45788))																			Sublittoral		NBNSYS0000173568	Natural England							Unknown		T-MRNE0211000023F7	OSGB Grid Reference TQ912768																																
2924799073	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:47.239+00:00	322	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.425585	0.689122	70.7			EUROPE	England	{}	2014.0	6.0	10.0	2014-06-10	161.0	161.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:47.239+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9726d8c9-98c6-4019-8298-2731989dfde3'}]	[]	[]	[]	False	Ltd, A.P.E.M.		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	9726d8c9-98c6-4019-8298-2731989dfde3					2924799073	MRNE021100000004	554209893								NBNSYS0000173568							Medway MCZ grab survey 10_06_14					MRNE021100000014.022		Accepted - considered correct										POLYGON((0.68838 51.42515,0.68838 51.42602,0.68987 51.42602,0.68987 51.42515,0.68838 51.42515))																			Sublittoral		NBNSYS0000173568	Natural England							Unknown		T-MRNE0211000028BA	OSGB Grid Reference TQ870730																																
2926075314	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:46.825+00:00	322	{}	HUMAN_OBSERVATION	3.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.407095	0.591688	70.7			EUROPE	England	{}	2014.0	6.0	10.0	2014-06-10	161.0	161.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:46.825+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '98769e38-7fcf-47ab-a64e-c4c00b6a8bbf'}]	[]	[]	[]	False	Ltd, A.P.E.M.		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	98769e38-7fcf-47ab-a64e-c4c00b6a8bbf					2926075314	MRNE021100000004	554186220								NBNSYS0000173568							Medway MCZ grab survey 10_06_14					MRNE021100000014.016		Accepted - considered correct										POLYGON((0.59094 51.40666,0.59094 51.40753,0.59243 51.40753,0.59243 51.40666,0.59094 51.40666))																			Sublittoral		NBNSYS0000173568	Natural England							Unknown		T-MRNE0211000027A2	OSGB Grid Reference TQ803707																																
2926207474	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:49.687+00:00	322	{}	HUMAN_OBSERVATION	202.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.423656	0.733604	70.7			EUROPE	England	{}	2014.0	6.0	10.0	2014-06-10	161.0	161.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:49.687+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'bb2fdc0f-dae7-4f0f-a4bc-99c4955cd8f8'}]	[]	[]	[]	False	Ltd, A.P.E.M.		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	bb2fdc0f-dae7-4f0f-a4bc-99c4955cd8f8					2926207474	MRNE021100000004	554198501								NBNSYS0000173568							Medway MCZ grab survey 10_06_14					MRNE021100000014.005		Accepted - considered correct										POLYGON((0.73286 51.42322,0.73286 51.42409,0.73435 51.42409,0.73435 51.42322,0.73286 51.42322))																			Sublittoral		NBNSYS0000173568	Natural England							Unknown		T-MRNE02110000268F	OSGB Grid Reference TQ901729																																
2924982536	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:49.519+00:00	322	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118434	1	54	354	9477065	6313	2118396	2118434	2118434	Achelia echinata Hodge, 1864	Achelia echinata Hodge, 1864	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia echinata	Achelia	echinata	SPECIES	ACCEPTED	NE	51.45755	0.745707	70.7			EUROPE	England	{}	2014.0	6.0	11.0	2014-06-11	162.0	162.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:49.519+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'bef12f45-bbea-41c7-9eee-cc4e764dba54'}]	[]	[]	[]	False	Ltd, A.P.E.M.		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	bef12f45-bbea-41c7-9eee-cc4e764dba54					2924982536	MRNE021100000004	554264938								NBNSYS0000173568							Medway MCZ grab survey 11_06_14					MRNE021100000015.010		Accepted - considered correct										POLYGON((0.74496 51.45712,0.74496 51.45798,0.74645 51.45798,0.74645 51.45712,0.74496 51.45712))																			Sublittoral		NBNSYS0000173568	Natural England							Unknown		T-MRNE0211000025A1	OSGB Grid Reference TQ908767																																
