key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	gbifID	collectionCode	occurrenceID	taxonID	networkKeys	individualCount	depth	depthAccuracy	modified	collectionKey	fieldNumber	collectionID	sex	dateIdentified	coordinatePrecision	coordinateUncertaintyInMeters	stateProvince	otherCatalogNumbers	samplingProtocol	eventID	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	locationRemarks	taxonConceptID	http://unknown.org/species	nameAccordingTo	recordNumber	occurrenceRemarks	georeferenceSources	verbatimDepth	datasetName	preparations	scientificNameID	locationID	footprintWKT	language	waterBody	institutionID	ownerInstitutionCode	parentEventID	higherGeography	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	higherClassification	rightsHolder	nomenclaturalCode	datasetID	fieldNotes	references	associatedSequences	lifeStage	bibliographicCitation
3924099461	3e0e4ec9-1905-4cae-9691-c0fa79361ac3	2e72d790-2a3f-4cd8-a2e2-428c34ecee47	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T06:27:35.248+00:00	2024-01-24T17:38:25.247+00:00	75	{}	PRESERVED_SPECIMEN	PRESENT	2118510	1	54	354	9477065	6313	2118496	2118510	2118510	Cilunculus sewelli Calman, 1938	Cilunculus sewelli Calman, 1938	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus sewelli	Cilunculus	sewelli	SPECIES	ACCEPTED	NE	-25.1805	35.16967	{}	2009.0	4.0	10.0	2009-04-10	100.0	100.0	HOLOTYPE	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T17:38:25.247+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a02bd865-73e7-47af-a72f-dfb1f9e66bdd'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	J B. Wellls	J B. Wells	WGS84	Pycnogonida	MZ	[]	[]	AFRICA	Mozambique	EUROPE	a02bd865-73e7-47af-a72f-dfb1f9e66bdd	1967.8.4.110	NHMUK	Maputo transect	3924099461	ZOO	a02bd865-73e7-47af-a72f-dfb1f9e66bdd	2118510																																																			
3924094532	3e0e4ec9-1905-4cae-9691-c0fa79361ac3	2e72d790-2a3f-4cd8-a2e2-428c34ecee47	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T06:27:35.248+00:00	2024-01-24T17:38:23.913+00:00	75	{}	PRESERVED_SPECIMEN	PRESENT	2118510	1	54	354	9477065	6313	2118496	2118510	2118510	Cilunculus sewelli Calman, 1938	Cilunculus sewelli Calman, 1938	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus sewelli	Cilunculus	sewelli	SPECIES	ACCEPTED	NE	-24.03433	35.67767	{}	2009.0	4.0	15.0	2009-04-15	105.0	105.0	PARATYPE	['TAXON_MATCH_TAXON_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T17:38:23.913+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f19180cd-d1b5-4567-bf9f-70d1eb010858'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	J B. Wellls	J B. Wells	WGS84	Pycnogonida	MZ	[]	[]	AFRICA	Mozambique	EUROPE	f19180cd-d1b5-4567-bf9f-70d1eb010858	1967.8.4.67	NHMUK	Inhambane transect	3924094532	ZOO	f19180cd-d1b5-4567-bf9f-70d1eb010858	2118510																																																			
3924088908	3e0e4ec9-1905-4cae-9691-c0fa79361ac3	2e72d790-2a3f-4cd8-a2e2-428c34ecee47	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T06:27:35.248+00:00	2024-01-24T17:38:22.375+00:00	75	{}	PRESERVED_SPECIMEN	PRESENT	2118510	1	54	354	9477065	6313	2118496	2118510	2118510	Cilunculus sewelli Calman, 1938	Cilunculus sewelli Calman, 1938	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus sewelli	Cilunculus	sewelli	SPECIES	ACCEPTED	NE	-25.1805	35.16967	{}	2009.0	4.0	10.0	2009-04-10	100.0	100.0	PARATYPE	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T17:38:22.375+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f1a40983-5112-409a-a381-58f30e046b70'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	J B. Wellls	J B. Wells	WGS84	Pycnogonida	MZ	[]	[]	AFRICA	Mozambique	EUROPE	f1a40983-5112-409a-a381-58f30e046b70	1967.8.4.107	NHMUK	Maputo transect	3924088908	ZOO	f1a40983-5112-409a-a381-58f30e046b70	2118510																																																			
442597353	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.493+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1938', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Cilunculus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Calman, 1938', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|75542', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Cilunculus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'sewelli', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25340', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Cilunculus sewelli Calman, 1938'}], 'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Corbari L. & Leprieur S.', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'cc-by-nc-nd', 'http://purl.org/dc/terms/identifier': 'http://mediaphoto.mnhn.fr/media/1415897027058aXQitfjjEqTgbajJ'}]}	PRESERVED_SPECIMEN	PRESENT	2118510	1	54	354	9477065	6313	2118496	2118510	2118510	Cilunculus sewelli Calman, 1938	Cilunculus sewelli Calman, 1938	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus sewelli	Cilunculus	sewelli	SPECIES	ACCEPTED	NE	-25.1805	35.16967	{}	2009.0	4.0	10.0	2009-04-10	100.0	100.0		['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.493+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-602'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Corbari L. & Leprieur S.', 'license': 'http://creativecommons.org/licenses/by-nc-nd/4.0/', 'identifier': 'http://mediaphoto.mnhn.fr/media/1415897027058aXQitfjjEqTgbajJ'}]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	True	Bouchet, Rosado & Strong coll.	Sabroux R.	WGS84	Pycnogonida	ZZ	[]	[]		unknown or invalid	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-602	2011-602	MNHN	Maputo transect	442597353	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-602		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0	200.5	0.5	2015-08-11T16:19:09.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MAINBAZA/CP3133	10.15468/qgvvhd																																											
442597237	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.492+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1938', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Cilunculus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Calman, 1938', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|75543', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Cilunculus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'sewelli', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25340', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Krapp, F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Cilunculus sewelli Calman, 1938'}], 'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Corbari L. & Leprieur S.', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'cc-by-nc-nd', 'http://purl.org/dc/terms/identifier': 'http://mediaphoto.mnhn.fr/media/1415897027794CgZCCqQCmjLFWIPC'}]}	PRESERVED_SPECIMEN	PRESENT	2118510	1	54	354	9477065	6313	2118496	2118510	2118510	Cilunculus sewelli Calman, 1938	Cilunculus sewelli Calman, 1938	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus sewelli	Cilunculus	sewelli	SPECIES	ACCEPTED	NE	-25.1805	35.16967	{}	2009.0	4.0	10.0	2009-04-10	100.0	100.0		['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.492+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-603'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Corbari L. & Leprieur S.', 'license': 'http://creativecommons.org/licenses/by-nc-nd/4.0/', 'identifier': 'http://mediaphoto.mnhn.fr/media/1415897027794CgZCCqQCmjLFWIPC'}]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	True	Bouchet, Rosado & Strong coll.	Krapp, F.	WGS84	Pycnogonida	ZZ	[]	[]		unknown or invalid	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-603	2011-603	MNHN	Maputo transect	442597237	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-603		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0	200.5	0.5	2015-05-07T16:46:22.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MAINBAZA/CP3133	10.15468/qgvvhd																																											
442597473	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.674+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1938', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Cilunculus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Calman, 1938', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|75564', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Cilunculus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'sewelli', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25340', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Krapp, F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Cilunculus sewelli Calman, 1938'}], 'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Corbari L. & Leprieur S.', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'cc-by-nc-nd', 'http://purl.org/dc/terms/identifier': 'http://mediaphoto.mnhn.fr/media/1415854396259443wblz4OvwrVbBJ'}, {'http://purl.org/dc/terms/creator': 'Corbari L. & Leprieur S.', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'cc-by-nc-nd', 'http://purl.org/dc/terms/identifier': 'http://mediaphoto.mnhn.fr/media/1415897043917GMCVYRucW7w1hfKf'}]}	PRESERVED_SPECIMEN	PRESENT	2118510	1	54	354	9477065	6313	2118496	2118510	2118510	Cilunculus sewelli Calman, 1938	Cilunculus sewelli Calman, 1938	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus sewelli	Cilunculus	sewelli	SPECIES	ACCEPTED	NE	-24.03433	35.67767	{}	2009.0	4.0	15.0	2009-04-15	105.0	105.0		['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.674+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-624'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Corbari L. & Leprieur S.', 'license': 'http://creativecommons.org/licenses/by-nc-nd/4.0/', 'identifier': 'http://mediaphoto.mnhn.fr/media/1415854396259443wblz4OvwrVbBJ'}, {'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Corbari L. & Leprieur S.', 'license': 'http://creativecommons.org/licenses/by-nc-nd/4.0/', 'identifier': 'http://mediaphoto.mnhn.fr/media/1415897043917GMCVYRucW7w1hfKf'}]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Bouchet, Rosado & Strong coll.	Krapp, F.	WGS84	Pycnogonida	ZZ	[]	[]		unknown or invalid	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-624	2011-624	MNHN	Inhambane transect	442597473	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-624		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0	266.5	0.5	2015-08-25T12:39:13.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MAINBAZA/CC3161	10.15468/qgvvhd																																											
1100764221	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:12.104+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118510	1	54	354	9477065	6313	2118496	2118510	2118510	Cilunculus sewelli Calman, 1938	Cilunculus sewelli Calman, 1938	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus sewelli	Cilunculus	sewelli	SPECIES	ACCEPTED	NE	-10.54499	144.21333	{}	1988.0	8.0	20.0	1988-08-20	233.0	233.0		['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:12.104+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '396980ff-2c50-4157-92ee-3f52dcf90bd3'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Hutchings, P.A.|Party	Krapp, Dr Franz	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	396980ff-2c50-4157-92ee-3f52dcf90bd3	P.44707	AM		1100764221	Invertebrates - Marine & Other	396980ff-2c50-4157-92ee-3f52dcf90bd3		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']								FEMALE	2005-01-01T00:00:00	1e-05	10000.0	Queensland	ecatalogue.irn:1063720|urn:catalog:AM:Invertebrates - Marine & Other:P.44707	epibenthic sled	urn:australianmuseum.net.au:Events:1055201	Cilunculus sewelli Calman, 1938	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of Cape York	ecatalogue.LocCollectionEventLocal: [FR0688-03] Australia, Queensland, east of Cape York (10° 32' 42 S, 144° 12' 48 E) 20/08/1988 - 20/08/1988, epibenthic sled, Field Collected - Aquatic;	https://biodiversity.org.au/afd/taxa/f835de50-21dc-4e63-bb7b-17684e98a402	Cilunculus sewelli	Calman, 1938																											
1275071353	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:01.760+00:00	111	{}	PRESERVED_SPECIMEN	PRESENT	2118510	1	54	354	9477065	6313	2118496	2118510	2118510	Cilunculus sewelli Calman, 1938	Cilunculus sewelli Calman, 1938	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus sewelli	Cilunculus	sewelli	SPECIES	ACCEPTED	NE	-32.476667	28.98	{}	1979.0	6.0	24.0	1979-06-24T00:00	175.0	175.0		['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T17:25:01.760+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071353'}]	[]	[]	[]		False	RV.Meiring Naude	Child,1983	WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	AFRICA	urn:catalog:IZIKO:SAM-A-19608	SAM-A-19608		32°28,6'S 28°58,8'E	1275071353		urn:catalog:IZIKO:SAM-A-19608			1.0													Heavy Dredge										SM 226	juv	Catalogue	710-775 m																							
4081179366	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.360+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2118510	1	54	354	9477065	6313	2118496	2118510	2118510	Cilunculus sewelli Calman, 1938	Cilunculus sewelli Calman, 1938	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus sewelli	Cilunculus	sewelli	SPECIES	ACCEPTED	NE	-44.6833	174.3483	{}	1979.0	10.0	25.0	1979-10-25	298.0	298.0		['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.360+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5cc4fc40-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False	NZOI		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5cc4fc40-fa36-11e2-96b3-aa6f927c92a3	4961	NIWA Invertebrate Collection		4081179366	NIWA	5cc4fc40-fa36-11e2-96b3-aa6f927c92a3		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		859.0									500.0			Trawl, Agassiz medium														NIWA Invertebrate Collection	Specimen(s), Unknown = 2	urn:lsid:marinespecies.org:taxname:239727	S148	POINT (174.3483 -44.6833)	en																	
4081180744	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.139+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2118510	1	54	354	9477065	6313	2118496	2118510	2118510	Cilunculus sewelli Calman, 1938	Cilunculus sewelli Calman, 1938	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus sewelli	Cilunculus	sewelli	SPECIES	ACCEPTED	NE	-43.5933	175.9633	{}	1979.0	10.0	21.0	1979-10-21	294.0	294.0		['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.139+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5ce0d0e6-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False	NZOI		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5ce0d0e6-fa36-11e2-96b3-aa6f927c92a3	4962	NIWA Invertebrate Collection		4081180744	NIWA	5ce0d0e6-fa36-11e2-96b3-aa6f927c92a3		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		355.0						FEMALE			500.0			Trawl, Manihiki														NIWA Invertebrate Collection	Specimen(s), Unknown = 1	urn:lsid:marinespecies.org:taxname:239727	S131	POINT (175.9633 -43.5933)	en																	
