key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locationID	footprintWKT	locality	gbifID	language	collectionCode	occurrenceID	georeferenceSources	sex	continent	organismQuantity	organismQuantityType	datasetID	recordNumber	eventID	verbatimEventDate	http://unknown.org/taxonRankID	dynamicProperties	taxonID	taxonConceptID	identificationQualifier	http://unknown.org/species	waterBody	modified	fieldNumber	occurrenceRemarks	associatedSequences	institutionKey	collectionKey	institutionID	eventRemarks	parentNameUsageID	organismID	collectionID	otherCatalogNumbers	islandGroup	island	verbatimLocality	locationRemarks	individualCount	verbatimDepth	ownerInstitutionCode	parentEventID	higherGeography	georeferenceProtocol	verbatimCoordinateSystem	higherClassification	coordinatePrecision	acceptedNameUsage	nameAccordingTo	typeStatus	bibliographicCitation	references	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	http://unknown.org/language	stateProvince
4081155505	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.212+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-76.193056	176.296111	100.0	447.0	0.0	{}	2008.0	2.0	17.0	2008-02-17	48.0	48.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.212+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f2785e8-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	NIWA Invertebrate Collection	IPY CAML	Arango, Claudia	Subsample(s), DNA subsample = 1; Specimen(s), Ethanol - no formalin = 1	Trawl, Fish, Bottom	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5f2785e8-fa36-11e2-96b3-aa6f927c92a3	36817	urn:lsid:marinespecies.org:taxname:173225	NIWA Invertebrate Collection	TAN0802/94	LINESTRING (176.2961111 -76.1930556, 176.2438889 -76.205)	Site C4, shelf, western Ross Sea	4081155505	en	NIWA	5f2785e8-fa36-11e2-96b3-aa6f927c92a3	GPS																																																				
3466772866	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:21.018+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE				447.0	0.0	{}	2008.0	2.0	17.0	2008-02-17	48.0	48.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:21.018+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6f4080da-75d3-417f-82e8-c162f3cbf73f'}]	[]	[]	[]	True			C. Arango	ETOH - No Formalin	TF - Trawl, fish, bottom		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	6f4080da-75d3-417f-82e8-c162f3cbf73f	36817	urn:lsid:marinespecies.org:taxname:173225			LINESTRING (176.2961111 -76.1930556, 176.2438889 -76.205)		3466772866			6f4080da-75d3-417f-82e8-c162f3cbf73f		MALE	ANTARCTICA	1.0	Individuals	ASAC_3010_0045	NIWA.0045	SampleStation_ TAN0802/94	2/17/2008	7000	{materialSampleID:1DNA}	173225	https://biodiversity.org.au/afd/taxa/f6573e90-1e15-41d0-9b70-a813d1351c2f	Species	Colossendeis wilsoni																																						
1426811286	081facf0-b768-41ad-b692-3b30a1bcbb1b	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-05-29T01:32:01.002+00:00	2024-01-24T15:46:48.004+00:00	270	{}	HUMAN_OBSERVATION	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-76.193056	176.296111	10.0	447.0	0.0	{}	2008.0	2.0	17.0	2008-02-17T20:16	48.0	48.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T15:46:48.004+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '847'}]	[]	[]	[]	True					GearType=Trawl, fish, bottom	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	847	IPY TAN0802/94 Colossendeis wilsoni	urn:lsid:marinespecies.org:taxname:173225	National Institute of Water and Atomspheric Reseach (NZ)		LINESTRING (176.2961111111 -76.1930555556, 176.2438888889 -76.205)	Site C4, shelf, western Ross Sea	1426811286		International Polar Year-CAML New Zealand	847																Southern Ocean	2012-08-21T00:00:00.000+00:00	TAN0802/94	GearType=Trawl, fish, bottom																																		
2382900099	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:17.090+00:00	159	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-76.1931	176.296005		447.0		{}	2008.0	2.0	17.0	2008-02-17	48.0	48.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:17.090+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12075'}]	[]	[]	[]	True	Ocean Genome Legacy Collection		Claudia Arango		ND	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	OGL_MSC_NortheasternUniversity_S12075	S12075	urn:lsid:marinespecies.org:taxname:173225	OGL	CL02488			2382900099		OGL	OGL_MSC_NortheasternUniversity_S12075						OGL_MSC_NortheasternUniversity	36817; 1607	CE01716				T02258				Ross Sea				BOLD ID: 36817	8c116cac-9394-4c4e-be14-06184bdc62bd	0f00dede-1a1f-49e5-ae69-2bc40db635c5	8c116cac-9394-4c4e-be14-06184bdc62bd	Collection Event Notes: Collector name listed as R/VTANGAROA	134586	S12075	0f00dede-1a1f-49e5-ae69-2bc40db635c5																										
3342778301	4655f1f3-60a5-4346-a343-84f5836a4585	34cc6c50-812c-11de-86fe-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-04-11T18:22:06.813+00:00	2024-04-11T18:22:25.439+00:00	219	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-62.808333	-60.725		203.0		{}	2004.0	12.0	7.0	2004-12-07	342.0	342.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_COORDINATE_MISMATCH', 'AMBIGUOUS_INSTITUTION']	2024-04-11T18:22:25.439+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3e3576c4-817f-4b0b-9353-934155670e41'}]	[]	[]	[]	False	Auburn University Museum of Natural History Invertebrate (non-mollusk) Collection	Halanych, K.M.	Arango, Claudia	1 - 95% EtOH		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	3e3576c4-817f-4b0b-9353-934155670e41	46258		AUM			Between Deception and Livingston Islands	3342778301		AUM Invertebrate (non-mollusk)	3e3576c4-817f-4b0b-9353-934155670e41							Ch49.2E										2022-10-04T13:17:57.000+00:00	59										SJ0283	South Shetland Islands	Deception Island	Between Deception and Livingston Islands - Station 59 - 203m																						
2382898446	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:49.423+00:00	159	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-57.676998	-26.424		301.0		{}	2002.0	4.0	15.0	2002-04-15	105.0	105.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:49.423+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S09409'}]	[]	[]	[]	False	Ocean Genome Legacy Collection	Katrin Linse	Katrin Linse		ND	WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	NORTH_AMERICA	OGL_MSC_NortheasternUniversity_S09409	S09409	urn:lsid:marinespecies.org:taxname:173225	OGL	CL01677		Montagu Island	2382898446		OGL	OGL_MSC_NortheasternUniversity_S09409						OGL_MSC_NortheasternUniversity	02-651-2	CE01996				T02258				Scotia Sea				BOLD ID: 02-651-2	8c116cac-9394-4c4e-be14-06184bdc62bd	0f00dede-1a1f-49e5-ae69-2bc40db635c5	8c116cac-9394-4c4e-be14-06184bdc62bd	Contact Person: Linse, Katrin	134586	S09409	0f00dede-1a1f-49e5-ae69-2bc40db635c5			Scotia Island		FAO-48																					
2382899513	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:49.333+00:00	159	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-57.676998	-26.424		301.0		{}	2002.0	4.0	15.0	2002-04-15	105.0	105.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:49.333+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S09410'}]	[]	[]	[]	False	Ocean Genome Legacy Collection	Katrin Linse	Katrin Linse		ND	WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	NORTH_AMERICA	OGL_MSC_NortheasternUniversity_S09410	S09410	urn:lsid:marinespecies.org:taxname:173225	OGL	CL01677		Montagu Island	2382899513		OGL	OGL_MSC_NortheasternUniversity_S09410						OGL_MSC_NortheasternUniversity	02-651-3	CE01996				T02258				Scotia Sea				BOLD ID: 02-651-3	8c116cac-9394-4c4e-be14-06184bdc62bd	0f00dede-1a1f-49e5-ae69-2bc40db635c5	8c116cac-9394-4c4e-be14-06184bdc62bd	Contact Person: Linse, Katrin	134586	S09410	0f00dede-1a1f-49e5-ae69-2bc40db635c5			Scotia Island		FAO-48																					
4444205718	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.880+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-71.125	-11.463333				{}	2000.0	4.0	5.0	2000-04-05	96.0	96.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.880+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '257fbf83-4d38-4fd7-8bab-e9e139fa8a0a'}]	[]	[]	[]	False		RV Polarstern	Turpaeva, Elena	EtOH 75%	srnall Dredge	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	257fbf83-4d38-4fd7-8bab-e9e139fa8a0a	INV0003154		IORAS			north of Kapp Norvegia, Antarctica	4444205718		OBFc	257fbf83-4d38-4fd7-8bab-e9e139fa8a0a								RV Polarstern_cruise ANTXVII/3_st.111-9								Atlantic Ocean		111-9			51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86				fd699988-ab5d-4737-9443-9085cea191d2						2.0	62.0 - 145.0 m	IORAS	cruise ANTXVII/3																	
4444205793	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.172+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-71.124167	-11.460667				{}	2000.0	4.0	5.0	2000-04-05	96.0	96.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.172+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '6cd3539e-9853-4d0a-9b4f-619dcb300612'}]	[]	[]	[]	False		RV Polarstern	Turpaeva, Elena	EtOH 75%	srnall Dredge	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	6cd3539e-9853-4d0a-9b4f-619dcb300612	INV0003163		IORAS			Antarctica	4444205793		OBFc	6cd3539e-9853-4d0a-9b4f-619dcb300612								RV Polarstern_cruise ANTXVII/3_st.111-16								Atlantic Ocean		111-16			51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86				fd699988-ab5d-4737-9443-9085cea191d2						1.0	80.0 m	IORAS	cruise ANTXVII/3																	
4444205936	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.945+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-70.836667	-13.59				{}	2000.0	4.0	10.0	2000-04-10	101.0	101.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.945+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'ba475cc9-f80d-47a2-89cc-32445710d405'}]	[]	[]	[]	False		RV Polarstern	Turpaeva, Elena	EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	ba475cc9-f80d-47a2-89cc-32445710d405	INV0003160		IORAS			Antarctica	4444205936		OBFc	ba475cc9-f80d-47a2-89cc-32445710d405								RV Polarstern_cruise ANTXVII/3_st.136-1								Weddell Sea		136-1			51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86				fd699988-ab5d-4737-9443-9085cea191d2						2.0	271.0 - 251.0 m	IORAS	cruise ANTXVII/3																	
