key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locationID	footprintWKT	locality	gbifID	language	collectionCode	occurrenceID	georeferenceSources	sex	continent	organismQuantity	organismQuantityType	datasetID	recordNumber	eventID	verbatimEventDate	http://unknown.org/taxonRankID	dynamicProperties	taxonID	taxonConceptID	identificationQualifier	http://unknown.org/species	waterBody	modified	fieldNumber	occurrenceRemarks	associatedSequences	institutionKey	collectionKey	institutionID	eventRemarks	parentNameUsageID	organismID	collectionID	otherCatalogNumbers	islandGroup	island	verbatimLocality	locationRemarks	individualCount	verbatimDepth	ownerInstitutionCode	parentEventID	higherGeography	georeferenceProtocol	verbatimCoordinateSystem	higherClassification	coordinatePrecision	acceptedNameUsage	nameAccordingTo	typeStatus	bibliographicCitation	references	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	http://unknown.org/language	stateProvince
1320377806	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:06.102+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-75.058	-176.617		802.0	6.0	{}	1968.0	1.0	16.0	1968-01-16	16.0	16.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:06.102+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38c794789-778a-4bb2-bc1c-b072a845d979'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=90997'}]	[]	[]	False	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/38c794789-778a-4bb2-bc1c-b072a845d979	USNM 1123309		USNM	2026			1320377806		IZ	http://n2t.net/ark:/65665/38c794789-778a-4bb2-bc1c-b072a845d979									16 JAN 1968							Antarctic Ocean, Ross Sea	2013-01-11T15:45:00.000+00:00	USARP/EL/32/2026/USC			586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	urn:lsid:biocol.org:col:34871				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6						2.0				Antarctic Ocean, Ross Sea, Antarctica	unknown, from legacy	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae													
1321687958	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:15.813+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-72.008	172.508		525.5	2.5	{}	1968.0	1.0	10.0	1968-01-10	10.0	10.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:15.813+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c65f0652-aadf-43fe-9de7-9389e400b3e8'}]	[]	[]	[]	False	NMNH Extant Biology	University of Southern California	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3c65f0652-aadf-43fe-9de7-9389e400b3e8	USNM 141997		USNM	1997		Victoria Land	1321687958		IZ	http://n2t.net/ark:/65665/3c65f0652-aadf-43fe-9de7-9389e400b3e8		FEMALE							10 JAN 1968							Antarctic Ocean, Ross Sea	2013-04-04T16:40:00.000+00:00	USARP/EL/32/1997/USC			586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	urn:lsid:biocol.org:col:34871				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6						1.0				Antarctic Ocean, Ross Sea, Antarctica	unknown, from legacy	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae													
4081097333	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.908+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-74.5	179.6667	500.0	268.0	33.0	{}	1959.0	1.0	15.0	1959-01-15	15.0	15.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.908+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f0f834e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NZOI		Specimen(s), Unknown = 2	Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5f0f834e-fa36-11e2-96b3-aa6f927c92a3	6695	urn:lsid:marinespecies.org:taxname:173225	NIWA Invertebrate Collection	A456	POINT (179.6667 -74.5)		4081097333	en	NIWA	5f0f834e-fa36-11e2-96b3-aa6f927c92a3																																																					
1318841467	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:11.011+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-72.2867	170.322		36.0	0.0	{}	1958.0	1.0	11.0	1958-01-11	11.0	11.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:11.011+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3487a0e57-f11c-4383-a23e-c5af25dff762'}]	[]	[]	[]	False	NMNH Extant Biology	L. Wilson	Fry, W. G.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3487a0e57-f11c-4383-a23e-c5af25dff762	USNM 120216		USNM	22A		Victoria Land, Moubray Bay, Near Hallett Station	1318841467		IZ	http://n2t.net/ark:/65665/3487a0e57-f11c-4383-a23e-c5af25dff762		FEMALE							11 JAN 1958							Antarctic Ocean, Ross Sea	2016-06-27T09:30:00.000+00:00				586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	urn:lsid:biocol.org:col:34871				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6						1.0				Antarctic Ocean, Ross Sea, Antarctica	unknown, from legacy	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae													
1427443024	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:17:58.476+00:00	259	{}	HUMAN_OBSERVATION	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-61.425	-53.7667	1000.0	342.0	0.0	{}	1927.0	2.0	23.0	1927-02-23	54.0	54.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-29T08:17:58.476+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '4084'}]	[]	[]	[]	False	Discovery Expedition Biological Reports				Large dredge, heavy pattern, 1.2m in length	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	4084	Stn 170 Colossendeis wilsoni	urn:lsid:marinespecies.org:taxname:173225	NIWA		POINT (-53.7667 -61.4250)	off Cape Bowles, Clarence Island	1427443024	en	Discovery Reports	4084								1								Southern Ocean	2019-03-15T00:00:00.000+00:00	Stn 170	Large dredge, heavy pattern, 1.2m in length																																		
1100746535	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:37.975+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-66.533	141.616				{}	1913.0	12.0	31.0	1913-12-31	365.0	365.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:37.975+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '823616f9-1218-4e86-9369-3426a28fa351'}]	[]	[]	[]	False		Australasian Antarctic Expedition	Gordon, Isabella			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	823616f9-1218-4e86-9369-3426a28fa351	P.11095		AM				1100746535		Invertebrates - Marine & Other	823616f9-1218-4e86-9369-3426a28fa351		FEMALE						urn:australianmuseum.net.au:Events:1050759		7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/12}		https://biodiversity.org.au/afd/taxa/f6573e90-1e15-41d0-9b70-a813d1351c2f		Colossendeis wilsoni						9cfe8cbf-35ff-4d93-b932-cb05d91b7922							ecatalogue.irn:1097263|urn:catalog:AM:Invertebrates - Marine & Other:P.11095			Commonwealth Bay, Adelie Land, Australian Antarctic Territory	ecatalogue.LocCollectionEventLocal: [AAE 3] Commonwealth Bay, Adelie Land, Australian Antarctic Territory (66° 32' S, 141° 37' E) 31/12/1913 - 31/12/1913, Australasian Antarctic Expedition 1911-14;									0.001	Colossendeis wilsoni Calman, 1915	Calman, 1915										
2005435637	f2ab6184-eff7-4069-a9bb-e4f366aeefff	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-05-29T01:32:00.598+00:00	2024-01-25T02:24:12.594+00:00	274	{}	HUMAN_OBSERVATION	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-71.3083	170.1	500.0	87.0	5.0	{}	1912.0	1.0	3.0	1912-01-03	3.0	3.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T02:24:12.594+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:NIWA:TerraNovaExp:449'}]	[]	[]	[]	True	British Antarctic (Terra Nova) Expedition Zoology				GearType=Agassiz trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	urn:NIWA:TerraNovaExp:449	TN Stn. 220 Colossendeis wilsoni	urn:lsid:marinespecies.org:taxname:173225	TN		POINT (170.1000 -71.3083)	off Cape Adare, mouth of Robertson's Bay	2005435637	en	MBIS Terra Nova Expedition	urn:NIWA:TerraNovaExp:449		FEMALE	ANTARCTICA					220			SurfaceTemperatureInC=-0.5					Southern Ocean	2014-08-10T00:00:00.000+00:00	Stn. 220	SurfaceTemperatureInC=-0.5. GearType=Agassiz trawl														1.0											HOLOTYPE	Colossendeis wilsoni (MBIS Terra Nova Expedition urn:NIWA:TerraNovaExp:449)								
4055769608	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:14.241+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-71.28	170.23		86.5	4.5	{}	1912.0	1.0	3.0	1912-01-03	3.0	3.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:12:14.241+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_950'}]	[]	[]	[]	True						WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_950	sm_id_950	urn:lsid:marinespecies.org:taxname:173225	WoRMS Editorial Board			Ross Sea	4055769608		WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_950						https://marineinfo.org/id/dataset/5184											2007-06-20T15:52:33.000+00:00																											HOLOTYPE	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Colossendeis wilsoni</i> Calman, 1915. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173225	http://www.marinespecies.org/aphia.php?p=specdetails&id=950							
1056434193	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:58.156+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 98', 'http://purl.org/dc/terms/created': '1187778117000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/486cd005-166c-43cb-bde4-6262543a5a9b'}]}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE						{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:58.156+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1205713'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 98', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/486cd005-166c-43cb-bde4-6262543a5a9b'}]	[]	[]	True							Pycnogonida		[]	[]			EUROPE	1205713	1915.7.24.28		NHMUK				1056434193		ZOO	687b6037-0612-45b7-97cb-ffe281a20f12											"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014491462"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1294412188000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Colossendeis wilsoni Calman, 1915"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Terra Nova Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056434193"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Terra Nova""}"							220			1d808a7c-1f9e-4379-9616-edb749ecf10e							NHMUK:ecatalogue:1205713												Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Colossendeidae				HOLOTYPE									
1056286498	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:54.029+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 218', 'http://purl.org/dc/terms/created': '1187778642000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/0f66e5a8-3352-441b-acb8-645e29bac9b9'}]}	PRESERVED_SPECIMEN	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE						{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:54.029+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1215958'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 218', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/0f66e5a8-3352-441b-acb8-645e29bac9b9'}]	[]	[]	False							Pycnogonida		[]	[]			EUROPE	1215958	1933.3.23.49		NHMUK				1056286498		ZOO	ae6a1e83-3570-48f8-a3bf-b8eea2044ae2											"{""associatedMediaCount"": 1, ""barcode"": ""011002459"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295355462000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Colossendeis wilsoni Calman, 1915"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition, 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056286498"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"							170			1d808a7c-1f9e-4379-9616-edb749ecf10e							NHMUK:ecatalogue:1215958												Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Colossendeidae													
3935132630	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:37.600+00:00	10	{}	HUMAN_OBSERVATION	PRESENT	2117541	1	54	354	9477065	2012	2117538	2117541	2117541	Colossendeis wilsoni Calman, 1915	Colossendeis wilsoni Calman, 1915	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis wilsoni	Colossendeis	wilsoni	SPECIES	ACCEPTED	NE	-71.7127	122.67314	774607.0			{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['COUNTRY_COORDINATE_MISMATCH', 'COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:11:37.600+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '67e0de65-f70c-47d1-b601-134cafbcb807'}]	[]	[]	[]	False						WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	67e0de65-f70c-47d1-b601-134cafbcb807							3935132630			67e0de65-f70c-47d1-b601-134cafbcb807			ANTARCTICA			D2B0CE86-7C29-1275-E053-5514A8C0FBF9		67e0de65-f70c-47d1-b601-134cafbcb807				843237																															Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.				Colossendeis wilsoni Calman, 1915	TAAF : Terre-Adélie	TaxREF	Probable	Pantopoda		
