key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	samplingProtocol	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	recordNumber	identifier	catalogNumber	locality	gbifID	occurrenceID	verbatimDepth	decimalLatitude	decimalLongitude	continent	geodeticDatum	countryCode	gbifRegion	country	eventID	networkKeys	depth	modified	institutionKey	collectionKey	institutionCode	fieldNumber	collectionCode	collectionID	depthAccuracy	verbatimLocality	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	sex	typeStatus	otherCatalogNumbers	dynamicProperties	references	datasetID	scientificNameID	bibliographicCitation	coordinateUncertaintyInMeters	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	http://unknown.org/language	distanceFromCentroidInMeters
1275078242	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.689+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117920	1	54	354	9477065	6314	2117918	2117920	2117920	Austrodecus goughense Stock, 1957	Austrodecus goughense Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus goughense	Austrodecus	goughense	SPECIES	ACCEPTED	NE	{}	1989.0	4.0	23.0	1989-04-23T00:00	113.0	113.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.689+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078242'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 54 W.1	urn:catalog:IZIKO:SAM-A-40561	SAM-A-40561	Marion and Prince Edward Islands	1275078242	urn:catalog:IZIKO:SAM-A-40561	70-135 m																																											
1275078278	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.534+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117920	1	54	354	9477065	6314	2117918	2117920	2117920	Austrodecus goughense Stock, 1957	Austrodecus goughense Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus goughense	Austrodecus	goughense	SPECIES	ACCEPTED	NE	{}	1989.0	4.0	23.0	1989-04-23T00:00	113.0	113.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.534+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078278'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 55 N	urn:catalog:IZIKO:SAM-A-40562	SAM-A-40562	Marion and Prince Edward Islands	1275078278	urn:catalog:IZIKO:SAM-A-40562	42-47 m																																											
1836933004	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:42.950+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117920	1	54	354	9477065	6314	2117918	2117920	2117920	Austrodecus goughense Stock, 1957	Austrodecus goughense Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus goughense	Austrodecus	goughense	SPECIES	ACCEPTED	NE	{}	1989.0	4.0	23.0	1989-04-23	113.0	113.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:42.950+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12195'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12195		Marion & Prince Edward Islands; 46� 54.92' S 37� 35' E	1836933004	urn:catalog:FBIP:IZIKO:12195		-46.9153	37.5833	ANTARCTICA	WGS84	ZA	AFRICA	South Africa	MAD 54W1																																			
1836932998	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:40.807+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117920	1	54	354	9477065	6314	2117918	2117920	2117920	Austrodecus goughense Stock, 1957	Austrodecus goughense Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus goughense	Austrodecus	goughense	SPECIES	ACCEPTED	NE	{}	1989.0	4.0	28.0	1989-04-28	118.0	118.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:40.807+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12206'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12206		Marion & Prince Edward  Islands; 46� 55.08' S 37� 35.2' E	1836932998	urn:catalog:FBIP:IZIKO:12206		-46.918	37.5867	ANTARCTICA	WGS84	ZA	AFRICA	South Africa	MAD 55 N																																			
1275078231	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.690+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117920	1	54	354	9477065	6314	2117918	2117920	2117920	Austrodecus goughense Stock, 1957	Austrodecus goughense Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus goughense	Austrodecus	goughense	SPECIES	ACCEPTED	NE	{}	1985.0	4.0	18.0	1985-04-18T00:00	108.0	108.0	['TAXON_MATCH_HIGHERRANK', 'OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.690+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078231'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 14 VV.1	urn:catalog:IZIKO:SAM-A-40559	SAM-A-40559	Marion and Prince Edward Islands	1275078231	urn:catalog:IZIKO:SAM-A-40559	80-90 m																																											
1275078256	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.523+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117920	1	54	354	9477065	6314	2117918	2117920	2117920	Austrodecus goughense Stock, 1957	Austrodecus goughense Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus goughense	Austrodecus	goughense	SPECIES	ACCEPTED	NE	{}	1985.0	4.0	21.0	1985-04-21T00:00	111.0	111.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.523+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078256'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 15 XX.1	urn:catalog:IZIKO:SAM-A-40560	SAM-A-40560	Marion and Prince Edward Islands	1275078256	urn:catalog:IZIKO:SAM-A-40560	48-50 m																																											
1836933052	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:42.951+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117920	1	54	354	9477065	6314	2117918	2117920	2117920	Austrodecus goughense Stock, 1957	Austrodecus goughense Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus goughense	Austrodecus	goughense	SPECIES	ACCEPTED	NE	{}	1985.0	4.0	21.0	1985-04-21	111.0	111.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:42.951+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12194'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12194		Marion & Prince Edward Islands; 46� 35' S 37� 56' E	1836933052	urn:catalog:FBIP:IZIKO:12194		-46.5833	37.9333	ANTARCTICA	WGS84	ZA	AFRICA	South Africa	MAD15 xx1																																			
1019678246	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:41.178+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1957', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austrodecus;Austrodecidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1957', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|218873', 'http://rs.tdwg.org/dwc/terms/family': 'Austrodecidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austrodecus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'goughense', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25202', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austrodecus goughense Stock, 1957'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2117920	1	54	354	9477065	6314	2117918	2117920	2117920	Austrodecus goughense Stock, 1957	Austrodecus goughense Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus goughense	Austrodecus	goughense	SPECIES	ACCEPTED	NE	{}	1976.0	3.0	26.0	1976-03-26	86.0	86.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:41.178+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4759'}]	[]	[]	[]	False		Arnaud F.		Pycnogonida	[]	[]	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4759	2009-4759	NE	1019678246	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4759		-46.881668	37.881668	ANTARCTICA	WGS84	ZA	AFRICA	South Africa		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	50.0	2016-06-29T17:14:56.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MNHN	MD08 (BENTHOS)/21-DC117	IU	10.15468/qgvvhd																										
1019678280	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:41.174+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1957', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austrodecus;Austrodecidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1957', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|218874', 'http://rs.tdwg.org/dwc/terms/family': 'Austrodecidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austrodecus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'goughense', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25202', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austrodecus goughense Stock, 1957'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2117920	1	54	354	9477065	6314	2117918	2117920	2117920	Austrodecus goughense Stock, 1957	Austrodecus goughense Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus goughense	Austrodecus	goughense	SPECIES	ACCEPTED	NE	{}	1976.0	3.0	29.0	1976-03-29	89.0	89.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:41.174+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4760'}]	[]	[]	[]	False		Arnaud F.		Pycnogonida	[]	[]	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4760	2009-4760	Entre Marion et Prince Ed.	1019678280	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4760		-46.836666	37.853333	ANTARCTICA	WGS84	ZA	AFRICA	South Africa		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	115.0	2016-06-29T17:14:57.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MNHN	MD08 (BENTHOS)/34-DC167	IU	10.15468/qgvvhd																										
1019678305	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:41.174+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1957', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austrodecus;Austrodecidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1957', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|218875', 'http://rs.tdwg.org/dwc/terms/family': 'Austrodecidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austrodecus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'goughense', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25202', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austrodecus goughense Stock, 1957'}]}	PRESERVED_SPECIMEN	50.0	PRESENT	2117920	1	54	354	9477065	6314	2117918	2117920	2117920	Austrodecus goughense Stock, 1957	Austrodecus goughense Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus goughense	Austrodecus	goughense	SPECIES	ACCEPTED	NE	{}	1976.0	3.0	29.0	1976-03-29	89.0	89.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:41.174+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4761'}]	[]	[]	[]	False		Arnaud F.		Pycnogonida	[]	[]	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4761	2009-4761	Entre Marion et Prince Ed.	1019678305	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4761		-46.836666	37.853333	ANTARCTICA	WGS84	ZA	AFRICA	South Africa		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	110.0	2016-06-29T17:14:04.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MNHN	MD08 (BENTHOS)/34-BB168	IU	10.15468/qgvvhd																										
