key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	continent	organismQuantity	organismQuantityType	sampleSizeUnit	sampleSizeValue	habitat	samplingEffort	eventRemarks	identificationQualifier	fieldNotes	nameAccordingToID	elevation	modified	datasetID	geologicalContextID	dynamicProperties	occurrenceRemarks	sex	dateIdentified	rightsHolder	verbatimEventDate	language	type	locationID	bibliographicCitation	higherClassification	projectId	higherGeography	acceptedNameUsage	locationRemarks	otherCatalogNumbers	stateProvince	verbatimIdentification	georeferenceProtocol	verbatimCoordinateSystem	nomenclaturalCode	http://unknown.org/occurrenceDetails	references	associatedSequences	coordinatePrecision	coordinateUncertaintyInMeters	georeferencedBy	georeferenceVerificationStatus	verbatimLocality	higherGeographyID	disposition	footprintSRS	identificationRemarks	georeferenceSources	taxonConceptID	taxonID
4851017328	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.180+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	80.0001911	85.5432453			{}	Kara Sea	2015.0	9.0	21.0	2015-09-21	264.0	264.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.180+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'fe3620b6-0246-4f79-b82e-fcc9690e564d'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise_63_st.5241	fe3620b6-0246-4f79-b82e-fcc9690e564d	INV0003705		IORAS			Kara Sea	5241	4851017328	OBFc	fe3620b6-0246-4f79-b82e-fcc9690e564d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	3.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	324.0 m	IORAS	cruise 63	fd699988-ab5d-4737-9443-9085cea191d2																																																			
1837991334	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:32.299+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00795805636176388', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '134910274001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	63.590667	5.575333	763.7650000000001	0.32499999999998863	{}	Norwegian Sea	2014.0	6.0	20.0	2014-06-20T09:11Z/2014-06-20T09:16Z	171.0	171.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:32.299+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '134910274001009'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2014208 Sample: 274	134910274001009	134910274001009	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(5.575333 63.590667,5.578917 63.591742)	09:11Z/09:16Z	MAREANO Reference Station: 1349	catchId: 9	1837991334	IMRMarbunnBenthos	134910274001009																																																														
1837999726	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:29.341+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2000', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '134980395001016', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2.4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '134980395001016', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	63.590667	5.573167	768.04	0.160000000000025	{}	Norwegian Sea	2014.0	6.0	20.0	2014-06-20T07:03Z/2014-06-20T07:15Z	171.0	171.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:29.341+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '134980395001016'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	Large VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2014208 Sample: 395	134980395001016	134980395001016	urn:lsid:marinespecies.org:taxname:134697	IMR		07:03Z/07:15Z	MAREANO Reference Station: 1349	catchId: 16	1837999726	IMRMarbunnBenthos	134980395001016																																																														
1837991357	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:29.721+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1.3767557382665259', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '135010277001000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	63.651067	5.493517	960.0	6.399999999999977	{}	Norwegian Sea	2014.0	6.0	21.0	2014-06-21T15:22Z/2014-06-21T15:28Z	172.0	172.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:29.721+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '135010277001000'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2014208 Sample: 277	135010277001000	135010277001000	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(5.493517 63.651067,5.493333 63.653167)	15:22Z/15:28Z	MAREANO Reference Station: 1350	catchId: 0	1837991357	IMRMarbunnBenthos	135010277001000																																																														
1837999990	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:25.497+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1600', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '135080396001006', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '25.6', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '135080396001006', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	63.632167	5.5005	963.395	0.125	{}	Norwegian Sea	2014.0	6.0	20.0	2014-06-20T17:51Z/2014-06-20T18:29Z	171.0	171.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:25.497+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '135080396001006'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	Large VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2014208 Sample: 396	135080396001006	135080396001006	urn:lsid:marinespecies.org:taxname:134697	IMR		17:51Z/18:29Z	MAREANO Reference Station: 1350	catchId: 6	1837999990	IMRMarbunnBenthos	135080396001006																																																														
1837991464	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:33.533+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00852127478270749', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '135910278001019', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	63.723993	6.110998	251.78500000000003	0.045000000000001705	{}	Norwegian Sea	2014.0	6.0	23.0	2014-06-23T07:40Z/2014-06-23T07:45Z	174.0	174.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:33.533+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '135910278001019'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2014208 Sample: 278	135910278001019	135910278001019	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(6.110998 63.723993,6.107738 63.724647)	07:40Z/07:45Z	MAREANO Reference Station: 1359	catchId: 19	1837991464	IMRMarbunnBenthos	135910278001019																																																														
4851017342	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.880+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	79.3218543	73.1097726			{}	Arctic Ocean	2014.0	8.0	27.0	2014-08-27	239.0	239.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.880+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'afab924b-02ef-447f-b9bc-6ae68f5297d5'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Professor Shtokman_cruise_128_st.128-44	afab924b-02ef-447f-b9bc-6ae68f5297d5	INV0003589		IORAS			Arctic Ocean	128-44	4851017342	OBFc	afab924b-02ef-447f-b9bc-6ae68f5297d5	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Professor Shtokman	Dudnik, Zoya	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	473.0 - 471.0 m	IORAS	cruise 128	fd699988-ab5d-4737-9443-9085cea191d2																																																			
1265470998	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:31.164+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00220986335678244', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '093310451001042', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	64.191777	6.05796	384.06	0.2699999999999818	{}	Norwegian Sea	2013.0	6.0	26.0	2013-06-26T19:42Z/2013-06-26T19:48Z	177.0	177.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:31.164+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '093310451001042'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2013205 Sample: 451	093310451001042	093310451001042	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(6.05796 64.191777,6.061173 64.19378)	19:42Z/19:48Z	MAREANO Reference Station: 933	catchId: 42	1265470998	IMRMarbunnBenthos	093310451001042																																																														
1265471071	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:33.185+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0043380976300287696', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '094210450001026', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	64.397787	5.571918	819.99	0.6499999999999773	{}	Norwegian Sea	2013.0	6.0	26.0	2013-06-26T12:03Z/2013-06-26T12:08Z	177.0	177.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:33.185+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '094210450001026'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2013205 Sample: 450	094210450001026	094210450001026	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(5.571918 64.397787,5.572677 64.395843)	12:03Z/12:08Z	MAREANO Reference Station: 942	catchId: 26	1265471071	IMRMarbunnBenthos	094210450001026																																																														
2240584768	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:32.979+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00131943528169943', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '123810475001051', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	62.75	3.05	568.655	0.32499999999998863	{}	Norwegian Sea	2013.0	9.0	24.0	2013-09-24T20:37Z/2013-09-24T20:42Z	267.0	267.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:32.979+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '123810475001051'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2013112 Sample: 475	123810475001051	123810475001051	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(3.05 62.75,3.045667 62.7495)	20:37Z/20:42Z	MAREANO Reference Station: 1238	catchId: 51	2240584768	IMRMarbunnBenthos	123810475001051																																																														
1837990054	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.768+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '16', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '125710477001023', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.07835106619774743', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '125710477001023', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	62.882	4.309167	656.95	1.8599999999999568	{}	Norwegian Sea	2013.0	9.0	28.0	2013-09-28T01:40Z/2013-09-28T01:45Z	271.0	271.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:30.768+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '125710477001023'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2013112 Sample: 477	125710477001023	125710477001023	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(4.309167 62.882,4.3125 62.880667)	01:40Z/01:45Z	MAREANO Reference Station: 1257	catchId: 23	1837990054	IMRMarbunnBenthos	125710477001023																																																														
1837990265	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:35.296+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '41', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '126110478001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.2998120711507369', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '126110478001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	63.032167	4.682	765.65	0.37999999999999545	{}	Norwegian Sea	2013.0	9.0	29.0	2013-09-29T20:34Z/2013-09-29T20:39Z	272.0	272.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:35.296+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '126110478001009'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2013112 Sample: 478	126110478001009	126110478001009	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(4.682 63.032167,4.679333 63.0305)	20:34Z/20:39Z	MAREANO Reference Station: 1261	catchId: 9	1837990265	IMRMarbunnBenthos	126110478001009																																																														
