key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	continent	organismQuantity	organismQuantityType	sampleSizeUnit	sampleSizeValue	habitat	samplingEffort	eventRemarks	identificationQualifier	fieldNotes	nameAccordingToID	elevation	modified	datasetID	geologicalContextID	dynamicProperties	occurrenceRemarks	sex	dateIdentified	rightsHolder	verbatimEventDate	language	type	locationID	bibliographicCitation	higherClassification	projectId	higherGeography	acceptedNameUsage	locationRemarks	otherCatalogNumbers	stateProvince	verbatimIdentification	georeferenceProtocol	verbatimCoordinateSystem	nomenclaturalCode	http://unknown.org/occurrenceDetails	references	associatedSequences	coordinatePrecision	coordinateUncertaintyInMeters	georeferencedBy	georeferenceVerificationStatus	verbatimLocality	higherGeographyID	disposition	footprintSRS	identificationRemarks	georeferenceSources	taxonConceptID	taxonID
4430028313	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:32.976+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '248610012001011', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0274115923833438', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '248610012001011', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	62.835333	2.315885	777.995	0.8350000000000364	{}	Norwegian Sea	2021.0	4.0	22.0	2021-04-22T23:00Z/2021-04-22T23:05Z	112.0	112.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:32.976+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '248610012001011'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 12	248610012001011	248610012001011	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(2.315885 62.835333,2.317023 62.83742)	23:00Z/23:05Z	MAREANO Reference Station: 2486	catchId: 11	4430028313	IMRMarbunnBenthos	248610012001011																																																														
4430032984	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:19.089+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2000', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '248640055001000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '40.0', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '248640055001000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	62.839055	2.318261	779.0	0.0	{}	Norwegian Sea	2021.0	4.0	29.0	2021-04-29T21:19Z	119.0	119.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:19.089+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '248640055001000'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	Small VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 55	248640055001000	248640055001000	urn:lsid:marinespecies.org:taxname:134697	IMR		21:19Z/21:19Z	MAREANO Reference Station: 2486	catchId: 0	4430032984	IMRMarbunnBenthos	248640055001000																																																														
4430030394	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:19.500+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '400', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '248680063001000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '248680063001000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	62.838905	2.317051	779.0	0.0	{}	Norwegian Sea	2021.0	4.0	30.0	2021-04-30T01:24Z	120.0	120.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:19.500+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '248680063001000'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	Large VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 63	248680063001000	248680063001000	urn:lsid:marinespecies.org:taxname:134697	IMR		01:24Z/01:24Z	MAREANO Reference Station: 2486	catchId: 0	4430030394	IMRMarbunnBenthos	248680063001000																																																														
4430034850	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:20.869+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '800', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '248680065001001', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '17.6', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '248680065001001', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	62.838853	2.316382	779.0	0.0	{}	Norwegian Sea	2021.0	4.0	30.0	2021-04-30T02:56Z	120.0	120.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:20.869+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '248680065001001'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	Large VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 65	248680065001001	248680065001001	urn:lsid:marinespecies.org:taxname:134697	IMR		02:56Z/02:56Z	MAREANO Reference Station: 2486	catchId: 1	4430034850	IMRMarbunnBenthos	248680065001001																																																														
4430028360	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:35.067+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0047316223786812', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '249610020001018', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	62.575282	2.337693	547.8900000000001	0.44999999999998863	{}	Norwegian Sea	2021.0	5.0	6.0	2021-05-06T06:19Z/2021-05-06T06:25Z	126.0	126.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:35.067+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '249610020001018'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 20	249610020001018	249610020001018	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(2.337693 62.575282,2.334398 62.573452)	06:19Z/06:25Z	MAREANO Reference Station: 2496	catchId: 18	4430028360	IMRMarbunnBenthos	249610020001018																																																														
4604578503	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:18.852+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '400', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '249680170001000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '249680170001000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	62.576731	2.341194	548.0	0.0	{}	Norwegian Sea	2021.0	5.0	6.0	2021-05-06T03:25Z	126.0	126.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:18.852+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '249680170001000'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	Large VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 170	249680170001000	249680170001000	urn:lsid:marinespecies.org:taxname:134697	IMR		03:25Z/03:25Z	MAREANO Reference Station: 2496	catchId: 0	4604578503	IMRMarbunnBenthos	249680170001000																																																														
4430028901	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.396+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '6.3441712926249E-4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '252410015001023', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	62.631403	1.583867	748.5550000000001	0.025000000000034106	{}	Norwegian Sea	2021.0	5.0	1.0	2021-05-01T19:26Z/2021-05-01T19:33Z	121.0	121.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.396+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '252410015001023'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 15	252410015001023	252410015001023	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(1.583867 62.631403,1.57921 62.629542)	19:26Z/19:33Z	MAREANO Reference Station: 2524	catchId: 23	4430028901	IMRMarbunnBenthos	252410015001023																																																														
4430034975	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:20.208+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '400', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '252480094001000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '252480094001000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	62.633243	1.588645	750.245	0.10500000000001819	{}	Norwegian Sea	2021.0	5.0	1.0	2021-05-01T17:12Z	121.0	121.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:20.208+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '252480094001000'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	Large VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 94	252480094001000	252480094001000	urn:lsid:marinespecies.org:taxname:134697	IMR		17:12Z/17:12Z	MAREANO Reference Station: 2524	catchId: 0	4430034975	IMRMarbunnBenthos	252480094001000																																																														
4604575816	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:31.968+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '19', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '255810021001007', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.276690318897317', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '255810021001007', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	64.608558	4.891682	1034.755	1.5749999999999318	{}	Norwegian Sea	2021.0	5.0	10.0	2021-05-10T01:16Z/2021-05-10T01:21Z	130.0	130.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:31.968+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '255810021001007'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 21	255810021001007	255810021001007	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(4.891682 64.608558,4.896457 64.609382)	01:16Z/01:21Z	MAREANO Reference Station: 2558	catchId: 7	4604575816	IMRMarbunnBenthos	255810021001007																																																														
4604575476	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.962+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '5', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '256110022001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0866402386693367', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '256110022001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117663	1	54	354	9477065	2013	2117630	2117663	2117663	Nymphon macronyx Sars, 1877	Nymphon macronyx Sars, 1877	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macronyx	Nymphon	macronyx	SPECIES	ACCEPTED	NE	64.55381	5.193458	1020.955	2.7549999999999955	{}	Norwegian Sea	2021.0	5.0	10.0	2021-05-10T11:13Z/2021-05-10T11:18Z	130.0	130.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:30.962+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '256110022001009'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 22	256110022001009	256110022001009	urn:lsid:marinespecies.org:taxname:134697	IMR	LINESTRING(5.193458 64.55381,5.197702 64.555045)	11:13Z/11:18Z	MAREANO Reference Station: 2561	catchId: 9	4604575476	IMRMarbunnBenthos	256110022001009																																																														
