key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	locality	fieldNumber	gbifID	language	bibliographicCitation	occurrenceID	typeStatus	references	datasetID	collectionCode
1426881265	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.677+00:00	299	{}	HUMAN_OBSERVATION	5.0	PRESENT	2117860	1	54	354	9477065	2013	2117630	2117860	2117860	Nymphon maoriana Clark, 1958	Nymphon maoriana Clark, 1958	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon maoriana	Nymphon	maoriana	SPECIES	ACCEPTED	NE	-41.36	175.865	1000.0	45.0	9.0	OCEANIA	{}	Pacific Ocean	1956	10	18	1956-10-18	292	292	['CONTINENT_DERIVED_FROM_COORDINATES']	2014-12-08T00:00:00.000+00:00	2024-01-29T08:15:29.677+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:SWPRON:MBIS:4920'}]	[]	[]	[]	False	MBIS Marine Fauna and Flora observations around New Zealand	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	1590	urn:catalog:SWPRON:MBIS:4920	MBIS-urn:catalog:SWPRON:MBIS:4920 Coll. J. C. Yaldwyn Nymphon maoriana	urn:lsid:marinespecies.org:taxname:239497	NIWA	POINT (175.865 -41.36)	Off Kahu Rocks, Wellington East Coast; from Kelp holdfast	Coll. J. C. Yaldwyn	1426881265	en	Clark, W.C. (1958) Some Pycnogonida from Cook Strait, New Zealand, with descriptions of two new species. Zoology Publications from Victoria University of Wellington No. 23	urn:catalog:SWPRON:MBIS:4920				
4055770366	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:20.529+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117860	1	54	354	9477065	2013	2117630	2117860	2117860	Nymphon maoriana Clark, 1958	Nymphon maoriana Clark, 1958	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon maoriana	Nymphon	maoriana	SPECIES	ACCEPTED	NE	-41.3	174.78		46.0	9.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.18_1', 'name': 'Wellington'}, 'level2': {'gid': 'NZL.18.8_1', 'name': 'Wellington'}}		1956	10	18	1956-10-18	292	292	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:20.529+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2027'}]	[]	[]	[]	False		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_2027	sm_id_2027	urn:lsid:marinespecies.org:taxname:239497	WoRMS Editorial Board		Cook Strait		4055770366		Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon maoriana</i> Clark, 1958. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239497	WoRMS Editorial Board:WoRMS type localities:sm_id_2027	HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=2027	https://marineinfo.org/id/dataset/5184	WoRMS type localities
