key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	higherGeography	georeferencedBy	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	locality	collectionCode	verbatimLocality	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	references	associatedSequences	nomenclaturalStatus	combinationAuthors	taxonID	verbatimScientificName	namePublishedIn	http://unknown.org/verbatimLabel	combinationYear	canonicalName	depth	depthAccuracy	datasetName	eventID	fieldNumber	locationID	elevation	municipality	georeferencedDate	georeferenceProtocol	georeferenceSources
4028264403	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:29.414+00:00	381	{}	PRESERVED_SPECIMEN	1	PRESENT	FEMALE	11155349	1	54	354	9477065	2011	11203619	11155349	11155349	Agnathia aria Staples, 2021	Agnathia aria Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia aria	Agnathia	aria	SPECIES	ACCEPTED	NE	2020-01-01T00:00:00	-38.49	145.03	OCEANIA	Victoria	{}	Australia|Victoria	John Chuk	2010	1	4.0	2010-01-04	4.0	4.0	HOLOTYPE	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-15T14:38:00.000+00:00	2024-07-02T06:37:29.414+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '65233eec-4a95-417b-b5c8-19e87959dc10'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	Chuk, John	David Staples - Museums Victoria	Whole|wet|ethanol 70%	sieve	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	65233eec-4a95-417b-b5c8-19e87959dc10	urn:lsid:biocol.org:col:34978	ICZN	7000	West Head, Flinders	Invertebrates	West Head, Flinders	4028264403	en	65233eec-4a95-417b-b5c8-19e87959dc10	PhysicalObject	J75180	NMV	https://biodiversity.org.au/afd/taxa/21ce8633-a6b9-4d46-99f6-be5e74f839cd	NMV	Agnathia aria	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Eupantopodida | Callipallenidae																					
3072682304	b285f5f3-def2-412f-ad24-c2070b7f59fc	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T20:30:03.566+00:00	2024-07-20T20:31:41.374+00:00	169	{}	MATERIAL_CITATION	1	PRESENT		11155349	1	54	354	9477065	2011	11203619	11155349	11155349	Agnathia aria Staples, 2021	Agnathia aria Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia aria	Agnathia	aria	SPECIES	ACCEPTED	NE					Victoria	{}			2010	1	4.0	2010-01-04	4.0	4.0	HOLOTYPE	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-20T20:31:41.374+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	True	[{'identifier': 'D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF55611FE0AF880FCBAF86F'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	J. Chuk					Pycnogonida		[]	[]			EUROPE		D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF55611FE0AF880FCBAF86F				West Head			3072682304		D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF55611FE0AF880FCBAF86F			NMV					https://treatment.plazi.org/id/D8463B16FFF55615FF14F913FC23FB44#E087805DFFF55611FE0AF880FCBAF86F	J75180	spec. nov.	Staples	D8463B16FFF55615FF14F913FC23FB44.taxon	Agnathia aria	Staples, D. A. (2021): Diagnosis ofthe new genusAgnathia (Pycnogonida, Callipallenidae) and description of two new species from southern Australia. Zootaxa 4950 (3): 487-500, DOI: 10.11646/zootaxa.4950.3.4	Holotype, gravid female (NMV J 75180), Victoria. West Head, Flinders, sieved from algae at the outer edge of the reef at low tide, J. Chuk, 4 January 2010.	2021	Agnathia aria											
3072682316	b285f5f3-def2-412f-ad24-c2070b7f59fc	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T20:30:03.566+00:00	2024-07-20T20:31:41.888+00:00	169	{}	MATERIAL_CITATION	1	PRESENT		11155349	1	54	354	9477065	2011	11203619	11155349	11155349	Agnathia aria Staples, 2021	Agnathia aria Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia aria	Agnathia	aria	SPECIES	ACCEPTED	NE					Victoria	{}			2009	12	8.0	2009-12-08	342.0	342.0		['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-20T20:31:41.888+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	True	[{'identifier': 'D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF45610FD8EFEEBFB45FE80'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	Portsea Ocean Beach & J. Chuk					Pycnogonida		[]	[]			EUROPE		D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF45610FD8EFEEBFB45FE80				One			3072682316		D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF45610FD8EFEEBFB45FE80			NMV					https://treatment.plazi.org/id/D8463B16FFF55615FF14F913FC23FB44#E087805DFFF45610FD8EFEEBFB45FE80	J62429	spec. nov.	Staples	D8463B16FFF55615FF14F913FC23FB44.taxon	Agnathia aria	Staples, D. A. (2021): Diagnosis ofthe new genusAgnathia (Pycnogonida, Callipallenidae) and description of two new species from southern Australia. Zootaxa 4950 (3): 487-500, DOI: 10.11646/zootaxa.4950.3.4	One juvenile (NMV J 62429), Portsea Ocean Beach, sieved from Amphibolis antarctica and brown algae at the edge of large rock pool at low tide, J. Chuk, 8 December 2009	2021	Agnathia aria											
4028261529	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:43.488+00:00	381	{}	PRESERVED_SPECIMEN	1	PRESENT		11155349	1	54	354	9477065	2011	11203619	11155349	11155349	Agnathia aria Staples, 2021	Agnathia aria Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia aria	Agnathia	aria	SPECIES	ACCEPTED	NE	2020-01-01T00:00:00	-38.32	144.72	OCEANIA	Victoria	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.10_1', 'name': 'Victoria'}, 'level2': {'gid': 'AUS.10.53_1', 'name': 'Mornington Peninsula'}}	Australia|Victoria		2009	12	8.0	2009-12-08	342.0	342.0		['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2022-06-30T12:03:00.000+00:00	2024-07-02T06:37:43.488+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'dea6462b-0cd1-4f1f-9e17-4b44bc4c0335'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	Chuk, John	David Staples - Museums Victoria	Whole|wet|ethanol 70%	sieve	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	dea6462b-0cd1-4f1f-9e17-4b44bc4c0335	urn:lsid:biocol.org:col:34978	ICZN	7000	Portsea Back Beach	Invertebrates	Portsea Back Beach	4028261529	en	dea6462b-0cd1-4f1f-9e17-4b44bc4c0335	PhysicalObject	J62429	NMV	https://biodiversity.org.au/afd/taxa/21ce8633-a6b9-4d46-99f6-be5e74f839cd	NMV	Agnathia aria	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Eupantopodida | Callipallenidae																					
4028258410	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:29.962+00:00	381	{}	PRESERVED_SPECIMEN	1	PRESENT		11155349	1	54	354	9477065	2011	11203619	11155349	11155349	Agnathia aria Staples, 2021	Agnathia aria Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia aria	Agnathia	aria	SPECIES	ACCEPTED	NE	2020-01-01T00:00:00	-37.8225	148.79	OCEANIA	Victoria	{}	Australia|Victoria		1998	4	15.0	1998-04-15	105.0	105.0		['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2022-06-30T12:00:00.000+00:00	2024-07-02T06:37:29.962+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '58329560-1fea-43df-a0f9-7e15d2cda93f'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	Museum Victoria|Plummer	David Staples - Museums Victoria	Whole|wet|ethanol 70%	Quadrat/scuba	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	58329560-1fea-43df-a0f9-7e15d2cda93f	urn:lsid:biocol.org:col:34978	ICZN	7000	Beware Reef, near Cape Conran	Invertebrates	Beware Reef, near Cape Conran	4028258410	en	58329560-1fea-43df-a0f9-7e15d2cda93f	PhysicalObject	J62428	NMV	https://biodiversity.org.au/afd/taxa/21ce8633-a6b9-4d46-99f6-be5e74f839cd	NMV	Agnathia aria	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Eupantopodida | Callipallenidae											5.5	0.5	WV	WV 11	WV 11	WV 11					
3072682318	b285f5f3-def2-412f-ad24-c2070b7f59fc	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T20:30:03.566+00:00	2024-07-20T20:31:41.915+00:00	169	{}	MATERIAL_CITATION	1	PRESENT		11155349	1	54	354	9477065	2011	11203619	11155349	11155349	Agnathia aria Staples, 2021	Agnathia aria Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia aria	Agnathia	aria	SPECIES	ACCEPTED	NE		-37.822266	148.78989	OCEANIA	Victoria	{}			1998	4	15.0	1998-04-15	105.0	105.0		['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-20T20:31:41.915+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	True	[{'identifier': 'D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF45610FE0AFECFFDE9FEA4'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	Beware Reef & T. O'Hara				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE		D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF45610FE0AFECFFDE9FEA4				One			3072682318		D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF45610FE0AFECFFDE9FEA4			NMV					https://treatment.plazi.org/id/D8463B16FFF55615FF14F913FC23FB44#E087805DFFF45610FE0AFECFFDE9FEA4	J62428	spec. nov.	Staples	D8463B16FFF55615FF14F913FC23FB44.taxon	Agnathia aria	Staples, D. A. (2021): Diagnosis ofthe new genusAgnathia (Pycnogonida, Callipallenidae) and description of two new species from southern Australia. Zootaxa 4950 (3): 487-500, DOI: 10.11646/zootaxa.4950.3.4	Victoria. One juvenile (NMV J 62428), Beware Reef (37 º 49.336 ’ S, 148 º 47.393 ’ E), 5 to 6 m, airlift, T. O’Hara, 15 April 1998	2021	Agnathia aria							6.0				
4028259343	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:21.428+00:00	381	{}	PRESERVED_SPECIMEN	1	PRESENT	MALE	11155349	1	54	354	9477065	2011	11203619	11155349	11155349	Agnathia aria Staples, 2021	Agnathia aria Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia aria	Agnathia	aria	SPECIES	ACCEPTED	NE	2020-01-01T00:00:00	-38.6757	145.63	OCEANIA	Victoria	{}	Australia|Victoria		1997	4	1.0	1997-04-01	91.0	91.0	PARATYPE	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-15T14:37:00.000+00:00	2024-07-02T06:37:21.428+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2890c868-7884-4d04-912b-0fd44a77f87b'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	Museum Victoria|Bird, L. Fiona|Museum Victoria|Heislers, P. Simon|Museum Victoria	David Staples - Museums Victoria	Whole|wet|ethanol 70%	Quadrat/scuba	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	2890c868-7884-4d04-912b-0fd44a77f87b	urn:lsid:biocol.org:col:34978	ICZN	7000	off Honeysuckle Hill, Bunurong	Invertebrates	off Honeysuckle Hill, Bunurong	4028259343	en	2890c868-7884-4d04-912b-0fd44a77f87b	PhysicalObject	J75185	NMV	https://biodiversity.org.au/afd/taxa/21ce8633-a6b9-4d46-99f6-be5e74f839cd	NMV	Agnathia aria	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Eupantopodida | Callipallenidae											10.5	0.5	Bunurong Marine Survey (1997)			BUN 2					
3072682302	b285f5f3-def2-412f-ad24-c2070b7f59fc	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T20:30:03.566+00:00	2024-07-20T20:31:41.362+00:00	169	{}	MATERIAL_CITATION	1	PRESENT		11155349	1	54	354	9477065	2011	11203619	11155349	11155349	Agnathia aria Staples, 2021	Agnathia aria Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia aria	Agnathia	aria	SPECIES	ACCEPTED	NE					Victoria	{}			1997	4	1.0	1997-04-01	91.0	91.0	PARATYPE	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-20T20:31:41.362+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	True	[{'identifier': 'D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF45610FF14FF77FC07FF30'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	One & T. O'Hara					Pycnogonida		[]	[]			EUROPE		D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF45610FF14FF77FC07FF30				Bun			3072682302		D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF45610FF14FF77FC07FF30			NMV					https://treatment.plazi.org/id/D8463B16FFF55615FF14F913FC23FB44#E087805DFFF45610FF14FF77FC07FF30	J75185	spec. nov.	Staples	D8463B16FFF55615FF14F913FC23FB44.taxon	Agnathia aria	Staples, D. A. (2021): Diagnosis ofthe new genusAgnathia (Pycnogonida, Callipallenidae) and description of two new species from southern Australia. Zootaxa 4950 (3): 487-500, DOI: 10.11646/zootaxa.4950.3.4	One male (NMV J 75185), Bunurong, stn Bun 2.5 a, T. O’Hara, 1 April 1997	2021	Agnathia aria								Bunurong			
4028262459	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:39.162+00:00	381	{}	PRESERVED_SPECIMEN	1	PRESENT	MALE	11155349	1	54	354	9477065	2011	11203619	11155349	11155349	Agnathia aria Staples, 2021	Agnathia aria Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia aria	Agnathia	aria	SPECIES	ACCEPTED	NE	2020-01-01T00:00:00	-37.5568	149.908	OCEANIA	Victoria	{}	Australia|Victoria		1996	3	25.0	1996-03-25	85.0	85.0	PARATYPE	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-15T14:38:00.000+00:00	2024-07-02T06:37:39.162+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'a6affad9-0e77-4c37-bbf8-3b7a5c09677d'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	Museum Victoria|Heislers, P. Simon|Museum Victoria	David Staples - Museums Victoria	Whole|wet|ethanol 70%	Quadrat/scuba	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	a6affad9-0e77-4c37-bbf8-3b7a5c09677d	urn:lsid:biocol.org:col:34978	ICZN	7000	Gabo Island north-west corner, along spit.	Invertebrates	Gabo Island north-west corner, along spit.	4028262459	en	a6affad9-0e77-4c37-bbf8-3b7a5c09677d	PhysicalObject	J75182	NMV	https://biodiversity.org.au/afd/taxa/21ce8633-a6b9-4d46-99f6-be5e74f839cd	NMV	Agnathia aria	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Eupantopodida | Callipallenidae											5.0		VNPMS	VNPMS 69 2	VNPMS 69 2	VNPMS 69 2					
3072682313	b285f5f3-def2-412f-ad24-c2070b7f59fc	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T20:30:03.566+00:00	2024-07-20T20:31:41.507+00:00	169	{}	MATERIAL_CITATION	1	PRESENT		11155349	1	54	354	9477065	2011	11203619	11155349	11155349	Agnathia aria Staples, 2021	Agnathia aria Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia aria	Agnathia	aria	SPECIES	ACCEPTED	NE					Victoria	{}			1996	3	25.0	1996-03-25	85.0	85.0	PARATYPE	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-20T20:31:41.507+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	True	[{'identifier': 'D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF55611FD82F874FE23F813'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	One & Gabo I. Harbour					Pycnogonida		[]	[]			EUROPE		D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF55611FD82F874FE23F813							3072682313		D8463B16FFF55615FF14F913FC23FB44.mc.E087805DFFF55611FD82F874FE23F813			NMV					https://treatment.plazi.org/id/D8463B16FFF55615FF14F913FC23FB44#E087805DFFF55611FD82F874FE23F813	J75182	spec. nov.	Staples	D8463B16FFF55615FF14F913FC23FB44.taxon	Agnathia aria	Staples, D. A. (2021): Diagnosis ofthe new genusAgnathia (Pycnogonida, Callipallenidae) and description of two new species from southern Australia. Zootaxa 4950 (3): 487-500, DOI: 10.11646/zootaxa.4950.3.4	One larvigerous male (NMV J 75182), Gabo I. Harbour, 5 m, on red alga. VNPMS stn 69 - 2.1, 25 March 1996	2021	Agnathia aria							5.0				
