key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	coordinateUncertaintyInMeters	depth	depthAccuracy	waterBody	modified	datasetName	scientificNameID	footprintWKT	occurrenceRemarks	language	typeStatus	otherCatalogNumbers	dynamicProperties	higherClassification	references	datasetID	bibliographicCitation
4851017361	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.075+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166766	1	54	354	9477065	6313	2118547	5166766	5166766	Ammothea tetrapora Gordon, 1932	Ammothea tetrapora Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea tetrapora	Ammothea	tetrapora	SPECIES	ACCEPTED	NE	-62.3796498	-54.721	{}	2022.0	2.0	1.0	2022-02-01	32.0	32.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.075+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'a246f334-339d-442d-a384-c22b249e58ec'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003289_2.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003289_1.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7353	a246f334-339d-442d-a384-c22b249e58ec	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantics	7353	OBFc	4851017361	a246f334-339d-442d-a384-c22b249e58ec	364.0 - 362.0 m	INV0003289	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																	
1427444414	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.710+00:00	259	{}	HUMAN_OBSERVATION	2.0	PRESENT	5166766	1	54	354	9477065	6313	2118547	5166766	5166766	Ammothea tetrapora Gordon, 1932	Ammothea tetrapora Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea tetrapora	Ammothea	tetrapora	SPECIES	ACCEPTED	NE	-52.0	-62.6667	{}	1928.0	7.0	18.0	1928-07-18	200.0	200.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-29T08:18:03.710+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5485'}]	[]	[]	[]			False				Commercial otter trawl: Head rope 24.5 m; mesh at cod-end 3.8cm	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	OCEANIA	84	5485			Stn WS 244	Discovery Reports	1427444414	5485		Stn WS 244 Ammothea tetrapora	NIWA				500.0	250.0	3.0	Atlantic Ocean	2019-03-15T00:00:00.000+00:00	Discovery Expedition Biological Reports	urn:lsid:marinespecies.org:taxname:172944	POINT (-62.6667 -52)	Commercial otter trawl: Head rope 24.5m; mesh at cod-end 3.8cm	en							
1427444419	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.710+00:00	259	{}	HUMAN_OBSERVATION	4.0	PRESENT	5166766	1	54	354	9477065	6313	2118547	5166766	5166766	Ammothea tetrapora Gordon, 1932	Ammothea tetrapora Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea tetrapora	Ammothea	tetrapora	SPECIES	ACCEPTED	NE	-51.1244	-58.8822	{}	1926.0	5.0	4.0	1926-05-04	124.0	124.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-29T08:18:03.710+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5484'}]	[]	[]	[]			False				Large otter trawl, large dredge, and net with 4mm mesh attached to back of trawl	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	OCEANIA	45	5484		Off Eddystone Rock, East Falkland Islands. From 7 miles N 50° E to 7.6 miles N 63° E of Eddystone Rock	Stn 51	Discovery Reports	1427444419	5484		Stn 51 Ammothea tetrapora	NIWA				1000.0	110.0	5.0	Atlantic Ocean	2019-03-15T00:00:00.000+00:00	Discovery Expedition Biological Reports	urn:lsid:marinespecies.org:taxname:172944	LINESTRING (-58.8915 -51.125, -58.8728 -51.1237)	Large otter trawl, large dredge, and net with 4mm mesh attached to back of trawl. From kelp root.	en							
1057556783	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:57.256+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 219', 'http://purl.org/dc/terms/created': '1187778647000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/4047f49a-b9c3-46cb-bc0a-b4a53415d988'}]}	PRESERVED_SPECIMEN		PRESENT	5166766	1	54	354	9477065	6313	2118547	5166766	5166766	Ammothea tetrapora Gordon, 1932	Ammothea tetrapora Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea tetrapora	Ammothea	tetrapora	SPECIES	ACCEPTED	NE			{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:57.256+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1216060'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 219', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/4047f49a-b9c3-46cb-bc0a-b4a53415d988'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		True						Pycnogonida		[]	[]			EUROPE		1216060			WS 244	ZOO	1057556783	b121dd98-5db6-4449-91cc-2e382ec3888b		1933.3.23.656	NHMUK														HOLOTYPE	NHMUK:ecatalogue:1216060	"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014491431"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295355579000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Ammothea tetrapora Gordon, 1932"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition, 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057556783"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae			
1056994809	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:53.861+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 219', 'http://purl.org/dc/terms/created': '1187778647000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/4047f49a-b9c3-46cb-bc0a-b4a53415d988'}]}	PRESERVED_SPECIMEN		PRESENT	5166766	1	54	354	9477065	6313	2118547	5166766	5166766	Ammothea tetrapora Gordon, 1932	Ammothea tetrapora Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea tetrapora	Ammothea	tetrapora	SPECIES	ACCEPTED	NE			{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:53.861+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1216062'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 219', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/4047f49a-b9c3-46cb-bc0a-b4a53415d988'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		True						Pycnogonida		[]	[]			EUROPE		1216062			WS 244, 51	ZOO	1056994809	f8964ed8-5298-4eb2-9ca2-19a615b2120f		1933.3.23.657-658	NHMUK														PARATYPE	NHMUK:ecatalogue:1216062	"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014491432"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295355580000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Ammothea tetrapora Gordon, 1932"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition, 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056994809"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae			
318004969	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.661+00:00	124	{}	OCCURRENCE		PRESENT	5166766	1	54	354	9477065	6313	2118547	5166766	5166766	Ammothea tetrapora Gordon, 1932	Ammothea tetrapora Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea tetrapora	Ammothea	tetrapora	SPECIES	ACCEPTED	NE	-51.1889	-59.05	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.661+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34695'}]	[]	[]	[]			False					WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE						SOMBASE Pycnogonids	318004969			34695	BAS					110.0	5.0														
318004970	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.661+00:00	124	{}	OCCURRENCE		PRESENT	5166766	1	54	354	9477065	6313	2118547	5166766	5166766	Ammothea tetrapora Gordon, 1932	Ammothea tetrapora Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea tetrapora	Ammothea	tetrapora	SPECIES	ACCEPTED	NE	-52.0	-62.6667	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.661+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34696'}]	[]	[]	[]			False					WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE						SOMBASE Pycnogonids	318004970			34696	BAS					250.0	3.0														
318005058	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.376+00:00	124	{}	OCCURRENCE		PRESENT	5166766	1	54	354	9477065	6313	2118547	5166766	5166766	Ammothea tetrapora Gordon, 1932	Ammothea tetrapora Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea tetrapora	Ammothea	tetrapora	SPECIES	ACCEPTED	NE	-48.2333	-60.8166	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.376+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37420'}]	[]	[]	[]			False					WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE						SOMBASE Pycnogonids	318005058			37420	BAS					291.5	11.5														
318005085	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.239+00:00	124	{}	OCCURRENCE		PRESENT	5166766	1	54	354	9477065	6313	2118547	5166766	5166766	Ammothea tetrapora Gordon, 1932	Ammothea tetrapora Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea tetrapora	Ammothea	tetrapora	SPECIES	ACCEPTED	NE	-55.165	-34.63	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.239+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37791'}]	[]	[]	[]			False					WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE						SOMBASE Pycnogonids	318005085			37791	BAS					162.5	37.5														
4055769122	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:10.000+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	5166766	1	54	354	9477065	6313	2118547	5166766	5166766	Ammothea tetrapora Gordon, 1932	Ammothea tetrapora Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea tetrapora	Ammothea	tetrapora	SPECIES	ACCEPTED	NE	-52.0	-62.67	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'DEPTH_MIN_MAX_SWAPPED', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:12:10.000+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_680'}]	[]	[]	[]			True					WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_680		Atlantic Ocean		WoRMS type localities	4055769122	WoRMS Editorial Board:WoRMS type localities:sm_id_680		sm_id_680	WoRMS Editorial Board					250.0	3.0		2007-06-20T15:52:33.000+00:00		urn:lsid:marinespecies.org:taxname:172944				HOLOTYPE				http://www.marinespecies.org/aphia.php?p=specdetails&id=680	https://marineinfo.org/id/dataset/5184	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothea tetrapora</i> Gordon, 1932. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172944
