key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	scientificNameID	footprintWKT	locality	fieldNumber	collectionCode	gbifID	language	occurrenceID	taxonRemarks	catalogNumber	institutionCode	occurrenceRemarks	bibliographicCitation	datasetName	recordedBy	preparations	locationID	georeferenceSources	sex	continent	typeStatus	institutionKey	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	collectionKey	otherCatalogNumbers	acceptedNameUsage	eventRemarks
1426808401	03e5566b-7802-45cc-a1be-bac840e2a133	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:08:32.177+00:00	2024-01-29T08:17:30.326+00:00	259	{}	HUMAN_OBSERVATION	1.0	PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2005-06-20T00:00:00	-72.014	170.775833	30.0	236.0	0.0	{}	Southern Ocean	2004.0	2.0	26.0	2004-02-26T01:17	57.0	57.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2013-11-03T00:00:00.000+00:00	2024-01-29T08:17:30.326+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2032'}]	[]	[]	[]	True	Johanna Nielsen	Van Veen grab	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	2032	urn:lsid:marinespecies.org:taxname:240203	POINT (170.775833 -72.014)	Ross 4	TAN0402/139	MBIS BioRoss	1426808401	en	2032	Austrodecus frigorifugum	TAN0402/139 Austrodecus frigorifugum	NIWA	GearType= Van Veen Grab	Austrodecus frigorifugum (MBIS BioRoss 2032)																		
1426808358	03e5566b-7802-45cc-a1be-bac840e2a133	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:08:32.177+00:00	2024-01-29T08:17:30.354+00:00	259	{}	HUMAN_OBSERVATION	2.0	PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2005-06-20T00:00:00	-72.018333	170.808167	30.0	302.0	0.0	{}	Southern Ocean	2004.0	2.0	26.0	2004-02-26T03:16	57.0	57.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2013-11-03T00:00:00.000+00:00	2024-01-29T08:17:30.354+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2037'}]	[]	[]	[]	True	Johanna Nielsen	Van Veen grab	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	2037	urn:lsid:marinespecies.org:taxname:240203	POINT (170.808167 -72.018333)	Ross 4	TAN0402/142	MBIS BioRoss	1426808358	en	2037	Austrodecus frigorifugum	TAN0402/142 Austrodecus frigorifugum	NIWA	GearType= Van Veen Grab	Austrodecus frigorifugum (MBIS BioRoss 2037)																		
1426808438	03e5566b-7802-45cc-a1be-bac840e2a133	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:08:32.177+00:00	2024-01-29T08:17:30.369+00:00	259	{}	HUMAN_OBSERVATION	3.0	PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2005-06-20T00:00:00	-71.617333	170.8935	30.0	222.0	0.0	{}	Southern Ocean	2004.0	2.0	28.0	2004-02-28T03:16	59.0	59.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2013-11-03T00:00:00.000+00:00	2024-01-29T08:17:30.369+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2066'}]	[]	[]	[]	True	Johanna Nielsen	Van Veen grab	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	2066	urn:lsid:marinespecies.org:taxname:240203	POINT (170.8935 -71.617333)	Ross 2	TAN0402/198	MBIS BioRoss	1426808438	en	2066	Austrodecus frigorifugum	TAN0402/198 Austrodecus frigorifugum	NIWA	GearType= Van Veen Grab	Austrodecus frigorifugum (MBIS BioRoss 2066)																		
1426808485	03e5566b-7802-45cc-a1be-bac840e2a133	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:08:32.177+00:00	2024-01-29T08:17:30.392+00:00	259	{}	HUMAN_OBSERVATION	2.0	PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2005-06-20T00:00:00	-71.6215	170.926167	30.0	246.0	0.0	{}	Southern Ocean	2004.0	2.0	28.0	2004-02-28T01:30	59.0	59.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2013-11-03T00:00:00.000+00:00	2024-01-29T08:17:30.392+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2092'}]	[]	[]	[]	True	Johanna Nielsen	Van Veen grab	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	2092	urn:lsid:marinespecies.org:taxname:240203	POINT (170.926167 -71.6215)	Ross 2	TAN0402/194	MBIS BioRoss	1426808485	en	2092	Austrodecus frigorifugum	TAN0402/194 Austrodecus frigorifugum	NIWA	GearType= Van Veen Grab	Austrodecus frigorifugum (MBIS BioRoss 2092)																		
4081090989	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.371+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-71.739333	171.657833	100.0	411.0	0.0	{}		2004.0	2.0	5.0	2004-02-05	36.0	36.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:23.371+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '60566b82-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	60566b82-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (171.657833 -71.739333, 171.657833 -71.739333)			NIWA	4081090989	en	60566b82-fa36-11e2-96b3-aa6f927c92a3		70041	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - orig formalin = 1	TAN0402/16	GPS													
4081121883	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.721+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-71.6215	170.926167	100.0	246.0	0.0	{}		2004.0	2.0	28.0	2004-02-28	59.0	59.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:25.721+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6056746a-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	6056746a-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (170.926167 -71.6215, 170.926167 -71.6215)			NIWA	4081121883	en	6056746a-fa36-11e2-96b3-aa6f927c92a3		70043	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - no formalin = 3	TAN0402/194	GPS													
4081089892	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.363+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-71.797833	170.941	100.0	119.0	0.0	{}		2004.0	2.0	9.0	2004-02-09	40.0	40.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:23.363+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '60567672-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	60567672-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (170.941 -71.797833, 170.941 -71.797833)			NIWA	4081089892	en	60567672-fa36-11e2-96b3-aa6f927c92a3		70044	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - no formalin = 4	TAN0402/24	GPS													
4081094884	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.486+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-71.7995	170.948667	100.0	168.0	0.0	{}		2004.0	2.0	9.0	2004-02-09	40.0	40.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:23.486+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '605684aa-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	605684aa-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (170.948667 -71.7995, 170.948667 -71.7995)			NIWA	4081094884	en	605684aa-fa36-11e2-96b3-aa6f927c92a3		70046	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - no formalin = 14	TAN0402/21	GPS													
4081170851	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:26.340+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-71.754333	171.143167	100.0	245.0	0.0	{}		2004.0	2.0	10.0	2004-02-10	41.0	41.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:26.340+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '605691c0-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	605691c0-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (171.143167 -71.754333, 171.143167 -71.754333)			NIWA	4081170851	en	605691c0-fa36-11e2-96b3-aa6f927c92a3		70047	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - no formalin = 2	TAN0402/38	GPS													
4081086699	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.967+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-72.315333	170.361	100.0	130.0	0.0	{}		2004.0	2.0	12.0	2004-02-12	43.0	43.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:25.967+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6056936e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	6056936e-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (170.361 -72.315333, 170.361 -72.315333)			NIWA	4081086699	en	6056936e-fa36-11e2-96b3-aa6f927c92a3		70048	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - no formalin = 2	TAN0402/47	GPS													
4081086700	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.974+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-72.116667	172.713167	100.0	499.0	0.0	{}		2004.0	2.0	14.0	2004-02-14	45.0	45.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:25.974+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '605694f4-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	605694f4-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (172.713167 -72.116667, 172.713167 -72.116667)			NIWA	4081086700	en	605694f4-fa36-11e2-96b3-aa6f927c92a3		70049	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - no formalin = 1	TAN0402/77	GPS													
4081182905	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.787+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-71.7685	171.101167	100.0	235.0	0.0	{}		2004.0	2.0	10.0	2004-02-10	41.0	41.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:25.787+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6056967a-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	6056967a-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (171.101167 -71.7685, 171.101167 -71.7685)			NIWA	4081182905	en	6056967a-fa36-11e2-96b3-aa6f927c92a3		70050	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - no formalin = 3	TAN0402/34	GPS													
4081182906	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.787+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-71.746333	171.291333	100.0	277.0	0.0	{}		2004.0	2.0	9.0	2004-02-09	40.0	40.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:25.787+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '60569800-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	60569800-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (171.291333 -71.746333, 171.291333 -71.746333)			NIWA	4081182906	en	60569800-fa36-11e2-96b3-aa6f927c92a3		70051	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - orig formalin = 1	TAN0402/30	GPS													
4081094885	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.723+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-71.617333	170.8935	100.0	222.0	0.0	{}		2004.0	2.0	28.0	2004-02-28	59.0	59.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:25.723+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6056997c-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	6056997c-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (170.8935 -71.617333, 170.8935 -71.617333)			NIWA	4081094885	en	6056997c-fa36-11e2-96b3-aa6f927c92a3		70052	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - no formalin = 3	TAN0402/198	GPS													
4081121884	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.724+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-71.277167	170.602167	100.0	400.0	0.0	{}		2004.0	2.0	18.0	2004-02-18	49.0	49.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:25.724+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '60569c7e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	60569c7e-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (170.602167 -71.277167, 170.602167 -71.277167)			NIWA	4081121884	en	60569c7e-fa36-11e2-96b3-aa6f927c92a3		70054	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - no formalin = 7	TAN0402/107	GPS													
4081090991	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.371+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117941	1	54	354	9477065	6314	2117918	2117941	2117941	Austrodecus frigorifugum Stock, 1954	Austrodecus frigorifugum Stock, 1954	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus frigorifugum	Austrodecus	frigorifugum	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-72.331	170.427833	100.0	197.0	0.0	{}		2004.0	2.0	13.0	2004-02-13	44.0	44.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:23.371+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '60569dfa-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	Nielsen, Johanna	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	60569dfa-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:240203	LINESTRING (170.427833 -72.331, 170.427833 -72.331)	Cape Hallet		NIWA	4081090991	en	60569dfa-fa36-11e2-96b3-aa6f927c92a3		70055	NIWA Invertebrate Collection			NIWA Invertebrate Collection	NIWA; MFish	Specimen(s), Ethanol - no formalin = 5	TAN0402/53	GPS													
