key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	vernacularName	institutionCode	locality	county	gbifID	collectionCode	occurrenceID
3970758371	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:20.355+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE	37.763611	128.981111	ASIA	Gangwon-do	{}	2022	8	24	2022-08-24	236	236	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:20.355+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252772'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252772	MABIK CR00252772	작은술병부리바다거미	MABIK	Gangdong-myeon	Gangneung-si	3970758371	CR	MABIK CR00252772
3970748517	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:20.786+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE	33.501528	126.943025	ASIA	Jeju-do	{}	2021	5	14	2021-05-14	134	134	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:20.786+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252339'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Kim Jungsoo	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252339	MABIK CR00252339	작은술병부리바다거미	MABIK	Udo-myeon	Jeju-si	3970748517	CR	MABIK CR00252339
3970748673	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:20.824+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE	33.501528	126.943025	ASIA	Jeju-do	{}	2021	5	14	2021-05-14	134	134	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:20.824+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252352'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Kim Jungsoo	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252352	MABIK CR00252352	작은술병부리바다거미	MABIK	Udo-myeon	Jeju-si	3970748673	CR	MABIK CR00252352
3419043693	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.751+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE	34.094792	125.106539	ASIA	Jeollanam-do	{}	2021	6	24	2021-06-24	175	175	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.751+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248344'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248344	MABIK CR00248344	작은술병부리바다거미	MABIK	Heuksan-myeon	Sinan-gun	3419043693	CR	MABIK CR00248344
3970759039	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.452+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE	34.695389	125.38825	ASIA	Jeollanam-do	{}	2021	8	11	2021-08-11	223	223	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.452+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248818'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248818	MABIK CR00248818	작은술병부리바다거미	MABIK	Heuksan-myeon	Sinan-gun	3970759039	CR	MABIK CR00248818
4459276138	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:26.469+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE	36.000411	129.586561	ASIA	Gyeongsangbuk-do	{}	2018	9	20	2018-09-20	263	263	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:26.469+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00245990'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00245990	MABIK CR00245990	작은술병부리바다거미	MABIK	Guryongpo-eup	Nam-gu, Pohang-si	4459276138	CR	MABIK CR00245990
1808788453	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.893+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.893+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808788453'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001702		NIBR			1808788453	AM	
1808792767	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.281+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.281+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808792767'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000061986		NIBR			1808792767	AM	
1808793026	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.860+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.860+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793026'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024298		NIBR			1808793026	AM	
1808793270	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:36.854+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:36.854+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793270'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001709		NIBR			1808793270	AM	
