key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	locality	fieldNumber	gbifID	collectionCode	occurrenceID	higherClassification	individualCount	identifiedBy
1055308802	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:53.471+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 31', 'http://purl.org/dc/terms/created': '1187777819000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/99572617-d196-4497-8a2f-2f71531eb018'}]}	PRESERVED_SPECIMEN	PRESENT	2117544	1	54	354	9477065	2012	2117538	2117544	2117544	Colossendeis gardineri Carpenter, 1907	Colossendeis gardineri Carpenter, 1907	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis gardineri	Colossendeis	gardineri	SPECIES	ACCEPTED	NE	{}	TYPE	['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:53.471+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1202757'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 31', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/99572617-d196-4497-8a2f-2f71531eb018'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:1202757	Pycnogonida	[]	[]	EUROPE	1202757	1908.1.6.10	NHMUK	"{""associatedMediaCount"": 1, ""barcode"": ""011046409"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1294367332000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Colossendeis gardineri Carpenter, 1907"", ""determinationTypes"": null, ""donorName"": ""Mr John S. Gardiner"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055308802"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Saya de Malha	21	1055308802	ZOO	ec5b9435-818e-48bc-a504-7c373cd1ee12	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Colossendeidae		
1057456854	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:13.069+00:00	391	{}	PRESERVED_SPECIMEN	PRESENT	2117544	1	54	354	9477065	2012	2117538	2117544	2117544	Colossendeis gardineri Carpenter, 1907	Colossendeis gardineri Carpenter, 1907	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis gardineri	Colossendeis	gardineri	SPECIES	ACCEPTED	NE	{}		['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:13.069+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3672099'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:3672099	Pycnogonida	[]	[]	EUROPE	3672099	2000.2257-2258	NHMUK	"{""associatedMediaCount"": null, ""barcode"": ""011056872"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180305245000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Colossendeis gardineri Carpenter, 1907"", ""determinationTypes"": null, ""donorName"": ""Institute of Oceanographic Sciences"", ""expedition"": ""Discovery Investigations"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057456854"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"		Station 6414	1057456854	ZOO	6092493e-bee3-4612-a147-a92118feff3b	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Colossendeidae	2.0	Dr Roger Bamber
