key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	identificationRemarks	http://unknown.org/captive	identificationID	occurrenceRemarks	networkKeys	individualCount	depth	higherGeography	institutionKey	preparations	samplingProtocol	eventID	institutionID	nomenclaturalCode	georeferenceProtocol	http://unknown.org/taxonRankID	locality	fieldNumber	language	type	locationID	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	georeferenceSources	sex	coordinatePrecision	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	locationRemarks	nameAccordingTo	verbatimTaxonRank	depthAccuracy	organismQuantity	organismQuantityType	scientificNameID	footprintWKT	collectionKey	collectionID
4111701467	50c9509d-22c7-4a22-a47d-8c48425ef4a7	28eb1a3f-1c15-4a95-931a-4af90ecb574d	997448a8-f762-11e1-a439-00145eb45e9a	28eb1a3f-1c15-4a95-931a-4af90ecb574d	US	DWC_ARCHIVE	2024-07-23T16:16:17.354+00:00	2024-07-24T06:36:09.377+00:00	474	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Ian Scholey', 'http://rs.tdwg.org/dwc/terms/catalogNumber': '267741647', 'http://purl.org/dc/terms/publisher': 'iNaturalist', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/created': '2023-04-13T21:58:48-07:00', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'Ian Scholey', 'http://purl.org/dc/terms/identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/267741647/original.jpg', 'http://purl.org/dc/terms/references': 'https://www.inaturalist.org/photos/267741647'}]}	HUMAN_OBSERVATION	PRESENT	2118349	1	54	354	9477065	4338615	2118315	2118349	2118349	Ascorhynchus longicollis (Haswell, 1885)	Ascorhynchus longicollis (Haswell, 1885)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus longicollis	Ascorhynchus	longicollis	SPECIES	ACCEPTED	NE	2023-05-04T08:07:01	-38.336634	144.890746	61.0	OCEANIA	Victoria	{}	2023.0	4.0	13.0	2023-04-13T14:40	103.0	103.0	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2023-05-05T02:39:51.000+00:00	2024-07-24T06:36:09.377+00:00	https://www.inaturalist.org/observations/154924692	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '154924692'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'references': 'https://www.inaturalist.org/photos/267741647', 'created': '2023-04-14T04:58:48.000+00:00', 'creator': 'Ian Scholey', 'publisher': 'iNaturalist', 'license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'rightsHolder': 'Ian Scholey', 'identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/267741647/original.jpg'}]	[]	[]	False	iNaturalist research-grade observations	Ian Scholey	Nick Shaw	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA	Ian Scholey	154924692	ianscholey1	2023/04/13 2:40 PM	Capel Sound VIC 3940, Australia	Observations	4111701467	https://www.inaturalist.org/observations/154924692	812986	154924692	iNaturalist	14:40:00+10:00	Museum said this species	wild	358841476																																						
4440605678	50c9509d-22c7-4a22-a47d-8c48425ef4a7	28eb1a3f-1c15-4a95-931a-4af90ecb574d	997448a8-f762-11e1-a439-00145eb45e9a	28eb1a3f-1c15-4a95-931a-4af90ecb574d	US	DWC_ARCHIVE	2024-07-23T16:16:17.354+00:00	2024-07-24T06:06:58.981+00:00	474	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Nick Shaw', 'http://rs.tdwg.org/dwc/terms/catalogNumber': '267784861', 'http://purl.org/dc/terms/publisher': 'iNaturalist', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/created': '2023-04-13T20:52:12-07:00', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'Nick Shaw', 'http://purl.org/dc/terms/identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/267784861/original.jpeg', 'http://purl.org/dc/terms/references': 'https://www.inaturalist.org/photos/267784861'}]}	HUMAN_OBSERVATION	PRESENT	2118349	1	54	354	9477065	4338615	2118315	2118349	2118349	Ascorhynchus longicollis (Haswell, 1885)	Ascorhynchus longicollis (Haswell, 1885)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus longicollis	Ascorhynchus	longicollis	SPECIES	ACCEPTED	NE	2023-05-04T08:01:52	-38.340998	144.878143	488.0	OCEANIA	Victoria	{}	2023.0	4.0	13.0	2023-04-13T20:52	103.0	103.0	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2023-11-13T05:42:56.000+00:00	2024-07-24T06:06:58.981+00:00	https://www.inaturalist.org/observations/154951747	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '154951747'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'references': 'https://www.inaturalist.org/photos/267784861', 'created': '2023-04-14T03:52:12.000+00:00', 'creator': 'Nick Shaw', 'publisher': 'iNaturalist', 'license': 'http://creativecommons.org/licenses/by-nc/4.0/', 'rightsHolder': 'Nick Shaw', 'identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/267784861/original.jpeg'}]	[]	[]	False	iNaturalist research-grade observations	Nick Shaw	Nick Shaw	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA	Nick Shaw	154951747	nickoshaw	2023/04/13 8:52 PM	Hurricane wreck	Observations	4440605678	https://www.inaturalist.org/observations/154951747	812986	154951747	iNaturalist	20:52:00+10:00	Museum got back to me and said this	wild	358840287	tbd																																					
1272746345	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:23.861+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT	2118349	1	54	354	9477065	4338615	2118315	2118349	2118349	Ascorhynchus longicollis (Haswell, 1885)	Ascorhynchus longicollis (Haswell, 1885)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus longicollis	Ascorhynchus	longicollis	SPECIES	ACCEPTED	NE	2000-01-01T00:00:00	-38.5454	145.302		OCEANIA	Victoria	{}	1999.0	5.0	11.0	1999-05-11	131.0	131.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2020-12-02T12:09:00.000+00:00	2024-07-02T06:37:23.861+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '4ccf31eb-2fd1-42fb-bf27-fc8b70ba0ea5'}]	[]	[]	[]	False	VC	Coleman, Noel|Marine and Freshwater Resources Institute (MAFRI)	D A. Staples - Museum Victoria (Sciences)	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	4ccf31eb-2fd1-42fb-bf27-fc8b70ba0ea5			off Cape Woolamai	Invertebrates	1272746345	4ccf31eb-2fd1-42fb-bf27-fc8b70ba0ea5		J51554	NMV						['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	40.0	Australia|Victoria	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	Wet|ethanol 70%	Smith-McIntyre grab	VC 26 C1	urn:lsid:biocol.org:col:34978	ICZN	gps	7000	off Cape Woolamai	VC 26 C1	en	PhysicalObject	VC 26 C1	https://biodiversity.org.au/afd/taxa/62eed421-114a-48ad-b744-9e4353064bf7	NMV	Ascorhynchus longicollis	Arthropoda | Cheliceriformes | Pycnogonida | Pantopoda | Ammotheidae	See notes															
4141813903	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:06.116+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2118349	1	54	354	9477065	4338615	2118315	2118349	2118349	Ascorhynchus longicollis (Haswell, 1885)	Ascorhynchus longicollis (Haswell, 1885)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus longicollis	Ascorhynchus	longicollis	SPECIES	ACCEPTED	NE	2007-01-01T00:00:00	-12.37283	130.83883		OCEANIA	Northern Territory	{}	1994.0	3.0	15.0	1994-03-15	74.0	74.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:38:06.116+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '251ebe3b-450c-4776-9923-ff77accf6799'}]	[]	[]	[]	False			C. Arango	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Board of the Museum and Art Gallery of the Northern Territory	251ebe3b-450c-4776-9923-ff77accf6799				Minor Invertebrate	4141813903	251ebe3b-450c-4776-9923-ff77accf6799		N000053	MAGNT						['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']				c0f3ae0e-60d2-4671-a35f-40c754780c9f	whole animal (ETOH)						7000	Darwin Harbour		en	PhysicalObject		https://biodiversity.org.au/afd/taxa/62eed421-114a-48ad-b744-9e4353064bf7		Ascorhynchus longicollis																	
4141841379	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:11.441+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2118349	1	54	354	9477065	4338615	2118315	2118349	2118349	Ascorhynchus longicollis (Haswell, 1885)	Ascorhynchus longicollis (Haswell, 1885)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus longicollis	Ascorhynchus	longicollis	SPECIES	ACCEPTED	NE		-12.51367	130.90467		OCEANIA	Northern Territory	{}	1994.0	3.0	22.0	1994-03-22	81.0	81.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:38:11.441+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cc93ffc4-80a8-42b7-9cd2-ae4de5cbdf6d'}]	[]	[]	[]	False			Marine Ecology Unit, NT Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Board of the Museum and Art Gallery of the Northern Territory	cc93ffc4-80a8-42b7-9cd2-ae4de5cbdf6d				Minor Invertebrate	4141841379	cc93ffc4-80a8-42b7-9cd2-ae4de5cbdf6d		N000052	MAGNT						['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']				c0f3ae0e-60d2-4671-a35f-40c754780c9f	whole animal (ETOH)						7000	Darwin Harbour		en	PhysicalObject		https://biodiversity.org.au/afd/taxa/62eed421-114a-48ad-b744-9e4353064bf7		Ascorhynchus longicollis																	
1100787729	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:51.073+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118349	1	54	354	9477065	4338615	2118315	2118349	2118349	Ascorhynchus longicollis (Haswell, 1885)	Ascorhynchus longicollis (Haswell, 1885)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus longicollis	Ascorhynchus	longicollis	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-38.98499	148.52666	1000.0		Victoria	{}	1994.0	8.0	27.0	1994-08-27	239.0	239.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:51.073+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ae388824-9fc8-4c5a-8b40-87b517b4d533'}]	[]	[]	[]	False		Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		ae388824-9fc8-4c5a-8b40-87b517b4d533			Bass Strait, east of Seal Islands	Invertebrates - Marine & Other	1100787729	ae388824-9fc8-4c5a-8b40-87b517b4d533		P.77976	AM						['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']				9cfe8cbf-35ff-4d93-b932-cb05d91b7922		benthic sled	urn:australianmuseum.net.au:Events:1067339				7000						https://biodiversity.org.au/afd/taxa/62eed421-114a-48ad-b744-9e4353064bf7		Ascorhynchus longicollis			MALE	1e-05	ecatalogue.irn:1253641|urn:catalog:AM:Invertebrates - Marine & Other:P.77976	Ascorhynchus cf. longicollis (Haswell, 1885)	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: [SS05/94/60] Australia, Victoria, Bass Strait, east of Seal Islands (38° 59' 06 S, 148° 31' 36 E) 27/08/1994 - 27/08/1994, benthic sled;	(Haswell, 1885)	species							
1100763113	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:21:08.534+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118349	1	54	354	9477065	4338615	2118315	2118349	2118349	Ascorhynchus longicollis (Haswell, 1885)	Ascorhynchus longicollis (Haswell, 1885)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus longicollis	Ascorhynchus	longicollis	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.7	152.1	10000.0	OCEANIA	New South Wales	{}	1980.0	10.0	25.0	1980-10-25	299.0	299.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:21:08.534+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e767edb1-d5c4-420e-94f2-2c928678ce02'}]	[]	[]	[]	False		Ponder, W.|Hall, J.	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		e767edb1-d5c4-420e-94f2-2c928678ce02			northeast side of Boondara Island, north side of Port Stephens	Invertebrates - Marine & Other	1100763113	e767edb1-d5c4-420e-94f2-2c928678ce02		P.43163	AM						['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']				9cfe8cbf-35ff-4d93-b932-cb05d91b7922			urn:australianmuseum.net.au:Events:1039123				7000						https://biodiversity.org.au/afd/taxa/62eed421-114a-48ad-b744-9e4353064bf7		Ascorhynchus longicollis			FEMALE	0.001	ecatalogue.irn:1063071|urn:catalog:AM:Invertebrates - Marine & Other:P.43163	Ascorhynchus longicollis (Haswell, 1885)	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, northeast side of Boondara Island, north side of Port Stephens (32° 42' S, 152° 06' E) 25/10/1980 - 25/10/1980;	(Haswell, 1885)								
1100762922	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:01.389+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118349	1	54	354	9477065	4338615	2118315	2118349	2118349	Ascorhynchus longicollis (Haswell, 1885)	Ascorhynchus longicollis (Haswell, 1885)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus longicollis	Ascorhynchus	longicollis	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.59166	151.97499	10000.0		New South Wales	{}	1978.0	12.0	7.0	1978-12-07	341.0	341.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:01.389+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '17485718-c4ba-4e60-bf95-b7c6796290e3'}]	[]	[]	[]	False			Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		17485718-c4ba-4e60-bf95-b7c6796290e3			east of Broken Bay	Invertebrates - Marine & Other	1100762922	17485718-c4ba-4e60-bf95-b7c6796290e3		P.42912	AM						['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']				9cfe8cbf-35ff-4d93-b932-cb05d91b7922			urn:australianmuseum.net.au:Events:1057982				7000						https://biodiversity.org.au/afd/taxa/62eed421-114a-48ad-b744-9e4353064bf7		Ascorhynchus longicollis			MALE	1e-05	ecatalogue.irn:1062954|urn:catalog:AM:Invertebrates - Marine & Other:P.42912	Ascorhynchus longicollis (Haswell, 1885)	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	ecatalogue.LocCollectionEventLocal: [K78-26-18] Australia, New South Wales, east of Broken Bay (33° 37' S, 151° 58' E) 07/12/1978 - 07/12/1978;	(Haswell, 1885)								
1272704419	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:22.997+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT	2118349	1	54	354	9477065	4338615	2118315	2118349	2118349	Ascorhynchus longicollis (Haswell, 1885)	Ascorhynchus longicollis (Haswell, 1885)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus longicollis	Ascorhynchus	longicollis	SPECIES	ACCEPTED	NE	1986-01-01T00:00:00	-38.2717	144.802		OCEANIA	Victoria	{}	1973.0	1.0	23.0	1973-01-23	23.0	23.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2019-10-30T14:56:00.000+00:00	2024-07-02T06:37:22.997+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '348f3f61-8348-4213-bc9c-f8814814577e'}]	[]	[]	[]	True	PPBES	Museum Victoria|Rainer, F. Sebastian	D A. Staples - Museum Victoria (Sciences)	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	348f3f61-8348-4213-bc9c-f8814814577e			Port Phillip Bay, southwestern region	Invertebrates	1272704419	348f3f61-8348-4213-bc9c-f8814814577e		J12931	NMV						['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	2.0	Australia|Victoria	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	Wet|ethanol 70%	airlift	PPBES 975	urn:lsid:biocol.org:col:34978	ICZN		7000	Port Phillip Bay, southwestern region	PPBES 975	en	PhysicalObject	PPBES 975	https://biodiversity.org.au/afd/taxa/62eed421-114a-48ad-b744-9e4353064bf7	NMV	Ascorhynchus longicollis	Arthropoda | Cheliceriformes | Pycnogonida | Pantopoda | Ammotheidae																
1272704510	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:24.621+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT	2118349	1	54	354	9477065	4338615	2118315	2118349	2118349	Ascorhynchus longicollis (Haswell, 1885)	Ascorhynchus longicollis (Haswell, 1885)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus longicollis	Ascorhynchus	longicollis	SPECIES	ACCEPTED	NE	1986-01-01T00:00:00	-38.2717	144.802		OCEANIA	Victoria	{}	1973.0	1.0	23.0	1973-01-23	23.0	23.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2019-10-30T14:54:00.000+00:00	2024-07-02T06:37:24.621+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3bc569d6-a820-4551-9160-8c2195342240'}]	[]	[]	[]	True	PPBES	Museum Victoria|Rainer, F. Sebastian	D A. Staples - Museum Victoria (Sciences)	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	3bc569d6-a820-4551-9160-8c2195342240			Port Phillip Bay, southwestern region	Invertebrates	1272704510	3bc569d6-a820-4551-9160-8c2195342240		J12935	NMV						['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	2.0	Australia|Victoria	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	Wet|ethanol 70%	airlift	PPBES 975	urn:lsid:biocol.org:col:34978	ICZN		7000	Port Phillip Bay, southwestern region	PPBES 975	en	PhysicalObject	PPBES 975	https://biodiversity.org.au/afd/taxa/62eed421-114a-48ad-b744-9e4353064bf7	NMV	Ascorhynchus longicollis	Arthropoda | Cheliceriformes | Pycnogonida | Pantopoda | Ammotheidae																
