key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	gbifID	occurrenceID	taxonID	networkKeys	individualCount	decimalLatitude	decimalLongitude	depthAccuracy	modified	institutionKey	collectionKey	recordedBy	identifiedBy	geodeticDatum	catalogNumber	institutionCode	locality	fieldNumber	collectionCode	collectionID	waterBody	preparations	samplingProtocol	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	islandGroup	references	associatedSequences	occurrenceRemarks
4444205524	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.098+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE			{}	1967.0	2.0	11.0	1967-02-11	42.0	42.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.098+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '29ba64c1-1afa-4a07-8b81-c14165955fc3'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Knipovich_cruise 3_st.800		29ba64c1-1afa-4a07-8b81-c14165955fc3							4444205524	29ba64c1-1afa-4a07-8b81-c14165955fc3		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	-60.6331703	-43.8999002			51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Knipovich	Pushkin, A.	WGS84	INV0002714	IORAS	South Atlantic	800	OBFc	fd699988-ab5d-4737-9443-9085cea191d2	Atlantic Ocean	EtOH 75%	Bottom Trawl	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	670.0 - 545.0 m	IORAS	cruise 3				
4444205857	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.917+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE		ANTARCTICA	{}	1965.0	2.0	17.0	1965-02-17	48.0	48.0	['COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.917+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '7d4a15d1-44de-4107-90ab-c7b792364449'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Knipovich_cruise 1_st.135		7d4a15d1-44de-4107-90ab-c7b792364449							4444205857	7d4a15d1-44de-4107-90ab-c7b792364449		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		-60.6198385	-44.6498776			51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Knipovich	Pushkin, A.	WGS84	INV0002926	IORAS	South Atlantics	135	OBFc	fd699988-ab5d-4737-9443-9085cea191d2	Atlantic Ocean	dried:EtOH 75%	Bottom Trawl	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	330.0 - 450.0 m	IORAS	cruise 1				
4444205477	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.794+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE			{}	1965.0	3.0	26.0	1965-03-26	85.0	85.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.794+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '0574e919-6bb6-4d17-bc9d-9636d6fd8679'}]	[]	[]	[]	False		Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE	RV Akademik Knipovich_cruise 1_st.220		0574e919-6bb6-4d17-bc9d-9636d6fd8679							4444205477	0574e919-6bb6-4d17-bc9d-9636d6fd8679		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	-48.7668656	-61.4828822			51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Knipovich	Pushkin, A.	WGS84	INV0002712	IORAS	Argentine Sea	220	OBFc	fd699988-ab5d-4737-9443-9085cea191d2	Argentine Sea	EtOH 75%	Bottom Trawl	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	145.0 - 150.0 m	IORAS	cruise 1				
4444205624	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.847+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE			{}	1965.0	3.0	28.0	1965-03-28	87.0	87.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.847+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': 'c108eef3-8c2d-4e0b-bcdb-a4b0c11a0088'}]	[]	[]	[]	False		Pycnogonida		[]	[]			EUROPE	RV Akademik Knipovich_cruise 1_st.227		c108eef3-8c2d-4e0b-bcdb-a4b0c11a0088							4444205624	c108eef3-8c2d-4e0b-bcdb-a4b0c11a0088		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	6.0	-47.3168976	-60.2329261			51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Knipovich	Pushkin, A.	WGS84	INV0002713	IORAS	Argentine Sea	227	OBFc	fd699988-ab5d-4737-9443-9085cea191d2	Argentine Sea	EtOH 75%	Bottom Trawl	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	265.0 - 309.0 m	IORAS	cruise 1				
4444205655	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.140+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE			{}							['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.140+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '7603006f-a834-47f6-9bba-c0907c3685db'}]	[]	[]	[]	False		Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE	RV Akademik Knipovich_cruise 1_st.168		7603006f-a834-47f6-9bba-c0907c3685db							4444205655	7603006f-a834-47f6-9bba-c0907c3685db		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	-54.4833195	-35.4334757			51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Knipovich	Pushkin, A.	WGS84	INV0002717	IORAS	South Atlantics	168	OBFc	fd699988-ab5d-4737-9443-9085cea191d2	Atlantic Ocean	EtOH 75%	Bottom Trawl	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	280.0 - 295.0 m	IORAS	cruise 1				
4152837603	d8cd16ba-bb74-4420-821e-083f2bac17c2	ada9d123-ddb4-467d-8891-806ea8d94230	17a83780-3060-4851-9d6f-029d5fcb81c9	fbca90e3-8aed-48b1-84e3-369afbd000ce	GB	EML	2024-07-20T12:06:08.628+00:00	2024-07-20T12:51:07.978+00:00	175	{}	PRESERVED_SPECIMEN	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE			{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'PRESUMED_NEGATED_LATITUDE', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T12:51:07.978+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OP985864'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE			OP985864				https://www.ebi.ac.uk/ena/browser/view/Taxon:619871			4152837603	OP985864	ASV:865d63ecd37f25ef1ba0006c56c0e1f9			-67.0	-145.3							WGS84	MNHN-IU-2007-130		Terre Adelie												https://www.ebi.ac.uk/ena/browser/view/OP985864	https://www.ebi.ac.uk/ena/browser/api/embl/OP985864	UNVERIFIED: Colossendeis tenuipedis voucher MNHN-IU-2007-130 mitochondrion sequence, sequence.
318006383	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.931+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	246.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.931+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21652'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318006383					-73.89	-22.4483	0.0						WGS84	21652	BAS			SOMBASE Pycnogonids												
318006978	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.761+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	1392.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.761+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34325'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318006978					-62.6041	-58.803	135.0						WGS84	34325	BAS			SOMBASE Pycnogonids												
318007118	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.424+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	639.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.424+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37323'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318007118					-64.2416	99.2	0.0						WGS84	37323	BAS			SOMBASE Pycnogonids												
318007125	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.449+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	485.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.449+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37357'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318007125					-65.2833	91.6833	55.0						WGS84	37357	BAS			SOMBASE Pycnogonids												
318007130	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.455+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	1270.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.455+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37374'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318007130					-66.4966	59.4916	730.0						WGS84	37374	BAS			SOMBASE Pycnogonids												
318007131	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.492+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	277.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.492+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37383'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318007131					-65.9866	57.1633	12.5						WGS84	37383	BAS			SOMBASE Pycnogonids												
318007136	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.365+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	685.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.365+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37403'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318007136					-65.4	113.0	175.0						WGS84	37403	BAS			SOMBASE Pycnogonids												
318007145	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.390+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	390.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.390+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37563'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318007145					-69.5833	13.8333	10.0						WGS84	37563	BAS			SOMBASE Pycnogonids												
318007146	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.391+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	750.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.391+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37569'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318007146					-69.35	14.1	80.0						WGS84	37569	BAS			SOMBASE Pycnogonids												
318007148	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.402+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	290.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.402+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37586'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318007148					-67.8416	69.9533	0.0						WGS84	37586	BAS			SOMBASE Pycnogonids												
318007170	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.165+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	390.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.165+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37669'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318007170					-60.62	-44.65	60.0						WGS84	37669	BAS			SOMBASE Pycnogonids												
318007171	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.157+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	287.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.157+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37670'}]	[]	[]	[]	False		Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE										318007171					-54.4833	-35.4333	7.5						WGS84	37670	BAS			SOMBASE Pycnogonids												
318007172	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.156+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	147.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.156+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37674'}]	[]	[]	[]	False		Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE										318007172					-48.75	-61.4833	2.5						WGS84	37674	BAS			SOMBASE Pycnogonids												
318007173	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.158+00:00	124	{}	OCCURRENCE	PRESENT	2117585	1	54	354	9477065	2012	2117538	2117585	2117585	Colossendeis tenuipedis Pushkin, 1993	Colossendeis tenuipedis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis tenuipedis	Colossendeis	tenuipedis	SPECIES	ACCEPTED	NE	323.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.158+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37676'}]	[]	[]	[]	False		Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE										318007173					-45.0866	-60.2833	93.5						WGS84	37676	BAS			SOMBASE Pycnogonids												
