key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depth	continent	modified	island	depthAccuracy	waterBody	higherGeography	datasetName	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	sex	coordinateUncertaintyInMeters	scientificNameID	footprintWKT	language	otherCatalogNumbers	dynamicProperties	occurrenceRemarks	bibliographicCitation	coordinatePrecision	acceptedNameUsage	http://unknown.org/taxonRankID	verbatimLocality	locationRemarks	taxonConceptID	http://unknown.org/species	nameAccordingTo	typeStatus	datasetID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	taxonID	http://unknown.org/orders	dateIdentified	type	references	associatedSequences
1427444442	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.972+00:00	259	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-61.425	-53.7667	{}	1927.0	2.0	23.0	1927-02-23	54.0	54.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-29T08:18:03.972+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5513'}]	[]	[]	[]			True				Large dredge, heavy pattern, 1.2m in length	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	1	5513		off Cape Bowles, Clarence Island	Stn 170	Discovery Reports	1427444442	5513		Stn 170 Austroraptus polaris	NIWA				342.0		2019-03-15T00:00:00.000+00:00		0.0	Southern Ocean		Discovery Expedition Biological Reports						MALE	1000.0	urn:lsid:marinespecies.org:taxname:172965	POINT (-53.7667 -61.425)	en			Large dredge, heavy pattern, 1.2m in length																						
1319625887	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:59.356+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE			{}	1927.0	3.0		1927-03			['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:59.356+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/36b3215b7-3410-4c6f-9c3c-fccaf8d2ba52'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	W. Schmitt	Giltay, L.	Alcohol (Ethanol)			Pycnogonida		[]	[]			NORTH_AMERICA		http://n2t.net/ark:/65665/36b3215b7-3410-4c6f-9c3c-fccaf8d2ba52	urn:lsid:biocol.org:col:34871	South Georgia Island, Cumberland Bay		IZ	1319625887	http://n2t.net/ark:/65665/36b3215b7-3410-4c6f-9c3c-fccaf8d2ba52		USNM 75379	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			2013-01-11T15:43:00.000+00:00			South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	NMNH Extant Biology	-- MAR 1927				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	MALE																													
2005435518	f2ab6184-eff7-4069-a9bb-e4f366aeefff	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-05-29T01:32:00.598+00:00	2024-01-25T02:24:12.573+00:00	274	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-71.3083	170.1	{}	1912.0	1.0	3.0	1912-01-03	3.0	3.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T02:24:12.573+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:NIWA:TerraNovaExp:444'}]	[]	[]	[]			False				GearType=Agassiz trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	220	urn:NIWA:TerraNovaExp:444		off Cape Adare, mouth of Robertson's Bay	Stn. 220	MBIS Terra Nova Expedition	2005435518	urn:NIWA:TerraNovaExp:444		TN Stn. 220 Austroraptus polaris	TN				87.0	ANTARCTICA	2014-08-10T00:00:00.000+00:00		5.0	Southern Ocean		British Antarctic (Terra Nova) Expedition Zoology						FEMALE	500.0	urn:lsid:marinespecies.org:taxname:172965	POINT (170.1000 -71.3083)	en		SurfaceTemperatureInC=-0.5	SurfaceTemperatureInC=-0.5. GearType=Agassiz trawl	Austroraptus polaris (MBIS Terra Nova Expedition urn:NIWA:TerraNovaExp:444)																					
2005435576	f2ab6184-eff7-4069-a9bb-e4f366aeefff	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-05-29T01:32:00.598+00:00	2024-01-25T02:24:12.595+00:00	274	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-71.3083	170.1	{}	1912.0	1.0	3.0	1912-01-03	3.0	3.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T02:24:12.595+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:NIWA:TerraNovaExp:445'}]	[]	[]	[]			False				GearType=Agassiz trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	220	urn:NIWA:TerraNovaExp:445		off Cape Adare, mouth of Robertson's Bay	Stn. 220	MBIS Terra Nova Expedition	2005435576	urn:NIWA:TerraNovaExp:445		TN Stn. 220 Austroraptus polaris	TN				87.0	ANTARCTICA	2014-08-10T00:00:00.000+00:00		5.0	Southern Ocean		British Antarctic (Terra Nova) Expedition Zoology							500.0	urn:lsid:marinespecies.org:taxname:172965	POINT (170.1000 -71.3083)	en		SurfaceTemperatureInC=-0.5	SurfaceTemperatureInC=-0.5. GearType=Agassiz trawl	Austroraptus polaris (MBIS Terra Nova Expedition urn:NIWA:TerraNovaExp:445)																					
1100746518	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:03.165+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-67.0	142.6	{}	1912.0	9.0		1912-09-03/1912-09-04	247.0	248.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:03.165+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'db78c922-158c-40dd-b112-728dd4561228'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Australasian Antarctic Expedition	Gordon, Isabella			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	urn:australianmuseum.net.au:Events:1190925	db78c922-158c-40dd-b112-728dd4561228				Invertebrates - Marine & Other	1100746518	db78c922-158c-40dd-b112-728dd4561228		P.11129	AM					ANTARCTICA												MALE					ecatalogue.irn:1097278|urn:catalog:AM:Invertebrates - Marine & Other:P.11129	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/12}			0.001	Austroraptus polaris Hodgson, 1907	7000	Adelie Land, Commonwealth Bay	ecatalogue.LocCollectionEventLocal: Antarctica, Adelie Land, Commonwealth Bay (66° 54' S, 142° 40' E) 03/09/1912 - 04/09/1912, Australasian Antarctic Expedition 1911-14;	https://biodiversity.org.au/afd/taxa/94502e57-6950-4165-bca6-e089f888e05d	Austroraptus polaris	Hodgson, 1907													
1057114957	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:00.415+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 23', 'http://purl.org/dc/terms/created': '1187777784000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/4ed62b3e-ff07-4c84-9791-1c2914a6b5e3'}]}	PRESERVED_SPECIMEN		PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE			{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:00.415+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1202187'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 23', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/4ed62b3e-ff07-4c84-9791-1c2914a6b5e3'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		False						Pycnogonida		[]	[]			EUROPE		1202187				ZOO	1057114957	b98f6f92-ba04-4bea-ad64-75546b4785f5		1907.6.24.98-99	NHMUK																Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae						NHMUK:ecatalogue:1202187	"{""associatedMediaCount"": 1, ""barcode"": ""011096775"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1294363699000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austroraptus polaris Hodgson, 1907"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057114957"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"											TYPE												
1055366457	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:03.378+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 98', 'http://purl.org/dc/terms/created': '1187778117000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/486cd005-166c-43cb-bde4-6262543a5a9b'}]}	PRESERVED_SPECIMEN		PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE			{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:03.378+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1205791'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 98', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/486cd005-166c-43cb-bde4-6262543a5a9b'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		False						Pycnogonida		[]	[]			EUROPE		1205791			220	ZOO	1055366457	6df1bc78-826b-4d8c-90d3-fc6d3ef77670		1915.7.24.280-281	NHMUK																Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae						NHMUK:ecatalogue:1205791	"{""associatedMediaCount"": 1, ""barcode"": ""011096776"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1294412323000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austroraptus polaris Hodgson, 1907"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Terra Nova Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055366457"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Terra Nova""}"																							
4548718400	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:26.931+00:00	57	{}	HUMAN_OBSERVATION		PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-71.7127	122.67314	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['COUNTRY_COORDINATE_MISMATCH', 'COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-21T10:14:26.931+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '632a15bd-480e-4632-9523-f86131206de5'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	632a15bd-480e-4632-9523-f86131206de5	632a15bd-480e-4632-9523-f86131206de5					4548718400	632a15bd-480e-4632-9523-f86131206de5								ANTARCTICA													774607.0															Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.		EB6380B5-80AF-5935-E053-0514A8C08744	fr | en	Austroraptus polaris Hodgson, 1907	TAAF : Terre-Adélie	TaxREF	Probable	821652					
3935088593	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:38.298+00:00	10	{}	HUMAN_OBSERVATION		PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-71.7127	122.67314	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['COUNTRY_COORDINATE_MISMATCH', 'COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:11:38.298+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '903e2b1f-0b02-4529-85d1-e538d37e9155'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	903e2b1f-0b02-4529-85d1-e538d37e9155	903e2b1f-0b02-4529-85d1-e538d37e9155					3935088593	903e2b1f-0b02-4529-85d1-e538d37e9155								ANTARCTICA													774607.0															Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.		D2B0CE86-7C29-1275-E053-5514A8C0FBF9		Austroraptus polaris Hodgson, 1907	TAAF : Terre-Adélie	TaxREF	Probable	821652	Pantopoda				
1632846225	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:40.726+00:00	382	{}	PRESERVED_SPECIMEN		PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-68.385	73.8067	{}							['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:13:40.726+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'fbc88d5f-30e2-45e0-8e8f-be073589b547'}]	[]	[]	[]	5d0174cc-48aa-497e-8751-df708df5ccc5		False	Zeidler, W.	Child, C. Allan - Smithsonian		bottom trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	urn:emu.sam.sa.gov.au:Event:52648	fbc88d5f-30e2-45e0-8e8f-be073589b547				Marine Invertebrates	1632846225	fbc88d5f-30e2-45e0-8e8f-be073589b547		E2939	SAMA						2021-10-19T00:00:00.000+00:00																ecatalogue.irn:617644				0.0001		7000	Prydz Bay		https://biodiversity.org.au/afd/taxa/94502e57-6950-4165-bca6-e089f888e05d	Austroraptus polaris											1995-01-01T00:00:00	PhysicalObject		
790016100	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:38.525+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1907', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austroraptus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hodgson, 1907', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|188136', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austroraptus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'polaris', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|23434', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austroraptus polaris Hodgson, 1907'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE			{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:38.525+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3702'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False		Arnaud F.				Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3702				IU	790016100	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3702		2009-3702	MNHN			10.15468/qgvvhd			2016-06-29T17:13:06.000+00:00																																								
