key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depth	continent	modified	island	depthAccuracy	waterBody	higherGeography	datasetName	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	sex	coordinateUncertaintyInMeters	scientificNameID	footprintWKT	language	otherCatalogNumbers	dynamicProperties	occurrenceRemarks	bibliographicCitation	coordinatePrecision	acceptedNameUsage	http://unknown.org/taxonRankID	verbatimLocality	locationRemarks	taxonConceptID	http://unknown.org/species	nameAccordingTo	typeStatus	datasetID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	taxonID	http://unknown.org/orders	dateIdentified	type	references	associatedSequences
4851017307	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.869+00:00	69	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-62.3796498	-54.721	{}	2022.0	2.0	1.0	2022-02-01	32.0	32.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.869+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '24f10aa7-6bdc-45d3-b2fb-79477699e02f'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003607_2.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003607_1.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7353	24f10aa7-6bdc-45d3-b2fb-79477699e02f	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantics	7353	OBFc	4851017307	24f10aa7-6bdc-45d3-b2fb-79477699e02f	364.0 - 362.0 m	INV0003607	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																																											
1426047027	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.857+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1907', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austroraptus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hodgson, 1907', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|344530', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austroraptus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'polaris', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|23434', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arango C.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austroraptus polaris Hodgson, 1907'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-66.665	139.991667	{}	2013.0	7.0		2013-07-17/2013-07-18	198.0	199.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:44.857+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6703'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Nebout coll.	Arango C.			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6703			REVOLTA IV - hivernage/Jacobsen-REVO_871	IU	1426047027	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6703		2016-6703	MNHN			10.15468/qgvvhd	35.0	ANTARCTICA	2014-03-18T17:09:01.000+00:00																																								
1426047018	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.857+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1907', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austroraptus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hodgson, 1907', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|344528', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austroraptus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'polaris', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|23434', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arango C.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austroraptus polaris Hodgson, 1907'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-66.665	139.991667	{}	2013.0	11.0		2013-11-18/2013-11-19	322.0	323.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:44.857+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6722'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	True	Gallut, Fournier, Da Forno & Hautecoeur coll.	Arango C.			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6722			REVOLTA V/Jacobsen-REVO_970	IU	1426047018	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6722		2016-6722	MNHN			10.15468/qgvvhd	35.0	ANTARCTICA	2023-12-06T13:16:46.000+00:00																																								
1019677870	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.082+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1907', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austroraptus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hodgson, 1907', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|207637', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austroraptus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'polaris', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|23434', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austroraptus polaris Hodgson, 1907'}]}	PRESERVED_SPECIMEN	3.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-63.033333	-62.7	{}	1969.0	1.0	20.0	1969-01-20	20.0	20.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.082+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4181'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False		Arnaud F.			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4181		Ile de la Déception	ANTARCTIQUE CHILIENNE 1968-69/69-103	IU	1019677870	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4181		2009-4181	MNHN			10.15468/qgvvhd	120.0	ANTARCTICA	2015-08-25T12:39:13.000+00:00	Iles Shetland du Sud																																							
1322403460	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:59.074+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-75.842	-173.133	{}	1968.0	1.0	31.0	1968-01-31	31.0	31.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:59.074+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e6151ff9-14eb-4a99-b299-54efa583eedb'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	University of Southern California		Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3e6151ff9-14eb-4a99-b299-54efa583eedb	urn:lsid:biocol.org:col:34871	center of sea	USARP/EL/32/2082/USC	IZ	1322403460	http://n2t.net/ark:/65665/3e6151ff9-14eb-4a99-b299-54efa583eedb		USNM 1122799	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	476.0		2013-01-11T15:43:00.000+00:00		0.0	Antarctic Ocean, Ross Sea	Antarctic Ocean, Ross Sea, Antarctica	NMNH Extant Biology	31 JAN 1968	unknown, from legacy	Degrees Minutes Seconds	2082	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																														
4081153408	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:26.007+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-75.033333	178.166667	{}	1960.0	2.0	9.0	1960-02-09	40.0	40.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:26.007+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f1cec6e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	NZOI		Specimen(s), Unknown = 1	Dredge, Devonport	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5f1cec6e-fa36-11e2-96b3-aa6f927c92a3		Ross Sea	A531	NIWA	4081153408	5f1cec6e-fa36-11e2-96b3-aa6f927c92a3		4927	NIWA Invertebrate Collection				366.0				24.0			NIWA Invertebrate Collection				A531		FEMALE	500.0	urn:lsid:marinespecies.org:taxname:172965	LINESTRING (178.1666667 -75.0333333, 178.2333333 -75.2)	en																									
4081102164	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.281+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-74.5	179.6667	{}	1959.0	1.0	15.0	1959-01-15	15.0	15.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.281+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5d075086-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	NZOI		Specimen(s), Unknown = 1	Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5d075086-fa36-11e2-96b3-aa6f927c92a3				NIWA	4081102164	5d075086-fa36-11e2-96b3-aa6f927c92a3		4928	NIWA Invertebrate Collection				268.0				33.0			NIWA Invertebrate Collection				A456		FEMALE	500.0	urn:lsid:marinespecies.org:taxname:172965	POINT (179.6667 -74.5)	en																									
4081192670	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.532+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-77.083333	177.2	{}	1959.0	1.0	11.0	1959-01-11	11.0	11.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.532+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5dd6a2d2-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	NZOI		Specimen(s), Unknown = 1	Grab,  Orange Peel Small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5dd6a2d2-fa36-11e2-96b3-aa6f927c92a3				NIWA	4081192670	5dd6a2d2-fa36-11e2-96b3-aa6f927c92a3		4926	NIWA Invertebrate Collection				354.0							NIWA Invertebrate Collection				A449_Grab		MALE	500.0	urn:lsid:marinespecies.org:taxname:172965	POINT (177.2 -77.0833333)	en																									
1318336576	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:17.358+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-71.4583	169.925	{}	1959.0	1.0	23.0	1959-01-23	23.0	23.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:17.358+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/332288894-845b-4525-ae5e-720881e1a52c'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	R. Starr	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol); Slide		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/332288894-845b-4525-ae5e-720881e1a52c	urn:lsid:biocol.org:col:34871	Victoria Land, Robertson Bay		IZ	1318336576	http://n2t.net/ark:/65665/332288894-845b-4525-ae5e-720881e1a52c		USNM 122317	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	439.0		2024-02-06T10:59:00.000+00:00		0.0	Antarctic Ocean, Ross Sea	Antarctic Ocean, Ross Sea, Antarctica	NMNH Extant Biology	23 JAN 1959	unknown, from legacy	Degrees Minutes Seconds	SI-1	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	MALE																													
1057313158	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:05.531+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 246', 'http://purl.org/dc/terms/created': '1187783056000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/233c38a3-3fac-4ffd-8896-25f11b3e03f6'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118545	1	54	354	9477065	6313	2118541	2118545	2118545	Austroraptus polaris Hodgson, 1907	Austroraptus polaris Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus polaris	Austroraptus	polaris	SPECIES	ACCEPTED	NE	-61.425	-53.766667	{}	1927.0	2.0	23.0	1927-02-23	54.0	54.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:05.531+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2238058'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 246', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/233c38a3-3fac-4ffd-8896-25f11b3e03f6'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		True		Isabella Gordon			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		2238058		Cape Bowles, Clarence Island	Stn 170	ZOO	1057313158	43d7a452-39ad-4224-ad89-b1d5750a5974		1983.214	NHMUK				342.0												Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae						NHMUK:ecatalogue:2238058	"{""associatedMediaCount"": 1, ""barcode"": ""011063223"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1311880389000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austroraptus polaris Hodgson, 1907"", ""determinationTypes"": null, ""donorName"": ""Institute of Oceanographic Sciences"", ""expedition"": ""Discovery Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057313158"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR06"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"																							
