key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	lifeStage	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	habitat	institutionID	locality	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	identificationQualifier	higherClassification	collectionID	occurrenceRemarks
1318260907	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:38.919+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	Juvenile	2117276	1	54	354	9477065	2014	2117211	2117276	2117276	Pycnogonum portus Barnard, 1946	Pycnogonum portus Barnard, 1946	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum portus	Pycnogonum	portus	SPECIES	ACCEPTED	NE	9.22	123.48	ASIA	Negros Oriental	{}	North Pacific Ocean	North Pacific Ocean, Philippines, Negros Oriental	1979.0	3.0	14.0	1979-03-14	73.0	73.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-09-30T11:19:00.000+00:00	2024-07-02T12:38:38.919+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32ecf6f89-2020-4362-9169-c8e4506e28d2'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	C. Child	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	NORTH_AMERICA	http://n2t.net/ark:/65665/32ecf6f89-2020-4362-9169-c8e4506e28d2	Rubble.	urn:lsid:biocol.org:col:34871	Siquijor Island, Shallows Just West Of Island	IZ	1318260907	http://n2t.net/ark:/65665/32ecf6f89-2020-4362-9169-c8e4506e28d2	USNM 228614	USNM	CAC-197	cf.	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	
1275071113	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.400+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT		2117276	1	54	354	9477065	2014	2117211	2117276	2117276	Pycnogonum portus Barnard, 1946	Pycnogonum portus Barnard, 1946	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum portus	Pycnogonum	portus	SPECIES	ACCEPTED	NE					{}									['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']		2024-01-24T17:25:04.400+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071113'}]	[]	[]	[]			False		Prof Stephenson				Pycnogonida		[]	[]			AFRICA	urn:catalog:IZIKO:SAM-A-10122			Port Elizabeth. Littoral.		1275071113	urn:catalog:IZIKO:SAM-A-10122	SAM-A-10122						type
318009893	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.196+00:00	124	{}	OCCURRENCE		PRESENT		2117276	1	54	354	9477065	2014	2117211	2117276	2117276	Pycnogonum portus Barnard, 1946	Pycnogonum portus Barnard, 1946	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum portus	Pycnogonum	portus	SPECIES	ACCEPTED	NE	-35.45	23.49			{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.196+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37254'}]	[]	[]	[]			False					WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	EUROPE					SOMBASE Pycnogonids	318009893		37254	BAS					
